# _root_ `` We did n't trade much today , as our policy now is to wait and see , '' said a fund manager at Taisho Life Insurance Co .
#goldHeads=20,3,20,3,3,5,5,5,5,11,13,11,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
#predictedHeads=20,3,20,3,3,7,5,5,5,11,13,13,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
(6,5),(5,1),-0.367453 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.340374 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.344939 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.269059 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.50856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.378978 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.96135 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.683535 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.84224 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.78539 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.947275 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.12377 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.990633 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.884686 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.89185 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.13797 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.21443 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-1.04393 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.01983 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-1.16493 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-0.736183 # DEPENDENCYPART_GRANDPAR
(6,5),(5,29),-0.983653 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.870444 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.787729 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.749993 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.752998 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.680494 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.2902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.438259 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.396405 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.304383 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.239072 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.617526 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.660349 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.625568 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.320701 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.521842 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.678288 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.21431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.107777 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.589925 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.232789 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0661584 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.289585 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.481289 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.441324 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.347165 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.356852 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.619942 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.581571 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.369961 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.438888 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.165188 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.20952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0111419 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.635212 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.225502 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.404552 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.619344 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.654474 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.640172 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.299392 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.697377 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.558336 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.541644 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.359636 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.635325 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.788685 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.713491 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.64166 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.670127 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.17572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.0529367 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.758658 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.188721 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.429004 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.314825 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.521687 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.616315 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.465087 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.345774 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.74329 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.681783 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.602557 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.650236 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.591487 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.264053 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.664004 # DEPENDENCYPART_GRANDPAR
(6,13),(13,28),-0.742143 # DEPENDENCYPART_GRANDPAR
(6,13),(13,29),-0.545249 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.512258 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.680779 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.208797 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.40665 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.517827 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.596925 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0247939 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.206522 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.446331 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.251743 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.107193 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.129069 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),-0.835434 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.348161 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0764037 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.102797 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0856586 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.107298 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.27932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.852238 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.18256 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.971387 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.902299 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.778951 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.810374 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-1.03268 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.899105 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.938535 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-1.28731 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-1.02289 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-1.04542 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-1.06725 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-1.6136 # DEPENDENCYPART_GRANDPAR
(7,3),(3,29),-1.5869 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0150274 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.013243 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.332325 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,1),-0.512204 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0996668 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.319154 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0310595 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.143565 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.28618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.838165 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.14465 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.968327 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.909488 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.756557 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.801218 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.997717 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.885762 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.945599 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-1.27403 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.00881 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.08964 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-1.07076 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-1.62078 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-1.41687 # DEPENDENCYPART_GRANDPAR
(7,5),(5,29),-1.65686 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.33705 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.164179 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.203726 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0331622 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.35455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.886134 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.17133 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.976521 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.824713 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.98379 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.586709 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.463806 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.865974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.149432 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.577071 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.306808 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.331934 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.254313 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.441777 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.510694 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.56027 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.938148 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.401958 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.597681 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.598589 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.779507 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.802514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),-0.512205 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.563193 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.622057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.327783 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.372574 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.387449 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.484557 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.300275 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.520985 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.195585 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.367912 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.65126 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.560393 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.699334 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.300515 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.330594 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.232755 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.213861 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.29346 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.735994 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.524649 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.705476 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.333219 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.593926 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.421682 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.704856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.245954 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.361625 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.437396 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.297258 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.225272 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.412649 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.480224 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.389894 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.915307 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.393273 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.611146 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.631692 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-1.05202 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.684998 # DEPENDENCYPART_GRANDPAR
(7,13),(13,27),-0.684868 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),-1.05628 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-1.31068 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.578338 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.437421 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.239334 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.49204 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.737847 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.408135 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.987223 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.449766 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.948946 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.662083 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.849602 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.843582 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.420038 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.163413 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.270814 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.308214 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.31322 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.229622 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.64245 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.36224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.0867167 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),0.272659 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.233373 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.43264 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.577171 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.961844 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.534235 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-1.04524 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-1.03817 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.705483 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-1.00817 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-1.53506 # DEPENDENCYPART_GRANDPAR
(9,5),(5,24),-1.36043 # DEPENDENCYPART_GRANDPAR
(9,5),(5,29),-1.98163 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.46681 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.336942 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.365434 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.343787 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.129123 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.625915 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.3867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),0.183059 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.468939 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.575097 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.233403 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.140944 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.173476 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.318297 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.16491 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.197913 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.784138 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.38505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.192176 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),0.066935 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.406474 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.506387 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.636973 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.715892 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.798853 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.02821 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.903375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,6),-0.950538 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.2505 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.38971 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.858347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.548831 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.204143 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.12041 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.223627 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0109878 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.499461 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.197053 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.459096 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.624978 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.81673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.405373 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),1.06389 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0637563 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.103547 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.812269 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.848789 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.760468 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.916126 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.838551 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.814449 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.999348 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.23682 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.978061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.268826 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),1.08998 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.131205 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.103239 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.355233 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.321227 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.433023 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.559109 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.105682 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.539304 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.518911 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.550842 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),-1.26046 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.768895 # DEPENDENCYPART_GRANDPAR
(9,13),(13,29),-1.61281 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),1.17188 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0436761 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.302293 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.00118962 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.352114 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.701125 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.965457 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.717543 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.784541 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.732647 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.04295 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.1965 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.88566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.476806 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),1.10024 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.331345 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.188603 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.071067 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0497117 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.471483 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.617465 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.232269 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.589 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-1.13105 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.766283 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.673184 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-1.70726 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-1.42915 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-1.39851 # DEPENDENCYPART_GRANDPAR
(9,15),(15,28),-0.928798 # DEPENDENCYPART_GRANDPAR
(9,15),(15,29),-1.61495 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.674468 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.725005 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.848013 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-1.11952 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.358066 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.340501 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.138843 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.637643 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.222698 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.588994 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-1.12526 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.760502 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.690279 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-1.43089 # DEPENDENCYPART_GRANDPAR
(9,17),(17,27),-1.3998 # DEPENDENCYPART_GRANDPAR
(9,17),(17,28),-0.930087 # DEPENDENCYPART_GRANDPAR
(9,17),(17,29),-1.62438 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.451953 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.937138 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.813784 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.742249 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.914523 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.812575 # DEPENDENCYPART_GRANDPAR
