# _root_ But most of them , led by Morgan Stanley & Co. , moved back in earlier this year .
#goldHeads=13,13,2,3,13,13,6,9,10,7,10,13,0,13,14,18,18,13,13,
#predictedHeads=13,13,2,3,13,13,6,9,10,7,10,13,0,13,14,18,18,13,13,
(11,13),(13,12),(13,6),-0.127089 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,3),-0.125719 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,2),-0.124971 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,1),-0.124931 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,-1),-0.188093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,11),(13,10),-0.124958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,9),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,8),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,7),-0.126236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,6),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,5),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,3),-0.126236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,2),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,1),-0.124958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,-1),-0.0334613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,10),(13,9),0.15064 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,8),0.203555 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,7),0.0887528 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,6),0.152188 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,5),0.178577 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,4),0.130244 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,3),0.132865 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,2),0.19238 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,1),0.138804 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,-1),-0.131127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,9),(13,8),-0.124895 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,7),-0.126236 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,6),-0.125221 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,5),-0.125057 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,3),-0.126236 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,2),-0.12492 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,1),-0.124958 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,-1),-0.033248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,8),(13,7),-0.126236 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,6),-0.125221 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,5),-0.125057 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,3),-0.126236 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,2),-0.12492 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,1),-0.124958 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,-1),-0.0332374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,7),(13,6),-0.124989 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,5),-0.124887 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,1),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,-1),-0.184553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,6),(13,5),-0.124926 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,1),-0.124933 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,-1),-0.146665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,5),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,3),-0.125719 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,2),-0.124971 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,1),-0.124931 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,-1),-0.188093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,4),(13,3),-0.124929 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,4),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,4),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,4),(13,-1),0.0338777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,3),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,3),(13,1),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,3),(13,-1),-0.155067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,2),(13,1),-0.124896 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,2),(13,-1),-0.205572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,1),(13,-1),-0.13001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,15),-0.00907398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0297719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,18),0.0135965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,19),-0.046086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,20),-0.0348972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.0386679 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,18),-0.044979 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,20),-0.0220945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,18),-0.0449579 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,20),-0.0508914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,18),(14,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,20),-0.0892578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,19),(14,20),-0.0440074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,12),0.157804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,10),-0.127011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,7),-0.107154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,3),-0.107154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,1),-0.127278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.189709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,12),(14,10),-0.124902 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,7),-0.125874 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,3),-0.12588 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,1),-0.124902 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,-1),-0.115005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,10),(14,7),0.0888567 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,3),0.132969 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,1),0.138804 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,-1),-0.0897557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,7),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,-1),-0.110706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,3),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,3),(14,-1),-0.109456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,1),(14,-1),-0.0916512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,16),-0.0351733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,17),-0.0571206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,18),0.0298208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,19),-0.0461016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,20),-0.0390587 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,16),(15,17),-0.0420053 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,18),-0.0457768 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,20),-0.0485818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,17),(15,18),-0.0446703 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,20),-0.0583286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,18),(15,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,20),-0.0791765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,19),(15,20),-0.0440185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,14),0.123055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,12),0.153987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,10),-0.126768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,8),-0.128728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,7),-0.107447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,5),-0.125454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,1),-0.127036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),-0.210031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,14),(15,12),0.12029 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,10),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,-1),-0.163594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,12),(15,10),-0.124902 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,8),-0.124962 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,7),-0.125874 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,1),-0.124902 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,-1),-0.111975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,10),(15,8),0.203563 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,7),0.0888567 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,5),0.178577 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,1),0.138804 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,-1),-0.090966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,8),(15,7),-0.124889 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,8),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,8),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,8),(15,-1),-0.132033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,7),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,-1),-0.104475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,5),(15,1),-0.124902 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,5),(15,-1),-0.111975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,1),(15,-1),-0.0928615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,19),0.0853178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,20),0.135411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,19),(18,20),0.0957357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,17),0.14358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,16),0.104046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,15),0.116575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,14),0.103244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,13),0.127143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,10),-0.138192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,-1),0.0145643 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,17),(18,16),0.134186 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,15),0.13008 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,14),0.131156 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,13),0.118549 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,-1),-0.147642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,16),(18,15),0.123169 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,14),0.123186 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,13),0.117059 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,-1),-0.117542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,15),(18,14),0.122866 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,13),0.11704 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,-1),-0.107193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,14),(18,13),0.117059 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,-1),-0.122044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,13),(18,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,-1),-0.174148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,10),(18,-1),-0.204402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,2),0.15164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,3),0.172378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,5),0.11129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,6),0.170873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,13),-0.143675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,1),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,20),-0.0724812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,2),(1,3),0.123543 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,5),0.11293 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,6),0.115137 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,13),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,2),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,20),-0.106577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,5),0.0914639 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,6),0.111915 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,13),-0.124921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,20),-0.124681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,5),(1,6),0.133252 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,13),-0.142819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,5),(1,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,20),-0.178632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,6),(1,13),-0.119735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,6),(1,19),-0.125531 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,20),-0.112941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,13),(1,19),-0.125531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,13),(1,20),-0.108996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,19),(1,20),-0.13038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,-1),-0.188751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,2),(2,3),0.168668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,5),0.0731971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,7),0.132911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,10),0.0767085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,20),-0.222898 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,3),(2,5),0.132181 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,7),0.104742 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,10),0.118275 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,20),-0.0848158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,5),(2,7),0.122512 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,10),0.126865 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,20),-0.119244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,7),(2,10),0.118356 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,20),-0.108819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,10),(2,20),-0.118791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,2),(2,-1),-0.0725826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,3),(3,4),0.0980353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,5),0.117698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,6),0.170829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,7),0.0685179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,8),0.100756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,10),0.0971582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,12),0.117698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,13),-0.121464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,3),(3,14),-0.130465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,15),-0.130578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,16),-0.130465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,20),-0.0768764 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,4),(3,5),0.118956 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,6),0.118673 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,7),0.119163 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,8),0.117081 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,10),0.11909 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,12),0.118956 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,4),(3,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,20),-0.138748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,6),0.116825 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,7),0.124667 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,8),0.110063 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,10),0.118757 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,12),0.119162 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,13),-0.124901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,14),-0.124889 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,15),-0.12489 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,16),-0.124889 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,20),-0.148507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,7),0.118505 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,8),0.117933 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,10),0.119163 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,12),0.115966 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,14),-0.124917 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,15),-0.124919 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,16),-0.124917 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,20),-0.0602618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,7),(3,8),0.121649 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,10),0.120544 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,12),0.10752 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,13),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,7),(3,14),-0.124892 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,15),-0.124904 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,16),-0.124896 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,20),-0.105516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,8),(3,10),0.11904 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,12),0.129898 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,13),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,8),(3,14),-0.124887 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,15),-0.125237 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,16),-0.124888 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,20),-0.184784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,10),(3,12),0.599252 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,13),0.0770922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,10),(3,14),0.0357728 # DEPENDENCYPART_GRANDSIBL
