# _root_ Laboring in blue and gray overalls , they are supposed to concentrate on cleaning out crevices , and not strain their eyes looking for diamonds .
#goldHeads=9,1,4,6,4,2,9,9,0,9,12,18,12,13,14,14,18,10,18,18,22,20,20,23,24,9,
#predictedHeads=18,1,4,6,4,2,9,9,18,9,12,10,12,13,14,14,18,0,20,18,22,20,20,23,24,18,
(18,14),(14,16),(14,20),-0.149107 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,22),-0.147568 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,23),-0.149107 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,24),-0.165076 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,26),-0.144792 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,27),-0.0690366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,17),(14,18),-0.148938 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,19),-0.146105 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,20),-0.153537 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,22),-0.147035 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,23),-0.153537 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,24),-0.159301 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,27),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,18),(14,19),0.121212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,20),0.0798665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,22),0.118923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,23),0.100672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,24),-0.069045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,26),0.0283287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,27),-0.117114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,19),(14,20),-0.146491 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,19),(14,22),-0.148421 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,19),(14,23),-0.146491 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,19),(14,24),-0.146876 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,19),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,19),(14,27),-0.089012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,20),(14,22),-0.144969 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,20),(14,23),-0.145246 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,20),(14,24),-0.145615 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,20),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,20),(14,27),-0.0551304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,22),(14,23),-0.149107 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,22),(14,24),-0.165076 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,22),(14,26),-0.144792 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,22),(14,27),-0.0651504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,23),(14,24),-0.145615 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,23),(14,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,23),(14,27),-0.0626891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,24),(14,26),-0.145894 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,24),(14,27),-0.0951734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,26),(14,27),-0.149644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,14),(14,13),-0.0505683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,8),0.00948526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,-1),0.197352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,13),(14,8),-0.0207646 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,-1),-0.104888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,8),(14,-1),-0.0150527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,17),0.230971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,18),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,19),-0.140619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,20),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,22),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,24),-0.07538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,25),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,27),-0.0192466 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,17),(16,18),-0.149799 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,19),-0.144714 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,20),-0.147591 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,22),-0.157847 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,24),-0.145454 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,25),-0.157847 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,27),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,18),(16,19),0.121246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,20),0.080677 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,22),0.114974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,24),-0.066237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,25),0.0132385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,27),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,19),(16,20),-0.144704 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,22),-0.144773 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,24),-0.144707 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,25),-0.144773 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,27),-0.178342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,20),(16,22),-0.145741 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,20),(16,24),-0.144834 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,20),(16,25),-0.145741 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,20),(16,27),-0.169888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,22),(16,24),-0.139308 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,22),(16,25),-0.151088 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,22),(16,27),-0.159889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,24),(16,25),-0.145207 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,24),(16,27),-0.0372107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,25),(16,27),-0.159888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,14),-0.0956376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,13),-0.0488332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,12),-0.0956376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,11),0.0182707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,10),-0.0956376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,2),-0.0696892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,-1),0.180862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,14),(16,13),-0.0104537 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,12),-0.0228352 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,11),-0.0215198 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,10),-0.0228352 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,2),-0.0101412 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,-1),-0.0062182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,13),(16,12),-0.00880382 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,11),-0.00209621 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,10),-0.00880382 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,2),0.0122075 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,-1),-0.0927745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,12),(16,11),-0.0215198 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,10),-0.0228352 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,2),-0.0101412 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,-1),-0.0062182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,11),(16,10),-0.0223277 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,11),(16,2),-0.012801 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,11),(16,-1),0.025956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,10),(16,2),-0.0101412 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,10),(16,-1),-0.0062182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,2),(16,-1),-0.107188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,27),-0.0464494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,-1),0.0694301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,20),-0.0494774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,22),-0.0303196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,24),0.0162829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,25),-0.0303196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,27),0.0469424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,20),(19,22),-0.019458 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,24),-0.019633 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,25),-0.019458 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,27),-0.0522426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,22),(19,24),-0.0131051 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,22),(19,25),-0.0200197 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,22),(19,27),-0.0419685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,24),(19,25),-0.0207976 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,24),(19,27),0.043695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,25),(19,27),-0.0419685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,4),-0.144718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,-1),-0.186143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,4),(19,-1),-0.150515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,21),0.02417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,22),-0.0226334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,23),0.0384815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,24),-0.0605693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,25),-0.0225675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,26),-0.0235284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,27),0.197352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,21),(20,22),-0.0144394 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,23),-0.0193731 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,24),0.00579963 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,25),-0.0144394 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,26),-0.019919 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,27),-0.0228029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,22),(20,23),0.0167445 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,24),-0.0881916 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,25),-0.00612935 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,26),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,27),-0.0133497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,23),(20,24),-0.0207394 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,25),-0.0119845 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,26),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,27),0.0876562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,24),(20,25),-0.0154996 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,24),(20,26),-0.0204279 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,24),(20,27),-0.104104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,25),(20,26),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,25),(20,27),-0.0133497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,26),(20,27),-0.0429407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,19),0.10845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,17),-0.144941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,16),-0.0962775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,13),-0.140126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,12),-0.162429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,9),-0.165506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,6),-0.0962775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,-1),-0.212675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,19),(20,17),-0.144721 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,16),-0.148421 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,13),-0.146876 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,12),-0.146491 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,9),-0.146491 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,6),-0.148421 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,-1),-0.089012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,17),(20,16),-0.147035 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,13),-0.15839 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,12),-0.153537 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,9),-0.15354 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,6),-0.147035 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,17),(20,-1),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,16),(20,13),-0.164946 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,12),-0.149107 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,9),-0.14941 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,6),-0.147568 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,-1),-0.0690366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,13),(20,12),-0.145506 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,13),(20,9),-0.145506 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,13),(20,6),-0.150934 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,13),(20,-1),-0.077752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,12),(20,9),-0.145246 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,12),(20,6),-0.144969 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,12),(20,-1),-0.0551304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,9),(20,6),-0.144969 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,9),(20,-1),-0.0586448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,6),(20,-1),-0.0690366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,23),-0.0956376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,24),-0.0480076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,25),-0.0376795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,27),0.177331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,23),(22,24),-0.0102269 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,25),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,27),-0.0062182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,24),(22,25),-0.0321861 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,27),-0.0887588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,25),(22,27),0.00176382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,21),0.0822981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,20),0.0954555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,19),0.101995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,-1),-0.0192468 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,21),(22,20),0.101454 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,19),0.108663 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,-1),-0.121261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,20),(22,19),0.105164 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,-1),-0.169888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,19),(22,-1),-0.178342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,24),-0.0605723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,25),-0.0225675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,26),-0.0235284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,27),0.198777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,24),(23,25),-0.0154998 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,24),(23,26),-0.0204279 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,24),(23,27),-0.101229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,25),(23,26),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,25),(23,27),-0.0133499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,26),(23,27),-0.0429407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,22),0.24535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,16),-0.0962775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,9),-0.16551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,-1),-0.212758 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,22),(23,16),-0.147568 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,9),-0.14941 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,-1),-0.0652823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,16),(23,9),-0.14941 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,16),(23,-1),-0.0691684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,9),(23,-1),-0.0587536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,25),0.0371206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,27),-0.121129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,25),(24,27),-0.00627952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,22),0.0614497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,-1),-0.0596166 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,22),(24,-1),-0.170034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,25),(25,26),-0.023758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,27),0.180841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,25),(25,26),(25,27),-0.0266097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,25),(25,24),0.165695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,23),0.0949702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,22),0.0411886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,21),0.0822981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,19),0.101995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,-1),-0.0192677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,25),(25,24),(25,23),0.109427 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,24),(25,22),0.110357 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,24),(25,21),0.109377 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,24),(25,19),0.100137 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,24),(25,-1),-0.0372107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,23),(25,22),0.120626 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,23),(25,21),0.112759 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,23),(25,19),0.105164 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,23),(25,-1),-0.170375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,22),(25,21),0.134937 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,22),(25,19),0.106012 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,22),(25,-1),-0.159889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,21),(25,19),0.108663 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,21),(25,-1),-0.12126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,19),(25,-1),-0.178342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,26),(26,26),(26,27),-0.023829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,26),(26,26),(26,24),0.108956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,26),(26,26),(26,-1),-0.105648 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,26),(26,24),(26,-1),-0.145293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,4),(4,5),0.129595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,6),0.0975235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,7),0.135152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,9),0.109349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,10),0.109407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,12),0.109407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,13),0.0939504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,14),0.109407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,17),0.135152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,18),0.11724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,27),-0.101443 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,4),(4,5),(4,6),0.116067 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,7),0.109529 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,9),0.109482 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,10),0.109482 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,12),0.109482 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,13),0.109209 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,14),0.109482 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,17),0.109529 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,18),0.10954 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,27),-0.143694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
