# _root_ `` I do n't think anyone is now immune from takeover , '' said Robert Schneider of Duff & Phelps Inc. , Chicago .
#goldHeads=14,3,14,3,3,7,5,7,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
#predictedHeads=14,3,14,3,3,7,5,9,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
(11,15),(15,15),(15,17),0.00727263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,21),-0.132758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,23),-0.130249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,25),0.1451 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,16),(15,17),-0.0236842 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,21),-0.0017202 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,23),0.00209377 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,25),0.0257874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,17),(15,21),-0.0174486 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,23),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,25),-0.00973769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,21),(15,23),0.00170329 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,21),(15,25),0.0246889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,23),(15,25),0.0291088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,13),0.0903868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),-0.0105073 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,13),(15,-1),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),0.007272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),-0.133225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,19),-0.0362572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,20),-0.132093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,21),-0.132743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,22),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,23),-0.130234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,24),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,25),0.134869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,19),-0.017884 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,20),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,21),-0.0174486 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,22),-0.0589335 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,23),-0.0174279 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,24),-0.0210534 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,25),-0.00973833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,18),(16,19),-0.0206004 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,20),-0.00139631 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,21),-0.00148802 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,22),0.00445263 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,23),0.00232595 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,24),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,25),0.0257905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,19),(16,20),0.0169642 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,21),-0.0247869 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,22),0.223873 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,23),0.0090895 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,24),0.24475 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,25),-0.0323983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,20),(16,21),-0.00148802 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,22),0.00445263 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,23),0.00232595 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,24),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,25),0.0257905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,21),(16,22),0.00443438 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,23),0.00193547 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,24),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,25),0.0246919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,22),(16,23),0.13516 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,22),(16,24),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,22),(16,25),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,23),(16,24),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,23),(16,25),0.0291119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,24),(16,25),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,15),0.159948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,14),0.0919267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,13),0.0903868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,12),0.182057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,11),0.161126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,-1),-0.0201914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,15),(16,14),0.110251 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,13),0.105873 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,12),0.116649 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,11),0.0906945 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,-1),-0.175349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,13),0.108409 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,12),0.106072 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,11),0.113481 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,-1),-0.197861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,13),(16,12),0.1074 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,11),0.107045 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,-1),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,12),(16,11),0.118238 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,-1),-0.0334285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,11),(16,-1),-0.173854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,17),(17,18),0.127674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,19),0.0640217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,20),0.129766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,21),0.131284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,23),0.133163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,25),-0.376974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,18),(17,19),-0.0328677 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,20),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,21),-0.0616148 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,23),-0.0623914 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,25),0.0428604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,19),(17,20),0.00133922 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,21),-0.0405462 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,23),-0.00653553 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,25),0.0489408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,20),(17,21),-0.0616148 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,23),-0.0623914 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,25),0.0449531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,21),(17,23),-0.0633152 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,21),(17,25),0.0475381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,23),(17,25),0.0475724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,-1),-0.0494996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,21),(21,22),0.132486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,23),-0.126049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,24),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,25),0.130755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,22),(21,23),0.132328 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,24),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,22),(21,25),-0.0205974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,23),(21,24),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,23),(21,25),0.0333595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,24),(21,25),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,21),(21,20),0.161561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,19),0.0498097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,18),0.161561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,16),0.161561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,15),0.160497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,21),(21,21),(21,-1),-0.0311966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,21),(21,20),(21,19),0.104215 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,18),0.0924777 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,16),0.0924777 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,15),0.0897467 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,20),(21,-1),-0.171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,19),(21,18),0.0267569 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,19),(21,16),0.0851434 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,19),(21,15),0.123724 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,19),(21,-1),-0.213925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,18),(21,16),0.0924777 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,15),0.0897467 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,18),(21,-1),-0.171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,16),(21,15),0.0897467 # DEPENDENCYPART_GRANDSIBL
(11,21),(21,16),(21,-1),-0.171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,21),(21,15),(21,-1),-0.172499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,22),(22,22),(22,25),-0.0471183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,22),(22,22),(22,-1),-0.187555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,23),(23,24),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,25),0.141674 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,24),(23,25),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,23),(23,22),0.181065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,21),0.159856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,20),0.16101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,19),0.0498658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,18),0.16101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,15),0.159946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,-1),-0.0131938 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,22),(23,21),0.118111 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,20),0.118217 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,19),0.107253 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,18),0.118217 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,15),0.118217 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,-1),-0.0343992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,21),(23,20),0.0902821 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,19),0.104037 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,18),0.0902821 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,15),0.0875511 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,-1),-0.17414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,20),(23,19),0.104233 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,20),(23,18),0.0911065 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,20),(23,15),0.0883754 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,20),(23,-1),-0.173873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,19),(23,18),0.0267586 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,19),(23,15),0.123726 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,19),(23,-1),-0.213639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,18),(23,15),0.0883754 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,18),(23,-1),-0.173873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,15),(23,-1),-0.175372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,24),(24,24),(24,25),0.00397895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,24),(24,24),(24,-1),-0.112603 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,1),(1,1),(1,25),-0.10663 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,1),(1,1),(1,-1),0.0171819 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,2),(2,2),(2,3),0.0867078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,5),0.0866306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,25),-0.160115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,2),(2,3),(2,5),0.109538 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,25),-0.157525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,5),(2,25),-0.157602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,2),(2,-1),0.0346466 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,3),(3,3),(3,4),0.0773582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,5),0.174582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,6),0.189226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,7),0.177078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,8),0.07025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,9),0.146212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,10),-0.0234789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,11),0.186302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,12),0.0964583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,13),0.0972438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,14),-0.136099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,19),-0.15778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,22),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,25),-0.314108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,3),(3,4),(3,5),0.0969587 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,6),0.124245 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,7),0.0999652 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,8),0.102354 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,9),0.138882 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,10),0.103799 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,11),0.124245 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,12),0.100806 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,13),0.101901 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,14),-0.145137 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,19),-0.144921 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,22),-0.144724 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,25),-0.175844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,5),(3,6),0.0867552 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,7),0.101507 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,8),0.106219 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,9),0.106569 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,10),0.122481 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,11),0.0867552 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,12),0.212227 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,13),0.0901364 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,14),-0.145075 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,19),-0.144729 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,22),-0.146356 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,24),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,25),-0.134376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,6),(3,7),0.100291 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,8),0.0984565 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,9),0.101721 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,10),0.179681 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,11),0.0906788 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,12),0.0863166 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,13),0.102458 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,14),-0.14051 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,19),-0.145606 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,22),-0.148815 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,25),-0.0977316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,7),(3,8),0.106777 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,9),0.106525 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,10),0.118449 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,11),0.0866022 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,12),0.230996 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,13),0.0940968 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,14),-0.145078 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,19),-0.144729 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,22),-0.146356 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,24),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,25),-0.129696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,8),(3,9),0.132134 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,10),0.0982042 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,11),0.118752 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,12),0.101511 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,13),0.102018 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,14),-0.14501 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,19),-0.144919 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,22),-0.144719 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,25),-0.167678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,9),(3,10),0.114848 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,11),0.111732 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,12),0.112429 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,13),0.106526 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,14),-0.145601 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,19),-0.144763 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,22),-0.144718 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,9),(3,25),-0.119804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,10),(3,11),0.10429 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,12),0.0687679 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,13),0.101632 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,14),-0.146946 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,19),-0.147109 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,22),-0.146437 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,25),-0.145248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,11),(3,12),0.0863166 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,13),0.102458 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,14),-0.14051 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,19),-0.145606 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,22),-0.148815 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,25),-0.10049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,12),(3,13),0.196552 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,14),-0.16171 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,19),-0.149776 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,25),-0.149867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,13),(3,14),-0.146207 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,13),(3,19),-0.145075 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,13),(3,22),-0.144846 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,13),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,13),(3,25),-0.123619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,14),(3,19),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,14),(3,22),-0.146356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,14),(3,24),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,14),(3,25),-0.137299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,3),(3,19),(3,22),-0.25112 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,19),(3,24),-0.0771132 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,19),(3,25),-0.18384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,22),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,22),(3,25),-0.149867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,24),(3,25),-0.14484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,3),(3,2),-0.0429534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,1),-9.99775e-05 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
