# _root_ Further , under the agreement , First Tennesse would continue to develop the software that creates customer products and sevices .
#goldHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,19,19,16,19,9,
#predictedHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,18,19,16,19,9,
(12,8),(8,16),(8,19),-0.126764 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,16),(8,21),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,16),(8,22),-0.0801271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,19),(8,21),0.200643 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,19),(8,22),-0.0930161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,21),(8,22),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,7),0.00265715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,6),0.0369001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,5),0.00438494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,4),-0.131454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,2),0.0369001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,-1),0.0545025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,7),(8,6),-0.0550082 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,5),-0.04655 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,4),-0.00963931 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,2),-0.0550082 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,-1),-0.0308036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,6),(8,5),-0.0900616 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,4),-0.0374877 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,2),-0.0513773 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,-1),-0.0312203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,5),(8,4),-0.0121822 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,2),-0.0582063 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,-1),-0.0248522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,4),(8,2),-0.0178897 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,4),(8,-1),0.0663525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,2),(8,-1),-0.0312203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,10),0.106095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,12),-0.135728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,9),(9,14),-0.136436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,16),-0.135728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,19),-0.13815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,22),-0.343529 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,10),(9,12),-0.124915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,10),(9,14),-0.124911 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,16),-0.124915 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,19),-0.125239 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,22),-0.195784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,12),(9,14),-0.124911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,16),-0.124915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,19),-0.125239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,22),-0.192221 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,14),(9,16),-0.126286 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,19),-0.125207 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,22),-0.155046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,16),(9,19),-0.125239 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,22),-0.192702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,19),(9,21),0.200643 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,19),(9,22),-0.126185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,21),(9,22),-0.124522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),0.0104515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,7),0.00629076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,6),-0.0876674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,5),0.0104515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,4),-0.059549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,3),-0.0770657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,2),-0.0876674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,1),-0.0331537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),-0.115852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,8),(9,7),-0.043901 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,6),0.0262164 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,5),-0.043901 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,4),-0.0434044 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,3),-0.0267867 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,2),0.0262164 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,1),-0.0396295 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,-1),-0.104389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,7),(9,6),0.0262164 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,5),-0.043901 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,4),-0.0434046 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,3),-0.0267867 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,2),0.0262164 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,1),-0.0396295 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,-1),-0.104574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,6),(9,5),-0.0362269 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,4),-0.0420689 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,3),-0.0276482 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,2),-0.0422551 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,1),-0.0266248 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,-1),-0.030273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,5),(9,4),-0.0434044 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,3),-0.0267867 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,2),0.0262164 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,1),-0.0396295 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,-1),-0.104389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,4),(9,3),-0.0454646 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,4),(9,2),-0.0446931 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,4),(9,1),-0.0401126 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,4),(9,-1),-0.0548921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,3),(9,2),-0.0388131 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,3),(9,1),-0.0458998 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,3),(9,-1),-0.0212907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,2),(9,1),-0.0266248 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,2),(9,-1),-0.030273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,1),(9,-1),-0.0539909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,14),-0.184754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,19),-0.149195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,22),0.157807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,12),(11,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,22),-0.139261 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,14),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,22),-0.204775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,19),(11,22),-0.154229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,-1),-0.13805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,22),-0.0994142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,-1),-0.298144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),0.0210992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0230199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),0.0063193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),0.00369389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),0.00480639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),0.00563045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,21),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,22),0.0449601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0437654 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0334321 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0334321 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),-0.0334321 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,22),0.0167114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,18),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.041089 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,21),-0.0434198 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,22),-0.0723461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.0437883 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,19),-0.0683838 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,20),-0.0436245 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,21),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,22),-0.0247897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),-0.0679501 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,20),-0.0453723 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,21),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,22),-0.025456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,20),0.0286449 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,21),0.283512 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,22),-0.0433758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,21),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,22),-0.0246214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,21),(14,22),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.106277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.184896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,11),-0.132324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.156348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.125032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,13),(14,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.207428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,11),-0.124893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.0774452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,11),(14,-1),-0.0536524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),0.0181892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),0.0254967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0477309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),0.0189004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,21),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,22),0.0469602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.00771129 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.0143519 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.0067481 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,21),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,22),-0.0689786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0147405 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,20),-0.00604511 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,21),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,22),-0.0633917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),0.0312415 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,21),0.283076 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,22),-0.0638526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,20),(16,21),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,22),-0.066917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,21),(16,22),-0.055015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.0397261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,14),0.162351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,11),-0.0986278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,9),-0.131031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,8),-0.177989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,6),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,5),-0.177989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,3),0.0235346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,2),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,1),-0.129753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),-0.246473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,14),0.107147 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,8),-0.124891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,5),-0.124891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,3),-0.125592 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.0780391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,11),-0.127799 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,9),-0.12597 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,8),-0.128004 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,6),-0.127738 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,5),-0.128004 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,3),-0.18406 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,2),-0.127738 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,1),-0.125042 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,-1),-0.126773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,11),(16,9),-0.124913 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,8),-0.106715 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,6),-0.124888 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,5),-0.106715 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,3),-0.0689531 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,1),-0.116515 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,-1),-0.222232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,9),(16,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,6),-0.125696 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,3),-0.124911 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,2),-0.125696 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,-1),-0.133862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,8),(16,6),-0.127738 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,5),-0.128004 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,3),-0.18406 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,2),-0.127738 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,1),-0.125042 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,-1),-0.124107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,6),(16,5),-0.126165 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,3),-0.175963 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,2),-0.12504 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,1),-0.125122 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,-1),-0.121799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,5),(16,3),-0.184065 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,2),-0.127738 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,1),-0.125042 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,-1),-0.117592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,3),(16,2),-0.126426 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,3),(16,1),-0.125065 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,3),(16,-1),-0.118604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,2),(16,1),-0.125122 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,2),(16,-1),-0.121799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,1),(16,-1),-0.099039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),0.00325389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,22),0.0546852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,22),-0.0254612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,16),0.1843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,15),0.0552703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,14),0.0431372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,13),0.105909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.156428 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,15),0.118546 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,14),0.121231 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,13),0.154634 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,-1),-0.0801327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,15),(17,14),0.118679 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,13),0.119162 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,-1),-0.216999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,14),(17,13),0.0441263 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,-1),-0.108675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,-1),-0.207775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,20),-0.00215633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,21),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,22),0.0516791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,20),(18,21),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,22),-0.0278203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,21),(18,22),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,17),0.0399894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,16),0.184768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,15),0.0552703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,14),0.042406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,13),0.106831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,-1),-0.157665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,17),(18,16),0.1265 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,15),0.119909 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,14),0.119837 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,13),0.0440008 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,-1),-0.1096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,16),(18,15),0.118546 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,14),0.120993 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,13),0.154623 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,-1),-0.0793364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,15),(18,14),0.118679 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,13),0.119162 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,-1),-0.216999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,14),(18,13),0.044035 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,14),(18,-1),-0.109449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,13),(18,-1),-0.213541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,20),-0.0391269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,21),-0.0236736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,22),-0.213935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,20),(19,21),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,22),-0.0197129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
