# _root_ If the pound falls closer to 2.80 marks , the Bank of England may raise Britain 's base lending rate by one percentage point to 16 % , says Mr. Rendell .
#goldHeads=4,3,4,14,4,5,8,6,14,11,14,11,12,29,14,20,16,20,20,15,15,24,24,21,15,27,25,29,0,31,29,29,
#predictedHeads=4,3,4,14,4,4,8,6,14,11,14,11,12,29,14,20,16,20,20,15,15,24,24,21,15,27,25,29,0,31,29,29,
(18,21),(21,25),(21,31),-0.0474917 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,33),-0.0584188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,26),(21,27),-0.0524989 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,31),-0.0504145 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,33),-0.0237576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,27),(21,31),-0.0801554 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,33),0.0980156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,31),(21,33),0.0850915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,20),0.0568012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,19),0.0570036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,18),0.0570024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,21),(21,-1),-0.0717029 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,20),(21,19),0.118906 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,18),0.118906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,20),(21,-1),-0.145992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,19),(21,18),0.118906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,19),(21,-1),-0.145783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,18),(21,-1),-0.145784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,25),(25,25),(25,26),-0.0356056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,27),0.00973611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,28),-0.0428721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,31),0.0265308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,33),-0.227521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,25),(25,26),(25,27),-0.0461811 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,26),(25,28),-0.0420668 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,26),(25,31),-0.046093 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,26),(25,33),-0.0398401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,27),(25,28),-0.0451882 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,27),(25,31),-0.0512414 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,27),(25,33),0.0168487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,28),(25,31),-0.0424842 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,28),(25,33),-0.0445284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,31),(25,33),0.0345163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,25),(25,24),0.0894353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,-1),-0.0618711 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,25),(25,24),(25,-1),-0.159646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,16),(16,17),0.243893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,18),0.151293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,19),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,16),(16,16),(16,21),-0.143886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,22),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,27),-0.141411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,29),-0.154397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,33),0.0153755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,16),(16,17),(16,18),0.112201 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,17),(16,19),-0.124913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,17),(16,21),-0.125424 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,17),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,17),(16,27),-0.124913 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,17),(16,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,17),(16,33),0.0853871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,18),(16,19),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,18),(16,21),-0.125035 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,18),(16,22),-0.125494 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,18),(16,27),-0.125466 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,18),(16,29),-0.125545 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,18),(16,33),-0.141382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,19),(16,21),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,19),(16,22),-0.125494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,19),(16,27),-0.125466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,19),(16,29),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,19),(16,33),-0.140676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,16),(16,21),(16,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,21),(16,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,21),(16,29),-0.125119 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,21),(16,33),-0.100535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,22),(16,27),-0.12492 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,22),(16,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,22),(16,33),-0.128113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,27),(16,29),-0.125545 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,27),(16,33),-0.135524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,29),(16,33),-0.174659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,16),(16,15),0.0440049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,13),-0.179351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,11),-0.180894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,10),-0.0399498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,16),(16,16),(16,-1),0.105211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,16),(16,15),(16,13),-0.0484211 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,15),(16,11),-0.0484211 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,15),(16,10),-0.0319263 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,15),(16,-1),-0.0169304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,13),(16,11),-0.0134961 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,13),(16,10),-0.0143754 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,13),(16,-1),0.00641932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,11),(16,10),-0.0151959 # DEPENDENCYPART_GRANDSIBL
(19,16),(16,11),(16,-1),0.00517787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,16),(16,10),(16,-1),-0.00998996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,17),(17,33),-0.0293383 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,17),(17,-1),0.0994224 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,18),(18,19),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,18),(18,21),-0.143886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,25),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,33),0.012419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,19),(18,21),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,33),-0.140534 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,21),(18,25),-0.126282 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,21),(18,33),-0.100469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,25),(18,33),-0.0910387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,18),(18,17),-0.0614418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,16),-0.184203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,13),-0.184203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,-1),0.0971044 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,17),(18,16),-0.0444261 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,17),(18,13),-0.0444261 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,17),(18,-1),-0.0687468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,16),(18,13),-0.0138117 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,16),(18,-1),0.0027596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,13),(18,-1),0.00166839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,21),-0.0484984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,22),-0.160334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,23),-0.188774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,24),-0.188572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,25),-0.0891052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,26),-0.143712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,27),-0.182934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,28),0.142932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,29),0.0494137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,31),-0.188571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,32),0.0853628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,33),0.100427 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,22),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,23),-0.0412959 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,24),-0.0412959 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,25),-0.0256731 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,26),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,27),-0.0420432 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,28),-0.0710373 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,29),-0.0444904 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,31),-0.0412959 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,32),-0.0454342 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,33),-0.0874561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,22),(20,23),-0.0535318 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,24),-0.0535318 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,25),-0.00898198 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,26),-0.0288649 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,27),-0.0573272 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,28),-0.0360386 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,29),-0.0427024 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,31),-0.0535318 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,32),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,33),-0.166531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,23),(20,24),-0.01372 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,25),-0.0488773 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,26),-0.0474814 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,27),-0.0220424 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,28),-0.051783 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,29),-0.0429986 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,31),-0.01372 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,32),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,33),-0.00230126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,24),(20,25),-0.0488773 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,26),-0.0474814 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,27),-0.0219421 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,28),-0.0517831 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,29),-0.0429986 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,31),-0.0136197 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,32),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,24),(20,33),-0.00225561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,25),(20,26),-0.0211668 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,27),-0.0146129 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,28),-0.0479555 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,29),-0.0471257 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,31),-0.0264659 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,32),-0.0423938 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,25),(20,33),-0.0976217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,26),(20,27),-0.0571956 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,26),(20,28),-0.0362275 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,26),(20,29),-0.0427019 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,26),(20,31),-0.0534003 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,26),(20,32),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,26),(20,33),-0.1457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,27),(20,28),-0.0547581 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,27),(20,29),-0.0430021 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,27),(20,31),-0.0206328 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,27),(20,32),-0.0371863 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,27),(20,33),0.00543451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,28),(20,29),-0.117756 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,28),(20,31),0.133958 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,28),(20,32),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,28),(20,33),-0.043979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,29),(20,31),-0.0484211 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,29),(20,32),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,29),(20,33),-0.0127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,31),(20,32),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,31),(20,33),-0.00222737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,32),(20,33),0.0957807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,19),0.152822 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,20),(20,18),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,16),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,15),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,12),-0.150131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,11),-0.141315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,10),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,9),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,8),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,3),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,-1),0.00476882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,19),(20,18),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,16),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,15),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,12),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,10),-0.12581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,9),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,8),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,3),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,-1),-0.137879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,18),(20,16),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,15),-0.125545 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,13),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,12),-0.12504 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,11),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,10),-0.12581 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,9),-0.126785 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,8),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,-1),-0.138584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,16),(20,15),-0.125545 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,13),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,12),-0.12504 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,11),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,10),-0.12581 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,9),-0.126785 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,8),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,16),(20,-1),-0.133334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,15),(20,13),-0.124957 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,12),-0.124893 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,11),-0.124957 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,10),-0.125059 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,9),-0.125503 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,8),-0.124957 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,3),-0.124957 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,15),(20,-1),-0.171624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,13),(20,12),-0.12504 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,13),(20,11),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,13),(20,10),-0.12581 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,13),(20,9),-0.126785 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,13),(20,8),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,13),(20,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,13),(20,-1),-0.137876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,12),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,12),(20,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,12),(20,9),-0.124893 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,12),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,12),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,12),(20,-1),-0.06969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,11),(20,10),-0.12581 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,11),(20,9),-0.126785 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,11),(20,8),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,11),(20,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,11),(20,-1),-0.138972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,10),(20,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,10),(20,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,10),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,10),(20,-1),-0.157338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,9),(20,8),-0.129532 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,9),(20,3),-0.129532 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,9),(20,-1),-0.00337816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,8),(20,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,8),(20,-1),-0.138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,3),(20,-1),-0.134107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,23),-0.0536113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,24),-0.0537237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,26),-0.0163626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,27),-0.056387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,28),-0.0638481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,33),0.16362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,23),(22,24),-0.0428603 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,26),-0.0420976 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,27),-0.0428603 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,28),-0.0440645 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,33),-0.0646971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,24),(22,26),-0.0420976 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,24),(22,27),-0.0428603 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,24),(22,28),-0.0440645 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,24),(22,33),-0.0648095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,26),(22,27),-0.0420016 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,26),(22,28),-0.042255 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,26),(22,33),0.10146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,27),(22,28),-0.044072 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,27),(22,33),-0.0655452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,28),(22,33),-0.0415116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,20),0.192102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,-1),-0.00500692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,20),(22,-1),-0.0604937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,24),(24,25),-0.090291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,26),-0.141237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,27),-0.177962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,28),0.138956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,24),(24,29),0.0460168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
