# _root_ In addition to increasing costs as a result of greater financial exposure for members , these measures could have other , far-reaching repercussions .
#goldHeads=18,1,2,3,4,4,8,6,8,12,12,9,12,13,18,17,18,0,18,22,22,23,19,18,
#predictedHeads=18,1,2,5,3,5,8,6,8,12,12,9,12,13,18,17,18,0,18,23,23,23,19,18,
(17,18),(18,9),(18,-1),-0.158301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,8),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,6),-0.125607 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,1),-0.125605 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,8),(18,-1),-0.00899521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,7),(18,6),-0.12489 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,7),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,7),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,7),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,7),(18,1),-0.12489 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,7),(18,-1),-0.120301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,6),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,6),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,6),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,6),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,6),(18,-1),-0.161609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,5),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,5),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,5),(18,1),-0.125605 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,5),(18,-1),-0.0090072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,4),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,4),(18,1),-0.124891 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,4),(18,-1),-0.120225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,2),(18,1),-0.125605 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,2),(18,-1),-0.00899323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,1),(18,-1),-0.167374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,20),-0.00482042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,21),-0.0740657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,22),-0.0102148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,23),-0.0360046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,24),-0.0491325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,25),0.0553055 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,20),(19,21),-0.0349984 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,22),-0.0455042 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,23),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,24),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,25),0.0296679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,21),(19,22),-0.0402248 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,23),-0.0356731 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,25),-0.0940629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,22),(19,23),-0.0395317 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,24),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,25),0.0307472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,23),(19,24),-0.0550607 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,23),(19,25),-0.0500601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,24),(19,25),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,18),0.108252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,17),0.162407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,19),(19,16),-0.126643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,15),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,13),-0.155017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,6),-0.154864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,5),-0.175323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,2),-0.175312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,-1),0.00342663 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,18),(19,17),0.118504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,18),(19,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,15),-0.12505 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,18),(19,-1),-0.14497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,17),(19,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,15),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,13),-0.12671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,6),-0.126612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,5),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,2),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,17),(19,-1),-0.0155594 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,16),(19,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,5),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,16),(19,-1),-0.133928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,15),(19,13),-0.125911 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,15),(19,6),-0.125752 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,15),(19,5),-0.125259 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,15),(19,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,15),(19,-1),-0.188624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,13),(19,6),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,13),(19,5),-0.125064 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,13),(19,2),-0.125064 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,13),(19,-1),-0.156095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,6),(19,5),-0.125063 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,6),(19,2),-0.125063 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,6),(19,-1),-0.164056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,5),(19,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,5),(19,-1),-0.0163353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,2),(19,-1),-0.0154655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,21),0.0331675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,22),-0.0802334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,23),-0.0436398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,24),-0.042021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,25),0.0944222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,21),(20,22),-0.0352197 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,23),0.0390825 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,25),-0.0813326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,22),(20,23),-0.03643 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,25),-0.0319192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,23),(20,24),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,23),(20,25),0.00284909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,24),(20,25),-0.042022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,19),0.116992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,17),0.122794 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,20),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,-1),0.0679394 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,19),(20,17),0.119143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,19),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,-1),-0.145569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,17),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,-1),-0.122324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,16),(20,-1),-0.128511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,23),(23,24),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,25),0.105346 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,24),(23,25),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,23),(23,22),0.0924458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,21),0.165796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,20),0.0973375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,19),0.125586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,17),0.156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,23),(23,16),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,-1),0.0211434 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,22),(23,21),0.090421 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,20),0.128689 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,19),0.130061 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,17),0.135375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,22),(23,16),-0.12489 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,-1),-0.157629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,21),(23,20),0.0939586 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,21),(23,19),0.119758 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,21),(23,17),0.112775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,21),(23,16),-0.124894 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,21),(23,-1),-0.00338651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,20),(23,19),0.130152 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,17),0.135404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,20),(23,16),-0.12489 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,-1),-0.162272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,19),(23,17),0.129529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,19),(23,16),-0.124975 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,-1),-0.175504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,17),(23,16),-0.125403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,-1),-0.139222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,16),(23,-1),-0.165444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,1),(1,2),0.124522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,3),0.118879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,4),0.131017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,5),0.122014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,6),0.126614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,1),(1,1),(1,25),0.0378488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,1),(1,2),(1,3),0.116906 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,4),0.118831 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,5),0.11864 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,6),0.116303 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,2),(1,25),-0.121042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,3),(1,4),0.119164 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,5),0.119162 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,6),0.119164 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,3),(1,25),-0.128453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,4),(1,5),0.11909 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,4),(1,6),0.119153 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,4),(1,25),-0.11519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,5),(1,6),0.116458 # DEPENDENCYPART_GRANDSIBL
(18,1),(1,5),(1,25),-0.123706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,6),(1,25),-0.119734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,1),(1,1),(1,-1),0.0427346 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,2),(2,2),(2,3),0.140747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,4),0.156187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,5),0.103554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,6),0.189776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,8),0.103552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,9),0.176388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,15),0.15199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,25),-0.307983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,2),(2,3),(2,4),0.118277 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,5),0.11734 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,6),0.119492 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,8),0.11734 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,9),0.118962 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,15),0.118484 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,3),(2,25),-0.114616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,4),(2,5),0.115964 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,6),0.119878 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,8),0.115964 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,9),0.119275 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,15),0.142908 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,21),-0.127326 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,24),-0.125078 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,4),(2,25),-0.104347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,5),(2,6),0.115517 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,8),0.116546 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,9),0.113938 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,15),0.128443 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,21),-0.129124 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,5),(2,25),-0.0656102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,6),(2,8),0.122428 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,6),(2,9),0.106973 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,6),(2,15),0.0805332 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,6),(2,21),-0.124913 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,6),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,6),(2,25),-0.0373987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,8),(2,9),0.113938 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,8),(2,15),0.128443 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,8),(2,21),-0.129124 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,8),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,8),(2,25),-0.0662984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,9),(2,15),0.0510381 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,9),(2,21),-0.124927 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,9),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,9),(2,25),-0.0476053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,15),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,15),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,15),(2,25),-0.145227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,21),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,2),(2,21),(2,25),-0.145227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,24),(2,25),-0.123651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,2),(2,2),(2,1),-0.0295342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,2),(2,2),(2,-1),0.0929635 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,2),(2,1),(2,-1),-0.0602959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,4),(4,5),0.0903428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,6),0.0965931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,8),0.0877801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,9),0.093469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,12),0.0877801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,13),0.0925179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,14),0.0892446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,15),0.259709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,19),-0.116009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,25),-0.159308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,4),(4,5),(4,6),0.107089 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,8),0.114656 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,9),0.110903 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,12),0.114656 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,13),0.109543 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,14),0.114656 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,15),0.0960462 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,19),-0.126736 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,5),(4,25),-0.116617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,6),(4,8),0.113893 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,9),0.120276 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,12),0.113893 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,13),0.123081 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,14),0.113893 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,15),0.098038 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,19),-0.125051 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,6),(4,25),-0.138271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,8),(4,9),0.110903 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,8),(4,12),0.114656 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,8),(4,13),0.109543 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,8),(4,14),0.114656 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,8),(4,15),0.0960462 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,8),(4,19),-0.126736 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,8),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,8),(4,25),-0.119205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,9),(4,12),0.113665 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,9),(4,13),0.122754 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,9),(4,14),0.113665 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,9),(4,15),0.0958215 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,9),(4,19),-0.12505 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,9),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,9),(4,25),-0.129153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,12),(4,13),0.109543 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,12),(4,14),0.114656 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,12),(4,15),0.0960462 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,12),(4,19),-0.126736 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,12),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,12),(4,25),-0.119179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,13),(4,14),0.11358 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,13),(4,15),0.099386 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,13),(4,19),-0.12504 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,13),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,13),(4,25),-0.132379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,14),(4,15),0.0960462 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,14),(4,19),-0.126736 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,14),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,14),(4,25),-0.117446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,15),(4,19),-0.128885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,15),(4,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,15),(4,25),-0.015882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,19),(4,24),-0.125054 # DEPENDENCYPART_GRANDSIBL
(18,4),(4,19),(4,25),-0.1597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,24),(4,25),-0.125251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,4),(4,4),(4,3),0.0206656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,2),0.0018172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,4),(4,4),(4,1),-0.143816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
