# _root_ All the while , Ms. Bartlett had been busy at her assignment , serene in her sense of self-tilth .
#goldHeads=3,3,7,7,6,7,0,7,14,9,12,10,14,8,14,17,15,17,18,7,
#predictedHeads=3,3,7,7,6,7,0,7,8,8,12,10,8,8,14,17,15,17,18,7,
(9,19),(19,19),(19,21),-0.0799186 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,20),(19,21),-0.0432854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,19),(19,18),0.123582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,17),0.112542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,16),0.132351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,14),0.0997201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,-1),-0.0603715 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,18),(19,17),0.118604 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,16),0.119158 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,14),0.118388 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,-1),-0.128144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,17),(19,16),0.119005 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,14),0.122395 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,-1),-0.154398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,16),(19,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,-1),-0.109063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,14),(19,-1),-0.150874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,20),(20,21),-0.0539555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,20),(20,18),0.119163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,-1),-0.136718 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,18),(20,-1),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,10),-0.127166 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,12),-0.132119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,13),-0.126377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,14),-0.125034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,15),-0.127574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,17),-0.132119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,18),-0.127246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,19),-0.132119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,21),-0.139873 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,10),(9,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,21),-0.125231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,12),(9,13),-0.124938 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,20),-0.129353 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,21),-0.131555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,13),(9,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,21),-0.127804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,14),(9,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,21),-0.131116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,15),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,21),-0.133696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,17),(9,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,17),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,17),(9,20),-0.129353 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,17),(9,21),-0.131555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,18),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,18),(9,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,18),(9,21),-0.131697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,19),(9,20),-0.129353 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,19),(9,21),-0.131555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,20),(9,21),-0.131587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,6),-0.0359227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,5),-0.035923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,3),-0.0359227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),0.0949347 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,6),(9,5),-0.0425753 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,3),-0.0425753 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,-1),0.00358931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,5),(9,3),-0.0425753 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,5),(9,-1),0.00358902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,3),(9,-1),0.00358924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,12),-0.0358039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,15),-0.0590812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,21),-0.0609069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,21),-0.0439939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,21),-0.0481548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,-1),-0.126356 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,13),-0.0625403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,14),-0.0219643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,15),-0.105833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,17),-0.193276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,18),-0.122956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,19),-0.193276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,20),-0.0706059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,21),0.151124 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,13),(12,14),-0.0519981 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,15),-0.0280255 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,17),-0.0583266 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,18),-0.0329091 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,19),-0.0583186 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,20),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,21),-0.059734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,14),(12,15),-0.055798 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,17),-0.0439265 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,18),-0.0536938 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,19),-0.0439265 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,21),-0.0512901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,15),(12,17),-0.0460457 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,18),0.00905617 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,19),-0.0460457 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,20),-0.0437703 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,21),0.00433881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,17),(12,18),-0.024681 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,19),-0.05 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,20),-0.0457759 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,21),-0.109302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,18),(12,19),-0.0838219 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,18),(12,20),-0.0441581 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,18),(12,21),-0.0548671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,19),(12,20),-0.0457759 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,19),(12,21),-0.109294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,20),(12,21),-0.0650202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,11),0.0890501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,10),0.172584 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,9),-0.126109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,8),-0.134123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,7),-0.13422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,6),-0.133485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,4),-0.1257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,3),-0.133485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,-1),-0.117988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,10),0.12268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,11),(12,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,6),-0.124889 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,3),-0.124889 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,-1),-0.120391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,10),(12,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,8),-0.1249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,7),-0.1249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,6),-0.124943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,4),-0.124893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,3),-0.124943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,-1),-0.0876892 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,9),(12,8),-0.124987 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,7),-0.124987 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,6),-0.126121 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,4),-0.1249 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,3),-0.126121 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,-1),-0.104557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,8),(12,7),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,6),-0.125113 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,4),-0.124915 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,3),-0.125113 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,-1),-0.0871216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,7),(12,6),-0.125113 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,7),(12,4),-0.124915 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,7),(12,3),-0.125113 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,7),(12,-1),-0.0874479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,6),(12,4),-0.124915 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,6),(12,3),-0.127211 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,6),(12,-1),-0.121052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,4),(12,3),-0.124946 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,4),(12,-1),-0.140769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,3),(12,-1),-0.121064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,15),-0.0428539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,21),-0.0906302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,15),(13,21),-0.0428539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,-1),-0.164285 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,15),-0.0804533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),-0.0359227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.0342686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,19),-0.0359227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,21),0.0949448 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,17),-0.035107 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.0469363 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,19),-0.035107 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,21),-0.111484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.0392544 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,19),-0.0425753 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,21),0.00358931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,19),-0.0357642 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,21),-0.0789559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,19),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,21),0.00358931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,20),(14,21),-0.0420001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.120745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,12),0.0792196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.152916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,10),0.125512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,9),-0.125034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,3),-0.132119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.139863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,12),0.107879 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,11),0.119163 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,10),0.118662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,13),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,-1),-0.127804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,11),0.119162 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,10),0.118405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,-1),-0.131554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,10),0.118815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.0904421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,10),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,-1),-0.125231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,9),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,-1),-0.131116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,3),(14,-1),-0.131555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,16),-0.0224565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,17),-0.113389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,18),-0.0322689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,19),-0.113389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,21),-0.0109356 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,16),(15,17),-0.0348329 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,19),-0.0348329 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,21),-0.0367867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,17),(15,18),-0.0438234 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,19),-0.0414261 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,21),-0.0682649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,18),(15,19),-0.0481402 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,21),-0.0134689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,19),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,21),-0.0682649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,20),(15,21),-0.0426149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,14),0.137735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,13),0.114422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,12),0.171902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,10),0.114917 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,15),(15,-1),-0.0839715 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,14),(15,13),0.119102 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,12),0.119149 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,10),0.116967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,14),(15,-1),-0.124105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,13),(15,12),0.117421 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,10),0.119149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,13),(15,-1),-0.129927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,12),(15,10),0.118827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,12),(15,-1),-0.0666135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,10),(15,-1),-0.126766 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,17),(17,18),-0.122474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,19),-0.193276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,20),-0.0706059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,21),0.153349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,18),(17,19),-0.0840199 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,20),-0.0441581 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,21),-0.0575458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,19),(17,20),-0.0457759 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,21),-0.106165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,20),(17,21),-0.0650202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,17),(17,16),0.0890495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,15),0.156256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,14),0.162751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,13),-0.00609538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,12),0.177982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,10),0.172584 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,17),(17,9),-0.126109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,3),-0.133485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,-1),-0.118022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,16),(17,15),0.12464 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,14),0.126134 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,13),0.114625 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,12),0.115724 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,10),0.12268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,16),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,3),-0.124889 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,-1),-0.120396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,15),(17,14),0.109679 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,13),0.117344 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,12),0.107954 # DEPENDENCYPART_GRANDSIBL
