# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(13,11),(11,20),-0.556176 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.601796 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.07784 # DEPENDENCYPART_GRANDPAR
(13,11),(11,26),-1.03446 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.191687 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.21501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.875914 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.430248 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.429898 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),-0.190541 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.142838 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.400259 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.890082 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.205892 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.49559 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0247476 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0135862 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.194888 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.99685 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.824726 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.22491 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.851589 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-1.28176 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.01777 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.725108 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-1.01745 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.435602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0444975 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.929707 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.615283 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.464885 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.938043 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.0116406 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.119531 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.0958451 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.758434 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.15695 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.380293 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-1.02423 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.216621 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.231456 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.170873 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.683559 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.0349627 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.250733 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.427803 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.296803 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.303542 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.615492 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.673705 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.157968 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.00403667 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.772726 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.233162 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.338108 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.411253 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.819029 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.131673 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.699647 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.0588648 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.326908 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.0781767 # DEPENDENCYPART_GRANDPAR
(13,25),(25,1),-0.99679 # DEPENDENCYPART_GRANDPAR
(13,25),(25,15),0.88075 # DEPENDENCYPART_GRANDPAR
(13,25),(25,18),0.365848 # DEPENDENCYPART_GRANDPAR
(13,25),(25,19),-0.59488 # DEPENDENCYPART_GRANDPAR
(13,25),(25,20),0.067505 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.0330759 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.00934141 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.101615 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.222548 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.806687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.15832 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.139881 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.140083 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.116439 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.51989 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.148899 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.528913 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.143433 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.335707 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.415545 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.828574 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.432704 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.518267 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.516976 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.74594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.882356 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-1.36929 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-1.0244 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-2.11715 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-1.35811 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-1.89632 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.26074 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.25159 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.20588 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.08253 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.36515 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.10948 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.02511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0920924 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.782631 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.227565 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0346474 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.687758 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-1.03622 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.280714 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.143717 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.504046 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0305764 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0221015 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.388326 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.792411 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.202426 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.0639457 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.921142 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.17815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.12543 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.00421376 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.396074 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0196632 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.438613 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.922041 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.282617 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.301924 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.236409 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.54496 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.301509 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.715475 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.0926924 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.0721091 # DEPENDENCYPART_GRANDPAR
(16,25),(25,1),-1.36922 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-1.10947 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),-0.158416 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.469078 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.211216 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),0.0241696 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.636033 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),0.0492037 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.468491 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.369443 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-1.38124 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.593698 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.699478 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-1.26799 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.640984 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.549136 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.638778 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.753263 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.649955 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.573329 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.257343 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.318846 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.16283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,1),-0.709243 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.308005 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.576939 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.461132 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.972859 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.505775 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.58491 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.275677 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-1.285 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.275239 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-1.07787 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.419162 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.517195 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.87361 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.538774 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.489983 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-0.191925 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.439193 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.1525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.615761 # DEPENDENCYPART_GRANDPAR
(17,4),(4,20),-0.504235 # DEPENDENCYPART_GRANDPAR
(17,4),(4,21),-0.793161 # DEPENDENCYPART_GRANDPAR
(17,4),(4,25),-0.50303 # DEPENDENCYPART_GRANDPAR
(17,4),(4,26),-0.995765 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.621048 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.364928 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-1.31466 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-1.13831 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.894611 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.560296 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.460193 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-1.41909 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.663641 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.65057 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.918471 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.347731 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.657176 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0544312 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.401789 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.0091222 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.2623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,1),-0.67618 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.408002 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-1.46373 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.646612 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-1.18088 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.575664 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.625307 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.740959 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.657176 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.572497 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.240152 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.401778 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.255141 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.00912286 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.2623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.608482 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-1.08868 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.576266 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.796683 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-1.05912 # DEPENDENCYPART_GRANDPAR
(17,13),(13,25),-0.612906 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.337925 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0314143 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.648411 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.558537 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.35221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.606434 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.668032 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.861729 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.702806 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.632512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.575042 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.163961 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.150892 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.369485 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.664558 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.0167862 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),0.156077 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.911514 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.577448 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.652433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.251996 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.396317 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0362213 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.354672 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.733949 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.0319401 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.000186774 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.0137534 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.541614 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.381895 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.683646 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.00628004 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.00809269 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.330739 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.201825 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0781155 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.740607 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.077406 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.0295066 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.183526 # DEPENDENCYPART_GRANDPAR
(17,25),(25,1),-1.2602 # DEPENDENCYPART_GRANDPAR
(17,25),(25,15),-1.09976 # DEPENDENCYPART_GRANDPAR
(17,25),(25,18),0.100943 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),-0.450087 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.031762 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),0.0277805 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.507836 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.274041 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.173618 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.406981 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.38376 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.692374 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.232997 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.876563 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.476846 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.453414 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.487485 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.502554 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.889552 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.409057 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.296095 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.37811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.238336 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.244069 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.586252 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.41182 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.54188 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.55158 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.27496 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.22393 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.03357 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.595015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.720162 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.158533 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.565361 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-1.24847 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.134337 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),0.377414 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.880153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.390734 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.506727 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-1.04957 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.0405993 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),0.377136 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.777426 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),1.01376 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.0968348 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-1.20505 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.12522 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.401653 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.039735 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.77371 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),1.01065 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.281465 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.419572 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.421051 # DEPENDENCYPART_GRANDPAR
(18,25),(25,1),-1.2712 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-1.51659 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.793078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.746239 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),0.884915 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.0892551 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.395758 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.400634 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.0616468 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0178819 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.282006 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.200496 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.665489 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0470212 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.261062 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.20452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.662459 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.793156 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.470386 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.327385 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.665872 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.180912 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.72861 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.42136 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.178404 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.41607 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.334126 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.123514 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.630435 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.341295 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.192256 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.141296 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.20463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.657398 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.136776 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-1.06075 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.793062 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.437571 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0680292 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.12444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.605898 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.0572384 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-1.03802 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.534402 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.778765 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.664117 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.662166 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.870766 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.647232 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.42737 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.372498 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.771301 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.432376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.174624 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.709713 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.167576 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.350929 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),-0.173176 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.771309 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.433428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,22),0.59425 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.229802 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.352634 # DEPENDENCYPART_GRANDPAR
(20,25),(25,1),-1.05688 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-1.18412 # DEPENDENCYPART_GRANDPAR
