# _root_ UNC also is selling new parts , if needed , directly to the military instead of through a prime contractor .
#goldHeads=3,3,0,3,6,4,4,9,4,4,4,4,14,12,16,4,16,20,20,17,3,
#predictedHeads=3,3,0,3,6,4,4,9,4,9,9,11,14,12,16,14,16,20,20,17,3,
(5,6),(6,13),(6,22),-0.0181052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,14),(6,15),-0.043894 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,14),(6,16),-0.0431569 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,14),(6,20),-0.0414734 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,14),(6,22),-0.0709111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,15),(6,16),-0.0430755 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,15),(6,20),-0.0422957 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,15),(6,22),-0.037486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,16),(6,20),-0.0426921 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,16),(6,22),-0.0486336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,20),(6,22),-0.048561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,5),0.098607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,4),-0.131035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,3),-0.131035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,1),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,6),(6,-1),-0.075798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,5),(6,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,1),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,6),(6,5),(6,-1),-0.151702 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,4),(6,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,4),(6,-1),-0.139914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,3),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,3),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,3),(6,-1),-0.140702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,2),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,6),(6,2),(6,-1),-0.122365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,1),(6,-1),-0.15448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,8),-0.0424658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,22),-0.0875064 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,8),(7,22),-0.0427093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,-1),-0.173152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,8),(8,9),-0.00804784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,10),-0.0436772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,11),-0.0102985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,12),-0.0395761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,22),-0.139046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,9),(8,10),-0.0446464 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,12),-0.0420108 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,22),-0.0138551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,10),(8,11),-0.0433737 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,12),-0.0248762 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,22),-0.0362122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,11),(8,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,22),-0.0142041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,12),(8,22),-0.0404796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,7),0.120483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,6),0.0607871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,-1),-0.0270037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,7),(8,6),0.11843 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,-1),-0.122354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,6),(8,-1),-0.179417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,10),-0.0368621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,11),-0.0623614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,12),-0.0888622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,14),-0.0268043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,15),-0.0627313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,16),-0.0654317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,17),-0.0629231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,20),-0.0264791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,22),0.119949 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,10),(9,11),-0.0179762 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,12),-0.0489097 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,14),-0.0429568 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,15),-0.0179762 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,16),-0.0457153 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,17),-0.0457131 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,20),-0.0410565 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,22),-0.0541133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,11),(9,12),-0.0480368 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,14),-0.0436734 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,15),-0.0489693 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,16),-0.0352564 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,17),-0.0345962 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,20),-0.0464797 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,21),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,22),-0.04428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,12),(9,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,15),-0.0423943 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,16),-0.0434174 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,17),-0.0434174 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,20),-0.0486338 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,22),-0.0710481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,14),(9,15),-0.0437789 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,16),-0.042232 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,17),-0.0421872 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,20),-0.0435346 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,21),-0.0420085 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,22),-0.0380027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,15),(9,16),-0.0352552 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,17),-0.034595 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,20),-0.0464797 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,21),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,22),-0.0441979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,16),(9,17),-0.0358591 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,20),-0.0438557 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,21),-0.0429802 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,22),-0.0489902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,17),(9,20),-0.0410156 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,21),-0.0429701 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,22),-0.0433211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,20),(9,21),-0.0437079 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,20),(9,22),-0.0980498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,21),(9,22),-0.0456856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,8),0.131404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,7),0.104435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,6),0.135239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,4),-0.126748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,3),-0.127047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,1),-0.128721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,-1),-0.22925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,8),(9,7),0.113601 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,6),0.115501 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,-1),-0.0598538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,6),0.113801 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,4),-0.125643 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,3),-0.125714 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,1),-0.124889 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,-1),-0.140354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,4),-0.124889 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,3),-0.124889 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,-1),-0.119278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,4),(9,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,-1),-0.135016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,3),(9,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,-1),-0.135488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,1),(9,-1),-0.119278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,2),0.105275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,3),0.123525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,4),0.126047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,5),0.0875271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,6),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,1),(1,7),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,8),-0.14385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,9),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,10),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,11),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,20),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,21),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,22),0.0208478 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,2),(1,3),0.117132 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,4),0.117132 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,5),0.117806 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,6),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,2),(1,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,22),-0.119397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,3),(1,4),0.118217 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,5),0.118899 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,6),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,3),(1,7),-0.125503 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,8),-0.124893 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,10),-0.125503 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,20),-0.124957 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,22),-0.178383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,4),(1,5),0.119595 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,6),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,4),(1,7),-0.125503 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,8),-0.124893 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,10),-0.125503 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,20),-0.124957 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,22),-0.175037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,5),(1,6),-0.124914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,5),(1,7),-0.125225 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,8),-0.124894 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,9),-0.124918 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,10),-0.125225 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,20),-0.124914 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,22),-0.145469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,6),(1,7),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,8),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,9),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,10),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,20),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,21),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,22),-0.143137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,7),(1,8),-0.125395 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,9),-0.127045 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,10),-0.125325 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,11),-0.126135 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,20),-0.129532 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,7),(1,22),-0.00338115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,8),(1,9),-0.125119 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,10),-0.124891 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,11),-0.125162 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,22),-0.0965251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,9),(1,10),-0.125503 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,20),-0.124957 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,22),-0.175028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,10),(1,11),-0.126135 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,10),(1,20),-0.129532 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,10),(1,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,10),(1,22),-0.00338115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,11),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,11),(1,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,11),(1,22),-0.119155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,20),(1,21),-0.125194 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,20),(1,22),-0.143137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,21),(1,22),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,-1),0.0962972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,2),(2,3),0.148594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,4),0.15122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,6),-0.128977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,2),(2,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,11),-0.1262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,22),-0.228007 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,3),(2,4),0.119154 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,6),-0.125004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,3),(2,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,22),-0.091397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,4),(2,6),-0.125004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,4),(2,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,22),-0.0887792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,6),(2,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,22),-0.135247 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,7),(2,11),-0.124894 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,22),-0.107488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,11),(2,22),-0.165686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,2),(2,1),0.0157751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,-1),-0.0499977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,1),(2,-1),-0.0881165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,3),(3,4),0.167159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,5),0.0469217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,6),-0.176664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,3),(3,7),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,8),-0.154433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,9),-0.169999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,10),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,11),-0.135801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,12),-0.150711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,14),-0.131192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,15),-0.135801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,22),-0.00978835 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,4),(3,5),0.118147 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,6),-0.124893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,4),(3,7),-0.124926 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,9),-0.124903 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,10),-0.124926 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,22),-0.139244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,5),(3,6),-0.124926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,5),(3,7),-0.12494 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,8),-0.125435 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,9),-0.125065 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,10),-0.12494 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,11),-0.124997 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,12),-0.12489 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,15),-0.124997 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,22),-0.205336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,6),(3,7),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,6),(3,8),-0.126236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,6),(3,9),-0.12524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,6),(3,10),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,6),(3,11),-0.125333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
