# _root_ The new generation of plants will possess the flourishing , high-production trait known as `` hybrid vigor , '' similar to that now seen in hybrid corn .
#goldHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,14,17,14,12,12,12,20,21,24,22,24,27,25,6,
#predictedHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,17,17,14,17,17,17,20,21,24,20,24,27,25,6,
(12,20),(20,23),(20,25),-0.0173372 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,26),-0.0190111 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,27),-0.0200144 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,29),-0.0220027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,24),(20,25),-0.0206092 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,24),(20,26),-0.0194438 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,24),(20,27),-0.019451 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,24),(20,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,24),(20,29),-0.0311091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,25),(20,26),-0.0147716 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,25),(20,27),-0.0206635 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,25),(20,28),-0.0210195 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,25),(20,29),0.0604621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,26),(20,27),-0.0134983 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,26),(20,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,26),(20,29),-0.0163016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,27),(20,28),-0.0194623 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,27),(20,29),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,28),(20,29),-0.0225426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,19),0.103911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,18),0.115316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,17),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,16),0.103616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,14),0.100402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,12),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,-1),-0.0059963 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,19),(20,18),0.109515 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,17),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,16),0.109413 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,14),0.109508 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,-1),-0.150796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,18),(20,17),0.107124 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,18),(20,16),0.105763 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,18),(20,14),0.109437 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,18),(20,12),0.107124 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,18),(20,-1),-0.136689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,17),(20,16),0.109277 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,14),0.108677 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,12),0.10791 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,16),(20,14),0.109537 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,16),(20,12),0.109403 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,16),(20,-1),-0.136961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,14),(20,12),0.10933 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,14),(20,-1),-0.178505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,12),(20,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,21),(21,22),-0.0227227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,23),-0.0255876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,25),-0.0286922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,27),0.0275284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,28),-0.0194419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,29),-0.21652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,22),(21,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,27),-0.0194704 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,29),-0.0229691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,23),(21,25),-0.0194978 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,27),-0.0196894 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,29),-0.0379479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,25),(21,27),-0.0205534 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,29),-0.0138597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,27),(21,28),-0.0194419 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,27),(21,29),0.0451645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,28),(21,29),-0.0194437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,21),(21,20),0.111606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,18),0.109471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,-1),-0.09656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,20),(21,18),0.109514 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,-1),-0.142702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,18),(21,-1),-0.145962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,22),(22,23),-0.00940366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,24),-0.00970459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,25),-0.028633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,29),0.0810709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,22),(22,23),(22,24),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,23),(22,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,23),(22,29),-0.00940555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,24),(22,25),-0.0194821 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,24),(22,29),-0.0102183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,25),(22,29),-0.0370467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,22),(22,-1),-0.0724958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,24),(24,24),(24,25),0.000900846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,26),0.00649475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,27),-0.0174524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,28),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,29),0.0545879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,24),(24,25),(24,26),-0.0249604 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,25),(24,27),-0.0125363 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,25),(24,28),-0.033254 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,25),(24,29),0.0290597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,26),(24,27),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,26),(24,28),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,26),(24,29),0.0225042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,27),(24,28),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,27),(24,29),-0.0278194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,28),(24,29),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,24),(24,23),0.197794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,22),0.0760038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,20),0.0464795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,18),0.114419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,17),0.131381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,16),0.0464791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,14),0.171137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,10),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,-1),-0.014229 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,24),(24,23),(24,22),0.119704 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,20),0.107924 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,18),0.0984114 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,17),0.110639 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,16),0.107924 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,14),0.129285 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,10),-0.144814 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,-1),-0.19427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,22),(24,20),0.109415 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,22),(24,18),0.119131 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,22),(24,17),0.106838 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,22),(24,16),0.109415 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,22),(24,14),0.103887 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,22),(24,10),-0.144726 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,22),(24,-1),-0.169822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,20),(24,18),0.114014 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,20),(24,17),0.108638 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,20),(24,16),0.108871 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,20),(24,14),0.110666 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,20),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,20),(24,-1),-0.225514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,18),(24,17),0.119952 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,18),(24,16),0.1051 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,18),(24,14),0.142292 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,18),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,18),(24,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,17),(24,16),0.10556 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,17),(24,14),0.0918665 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,17),(24,10),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,17),(24,-1),-0.0830301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,16),(24,14),0.110666 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,16),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,16),(24,-1),-0.225515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,14),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,14),(24,-1),-0.204873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,10),(24,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,28),(28,28),(28,29),0.00397982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,28),(28,28),(28,27),0.107958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,28),(28,28),(28,25),0.109217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,28),(28,28),(28,24),0.107451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,28),(28,28),(28,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,28),(28,27),(28,25),0.109507 # DEPENDENCYPART_GRANDSIBL
(12,28),(28,27),(28,24),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,28),(28,27),(28,-1),-0.1457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,28),(28,25),(28,24),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,28),(28,25),(28,-1),-0.145073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,28),(28,24),(28,-1),-0.146792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,3),(3,4),0.125404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,5),0.0230218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,6),0.0993013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,7),0.131637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,8),0.0897992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,9),0.120242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,10),0.0496921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,11),0.120242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,12),0.023026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,13),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,14),-0.0590535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,17),-0.0538893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,18),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,20),-0.155976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,22),-0.149006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,24),-0.125785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,25),-0.0792087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,29),-0.192707 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,4),(3,5),0.113451 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,6),0.106959 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,7),0.112193 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,8),0.103882 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,9),0.0843741 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,10),0.0786703 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,11),0.0843741 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,12),0.113451 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,13),-0.141439 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,14),-0.144948 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,17),-0.145853 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,18),-0.149429 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,20),-0.146345 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,22),-0.144708 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,24),-0.141439 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,25),-0.146522 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,28),-0.144742 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,29),-0.0671603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,6),0.109039 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,7),0.130064 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,8),0.0209997 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,9),0.111348 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,10),0.139955 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,11),0.111348 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,12),0.10444 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,13),-0.145067 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,14),-0.141971 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,17),-0.139044 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,18),-0.158908 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,20),-0.145686 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,22),-0.14228 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,24),-0.145067 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,25),-0.141989 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,28),-0.144958 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,29),-0.108535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,7),0.110975 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,9),0.109204 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,10),0.115921 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,11),0.109204 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,12),0.10848 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,13),-0.144723 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,14),-0.144726 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,17),-0.14471 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,18),-0.144747 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,20),-0.14472 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,22),-0.14471 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,24),-0.144723 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,25),-0.144724 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,29),-0.180457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,7),(3,8),0.166376 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,9),0.1136 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,10),0.1608 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,11),0.1136 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,12),0.112756 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,13),-0.142049 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,14),-0.146643 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,17),-0.142064 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,18),-0.161397 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,20),-0.144892 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,22),-0.14871 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,24),-0.142049 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,25),-0.146868 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,28),-0.144708 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,29),-0.138175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,8),(3,9),0.114962 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,10),0.106131 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,11),0.114962 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,12),0.122227 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,13),-0.144729 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,14),-0.134871 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,17),-0.144795 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,20),-0.144704 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,22),-0.145924 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,24),-0.144729 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,25),-0.134871 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,29),-0.234659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,9),(3,10),0.143408 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,11),0.0992363 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,12),0.0719835 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,13),-0.144769 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,14),-0.145404 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,17),-0.14492 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,18),-0.144877 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,22),-0.14797 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,24),-0.144769 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,25),-0.145414 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,9),(3,29),-0.0902059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,10),(3,11),0.134704 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,12),0.187055 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,13),-0.159637 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,14),-0.151112 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,17),-0.161249 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,18),-0.144812 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,20),-0.146717 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,22),-0.145165 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,24),-0.159637 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,25),-0.150299 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,28),-0.144938 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,29),-0.137242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,11),(3,12),0.0719835 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,13),-0.144769 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,14),-0.145404 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,17),-0.14492 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,18),-0.144877 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,22),-0.14797 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,24),-0.144769 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,25),-0.145414 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,29),-0.0902059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,12),(3,13),-0.145067 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,14),-0.141971 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,17),-0.139044 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,18),-0.158908 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,20),-0.145686 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,22),-0.14228 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,24),-0.145067 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,25),-0.141989 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,28),-0.144958 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,12),(3,29),-0.114896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,13),(3,14),-0.146643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,13),(3,17),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,13),(3,18),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,13),(3,20),-0.144892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
