# _root_ The DAX Index of 30 West German blue chips plunged 12.8 % , a one-day record , wiping out the summer 's gains .
#goldHeads=3,3,10,3,9,9,9,9,4,0,12,10,12,16,16,12,12,10,18,21,23,21,18,10,
#predictedHeads=3,3,10,3,9,7,9,9,4,0,12,10,10,16,16,12,10,10,18,21,23,21,18,10,
(10,2),(2,9),-0.111051 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-0.925381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,13),-0.596177 # DEPENDENCYPART_GRANDPAR
(10,2),(2,24),-0.921242 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.266008 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.258777 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.597147 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.130265 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.016066 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.148204 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.12707 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.091694 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.928057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,12),-0.0283782 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.605662 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.49285 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.660926 # DEPENDENCYPART_GRANDPAR
(10,3),(3,22),-1.31751 # DEPENDENCYPART_GRANDPAR
(10,3),(3,23),-0.821296 # DEPENDENCYPART_GRANDPAR
(10,3),(3,24),-0.923911 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.109374 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.218461 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.375889 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.207835 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.211782 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.263649 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-0.936074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-0.0209744 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.481203 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-0.839365 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-0.877537 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.0462924 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.288867 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.0561554 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.113859 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.840136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),0.121444 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.323389 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.221629 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.154582 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.0219161 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0467731 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.208986 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.246126 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0937508 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.132802 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.818844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,13),-0.29661 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.0618247 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0866817 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.224002 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.252602 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0127567 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.124882 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.145917 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.81814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.0273486 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),0.133649 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.295515 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.350778 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.168439 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.0699511 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.241863 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.124559 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0134383 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.81814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),0.133649 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.161064 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.00372587 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.0243019 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.151826 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.168431 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.28909 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0242978 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0777323 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.845783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0882991 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.115302 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.418033 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.344332 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.473297 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.12972 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.84996 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),0.0106907 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.67969 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.442303 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.258412 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.051412 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.203148 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.204548 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.626728 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.651209 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.607544 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),0.0719252 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.674821 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.759074 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.580277 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.598816 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.693778 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.189801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.567275 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.106335 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.128475 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.0370187 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.0510709 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.0756753 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.307776 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.096127 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-1.14826 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.377617 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.70865 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0454189 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.294687 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.288573 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.124491 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.141335 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.628035 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.746095 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.567297 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.585836 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.69356 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.528336 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.691529 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.402059 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0411689 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.052165 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.213113 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.204507 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.186753 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.00999087 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-1.03455 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.24231 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.578491 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.669075 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.513635 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.087028 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.0423612 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.0274336 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.354115 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.204063 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.76231 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.0765633 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.624567 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.0796756 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.175355 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.477606 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.108485 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.318461 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.122203 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),0.189909 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.143418 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.296094 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-1.03909 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.261846 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.586729 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.343962 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-0.675658 # DEPENDENCYPART_GRANDPAR
(10,23),(23,6),-0.731259 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.553551 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.131562 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),0.117256 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),0.25653 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),0.388693 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.173217 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.344598 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),0.114626 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.450401 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.70723 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.402418 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.468101 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.789279 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.589493 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.581142 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.554112 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.118773 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.201177 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),-0.531138 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-1.07239 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-1.1095 # DEPENDENCYPART_GRANDPAR
(11,4),(4,24),-1.22499 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.567011 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.509562 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.502737 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.506051 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.475472 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.667415 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.61462 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.603472 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.274269 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.69629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.444208 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.22602 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.988987 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.98399 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.816255 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-1.1935 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.19819 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.04559 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.03284 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.933796 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.18263 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.09346 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.08181 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.05562 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.79258 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.814064 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.23193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.647308 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.585017 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.445112 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.405278 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.471092 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.572778 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.638663 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-1.11249 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.522724 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.728074 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.19702 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.08603 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-1.07438 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.04819 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.789269 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.28607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.115153 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.739579 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.120432 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.482197 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.318771 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.424012 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.533906 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.625606 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-1.08093 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.477174 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.680084 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.809724 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.100728 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.436275 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.526921 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.460071 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.310712 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.564249 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.904745 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.443897 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.813647 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.323498 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.67136 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.675775 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.224215 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.488677 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.478094 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.30885 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.988061 # DEPENDENCYPART_GRANDPAR
(12,2),(2,24),-1.29537 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.633226 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.46881 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.200353 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.506243 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.515369 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.651118 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.558414 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.473703 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.307056 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.63626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.99219 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.870489 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.917173 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-1.37812 # DEPENDENCYPART_GRANDPAR
(12,3),(3,23),-0.740532 # DEPENDENCYPART_GRANDPAR
(12,3),(3,24),-1.29539 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.386278 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.816464 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.77958 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.910113 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.802289 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.514248 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.382636 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.66383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,16),-0.893914 # DEPENDENCYPART_GRANDPAR
(12,4),(4,23),-0.785858 # DEPENDENCYPART_GRANDPAR
(12,4),(4,24),-1.29004 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.684247 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.298982 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.442269 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.571566 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.297249 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.56361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.827191 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.733909 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.653742 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.431781 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.59384 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.312625 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.358012 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.619991 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.546819 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.191732 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.864188 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.343487 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.505545 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.271737 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.336951 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.169027 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.535685 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.302689 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.182253 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.199577 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.60759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.863802 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.788784 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.751222 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.57579 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.361256 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.380197 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.606919 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.182339 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.60757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,1),-0.564998 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.606622 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.767815 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.366116 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.289451 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.650799 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.750524 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.652473 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.136643 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.102565 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.63721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.949025 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.866784 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.874008 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.700139 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-1.30947 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.608878 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.463308 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.625209 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.383417 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.297017 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.519421 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.656155 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.546402 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.300174 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0523415 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.53004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.810084 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.236088 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.505118 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.763865 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.735067 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.731434 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.623099 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.17218 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-1.36824 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.690231 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-1.20027 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.379074 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.378266 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.56335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.827087 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.800121 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.75207 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.733805 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.560693 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.128728 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.280804 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.30551 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-1.19713 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-1.32777 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.22039 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.986889 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.755753 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.880795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.36063 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.734727 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0513652 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.0112302 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.251579 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.104628 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.657159 # DEPENDENCYPART_GRANDPAR
