# _root_ A Ford spokesman said the Dearborn , Mich. , auto maker is n't aware of any injuries caused by the windshield problem .
#goldHeads=3,3,4,0,11,8,8,11,8,11,12,4,12,12,14,17,15,17,18,22,22,19,4,
#predictedHeads=3,3,4,0,11,8,8,11,8,11,12,4,12,12,14,17,15,17,18,22,22,19,4,
(8,13),(13,14),(13,19),-0.0469531 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,24),-0.00984965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,15),(13,17),-0.0511586 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,19),-0.0421806 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,24),-0.0311506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,17),(13,19),-0.0348055 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,17),(13,24),-0.0917589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,19),(13,24),-0.0376896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,13),(13,12),0.148561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,11),0.108515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,9),0.157847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,8),0.108557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,13),(13,6),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,3),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,-1),-0.210296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,12),(13,11),0.121932 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,9),0.119003 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,8),0.121932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,12),(13,6),-0.125004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,3),-0.125004 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,-1),-0.0914541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,11),(13,9),0.112465 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,8),0.118858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,11),(13,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,-1),-0.133777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,9),(13,8),0.104393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,9),(13,6),-0.124962 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,3),-0.124962 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,9),(13,-1),-0.114962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,8),(13,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,8),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,8),(13,-1),-0.133733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,6),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,6),(13,-1),-0.133733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,3),(13,-1),-0.133737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,16),-0.0485503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,17),0.0978713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,18),-0.0360887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,19),-0.0555826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,22),0.0940431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,24),-0.41747 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,16),(15,17),-0.0471901 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,18),-0.0421308 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,19),-0.0260436 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,22),-0.0471901 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,24),-0.0176168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,17),(15,18),-0.0523407 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,19),-0.0431646 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,22),-0.0862074 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,24),0.0445745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,18),(15,19),-0.0441709 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,22),-0.0464509 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,24),-0.016043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,19),(15,22),-0.050391 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,19),(15,24),-0.0822998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,22),(15,24),0.0407463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,14),0.123999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,13),0.108822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,11),0.059787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,-1),0.0159577 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,14),(15,13),0.105873 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,11),0.117088 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,-1),-0.171051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,13),(15,11),0.118014 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,-1),-0.189216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,11),(15,-1),-0.143313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,17),(17,18),0.0503834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,19),-0.0484204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,22),-0.183163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,24),0.105751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,18),(17,19),-0.0527088 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,22),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,24),-0.00939629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,19),(17,22),-0.0412902 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,24),-0.0882694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,22),(17,24),0.00239918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,17),(17,16),0.122191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,15),0.255195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,14),0.092547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,13),0.105023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,-1),0.030003 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,16),(17,15),0.115735 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,14),0.133881 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,13),0.118601 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,-1),-0.140879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,15),(17,14),0.119719 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,13),0.118102 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,-1),-0.0684855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,14),(17,13),0.124414 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,14),(17,-1),-0.157355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,13),(17,-1),-0.119138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,18),(18,19),0.070305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,21),-0.0338904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,22),-0.0325431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,23),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,24),0.0675881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,18),(18,19),(18,21),-0.0261983 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,19),(18,22),-0.0261983 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,19),(18,23),-0.0530748 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,19),(18,24),0.0113069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,21),(18,22),-0.0344932 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,21),(18,23),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,21),(18,24),-0.0476299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,22),(18,23),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,22),(18,24),-0.0458305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,23),(18,24),-0.0874363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,18),(18,17),0.167833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,16),0.111358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,15),0.24231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,14),0.0470984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,13),0.23711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,12),0.164451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,11),0.169032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,9),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,8),0.16782 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,18),(18,18),(18,7),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,4),-0.170031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,3),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,18),(18,-1),0.0514516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,18),(18,17),(18,16),0.121689 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,15),0.0952342 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,14),0.116178 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,13),0.126598 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,12),0.110428 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,11),0.0946112 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,9),0.0567466 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,8),0.0946112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,17),(18,7),-0.125057 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,17),(18,-1),-0.0300757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,16),(18,15),0.113518 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,14),0.119144 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,13),0.117968 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,12),0.119104 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,11),0.118727 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,9),0.126246 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,8),0.118727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,16),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,3),-0.124886 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,16),(18,-1),-0.12978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,15),(18,14),0.117113 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,13),0.109894 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,12),0.118258 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,11),0.109119 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,9),0.165768 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,8),0.109119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,15),(18,7),-0.124887 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,4),-0.124989 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,3),-0.125218 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,15),(18,-1),-0.15165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,14),(18,13),0.117296 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,12),0.117855 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,11),0.118059 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,9),0.120711 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,8),0.118059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,14),(18,7),-0.12494 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,4),-0.125064 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,3),-0.124907 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,14),(18,-1),-0.204042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,13),(18,12),0.132418 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,11),0.12543 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,9),0.104851 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,8),0.125553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,13),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,4),-0.124899 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,3),-0.125077 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,13),(18,-1),-0.212916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,12),(18,11),0.115764 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,9),0.129883 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,8),0.115764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,12),(18,7),-0.124926 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,4),-0.124903 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,3),-0.124893 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,12),(18,-1),-0.148537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,11),(18,9),0.0567316 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,8),0.0944657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,11),(18,7),-0.125057 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,11),(18,-1),-0.0289222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,9),(18,8),0.117639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,9),(18,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,4),-0.127089 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,3),-0.125259 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,9),(18,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,8),(18,7),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,4),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,3),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,18),(18,8),(18,-1),-0.0301694 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,18),(18,7),(18,4),-0.127089 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,3),-0.125259 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,7),(18,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,4),(18,3),-0.124893 # DEPENDENCYPART_GRANDSIBL
(8,18),(18,4),(18,-1),-0.147254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,18),(18,3),(18,-1),-0.0283402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,22),(22,22),(22,23),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,22),(22,22),(22,24),0.0974779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,22),(22,23),(22,24),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,22),(22,22),(22,21),0.151571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,22),(22,22),(22,20),0.112535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,22),(22,22),(22,19),0.190503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,22),(22,22),(22,18),0.125468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,22),(22,22),(22,17),0.151571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,22),(22,22),(22,16),0.12153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,22),(22,22),(22,15),0.255193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,22),(22,22),(22,-1),0.0230282 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,22),(22,21),(22,20),0.132052 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,21),(22,19),0.113091 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,21),(22,18),0.114164 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,21),(22,17),0.111199 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,21),(22,16),0.13867 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,21),(22,15),0.110119 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,21),(22,-1),-0.143152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,22),(22,20),(22,19),0.113853 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,20),(22,18),0.118431 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,20),(22,17),0.147667 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,20),(22,16),0.116013 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,20),(22,15),0.114158 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,20),(22,-1),-0.165145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,22),(22,19),(22,18),0.1186 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,19),(22,17),0.116755 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,19),(22,16),0.11771 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,19),(22,15),0.124836 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,19),(22,-1),-0.100483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,22),(22,18),(22,17),0.12953 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,18),(22,16),0.118104 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,18),(22,15),0.117395 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,18),(22,-1),-0.174226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,22),(22,17),(22,16),0.13867 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,17),(22,15),0.110119 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,17),(22,-1),-0.143152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,22),(22,16),(22,15),0.115735 # DEPENDENCYPART_GRANDSIBL
(8,22),(22,16),(22,-1),-0.143604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,22),(22,15),(22,-1),-0.0684879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,5),0.109196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,6),0.162808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,7),0.137605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,8),0.162795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,9),0.137605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,11),-0.175323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,12),-0.170892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,13),-0.135796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,14),-0.130853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,18),-0.170106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,19),-0.155344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,24),0.00578313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,5),(4,6),0.118699 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,7),0.126241 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,8),0.118699 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,9),0.126241 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,11),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,24),-0.134263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,7),0.0555256 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,8),0.0936301 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,9),0.0555256 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,11),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,12),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,13),-0.125333 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,14),-0.124954 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,18),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,19),-0.126378 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,23),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,24),-0.0164891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,7),(4,8),0.117198 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,9),0.118649 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,11),-0.125319 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,12),-0.127803 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,13),-0.12495 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,14),-0.124971 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,18),-0.127645 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,19),-0.125615 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,24),-0.191154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,8),(4,9),0.0555042 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,11),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,12),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,13),-0.125333 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,14),-0.124954 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,18),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,19),-0.126378 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,23),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,24),-0.0165829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,9),(4,11),-0.125319 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,12),-0.127803 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,13),-0.12495 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,14),-0.124971 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,18),-0.127645 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,19),-0.125615 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,24),-0.191154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,11),(4,12),-0.125221 # DEPENDENCYPART_GRANDSIBL
