# _root_ Jaguar 's own defenses against a hostile bid are weakened , analysts add , because fewer than 3 % of its shares are owned by employees and management .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,23,17,19,17,23,19,22,20,10,23,24,27,25,27,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,23,17,19,17,23,19,22,20,13,23,24,27,25,27,9,
(17,23),(23,23),(23,22),0.114143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,20),0.120062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,19),0.116944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,18),0.0955183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,17),0.119934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,15),-0.145696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,13),-0.124623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,12),-0.153476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,10),-0.124623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,9),-0.117671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,8),-0.153476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,7),-0.144871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,5),-0.145696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,4),-0.153476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,-1),-0.185028 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,22),(23,20),0.103023 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,19),0.100819 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,18),0.108886 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,17),0.103763 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,15),-0.146678 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,13),-0.144722 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,12),-0.144732 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,9),-0.144722 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,5),-0.146678 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,4),-0.144732 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,-1),-0.118914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,20),(23,19),0.111081 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,18),0.109539 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,17),0.108347 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,13),-0.144729 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,10),-0.144729 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,9),-0.144729 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,-1),-0.162941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,19),(23,18),0.109025 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,17),0.104644 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,15),-0.14668 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,13),-0.144722 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,12),-0.144732 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,9),-0.144722 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,5),-0.14668 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,4),-0.144732 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,19),(23,-1),-0.116907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,18),(23,17),0.108414 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,18),(23,-1),-0.156194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,17),(23,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,13),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,10),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,9),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,17),(23,-1),-0.16112 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,15),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,15),(23,13),-0.144757 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,15),(23,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,15),(23,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,15),(23,10),-0.144757 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,15),(23,9),-0.144757 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,15),(23,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,15),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,15),(23,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,15),(23,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,15),(23,-1),-0.155604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,14),(23,13),-0.144943 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,14),(23,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,14),(23,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,14),(23,10),-0.144943 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,14),(23,9),-0.144943 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,14),(23,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,14),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,14),(23,5),-0.147192 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,14),(23,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,14),(23,-1),-0.153622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,13),(23,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,13),(23,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,13),(23,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,13),(23,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,13),(23,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,13),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,13),(23,5),-0.144712 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,13),(23,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,13),(23,-1),-0.135126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,12),(23,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,12),(23,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,12),(23,9),-0.144722 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,12),(23,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,12),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,12),(23,5),-0.146678 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,12),(23,4),-0.144732 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,12),(23,-1),-0.118373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,11),(23,10),-0.144943 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,11),(23,9),-0.144943 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,11),(23,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,11),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,11),(23,5),-0.147192 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,11),(23,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,11),(23,-1),-0.153622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,10),(23,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,10),(23,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,10),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,10),(23,5),-0.144712 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,10),(23,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,10),(23,-1),-0.135126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,9),(23,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,9),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,9),(23,5),-0.144712 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,9),(23,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,9),(23,-1),-0.128219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,8),(23,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,8),(23,5),-0.146678 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,8),(23,4),-0.144732 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,8),(23,-1),-0.122342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,7),(23,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,7),(23,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,7),(23,-1),-0.162195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,5),(23,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,5),(23,-1),-0.16033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,4),(23,-1),-0.12234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,26),-0.0465145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,27),-0.0461221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,28),-0.049178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,30),0.0247055 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,26),(25,27),-0.0197416 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,28),-0.0197522 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,30),-0.0116786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,27),(25,28),-0.152542 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,30),-0.0418359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,28),(25,30),-0.0143421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,22),0.129547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,-1),-0.0486475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,22),(25,-1),-0.129153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,27),(27,27),(27,28),0.170649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,30),-0.161877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,27),(27,28),(27,29),-0.0133477 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,28),(27,30),0.0659185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,27),(27,29),(27,30),-0.0203499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,27),(27,27),(27,26),0.323405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,25),0.104189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,24),0.0633723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,23),0.0613394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,22),0.323836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,21),0.107518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,20),0.102189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,19),0.322921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,18),0.159041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,17),0.10429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,16),-0.145434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,15),-0.144724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,13),-0.15008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,12),-0.145059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,10),-0.15008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,9),-0.150082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,8),-0.145059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,7),-0.145434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,5),-0.144724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,4),-0.145059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,1),-0.145059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,27),(27,27),(27,-1),-0.231028 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,27),(27,26),(27,25),0.0945023 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,24),0.115001 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,23),0.115001 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,22),-0.00771253 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,21),0.121305 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,20),0.0944216 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,19),-0.00787689 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,18),0.086531 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,17),0.0993557 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,16),-0.145795 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,15),-0.145063 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,14),-0.145342 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,13),-0.145772 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,12),-0.147771 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,11),-0.145342 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,10),-0.145772 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,9),-0.145772 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,8),-0.147771 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,7),-0.145795 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,5),-0.145015 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,4),-0.147771 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,1),-0.147771 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,26),(27,-1),-0.137502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,27),(27,25),(27,24),0.109291 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,23),0.109291 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,22),0.101382 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,20),0.107393 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,19),0.101379 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,18),0.109019 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,17),0.107727 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,14),-0.145291 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,13),-0.144864 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,12),-0.144717 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,11),-0.145291 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,10),-0.144864 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,9),-0.144864 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,8),-0.144717 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,4),-0.144717 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,1),-0.144717 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,25),(27,-1),-0.2055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,27),(27,24),(27,23),0.107008 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,22),0.0396543 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,21),0.0996548 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,20),0.104371 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,19),0.0396362 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,18),0.106847 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,17),0.104737 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,15),-0.144717 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,12),-0.144765 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,8),-0.144765 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,5),-0.144712 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,4),-0.144765 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,1),-0.144765 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,24),(27,-1),-0.0631966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,27),(27,23),(27,22),0.0376065 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,21),0.0996548 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,20),0.104371 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,19),0.0375884 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,18),0.106847 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,17),0.104737 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,15),-0.144717 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,12),-0.144765 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,8),-0.144765 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,5),-0.144712 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,4),-0.144765 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,1),-0.144765 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,23),(27,-1),-0.0661828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,27),(27,22),(27,21),0.124063 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,20),0.0944212 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,19),-0.00788067 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,18),0.0879525 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,17),0.0993554 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,16),-0.145795 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,15),-0.145063 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,14),-0.145342 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,13),-0.145772 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,12),-0.147771 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,11),-0.145342 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,10),-0.145772 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,9),-0.145772 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,8),-0.147771 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,7),-0.145795 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,5),-0.145015 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,4),-0.147771 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,1),-0.147771 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,22),(27,-1),-0.13992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,27),(27,21),(27,20),0.10798 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,21),(27,19),0.109457 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,21),(27,18),0.10954 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,21),(27,17),0.10798 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,21),(27,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,21),(27,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,21),(27,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,21),(27,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,27),(27,21),(27,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
