# _root_ Today , with business activity in Hong Kong staggering along at an uneven pace , the economy itself seems locked in a struggle between hope and fear .
#goldHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
#predictedHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
(14,7),(7,7),(7,29),0.0250353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,8),(7,9),0.112763 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,29),-0.144435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,9),(7,29),-0.174209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,7),(7,-1),0.106355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,10),(10,11),0.109403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,12),0.104217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,13),0.0917874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,14),-0.128362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,10),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,17),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,19),-0.125254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,21),-0.107155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,29),-0.196125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,11),(10,12),0.119137 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,13),0.12685 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,11),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,19),-0.124889 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,29),-0.112626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,12),(10,13),0.117668 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,14),-0.12489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,12),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,17),-0.12489 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,21),-0.12507 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,29),-0.133372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,13),(10,14),-0.124922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,13),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,17),-0.124922 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,19),-0.124987 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,21),-0.125738 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,29),-0.0842777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,14),(10,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,19),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,21),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,29),-0.134065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,15),(10,17),-0.124962 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,19),-0.124929 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,21),-0.125874 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,29),-0.11554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,17),(10,19),-0.124941 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,17),(10,21),-0.124889 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,17),(10,29),-0.134068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,19),(10,21),-0.125071 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,19),(10,29),-0.0887742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,21),(10,29),-0.109938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,9),-0.0530488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,8),0.00641863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,7),0.00641863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,6),-0.0221969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,5),0.00639287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,3),-0.0440104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,2),-0.046476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,1),0.00491215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,-1),-0.0246383 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,9),(10,8),-0.0436478 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,7),-0.0436478 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,6),-0.0360566 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,5),-0.0436478 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,3),-0.0403377 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,2),-0.0372825 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,1),-0.0436478 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,-1),-0.0279767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,8),(10,7),-0.0430893 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,6),-0.0342122 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,5),-0.0430893 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,3),-0.0338013 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,2),-0.0222277 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,1),-0.0430893 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,8),(10,-1),-0.088879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,7),(10,6),-0.0342122 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,5),-0.0430893 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,3),-0.0338013 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,2),-0.0222277 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,1),-0.0430893 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,7),(10,-1),-0.088879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,6),(10,5),-0.0447833 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,3),-0.0416265 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,2),-0.0359965 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,1),-0.0455484 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,6),(10,-1),0.0039574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,5),(10,3),-0.0338013 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,5),(10,2),-0.0222277 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,5),(10,1),-0.0430893 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,5),(10,-1),-0.0889048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,3),(10,2),-0.0356841 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,3),(10,1),-0.0455289 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,3),(10,-1),-0.0283964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,2),(10,1),-0.0383859 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,2),(10,-1),-0.00869035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,1),(10,-1),-0.0890616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,12),0.140456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.179184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,14),-0.144333 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,11),(11,15),-0.127012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,17),-0.144333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,19),-0.126095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,21),-0.125837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,29),-0.0730427 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.128163 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,12),(11,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,29),-0.144092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,29),-0.169047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,14),(11,15),-0.124921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,17),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,21),-0.124911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,29),-0.148803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,15),(11,17),-0.124905 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,29),-0.119554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,17),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,21),-0.124911 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,29),-0.148798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,19),(11,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,29),-0.123879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,21),(11,29),-0.15243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,10),-0.0812165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,6),-0.0656442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),-0.343985 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,10),(11,6),-0.034574 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,-1),-0.0327179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,6),(11,-1),-0.105333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.104115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,29),0.100471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,29),-0.139677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,-1),0.164768 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,17),-0.126863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,29),0.00439409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,17),(13,29),-0.121454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),-0.0513629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,10),-0.067542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,1),-0.0434493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),0.0350195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,10),-0.0344485 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,1),-0.0420614 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,-1),-0.0882191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,10),(13,1),-0.0439344 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,10),(13,-1),-0.0298428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,1),(13,-1),9.5587e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,29),-0.00902738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,-1),-0.0938973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,19),-0.0373234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,20),-0.0373234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,29),0.212839 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,19),(16,20),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,29),-0.0371707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,20),(16,29),-0.0371707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,-1),0.14871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,18),-0.0383769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,19),0.042791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,20),0.0441108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,21),-0.0436545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,23),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,24),-0.0450463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,26),-0.0502732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,28),0.0852853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,29),0.0994317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,18),(17,19),-0.0426358 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,20),-0.0426358 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,21),-0.04201 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,23),-0.0433027 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,24),-0.04201 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,29),-0.00576902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,19),(17,20),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,21),-0.0530878 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,23),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,24),-0.0512439 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,26),-0.0432391 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,28),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,29),-0.0166803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,20),(17,21),-0.0530878 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,23),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,24),-0.0512439 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,26),-0.0432391 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,28),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,29),-0.0146986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,21),(17,23),-0.0428613 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,24),-0.0352795 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,26),-0.0325815 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,28),-0.0454354 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,29),-0.130148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,23),(17,24),-0.0332072 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,23),(17,26),-0.0427057 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,23),(17,28),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,23),(17,29),0.00260824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,24),(17,26),-0.0342823 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,24),(17,28),-0.0454342 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,24),(17,29),-0.0831328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,26),(17,28),0.0491721 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,26),(17,29),-0.0337042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,28),(17,29),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,16),0.111787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,14),0.152154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,13),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,12),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,-1),0.0210352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,16),(17,14),0.147667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,16),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,-1),-0.165949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,14),(17,13),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,12),-0.125411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,14),(17,-1),-0.143147 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,13),(17,12),-0.12489 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,-1),-0.158993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,12),(17,-1),-0.136313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,20),-0.0386006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,21),-0.00549759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,23),-0.0307822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,24),-0.0469805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,26),-0.0766525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,28),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,29),0.0612853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,20),(19,21),-0.0350729 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,23),-0.0470011 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,24),-0.0471417 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,26),-0.0296008 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,28),-0.0421771 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,29),-0.0846239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,21),(19,23),-0.0362062 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,24),-0.0585569 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,26),-0.0376587 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,28),-0.0556684 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,29),0.00700306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,23),(19,24),-0.00747517 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,26),-0.0661178 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,28),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,29),-0.0556136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,24),(19,26),-0.0373778 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,24),(19,28),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,24),(19,29),-0.0307231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,26),(19,28),0.049187 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,26),(19,29),-0.0480537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,28),(19,29),-0.0873158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,18),0.114191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,17),0.176779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,16),0.10925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,15),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,14),0.164813 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,19),(19,11),-0.155999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,10),-0.135796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,9),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,6),-0.160534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,5),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,3),-0.155676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,2),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,1),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,-1),0.0394993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,18),(19,17),0.116857 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,16),0.119097 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,15),0.10384 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,14),0.116857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,18),(19,11),-0.124929 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,6),-0.124929 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,3),-0.124929 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,-1),0.0177034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,16),0.120659 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,15),0.0567442 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,14),0.0924414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,17),(19,11),-0.126243 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,10),-0.125333 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,9),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,6),-0.1268 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,3),-0.126379 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,2),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,17),(19,-1),-0.0272731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,15),0.126242 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,14),0.118719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,16),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,16),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
