# _root_ `` Parenthood , '' this summer 's successful and amusing movie about parents and children , apparently was only the beginning .
#goldHeads=2,18,2,2,6,11,6,9,11,9,2,11,14,12,14,2,18,0,21,21,18,18,
#predictedHeads=18,18,2,2,6,11,6,9,11,9,2,11,14,12,14,2,18,0,21,21,18,18,
(11,13),(13,15),(13,23),0.0258965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,16),(13,18),-0.0662587 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,23),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,18),(13,23),0.00231456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,12),0.150367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,11),0.161765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,10),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,9),-0.1512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,8),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,6),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,-1),-0.0189997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,12),(13,11),0.104633 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,8),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,6),-0.14498 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,-1),-0.119663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,11),(13,10),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,9),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,8),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,6),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,-1),-0.173853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,10),(13,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,8),-0.14473 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,6),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,-1),-0.193454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,9),(13,8),0.0271388 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,6),0.0217836 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,-1),-0.226199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,8),(13,6),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,-1),-0.193469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,6),(13,-1),-0.173853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,15),-0.0676279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0290923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,17),-0.0142755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,18),0.0143657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,19),-0.0152239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,21),-0.0678019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,22),-0.0252004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,23),-0.253183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,17),-0.0260247 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,18),-0.0318298 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,19),-0.0267387 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,21),-0.00255339 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,22),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,23),-0.00989623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,17),-0.00547288 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,18),-0.0413934 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,19),-0.00547829 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,21),-0.0879996 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,22),-0.0195141 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,23),-0.0592682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,17),(14,18),-0.00926943 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,19),-0.0223134 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,21),-0.0236877 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,22),-0.019613 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,23),0.0104947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,18),(14,19),-0.0217048 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,21),-0.00063124 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,22),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,23),-0.0150692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,19),(14,21),-0.0236877 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,22),-0.019613 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,23),0.0105008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,21),(14,22),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,21),(14,23),-0.0101139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,22),(14,23),-0.0291688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.199021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,12),0.210703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,11),0.197813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,10),-0.146451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,9),-0.14895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,8),-0.146451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,6),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,5),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,3),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,2),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.4514 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,12),0.0809767 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,11),0.138593 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,10),-0.144793 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,9),-0.146033 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,8),-0.144793 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,6),-0.146776 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,5),-0.145317 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,3),-0.147051 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,2),-0.146776 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,-1),-0.194236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,11),0.102674 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,6),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,2),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,-1),-0.0603856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,11),(14,10),-0.144793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,9),-0.146033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,8),-0.144793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,6),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,5),-0.145317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,3),-0.147051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,2),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,-1),-0.195372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,10),(14,9),-0.144707 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,8),-0.144778 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,6),-0.149473 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,3),-0.144722 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,2),-0.149473 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,-1),-0.0585431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,9),(14,8),0.0271048 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,6),0.0218575 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,5),-0.0714249 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,3),0.0907763 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,2),-0.0436838 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,1),-0.0368598 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,-1),-0.171023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,8),(14,6),-0.149473 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,3),-0.144722 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,2),-0.149473 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,-1),-0.0585495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,6),(14,5),-0.145317 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,3),-0.147051 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,2),-0.146776 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,-1),-0.197727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,5),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,-1),-0.0941503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,3),(14,2),-0.147778 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,3),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,3),(14,-1),-0.165062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,2),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,2),(14,-1),-0.197725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,1),(14,-1),-0.147256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,16),0.1339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,17),-0.0301888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,18),0.0490168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,19),-0.0320238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,21),-0.132485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,22),0.0756781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,23),0.132427 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,16),(15,17),-0.0275909 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,18),-0.0662587 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,19),-0.0275909 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,21),0.135171 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,22),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,23),-0.0201679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,17),(15,18),-0.0222278 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,19),-0.0232072 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,21),-0.0205831 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,22),-0.0198722 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,23),-0.0363743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,18),(15,19),-0.019817 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,21),-0.0233147 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,22),-0.0195637 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,23),0.00230765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,19),(15,21),-0.0207743 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,19),(15,22),-0.0198722 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,19),(15,23),-0.0399413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,21),(15,22),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,21),(15,23),0.0253962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,22),(15,23),0.0743435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,14),0.027964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,13),0.160963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,10),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,8),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,6),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),-0.0190405 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,14),(15,13),0.00477534 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,10),-0.00123595 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,8),0.0271388 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,6),0.0217836 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,-1),-0.226199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,13),(15,10),-0.144729 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,8),-0.144729 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,6),-0.145195 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,-1),-0.173853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,10),(15,8),-0.14473 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,6),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,-1),-0.193454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,8),(15,6),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,8),(15,-1),-0.193469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,6),(15,-1),-0.173853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,23),-0.0464307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,16),(16,-1),-0.186868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,17),(17,18),-0.0292027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,19),-0.0258245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,21),0.0188285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,23),0.00387283 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,18),(17,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,21),-0.019482 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,23),-0.0135283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,19),(17,21),-0.0198471 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,23),-0.0269216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,21),(17,23),-0.0668325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,16),0.127879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,15),0.099242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,14),0.135217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,13),0.0992503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,12),0.106065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,11),0.0992503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,9),-0.148812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,6),-0.145509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,2),-0.145509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,-1),-0.250903 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,16),(17,15),0.0945659 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,14),0.123029 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,13),0.0945659 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,12),0.107387 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,11),0.0945659 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,6),-0.14614 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,2),-0.14614 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,-1),-0.135445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,15),(17,14),0.109519 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,13),0.108985 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,12),0.113168 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,11),0.108985 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,9),-0.144707 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,-1),-0.16753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,14),(17,13),0.0187784 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,12),0.186063 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,11),0.0410435 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,9),-0.0466327 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,6),0.0218583 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,2),-0.0436829 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,-1),-0.122713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,13),(17,12),0.113168 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,11),0.108985 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,9),-0.144707 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,-1),-0.167521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,12),(17,11),0.108656 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,-1),-0.132831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,11),(17,9),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,6),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,2),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,-1),-0.167521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,9),(17,6),0.0218583 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,2),-0.0436829 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,9),(17,-1),-0.122713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,6),(17,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,6),(17,-1),-0.167521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,2),(17,-1),-0.167521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,19),0.0154308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,20),-0.0210486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,21),-0.0218017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,22),-0.0231182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,23),0.0601813 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,19),(18,20),-0.0195628 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,21),-0.0112903 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,22),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,19),(18,23),0.0274978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,20),(18,21),-0.0205174 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,20),(18,23),-0.0160609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,21),(18,22),-0.0254121 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,23),-0.0218757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,22),(18,23),-0.0619727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,17),0.18836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,16),0.117334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,15),0.148942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,14),0.128247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,13),0.141849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,12),0.168066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,11),0.142121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,10),-0.150727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,9),-0.17754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,8),-0.150727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,6),-0.194072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,5),-0.145124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,3),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,2),-0.194072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,1),-0.148609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,-1),-0.0277649 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,17),(18,16),0.0982011 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,15),0.106608 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,14),0.113631 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,13),0.106608 # DEPENDENCYPART_GRANDSIBL
