# _root_ The plan had been to make one of Shearson 's easy-to-film , black-and-white `` Where We Stand '' commercials , which have been running occasionally in response to news events since 1985 .
#goldHeads=2,3,0,3,4,5,6,7,19,9,19,19,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,19,9,19,6,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
(6,23),(23,25),-0.0804735 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-0.183871 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),-0.629958 # DEPENDENCYPART_GRANDPAR
(6,23),(23,28),-0.528435 # DEPENDENCYPART_GRANDPAR
(6,23),(23,30),-0.41673 # DEPENDENCYPART_GRANDPAR
(6,23),(23,31),-0.513022 # DEPENDENCYPART_GRANDPAR
(6,23),(23,32),-0.454093 # DEPENDENCYPART_GRANDPAR
(6,23),(23,33),-1.0787 # DEPENDENCYPART_GRANDPAR
(6,24),(24,3),-0.684914 # DEPENDENCYPART_GRANDPAR
(6,24),(24,15),-0.212667 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.465653 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.231533 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),-0.109027 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-0.17336 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.547625 # DEPENDENCYPART_GRANDPAR
(6,24),(24,28),-0.413285 # DEPENDENCYPART_GRANDPAR
(6,24),(24,29),-0.809038 # DEPENDENCYPART_GRANDPAR
(6,24),(24,30),-0.282092 # DEPENDENCYPART_GRANDPAR
(6,24),(24,31),-0.496897 # DEPENDENCYPART_GRANDPAR
(6,24),(24,32),-0.532887 # DEPENDENCYPART_GRANDPAR
(6,24),(24,33),-1.17832 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),-0.521657 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.0517969 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.298467 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-0.628287 # DEPENDENCYPART_GRANDPAR
(6,25),(25,28),-0.532507 # DEPENDENCYPART_GRANDPAR
(6,25),(25,30),-0.385498 # DEPENDENCYPART_GRANDPAR
(6,25),(25,31),-0.603245 # DEPENDENCYPART_GRANDPAR
(6,25),(25,32),-0.709261 # DEPENDENCYPART_GRANDPAR
(6,26),(26,21),0.205025 # DEPENDENCYPART_GRANDPAR
(6,26),(26,25),-0.0125505 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-0.356047 # DEPENDENCYPART_GRANDPAR
(6,26),(26,28),-0.341974 # DEPENDENCYPART_GRANDPAR
(6,26),(26,29),-0.636937 # DEPENDENCYPART_GRANDPAR
(6,26),(26,30),-0.194691 # DEPENDENCYPART_GRANDPAR
(6,26),(26,32),-0.163295 # DEPENDENCYPART_GRANDPAR
(6,33),(33,32),-0.505973 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.49443 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.369188 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0811229 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.08444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.443834 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.429952 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.676205 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.421522 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.374004 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.04686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.469845 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.41655 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.930711 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.637876 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.651816 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.55332 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.824008 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.296948 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.486037 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.694813 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.762172 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.347253 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.617849 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-0.323356 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-0.915107 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-0.150685 # DEPENDENCYPART_GRANDPAR
(7,6),(6,24),-0.745885 # DEPENDENCYPART_GRANDPAR
(7,6),(6,25),-0.811574 # DEPENDENCYPART_GRANDPAR
(7,6),(6,26),-0.906067 # DEPENDENCYPART_GRANDPAR
(7,6),(6,33),-1.29795 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.691685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.102275 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.409639 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0145486 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.099105 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.324123 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.186075 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),0.596937 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),0.0432734 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.591537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.190696 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.568977 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.219305 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0702014 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.134749 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.252288 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.0300655 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.108041 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.92245 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.77308 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.561056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0610202 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0273781 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.48635 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0440224 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0332211 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.34577 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0153725 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.229321 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.0100553 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.452377 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.77308 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0273781 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.260616 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.361308 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.34577 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.0153725 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.0160474 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.229321 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.281391 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),0.214088 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.0100553 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.452377 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),0.335711 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.298788 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),-0.437995 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.126644 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.115833 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.319808 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0277807 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.310721 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.124228 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.128804 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.535228 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.910207 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.77036 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.726511 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.721173 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.630798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.0199651 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.0229397 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.504298 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.234525 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.39413 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.149969 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.349639 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.084286 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.269835 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.298367 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),0.273143 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.0533207 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.0422559 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.479224 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),0.419078 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.236256 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.312841 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.347066 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.208378 # DEPENDENCYPART_GRANDPAR
(7,17),(17,28),-0.488867 # DEPENDENCYPART_GRANDPAR
(7,17),(17,31),-0.000201133 # DEPENDENCYPART_GRANDPAR
(7,17),(17,33),-0.890801 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-0.935926 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.786559 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.745759 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-0.687006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,9),0.0396065 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.196937 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.11238 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.362425 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.158395 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.0706063 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.189001 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.362976 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.149515 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.0913199 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.563711 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),0.264529 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.341013 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.453118 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.535643 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),-0.390452 # DEPENDENCYPART_GRANDPAR
(7,19),(19,28),-0.667295 # DEPENDENCYPART_GRANDPAR
(7,19),(19,30),-0.262361 # DEPENDENCYPART_GRANDPAR
(7,19),(19,33),-0.885055 # DEPENDENCYPART_GRANDPAR
(7,22),(22,2),-0.904438 # DEPENDENCYPART_GRANDPAR
(7,22),(22,3),-0.771341 # DEPENDENCYPART_GRANDPAR
(7,22),(22,12),-0.424006 # DEPENDENCYPART_GRANDPAR
(7,22),(22,14),-0.358086 # DEPENDENCYPART_GRANDPAR
(7,22),(22,15),0.0632717 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),0.324493 # DEPENDENCYPART_GRANDPAR
(7,22),(22,18),-0.347543 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),0.183116 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.390039 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),0.290244 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),0.62573 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-0.269599 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.325108 # DEPENDENCYPART_GRANDPAR
(7,22),(22,26),-0.373992 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-0.189096 # DEPENDENCYPART_GRANDPAR
(7,22),(22,28),-0.547617 # DEPENDENCYPART_GRANDPAR
(7,22),(22,31),-0.0113935 # DEPENDENCYPART_GRANDPAR
(7,22),(22,33),-0.857846 # DEPENDENCYPART_GRANDPAR
(7,23),(23,3),-0.74784 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),0.0487999 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),0.131763 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.245563 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-0.363305 # DEPENDENCYPART_GRANDPAR
(7,23),(23,26),-0.439397 # DEPENDENCYPART_GRANDPAR
(7,23),(23,27),-0.394174 # DEPENDENCYPART_GRANDPAR
(7,23),(23,28),-0.67542 # DEPENDENCYPART_GRANDPAR
(7,23),(23,30),-0.30772 # DEPENDENCYPART_GRANDPAR
(7,23),(23,31),-0.0388716 # DEPENDENCYPART_GRANDPAR
(7,23),(23,32),-0.0479802 # DEPENDENCYPART_GRANDPAR
(7,23),(23,33),-0.865252 # DEPENDENCYPART_GRANDPAR
(7,24),(24,3),-0.768278 # DEPENDENCYPART_GRANDPAR
(7,24),(24,15),-0.0241237 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),0.0849856 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),0.326565 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.308655 # DEPENDENCYPART_GRANDPAR
(7,24),(24,26),-0.438067 # DEPENDENCYPART_GRANDPAR
(7,24),(24,27),-0.236774 # DEPENDENCYPART_GRANDPAR
(7,24),(24,28),-0.502577 # DEPENDENCYPART_GRANDPAR
(7,24),(24,29),-0.276482 # DEPENDENCYPART_GRANDPAR
(7,24),(24,30),-0.159604 # DEPENDENCYPART_GRANDPAR
(7,24),(24,31),-0.0777097 # DEPENDENCYPART_GRANDPAR
(7,24),(24,32),-0.0405276 # DEPENDENCYPART_GRANDPAR
(7,24),(24,33),-0.901981 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.309324 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.45627 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.26828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.423408 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.913108 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),0.0769641 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.501641 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.348438 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.396934 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.04615 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.326957 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.28798 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.707867 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.435035 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.147468 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-0.820193 # DEPENDENCYPART_GRANDPAR
(8,7),(7,24),-0.817036 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.1964 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.484949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.686524 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.774268 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.128284 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.348866 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.213077 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.892884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),0.739835 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.43787 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.05062 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.2242 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.657833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),1.03545 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.213969 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.132266 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.364994 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.166024 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.426331 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.246895 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),0.198872 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),0.484715 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.05062 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),1.03545 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.682986 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0915506 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.166024 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.426331 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.548383 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.246895 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.287148 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.104776 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.198872 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),0.484715 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.246781 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.144413 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),-0.343447 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-1.38842 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-1.01782 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-1.02116 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.889595 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-1.18617 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-1.09259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.745969 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.573813 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.419392 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.263281 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0060096 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.0358934 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.646961 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.68857 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0755202 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.107097 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.199121 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.903604 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),0.243898 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.455472 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.320829 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.750461 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.393378 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.84698 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),-0.489908 # DEPENDENCYPART_GRANDPAR
(8,17),(17,31),-0.680796 # DEPENDENCYPART_GRANDPAR
(8,17),(17,33),-1.91999 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-1.56946 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-1.17301 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-1.18539 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-1.40579 # DEPENDENCYPART_GRANDPAR
(8,19),(19,9),1.29037 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.785848 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.360446 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.466704 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.522937 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.561085 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),0.477435 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.429971 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.114786 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.763195 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),0.44078 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.275842 # DEPENDENCYPART_GRANDPAR
(8,19),(19,24),-0.207723 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.662818 # DEPENDENCYPART_GRANDPAR
(8,19),(19,26),-0.46222 # DEPENDENCYPART_GRANDPAR
(8,19),(19,27),-0.920245 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),-0.521825 # DEPENDENCYPART_GRANDPAR
(8,19),(19,30),-0.225952 # DEPENDENCYPART_GRANDPAR
(8,19),(19,33),-1.68619 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.38815 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.756933 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.825477 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.490349 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.45056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-1.15196 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.818014 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.842543 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.864231 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.992119 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.829392 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.961471 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.956316 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.869292 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-1.27474 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.01292 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.871603 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-1.16292 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.757017 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.47623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-1.15683 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.831736 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.877953 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.00616 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.964664 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.941789 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.945942 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.12708 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.36257 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.38096 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.15587 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.25785 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.1123 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.01572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.563522 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.136897 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.265278 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.442157 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.313826 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.453707 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.569095 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.488572 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.15587 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.01572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),-0.356041 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.398014 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.442157 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.313826 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.398059 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.453707 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.404247 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.353995 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.569095 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.488572 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.361846 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.734326 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.562237 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.37416 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.1591 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.1172 # DEPENDENCYPART_GRANDPAR
