# _root_ `` I think we could very well have { an economic } slowdown , beginning very soon if not already , '' he says .
#goldHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,13,13,18,16,15,18,18,24,24,24,0,24,
#predictedHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,3,3,15,16,16,16,19,24,24,24,0,24,
(20,15),(15,18),(15,19),0.106027 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,26),-0.0572157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,19),(15,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,21),-0.144707 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,26),-0.167776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,20),(15,21),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,26),-0.16734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,21),(15,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,21),(15,24),-0.145704 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,21),(15,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,21),(15,26),-0.138895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,22),(15,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,22),(15,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,22),(15,26),-0.147317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,24),(15,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,24),(15,26),-0.152673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,25),(15,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,14),-0.0339112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,13),-0.0581531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,3),-0.0282091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,-1),0.0719094 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,14),(15,13),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,3),-0.020262 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,-1),-0.0159506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,13),(15,3),-0.0180495 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,13),(15,-1),-0.0459265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,3),(15,-1),-0.0162077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,19),0.0891399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,20),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,24),-0.144907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,26),-0.0465273 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,19),(18,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,19),(18,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,19),(18,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,19),(18,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,19),(18,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,19),(18,26),-0.172837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,20),(18,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,20),(18,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,20),(18,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,20),(18,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,20),(18,26),-0.172796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,21),(18,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,21),(18,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,21),(18,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,21),(18,26),-0.150613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,22),(18,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,22),(18,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,22),(18,26),-0.14481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,24),(18,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,24),(18,26),-0.136258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,25),(18,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,17),-0.0118444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,16),-0.0118045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,-1),0.0389284 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,17),(18,16),-0.0200955 # DEPENDENCYPART_GRANDSIBL
(20,18),(18,17),(18,-1),-0.000859844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,16),(18,-1),-0.0008198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,20),-0.14738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,21),-0.144933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,24),-0.145077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,26),-0.0991373 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,20),(19,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,26),-0.168236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,21),(19,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,26),-0.133114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,22),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,22),(19,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,24),(19,26),-0.145146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,18),-0.0457126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,17),0.00811063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,13),-0.0360959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,-1),0.0522573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,18),(19,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,13),-0.0206811 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,18),(19,-1),-0.0521291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,17),(19,13),-0.0194724 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,17),(19,-1),0.0104131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,13),(19,-1),-0.033771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,26),-0.0511638 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,21),(21,20),0.109255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,-1),-0.177441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,20),(21,-1),-0.144986 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,26),-0.0548389 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,22),(22,-1),-0.180063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,24),(24,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,26),0.0711963 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,25),(24,26),-0.0229688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,24),(24,23),0.138709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,22),0.105826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,21),0.11769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,20),0.098125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,19),-0.145151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,18),-0.147104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,17),-0.145151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,16),-0.145244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,15),-0.14574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,13),-0.14832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,11),-0.145775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,8),-0.14574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,7),-0.145151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,6),-0.145244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,3),-0.14574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,24),(24,-1),-0.246458 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,23),(24,22),0.109503 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,21),0.106185 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,20),0.108516 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,18),-0.145184 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,15),-0.14481 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,14),-0.144729 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,13),-0.144703 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,8),-0.14481 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,3),-0.14481 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,23),(24,-1),-0.151636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,22),(24,21),0.102993 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,20),0.10954 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,22),(24,-1),-0.147317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,21),(24,20),0.108335 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,19),-0.144714 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,18),-0.145675 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,17),-0.144714 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,16),-0.144714 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,15),-0.145777 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,13),-0.144988 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,11),-0.144704 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,8),-0.145777 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,7),-0.144721 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,6),-0.144714 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,3),-0.145777 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,21),(24,-1),-0.138963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,20),(24,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,18),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,14),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,13),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,24),(24,20),(24,-1),-0.167348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,24),(24,19),(24,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,14),-0.144707 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,13),-0.144723 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,19),(24,-1),-0.167784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,18),(24,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,18),(24,-1),-0.0572535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,17),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,14),-0.144707 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,13),-0.144723 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,17),(24,-1),-0.167345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,16),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,14),-0.144707 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,13),-0.144723 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,16),(24,-1),-0.167507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,15),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,11),-0.14472 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,15),(24,-1),-0.152776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,14),(24,13),-0.144988 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,11),-0.144704 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,8),-0.145777 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,7),-0.144721 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,6),-0.144714 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,3),-0.145777 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,14),(24,-1),-0.138963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,13),(24,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,8),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,3),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,13),(24,-1),-0.16447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,11),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,-1),-0.150464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,8),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,8),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,8),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,8),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,8),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,8),(24,-1),-0.152776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,7),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,-1),-0.168208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,6),(24,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,6),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,6),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,6),(24,-1),-0.167507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,5),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,5),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,5),(24,-1),-0.14503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,3),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,3),(24,-1),-0.152776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,1),(24,-1),-0.146964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,26),-0.234355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,21),(20,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
