# _root_ Ms. Bogart does better with music than with words when she wants , as she so often does want , to express herself through Gorky 's helpless play .
#goldHeads=2,3,0,3,4,5,4,7,8,12,12,3,18,18,18,18,16,12,18,18,22,12,22,22,28,25,28,24,3,
#predictedHeads=2,3,0,3,3,5,4,7,8,12,12,3,12,18,18,18,18,12,18,19,22,19,22,22,28,25,28,24,3,
(8,9),(9,9),(9,7),-0.152084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,6),-0.150312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,4),-0.144735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,-1),-0.175484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,8),(9,7),-0.145168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,6),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,-1),-0.140863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,7),(9,6),-0.144708 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,-1),-0.126755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,6),(9,4),-0.145035 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,-1),-0.134525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,4),(9,-1),-0.173681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,13),-0.0529701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,14),-0.001165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,16),-0.0509715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,17),-0.0523286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,18),-0.022529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,19),-0.0237808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,20),-0.0529701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,21),-0.0430345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,22),-0.0221714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,24),-0.0086834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,29),-0.0220538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,30),0.00119719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,13),(12,14),-0.0466653 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,16),-0.0240391 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,17),-0.0238448 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,18),-0.0355929 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,19),-0.0356569 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,20),-0.0196726 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,21),-0.0124846 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,22),-0.0355929 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,24),-0.0436278 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,30),-0.0274131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,14),(12,16),-0.0195692 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,17),-0.0195663 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,18),-0.0209567 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,19),-0.0209567 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,20),-0.0197622 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,21),-0.0114943 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,22),-0.0209567 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,24),-0.0187202 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,29),-0.0194454 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,30),0.05103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,16),(12,17),-0.014874 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,18),-0.0356767 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,19),-0.0356708 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,20),-0.0235161 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,21),-0.0236242 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,22),-0.0356708 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,24),-0.0113249 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,30),-0.015609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,17),(12,18),-0.0333349 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,19),-0.033329 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,20),-0.0232345 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,21),-0.0236242 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,22),-0.033329 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,24),-0.0113218 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,30),-0.0170521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,18),(12,19),-0.0203749 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,20),-0.0213105 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,21),-0.0194792 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,22),-0.0203749 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,24),-0.0241922 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,29),-0.0197471 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,30),-0.0371912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,19),(12,20),-0.0213105 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,19),(12,21),-0.0194792 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,19),(12,22),-0.0203749 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,19),(12,24),-0.0241922 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,19),(12,29),-0.0197471 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,19),(12,30),-0.0382681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,20),(12,21),-0.0124846 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,20),(12,22),-0.0355929 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,20),(12,24),-0.0436278 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,20),(12,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,20),(12,30),-0.0274131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,21),(12,22),-0.0213379 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,21),(12,24),-0.0240491 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,21),(12,29),-0.0202846 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,21),(12,30),0.0165024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,22),(12,24),-0.0241922 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,22),(12,29),-0.0197471 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,22),(12,30),-0.0366861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,24),(12,29),-0.0194454 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,24),(12,30),0.0465403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,29),(12,30),-0.0258981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,11),0.102167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,10),0.106307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,9),0.181466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,8),0.120856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,7),-0.145942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,6),-0.154551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,5),-0.145942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,3),-0.124648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,2),-0.154551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,1),-0.154551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,-1),-0.189674 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,11),(12,10),0.111448 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,9),0.112536 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,8),0.107032 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,3),-0.144865 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,-1),-0.177246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,10),(12,9),0.109463 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,-1),-0.113046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,9),(12,8),0.0982175 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,7),-0.146702 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,6),-0.144737 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,5),-0.146702 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,3),-0.144726 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,2),-0.144737 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,1),-0.144737 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,-1),-0.0668327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,8),(12,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,3),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,-1),-0.164827 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,7),(12,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,7),(12,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,7),(12,3),-0.144729 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,7),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,7),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,7),(12,-1),-0.163328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,6),(12,5),-0.146702 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,6),(12,3),-0.144726 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,6),(12,2),-0.144737 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,6),(12,1),-0.144737 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,6),(12,-1),-0.0668272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,5),(12,3),-0.144729 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,5),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,5),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,5),(12,-1),-0.164827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,3),(12,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,3),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,3),(12,-1),-0.135065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,2),(12,1),-0.144737 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,2),(12,-1),-0.0668258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,1),(12,-1),-0.0668258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,17),(17,18),-0.0504726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,19),-0.0504726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,21),-0.0237832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,22),-0.0504726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,30),-0.0155567 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,18),(17,19),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,22),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,18),(17,30),-0.0145045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,19),(17,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,22),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,30),-0.0144939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,21),(17,22),-0.0194422 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,30),-0.0256165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,22),(17,30),-0.0144898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,17),(17,16),0.119362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,15),0.11376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,14),0.108967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,13),0.161604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,9),0.133341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,-1),-0.19921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,16),(17,15),0.10954 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,13),0.107677 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,9),0.109478 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,-1),-0.132474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,15),(17,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,13),0.109412 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,9),0.109404 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,15),(17,-1),-0.140348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,14),(17,13),0.108261 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,14),(17,9),0.112308 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,14),(17,-1),-0.159583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,13),(17,9),0.13348 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,13),(17,-1),-0.154037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,9),(17,-1),-0.0785626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,21),(21,22),-0.0206338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,24),-0.0202061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,25),-0.0190111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,28),-0.0190111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,30),0.018173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,21),(21,22),(21,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,22),(21,25),-0.0195806 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,22),(21,28),-0.0195806 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,22),(21,30),-0.0220299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,24),(21,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,24),(21,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,24),(21,30),-0.0240025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,25),(21,28),-0.0195802 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,25),(21,30),-0.0131489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,28),(21,30),-0.0131489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,21),(21,20),0.108247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,-1),-0.122218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,21),(21,20),(21,-1),-0.145491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,4),(4,5),0.103624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,4),(4,6),0.0992512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,4),(4,7),0.101993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,4),(4,8),0.103624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,4),(4,30),-0.248131 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,4),(4,5),(4,6),0.108655 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,5),(4,7),0.109531 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,5),(4,8),0.109531 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,5),(4,30),-0.135713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,6),(4,7),0.113171 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,6),(4,8),0.113145 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,6),(4,30),-0.167521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,7),(4,8),0.109531 # DEPENDENCYPART_GRANDSIBL
(9,4),(4,7),(4,30),-0.128684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,8),(4,30),-0.135713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,4),(4,3),-0.0281927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,4),(4,4),(4,-1),0.00305739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,4),(4,3),(4,-1),-0.0124842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,7),0.152215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,8),0.162867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,9),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,12),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,13),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,18),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,19),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,20),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,22),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,30),-0.019072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,7),(6,8),0.109696 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,9),-0.14498 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,12),-0.144823 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,18),-0.144823 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,19),-0.144823 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,22),-0.144823 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,30),-0.113293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,8),(6,9),-0.14498 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,12),-0.144823 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,18),-0.144823 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,19),-0.144823 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,22),-0.144823 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,30),-0.10373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,9),(6,12),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,13),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,18),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,19),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,20),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,22),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,30),-0.174337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,12),(6,13),-0.145956 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,20),-0.145956 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,30),-0.196513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,13),(6,18),-0.146635 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,19),-0.146635 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,22),-0.146635 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,30),-0.03343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,18),(6,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,20),-0.145956 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,18),(6,30),-0.196513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,19),(6,20),-0.145956 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,19),(6,30),-0.196519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,20),(6,22),-0.146635 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,20),(6,30),-0.03343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,22),(6,30),-0.196515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),0.00664758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),-0.0302242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,2),-0.1332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,1),-0.128384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.133546 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),-0.020638 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,2),-0.0213172 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,1),-0.0213172 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),0.00196566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,2),-0.0205831 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,1),-0.0205831 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,-1),-0.0363781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,2),(6,1),-0.00151451 # DEPENDENCYPART_GRANDSIBL
