# _root_ In 1987 , it sold a 2.5 % stake in the Veslefrikk field to the Swedish national oil company , resulting in a $ 7 million after-tax gain .
#goldHeads=5,1,5,5,0,9,8,9,5,9,13,13,10,5,19,19,19,19,14,5,5,21,28,28,24,24,28,22,5,
#predictedHeads=5,1,5,5,0,9,8,9,5,9,13,13,10,5,19,19,19,19,14,19,19,21,28,28,24,24,28,22,5,
(17,18),(18,16),(18,-1),-0.150876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,15),(18,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,-1),-0.13956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,11),(18,-1),-0.13956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,11),(11,30),0.137097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,11),(11,-1),0.20108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,15),(15,16),0.103012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,17),0.103012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,21),-0.126126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,30),0.137097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,16),(15,17),0.119164 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,30),-0.140235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,17),(15,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,30),-0.140235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,21),(15,30),-0.116532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,-1),0.20108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,16),(16,17),0.102476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,18),-0.126863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,16),(16,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,21),-0.135911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,30),-0.00726661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,17),(16,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,17),(16,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,21),-0.125144 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,30),-0.116537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,18),(16,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,30),-0.121301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,20),(16,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,20),(16,30),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,21),(16,30),-0.144888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,15),-0.0630537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,14),0.00134096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,13),-0.043398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,12),-0.043398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,9),-0.043398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,-1),0.0198984 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,15),(16,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,13),-0.0420636 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,12),-0.0420636 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,9),-0.0420636 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,-1),-0.107771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,14),(16,13),-0.0424166 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,12),-0.0424166 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,9),-0.0424166 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,-1),0.0177268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,13),(16,12),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,9),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,-1),0.00335246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,12),(16,9),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,-1),0.00335246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,9),(16,-1),0.00335246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,18),-0.126863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,30),0.0194665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,18),(17,30),-0.121304 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,16),-0.0745888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,15),-0.0663027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,14),0.0013281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,13),-0.0436241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,10),0.0689413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,9),-0.0436241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,-1),0.0482881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,16),(17,15),-0.0458656 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,14),-0.0420014 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,13),-0.0364302 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,10),-0.0442554 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,9),-0.0364302 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,-1),-0.0262301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,15),(17,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,13),-0.0420636 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,10),-0.0285972 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,9),-0.0420636 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,-1),-0.11102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,14),(17,13),-0.0424166 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,10),-0.0535992 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,9),-0.0424166 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,-1),0.0177268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,13),(17,10),-0.0493959 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,9),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,-1),0.00313274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,10),(17,9),-0.0442836 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,10),(17,-1),0.0571827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,9),(17,-1),0.00313274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,20),0.131556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,21),0.0544477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,22),-0.039473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,24),-0.0468205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,28),-0.181459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,29),0.0851023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,30),0.0953576 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,20),(19,21),-0.122194 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,22),-0.0299489 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,24),-0.0427071 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,28),0.132094 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,29),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,30),-0.04533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,21),(19,22),-0.0538469 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,24),-0.0425119 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,28),-0.0487138 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,29),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,30),-0.00568841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,22),(19,24),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,22),(19,28),-0.0434123 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,22),(19,29),-0.0454354 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,22),(19,30),-0.125585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,24),(19,28),-0.0454103 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,24),(19,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,24),(19,30),-0.0518762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,28),(19,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,28),(19,30),-2.07071e-06 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,29),(19,30),0.0955202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,18),0.162612 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,17),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,16),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,15),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,12),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,11),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,10),-0.144064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,9),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,8),-0.141411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,6),-0.125505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,-1),0.00456026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,18),(19,17),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,16),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,15),-0.126082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,13),-0.125498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,12),-0.125498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,11),-0.126082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,10),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,9),-0.125498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,8),-0.125515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,6),-0.12578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,18),(19,-1),-0.142451 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,17),(19,16),-0.125166 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,15),-0.12489 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,13),-0.124929 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,12),-0.124929 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,11),-0.12489 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,10),-0.124894 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,9),-0.124929 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,8),-0.124929 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,6),-0.124895 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,-1),-0.14867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,16),(19,15),-0.12489 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,13),-0.124914 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,12),-0.124914 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,11),-0.12489 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,10),-0.124894 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,9),-0.124914 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,8),-0.124914 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,6),-0.124895 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,-1),-0.157814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,15),(19,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,10),-0.12489 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,-1),-0.133049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,13),(19,12),-0.125498 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,11),-0.126082 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,10),-0.125035 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,9),-0.125498 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,8),-0.125515 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,6),-0.12578 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,-1),-0.14252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,12),(19,11),-0.126082 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,12),(19,10),-0.125035 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,12),(19,9),-0.125498 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,12),(19,8),-0.125515 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,12),(19,6),-0.12578 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,12),(19,-1),-0.142093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,11),(19,10),-0.12489 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,-1),-0.133049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,10),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,10),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,10),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,10),(19,-1),-0.0829333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,9),(19,8),-0.125515 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,9),(19,6),-0.12578 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,9),(19,-1),-0.142243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,8),(19,6),-0.12578 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,8),(19,-1),-0.136944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,6),(19,-1),-0.0709711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,22),0.00485167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,23),-0.0364447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,24),-0.00358832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,25),-0.00740825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,26),0.00371226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,27),-0.00736396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,28),-0.0356475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,29),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,30),0.0749415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,22),(21,23),-0.0439709 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,24),-0.0459891 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,25),-0.042377 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,26),-0.042377 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,27),-0.0464344 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,28),-0.0362063 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,29),-0.0557089 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,30),0.017611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,23),(21,24),-0.043462 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,27),-0.0402417 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,28),-0.0441227 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,29),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,30),-0.0316359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,24),(21,25),-0.0473755 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,26),-0.0476132 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,27),-0.0423363 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,28),-0.0351286 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,30),-0.0280184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,25),(21,26),-0.0467716 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,27),-0.043987 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,28),-0.0421085 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,30),-0.00159152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,26),(21,27),-0.0440429 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,28),-0.0424008 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,30),0.00884041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,27),(21,28),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,29),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,30),0.0347791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,28),(21,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,28),(21,30),-0.059183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,29),(21,30),-0.0871444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,20),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,19),0.173854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,13),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,5),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,-1),0.0545832 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,20),(21,19),0.117631 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,13),-0.125259 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,5),-0.127089 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,19),(21,13),-0.124895 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,19),(21,5),-0.125221 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,19),(21,-1),-0.0256925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,13),(21,5),-0.125221 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,13),(21,-1),-0.0304705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,5),(21,-1),-0.146497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,6),(6,6),(6,7),0.15936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,6),(6,6),(6,8),0.115229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,6),(6,6),(6,10),0.110492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,6),(6,6),(6,30),0.190376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,6),(6,7),(6,8),0.122152 # DEPENDENCYPART_GRANDSIBL
(19,6),(6,7),(6,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,6),(6,7),(6,30),-0.089634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,6),(6,8),(6,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,6),(6,8),(6,30),-0.128084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,6),(6,10),(6,30),-0.135529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,6),(6,6),(6,-1),0.240676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,8),(8,8),(8,9),0.15427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,10),0.192218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,13),0.153968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,14),0.178798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,19),-0.141471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,8),(8,8),(8,30),-0.000304529 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,8),(8,9),(8,10),0.111844 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,9),(8,13),0.122558 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,9),(8,14),0.117347 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,9),(8,19),-0.125519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,9),(8,30),-0.146492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,10),(8,13),0.115946 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,10),(8,14),0.117678 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,10),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,10),(8,30),-0.0994074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,13),(8,14),0.117347 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,13),(8,19),-0.125519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,13),(8,30),-0.146769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,14),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,14),(8,30),-0.095928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,8),(8,19),(8,30),-0.143736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,8),(8,8),(8,7),-0.102816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,6),-0.0701479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,4),-0.0395845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,3),0.170846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,2),-0.103359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,1),-0.0575249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,8),(8,8),(8,-1),0.0363641 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,8),(8,7),(8,6),-0.0257584 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,7),(8,4),-0.0376801 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,7),(8,3),-0.0358593 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,7),(8,2),-0.0115781 # DEPENDENCYPART_GRANDSIBL
(19,8),(8,7),(8,1),-0.0473364 # DEPENDENCYPART_GRANDSIBL
