# _root_ The sky filled with 12.8-pound shells , several of which fell back to Earth , destroying homes and buildings .
#goldHeads=2,3,0,3,6,4,6,9,11,9,6,11,11,13,11,11,18,16,18,3,
#predictedHeads=2,3,0,3,6,4,6,6,8,9,10,11,11,13,11,11,18,16,18,3,
(9,18),(18,16),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,16),(18,-1),-0.0524157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,15),(18,14),0.208304 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,13),0.108403 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,12),0.101848 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,11),0.102191 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,9),0.0814113 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,8),-0.144752 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,6),-0.147378 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,5),-0.144752 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,4),-0.148508 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,3),-0.155558 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,2),-0.147378 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,15),(18,-1),-0.178665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,14),(18,13),0.102318 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,12),0.101376 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,11),0.126738 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,10),0.109539 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,9),0.0951289 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,8),-0.146341 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,7),-0.145345 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,6),-0.14832 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,5),-0.146341 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,4),-0.145059 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,3),-0.145777 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,2),-0.14832 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,1),-0.147647 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,14),(18,-1),-0.180563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,13),(18,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,11),0.107925 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,9),0.109534 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,13),(18,-1),-0.153508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,12),(18,11),0.109117 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,12),(18,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,12),(18,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,12),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,12),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,12),(18,6),-0.145844 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,12),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,12),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,12),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,12),(18,2),-0.145844 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,12),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,12),(18,-1),-0.147598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,11),(18,10),0.109317 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,11),(18,9),0.104115 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,11),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,11),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,11),(18,6),-0.144765 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,11),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,11),(18,4),-0.144712 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,11),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,11),(18,2),-0.144765 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,11),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,11),(18,-1),-0.0524157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,10),(18,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,10),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,10),(18,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,10),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,10),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,10),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,10),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,10),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,10),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,10),(18,-1),-0.151658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,9),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,9),(18,7),-0.145327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,9),(18,6),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,9),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,9),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,9),(18,3),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,9),(18,2),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,9),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,18),(18,9),(18,-1),-0.207397 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,18),(18,8),(18,7),-0.144721 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,8),(18,6),-0.145604 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,8),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,8),(18,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,8),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,8),(18,2),-0.145604 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,8),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,8),(18,-1),-0.187692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,7),(18,6),-0.147378 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,7),(18,5),-0.144752 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,7),(18,4),-0.148508 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,7),(18,3),-0.155558 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,7),(18,2),-0.147378 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,7),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,7),(18,-1),-0.178665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,6),(18,5),-0.146341 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,6),(18,4),-0.145059 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,6),(18,3),-0.145777 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,6),(18,2),-0.14832 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,6),(18,1),-0.147647 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,6),(18,-1),-0.180563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,5),(18,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,5),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,5),(18,2),-0.145604 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,5),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,5),(18,-1),-0.18759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,4),(18,3),-0.14481 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,4),(18,2),-0.144719 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,4),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,4),(18,-1),-0.205179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,3),(18,2),-0.144765 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,3),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,3),(18,-1),-0.0524157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,2),(18,1),-0.147647 # DEPENDENCYPART_GRANDSIBL
(9,18),(18,2),(18,-1),-0.180564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,1),(18,-1),-0.183655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,20),(20,21),-0.0823498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,20),(20,-1),-0.198108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,12),-0.0194422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,14),-0.0240231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,16),-0.023404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,17),-0.0240231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,18),-0.0195083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,19),-0.0240231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,21),-0.0198007 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,21),-0.0194422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,13),(11,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,14),(11,15),-0.020054 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,17),-0.0194714 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,19),-0.0194714 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,21),-0.0109366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,21),-0.0202586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,16),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,21),-0.0235855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,19),-0.0194714 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,21),-0.0109366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,18),(11,19),0.132544 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,20),0.192563 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,21),-0.0195083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,19),(11,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,21),-0.0109366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,20),(11,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,10),0.107359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,8),-0.144835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,5),-0.144835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),-0.136976 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,10),(11,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,-1),-0.146883 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,8),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,-1),-0.144835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,7),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,6),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,6),(11,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,5),(11,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,-1),-0.144835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,4),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,4),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,4),(11,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,3),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,3),(11,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,2),(11,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,2),(2,3),0.132522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,4),0.168154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,5),0.125136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,6),0.0210792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,7),0.0501827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,8),0.112078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,9),0.139555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,11),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,13),-0.14731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,15),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,21),-0.165694 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,3),(2,4),0.094939 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,5),0.1136 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,6),0.112753 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,7),0.162049 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,8),0.1136 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,9),0.0972915 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,11),-0.142052 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,13),-0.144768 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,15),-0.161428 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,20),-0.144708 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,21),-0.138529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,4),(2,5),0.0872664 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,6),0.115978 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,7),0.102475 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,8),0.0872663 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,9),0.0806483 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,11),-0.143809 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,13),-0.145223 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,15),-0.149111 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,20),-0.144742 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,21),-0.0307227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,5),(2,6),0.071784 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,7),0.143224 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,8),0.10116 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,9),0.111499 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,11),-0.144769 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,13),-0.14471 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,15),-0.144877 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,21),-0.0848021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,6),(2,7),0.137627 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,8),0.109158 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,9),0.0897114 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,11),-0.145067 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,13),-0.144861 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,15),-0.158908 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,20),-0.144958 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,6),(2,21),-0.11699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,7),(2,8),0.134687 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,9),0.070203 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,11),-0.159637 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,13),-0.144973 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,15),-0.144812 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,20),-0.144938 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,7),(2,21),-0.138305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,8),(2,9),0.111443 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,8),(2,11),-0.144769 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,8),(2,13),-0.14471 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,8),(2,15),-0.144877 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,8),(2,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,8),(2,21),-0.0924913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,9),(2,11),-0.141433 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,13),-0.145381 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,15),-0.149572 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,20),-0.144742 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,9),(2,21),-0.0489212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,11),(2,13),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,11),(2,15),-0.161428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,11),(2,20),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,11),(2,21),-0.142031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,13),(2,15),-0.144712 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,13),(2,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,13),(2,21),-0.0585749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
