# _root_ Departing from its newspaper ads featuring prim sketches of a suit or a coat , Brooks Brothers is marketing an updated image in a new campaign that carries the slogan , `` The Surprise of Brooks Brothers . ''
#goldHeads=18,1,5,5,2,5,8,6,8,11,12,9,14,12,18,17,18,0,18,22,22,19,19,26,26,23,28,26,30,28,30,30,34,30,34,37,35,18,18,
#predictedHeads=18,1,5,5,2,5,8,6,8,11,12,9,14,12,18,17,18,0,18,22,22,19,19,26,26,23,28,26,30,28,28,28,34,28,34,37,35,18,18,
(18,5),(5,12),(5,15),0.412525 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,12),(5,18),0.00982514 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,12),(5,31),-0.13218 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,12),(5,40),-0.129679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,5),(5,14),(5,15),0.157445 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,14),(5,18),-0.145111 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,14),(5,31),-0.158921 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,14),(5,40),-0.109269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,5),(5,15),(5,18),-0.159745 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,15),(5,31),-0.144812 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,15),(5,40),-0.138623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,5),(5,18),(5,31),-0.162535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,5),(5,18),(5,40),-0.138519 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,5),(5,31),(5,40),-0.138623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,5),(5,5),(5,4),0.0206447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,5),(5,5),(5,3),-0.0113628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,5),(5,5),(5,2),-0.0860451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,5),(5,5),(5,1),0.0184541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,5),(5,5),(5,-1),0.010428 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,5),(5,4),(5,3),-0.0204492 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,4),(5,2),-0.0357735 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,4),(5,1),-0.00740397 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,4),(5,-1),-0.017289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,5),(5,3),(5,2),-0.0215702 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,3),(5,1),-0.0207114 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,3),(5,-1),0.0374777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,5),(5,2),(5,1),-0.0305703 # DEPENDENCYPART_GRANDSIBL
(18,5),(5,2),(5,-1),-0.0577641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,5),(5,1),(5,-1),-0.00942509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,6),(6,7),0.132582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,8),0.167728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,9),-0.0498752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,10),0.07534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,11),0.162469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,12),0.0606166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,14),0.167728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,15),0.113889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,18),-0.138226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,19),-0.137311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,21),-0.137311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,23),0.039596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,38),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,39),-0.145087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,40),-0.234294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,6),(6,7),(6,8),0.111918 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,9),0.106315 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,10),0.105435 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,11),0.111918 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,12),0.106447 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,14),0.111918 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,15),0.109866 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,18),-0.145643 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,19),-0.145643 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,21),-0.145643 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,23),-0.147046 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,39),-0.144711 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,7),(6,40),-0.134806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,8),(6,9),0.232511 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,10),0.137876 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,11),0.103237 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,12),0.0926785 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,14),0.103273 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,15),0.0991924 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,18),-0.144087 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,19),-0.143884 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,21),-0.143884 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,23),-0.198149 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,39),-0.144855 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,8),(6,40),-0.164523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,9),(6,10),0.11441 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,9),(6,11),0.104922 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,9),(6,12),0.112529 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,9),(6,14),0.104971 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,9),(6,15),0.0609616 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,9),(6,18),-0.146692 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,9),(6,19),-0.146615 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,9),(6,21),-0.146615 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,9),(6,23),-0.147819 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,9),(6,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,9),(6,39),-0.145007 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,9),(6,40),-0.128876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,10),(6,11),0.107526 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,10),(6,12),0.110979 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,10),(6,14),0.107526 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,10),(6,15),0.107141 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,10),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,10),(6,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,10),(6,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,10),(6,23),-0.144786 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,10),(6,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,10),(6,39),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,10),(6,40),-0.135441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,11),(6,12),0.0926785 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,11),(6,14),0.103265 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,11),(6,15),0.0989396 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,11),(6,18),-0.144087 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,11),(6,19),-0.143884 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,11),(6,21),-0.143884 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,11),(6,23),-0.198149 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,11),(6,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,11),(6,39),-0.144855 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,11),(6,40),-0.165716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,12),(6,14),0.266851 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,12),(6,15),0.36075 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,12),(6,18),0.00998227 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,12),(6,19),0.0510858 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,12),(6,21),-0.000859285 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,12),(6,23),-0.0530449 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,12),(6,38),-0.150996 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,12),(6,39),-0.502236 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,12),(6,40),-0.188236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,14),(6,15),0.0991924 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,14),(6,18),-0.144087 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,14),(6,19),-0.143884 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,14),(6,21),-0.143884 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,14),(6,23),-0.198149 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,14),(6,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,14),(6,39),-0.144855 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,14),(6,40),-0.164523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,15),(6,18),-0.161968 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,15),(6,19),-0.160544 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,15),(6,21),-0.160544 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,15),(6,23),-0.172802 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,15),(6,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,15),(6,39),-0.145408 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,15),(6,40),-0.112002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,18),(6,19),-0.145086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,18),(6,21),-0.145086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,18),(6,23),-0.155443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,18),(6,38),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,18),(6,39),-0.144804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,18),(6,40),-0.123987 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,6),(6,19),(6,21),-0.145082 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,19),(6,23),-0.155062 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,19),(6,38),-0.144704 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,19),(6,39),-0.144804 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,19),(6,40),-0.123756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,21),(6,23),-0.155062 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,21),(6,38),-0.144704 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,21),(6,39),-0.144804 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,21),(6,40),-0.123756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,23),(6,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,23),(6,39),-0.145014 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,23),(6,40),-0.110524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,38),(6,39),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,38),(6,40),-0.142905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,39),(6,40),-0.140688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,6),(6,5),0.0445108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,4),0.0455958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,2),-0.0647235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,6),(6,6),(6,-1),0.129591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,6),(6,5),(6,4),-0.00246307 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,5),(6,2),-0.016635 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,5),(6,-1),-0.0586041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,4),(6,2),-0.0170349 # DEPENDENCYPART_GRANDSIBL
(18,6),(6,4),(6,-1),-0.0528475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,6),(6,2),(6,-1),0.0383511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,7),(7,8),0.148713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,7),(7,7),(7,9),0.173866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,7),(7,7),(7,11),0.148713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,7),(7,7),(7,40),-0.218904 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,7),(7,8),(7,9),0.10446 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,8),(7,11),0.107518 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,8),(7,40),-0.0561881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,9),(7,11),0.106022 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,9),(7,40),-0.103533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,11),(7,40),-0.0561881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,7),(7,5),-0.0245854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,7),(7,7),(7,4),-0.0245853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,7),(7,7),(7,2),-0.0843962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,7),(7,7),(7,-1),-0.0350347 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,7),(7,5),(7,4),-0.0205426 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,5),(7,2),-0.00157273 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,5),(7,-1),-0.082687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,4),(7,2),-0.0015726 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,4),(7,-1),-0.082687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,2),(7,-1),0.00334516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,8),(8,8),(8,9),0.129453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,10),0.110478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,11),0.00559849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,12),0.118103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,13),0.110478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,14),0.00768834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,15),0.0460601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,16),0.00769012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,18),-0.135922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,19),-0.13287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,20),-0.149008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,21),-0.13287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,23),-0.0716035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,28),-0.132901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,31),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,38),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,8),(8,40),-0.182267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,8),(8,9),(8,10),0.101112 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,11),0.118132 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,12),0.122925 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,13),0.101112 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,14),0.118579 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,15),0.0738801 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,16),0.118579 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,18),-0.139217 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,19),-0.139217 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,20),-0.144708 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,21),-0.139217 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,23),-0.148306 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,28),-0.139217 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,31),-0.149435 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,38),-0.144742 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,9),(8,40),-0.0378064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,8),(8,10),(8,11),0.126062 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,12),0.0993829 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,13),0.103437 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,14),0.126062 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,15),0.107937 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,16),0.126062 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,18),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,19),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,20),-0.147152 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,21),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,23),-0.120254 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,28),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,10),(8,40),-0.165796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,8),(8,11),(8,12),0.128015 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,13),0.0691821 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,14),0.0964116 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,15),0.157431 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,16),0.0964116 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,18),-0.145111 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,19),-0.145109 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,20),-0.141238 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,21),-0.145109 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,23),-0.142206 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,28),-0.145109 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,31),-0.158921 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,38),-0.144958 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,11),(8,40),-0.109502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,8),(8,12),(8,13),0.0937305 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,14),0.268572 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,15),0.412525 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,16),0.267386 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,18),0.00982514 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,19),0.050903 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,20),0.13108 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,21),-0.00104211 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,23),-0.0507693 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,28),-0.0770671 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,31),-0.13218 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,38),-0.150996 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,12),(8,40),-0.129661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,8),(8,13),(8,14),0.126062 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,13),(8,15),0.107937 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,13),(8,16),0.126062 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,13),(8,18),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,13),(8,19),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,13),(8,20),-0.147152 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,13),(8,21),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,13),(8,23),-0.120254 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,13),(8,28),-0.144724 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,13),(8,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,13),(8,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,13),(8,40),-0.165796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,8),(8,14),(8,15),0.157447 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,14),(8,16),0.0964118 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,14),(8,18),-0.145111 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,14),(8,19),-0.145109 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,14),(8,20),-0.141238 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,14),(8,21),-0.145109 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,14),(8,23),-0.142206 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,14),(8,28),-0.145109 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,14),(8,31),-0.158921 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,14),(8,38),-0.144958 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,14),(8,40),-0.109486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,8),(8,15),(8,16),0.207653 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,15),(8,18),-0.159745 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,15),(8,19),-0.159682 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,15),(8,20),-0.145142 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,15),(8,21),-0.159682 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,15),(8,23),-0.150291 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,15),(8,28),-0.159682 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,15),(8,31),-0.144812 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,15),(8,38),-0.144938 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,15),(8,40),-0.140339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,8),(8,16),(8,18),-0.145111 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,16),(8,19),-0.145109 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,16),(8,20),-0.141238 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,16),(8,21),-0.145109 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,16),(8,23),-0.142206 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,16),(8,28),-0.145109 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,16),(8,31),-0.158921 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,16),(8,38),-0.144958 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,16),(8,40),-0.109486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,8),(8,18),(8,19),-0.142056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,18),(8,20),-0.14879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,18),(8,21),-0.142054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,18),(8,23),-0.147207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,18),(8,28),-0.142054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,18),(8,31),-0.162535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,18),(8,38),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,8),(8,18),(8,40),-0.138513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,8),(8,19),(8,20),-0.14879 # DEPENDENCYPART_GRANDSIBL
(18,8),(8,19),(8,21),-0.142054 # DEPENDENCYPART_GRANDSIBL
