# _root_ In his Rolling Stone interview in 1980 , Mr. Bush volunteered his abortion-rights remarks to contrast himself with his rival , Ronald Reagan .
#goldHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
#predictedHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
(7,9),(9,18),(9,25),-0.0774668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,8),0.106428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,7),0.174455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,9),(9,-1),-0.286712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,8),(9,7),0.118966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,8),(9,-1),-0.131945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,7),(9,-1),-0.0790042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,10),(10,11),-0.0699924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,14),-0.0329649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,16),-0.0699924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,18),-0.0774333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,24),-0.0423445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,25),0.00858165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,11),(10,14),-0.0421919 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,16),-0.0421461 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,18),-0.0420014 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,24),-0.0420049 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,25),-0.0728281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,14),(10,16),-0.0424119 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,14),(10,18),-0.042009 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,14),(10,24),-0.042048 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,14),(10,25),-0.0341128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,16),(10,18),-0.0420014 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,16),(10,24),-0.0420049 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,16),(10,25),-0.0728281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,18),(10,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,18),(10,25),-0.0774668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,24),(10,25),-0.0423187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,10),(10,9),0.0898371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,8),0.106428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,7),0.174455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,10),(10,5),-0.127491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,3),-0.127491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,-1),-0.286712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,9),(10,8),0.117674 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,7),0.117805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,9),(10,5),-0.124927 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,3),-0.124927 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,9),(10,-1),-0.119277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,8),(10,7),0.118966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,8),(10,5),-0.125027 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,8),(10,3),-0.125027 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,8),(10,-1),-0.131945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,7),(10,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,7),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,7),(10,-1),-0.0790042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,5),(10,3),-0.124927 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,5),(10,-1),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,3),(10,-1),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,13),-0.0260841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,14),-0.0260841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,15),-0.0515683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,16),-0.0309504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,18),-0.0141596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,20),-0.0260841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,21),-0.0435783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,23),-0.0261167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,24),-0.0420176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,25),-0.0291906 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,13),(11,14),-0.0419171 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,15),-0.0479315 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,16),-0.0428915 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,18),-0.044898 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,20),-0.0419171 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,21),-0.045853 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,23),-0.041918 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,24),-0.0424111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,25),-0.0422873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,14),(11,15),-0.0479315 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,16),-0.0428915 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,18),-0.044898 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,20),-0.0419171 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,21),-0.045853 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,23),-0.041918 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,24),-0.0424111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,25),-0.0422873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,15),(11,16),-0.0358672 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,15),(11,18),-0.0443883 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,15),(11,20),-0.0426815 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,15),(11,21),-0.0425094 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,15),(11,23),-0.0426815 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,15),(11,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,15),(11,25),-0.0704393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,16),(11,18),-0.0428608 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,20),-0.0421564 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,21),-0.0424113 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,23),-0.0421564 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,24),-0.0428479 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,25),-0.025763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,18),(11,20),-0.04375 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,18),(11,21),-0.0387736 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,18),(11,23),-0.04375 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,18),(11,24),-0.042293 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,18),(11,25),-0.0291941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,20),(11,21),-0.045853 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,20),(11,23),-0.041918 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,20),(11,24),-0.0424111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,20),(11,25),-0.0422873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,21),(11,23),-0.0425446 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,21),(11,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,21),(11,25),-0.0440936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,23),(11,24),-0.0424111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,23),(11,25),-0.0423208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,24),(11,25),-0.0442068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,10),0.12015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,9),0.120142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,8),0.114011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,7),0.116065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,11),(11,6),-0.12493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,5),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,1),-0.12493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,-1),-0.187997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,10),(11,9),0.118506 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,8),0.116346 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,7),0.118588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,10),(11,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,-1),-0.12132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,9),(11,8),0.116346 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,9),(11,7),0.118588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,9),(11,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,9),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,9),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,9),(11,-1),-0.121328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,8),(11,7),0.119009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,8),(11,6),-0.124918 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,8),(11,5),-0.125188 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,8),(11,1),-0.124918 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,8),(11,-1),-0.130991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,7),(11,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,7),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,7),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,7),(11,-1),-0.130832 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,6),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,6),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,6),(11,-1),-0.138923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,5),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,5),(11,-1),-0.121319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,1),(11,-1),-0.138923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,15),-0.0505698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,16),-0.0699924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,18),-0.0774333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,20),-0.0329649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,21),-0.0367844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,23),-0.0329649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,24),-0.0423445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,25),0.00858195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,15),(14,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,25),-0.0486801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,16),(14,18),-0.0420014 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,20),-0.0421919 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,21),-0.0431649 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,23),-0.0421919 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,24),-0.0420049 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,25),-0.0728281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,18),(14,20),-0.0421496 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,21),-0.045395 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,23),-0.0421496 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,25),-0.0774668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,20),(14,21),-0.0385575 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,20),(14,23),-0.0389449 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,20),(14,24),-0.042048 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,20),(14,25),-0.0341128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,21),(14,23),-0.0285593 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,21),(14,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,21),(14,25),-0.0450103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,23),(14,24),-0.042048 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,23),(14,25),-0.0341128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,24),(14,25),-0.0423187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,13),0.0898891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,12),0.118041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,11),0.120866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,10),0.0898891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,9),0.0898371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,8),0.106428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,7),0.174455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,14),(14,6),-0.125759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,5),-0.127491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,1),-0.125759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,-1),-0.286712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,13),(14,12),0.119129 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,11),0.119045 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,10),0.118682 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,9),0.118682 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,8),0.117674 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,7),0.117805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,13),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,5),-0.124927 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,-1),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,12),(14,11),0.119163 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,8),0.119161 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,7),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,12),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,-1),-0.133114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,11),(14,10),0.118659 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,9),0.118659 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,8),0.119164 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,7),0.119104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,11),(14,6),-0.124887 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,5),-0.124914 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,1),-0.124887 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,-1),-0.127569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,10),(14,9),0.118682 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,8),0.117674 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,7),0.117805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,10),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,5),-0.124927 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,-1),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,9),(14,8),0.117674 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,7),0.117805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,9),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,5),-0.124927 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,-1),-0.119277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,8),(14,7),0.118966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,8),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,8),(14,5),-0.125027 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,8),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,8),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,8),(14,-1),-0.131945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,7),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,-1),-0.0790042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,6),(14,5),-0.12489 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,6),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,6),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,6),(14,-1),-0.132804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,5),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,5),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,5),(14,-1),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,2),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,2),(14,-1),-0.133114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,1),(14,-1),-0.132804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,21),(21,21),(21,25),-0.00617897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,21),(21,21),(21,-1),-0.0898253 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,23),(23,23),(23,24),-0.0423445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,25),0.0083909 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,23),(23,24),(23,25),-0.0423187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,23),(23,22),0.0896985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,21),0.106428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,20),0.0896951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,19),0.118041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,-1),-0.286712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,23),(23,22),(23,21),0.117674 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,22),(23,20),0.118682 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,22),(23,19),0.119129 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,22),(23,-1),-0.119417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,21),(23,20),0.112855 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,21),(23,19),0.119164 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,21),(23,-1),-0.131945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,20),(23,19),0.119129 # DEPENDENCYPART_GRANDSIBL
(7,23),(23,20),(23,-1),-0.119417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,19),(23,-1),-0.133114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,1),(1,2),0.119123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,3),0.120215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,4),0.120215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,5),0.1202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,6),0.118752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,7),0.108514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,1),(1,1),(1,25),-0.242619 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,1),(1,2),(1,3),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,4),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,5),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,6),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,7),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,2),(1,25),-0.124926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,3),(1,4),0.119154 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,5),0.119154 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,6),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,7),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,3),(1,25),-0.130076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,4),(1,5),0.119154 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,6),0.119164 # DEPENDENCYPART_GRANDSIBL
