# _root_ In the third quarter , wages and salaries in all private industry rose 1.2 % , compared with 1 % increases in both the second quarter and in the third quarter of 1988 .
#goldHeads=13,4,4,1,13,7,13,7,7,12,12,9,0,15,13,13,13,17,21,21,18,27,26,26,26,22,21,27,31,31,28,31,32,13,
#predictedHeads=13,4,4,1,13,7,13,7,7,12,12,9,0,15,13,13,13,17,20,21,18,21,27,26,26,22,21,27,31,31,28,31,32,13,
(13,21),(21,32),(21,35),-0.0451877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,34),(21,35),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,20),0.0418748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,19),0.165254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,18),0.132181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,17),0.172576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,14),0.160512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,-1),-0.170046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,20),(21,19),0.0976329 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,18),0.122587 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,17),0.12707 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,14),0.0956944 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,-1),-0.0923238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,19),(21,18),0.0961194 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,17),0.11824 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,14),0.108978 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,-1),-0.0542699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,18),(21,17),0.130728 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,14),0.115845 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,-1),-0.0403415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,17),(21,14),0.121684 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,17),(21,-1),-0.0861134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,14),(21,-1),-0.0545329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,23),-0.0108681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,24),-0.0265883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,25),-0.0437398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,26),0.0736676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,27),-0.00118596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,28),-0.0744456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,31),0.0736676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,35),-0.0895232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,23),(22,24),0.0390331 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,25),0.00566889 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,26),-0.237939 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,27),-0.192041 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,28),-0.331507 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,31),-0.394155 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,35),-0.0368208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,24),(22,25),-0.0438104 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,26),-0.0478804 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,27),-0.0421503 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,28),-0.0492701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,31),-0.0478804 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,35),-0.00476445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,25),(22,26),-0.048018 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,27),-0.0444683 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,28),-0.0470407 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,31),-0.048018 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,35),0.0137283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,26),(22,27),-0.0583325 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,26),(22,28),0.0408234 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,26),(22,31),-0.0927078 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,26),(22,35),0.0559189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,27),(22,28),-0.335834 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,27),(22,31),-0.39205 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,27),(22,35),-0.0365599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,28),(22,31),-0.00162333 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,28),(22,35),-0.0842841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,31),(22,35),0.0559189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,21),0.113201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,20),0.121569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,-1),0.0659109 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,21),(22,20),0.114772 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,-1),-0.180873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,20),(22,-1),-0.170898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,23),(23,24),-0.0789682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,25),-0.0515564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,26),-0.0664146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,27),-0.128494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,28),0.0587917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,30),-0.0547548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,31),-0.0664146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,32),0.0103165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,34),-0.0282549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,35),-0.185599 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,23),(23,24),(23,25),-0.0421938 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,26),-0.0471816 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,27),-0.0460175 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,28),-0.0395663 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,30),-0.0423486 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,31),-0.0471816 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,32),-0.0372763 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,35),0.0168213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,25),(23,26),-0.0730831 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,25),(23,27),-0.0404839 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,25),(23,28),-0.0303147 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,25),(23,30),-0.0314069 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,25),(23,31),-0.0730831 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,25),(23,32),-0.0270607 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,25),(23,34),-0.0425289 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,25),(23,35),-0.0423435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,26),(23,27),-0.0290759 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,26),(23,28),-0.0660218 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,26),(23,30),-0.0203896 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,26),(23,31),0.00493146 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,26),(23,32),-0.0158035 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,26),(23,34),-0.0420409 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,26),(23,35),-0.0429967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,27),(23,28),-0.325801 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,27),(23,30),-0.117254 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,27),(23,31),-0.384808 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,27),(23,32),0.0479237 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,27),(23,34),-0.020949 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,27),(23,35),-0.072506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,28),(23,30),-0.0446188 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,28),(23,31),-0.0446608 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,28),(23,32),-0.048078 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,28),(23,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,28),(23,35),-0.0506569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,30),(23,31),-0.0736598 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,30),(23,32),-0.0274671 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,30),(23,34),-0.0425289 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,30),(23,35),-0.0454877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,31),(23,32),-0.0158035 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,31),(23,34),-0.0420409 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,31),(23,35),-0.0429967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,32),(23,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,32),(23,35),-0.0258666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,34),(23,35),-0.0540118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,23),(23,22),0.203659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,21),0.0994362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,20),0.0932851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,19),0.0744599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,18),0.181131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,17),0.157662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,16),0.0813975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,15),0.0932851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,13),0.164275 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,23),(23,23),(23,4),-0.142264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,1),-0.131691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,-1),-0.130641 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,23),(23,22),(23,21),0.112015 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,20),0.109043 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,19),0.117621 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,18),0.113049 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,17),0.111789 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,16),0.0992673 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,15),0.109043 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,13),0.11179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,22),(23,4),-0.124945 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,1),-0.125408 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,-1),-0.0576721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,21),(23,20),0.126602 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,21),(23,19),0.112395 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,21),(23,18),0.116278 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,21),(23,17),0.107887 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,21),(23,16),0.181013 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,21),(23,15),0.126602 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,21),(23,13),0.107887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,21),(23,4),-0.125272 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,21),(23,1),-0.131739 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,21),(23,-1),-0.158056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,20),(23,19),0.123517 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,20),(23,18),0.113395 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,20),(23,17),0.107878 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,20),(23,16),0.175585 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,20),(23,15),0.123517 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,20),(23,13),0.107878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,20),(23,4),-0.125272 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,20),(23,1),-0.131739 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,20),(23,-1),-0.173016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,19),(23,18),0.126476 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,19),(23,17),0.116362 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,19),(23,16),0.113551 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,19),(23,15),0.102547 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,19),(23,13),0.116362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,19),(23,4),-0.125168 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,19),(23,1),-0.124894 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,19),(23,-1),-0.156598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,18),(23,17),0.112445 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,18),(23,16),0.0974733 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,18),(23,15),0.11471 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,18),(23,13),0.112445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,18),(23,4),-0.124945 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,18),(23,1),-0.125162 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,18),(23,-1),-0.0718483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,17),(23,16),0.113175 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,17),(23,15),0.120504 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,17),(23,13),0.0939799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,17),(23,4),-0.129138 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,17),(23,1),-0.126351 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,17),(23,-1),-0.139044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,16),(23,15),0.182472 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,16),(23,13),0.127178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,16),(23,4),-0.1288 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,16),(23,1),-0.14318 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,16),(23,-1),-0.167107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,15),(23,13),0.107878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,15),(23,4),-0.125272 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,15),(23,1),-0.131739 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,15),(23,-1),-0.173016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,13),(23,4),-0.129138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,13),(23,1),-0.126361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,13),(23,-1),-0.143287 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,23),(23,4),(23,1),-0.131739 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,4),(23,-1),-0.160428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,1),(23,-1),-0.0576721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,27),(27,28),0.0669086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,29),-0.087968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,30),-0.0527436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,31),-0.0423945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,32),0.0184334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,33),-0.0696247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,34),-0.0236736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,35),-0.218433 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,28),(27,29),-0.0436189 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,30),-0.0496351 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,31),-0.0531376 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,32),-0.0510478 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,33),-0.0433525 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,35),-0.0384052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,29),(27,30),-0.0425366 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,31),-0.0504447 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,32),-0.0358667 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,33),-0.0459247 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,35),0.0327154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,30),(27,31),-0.0983433 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,30),(27,32),-0.00399984 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,30),(27,33),-0.0431255 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,30),(27,34),-0.0427942 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,30),(27,35),-0.0439999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,31),(27,32),-0.0120932 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,31),(27,33),-0.0516723 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,31),(27,34),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,31),(27,35),-0.0239381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,32),(27,33),-0.0434727 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,32),(27,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,32),(27,35),-0.0136149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,33),(27,34),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,33),(27,35),-0.0963237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,34),(27,35),-0.0574623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,27),(27,26),0.130887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,25),0.178117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,24),0.0768587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,23),0.117518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,22),0.204584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,21),0.132489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,20),0.126338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,19),0.0664466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,18),0.182056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,17),0.172711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,16),0.0360365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,15),0.126338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,14),0.0717645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,13),0.179323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,27),(27,12),-0.14867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,10),-0.125324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,9),-0.134645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,8),-0.14867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,7),-0.13192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,4),-0.148768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,1),-0.134645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,-1),-0.136549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,26),(27,25),0.138816 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,24),0.145864 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,23),0.126067 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,22),0.0979633 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,21),0.126119 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,20),0.125729 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,19),0.115829 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,18),0.10115 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,17),0.0961705 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,16),0.226471 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,15),0.125729 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,14),0.115637 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,13),0.0961705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,26),(27,12),-0.125649 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,10),-0.124917 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,9),-0.136866 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,8),-0.125649 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,7),-0.127046 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,5),-0.12762 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,4),-0.125649 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,1),-0.136866 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,-1),-0.163017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,25),(27,24),0.141409 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,23),0.126127 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,22),0.139859 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,21),0.157334 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,20),0.156717 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,19),0.128391 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,18),0.141049 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,17),0.11127 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,16),0.128409 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,15),0.156717 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,14),0.128391 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,13),0.11127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,25),(27,12),-0.125275 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,10),-0.12489 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,9),-0.126081 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,8),-0.125275 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,7),-0.124912 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,4),-0.125275 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,1),-0.126081 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,-1),-0.149405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,24),(27,23),0.118935 # DEPENDENCYPART_GRANDSIBL
