# _root_ The suits relate to a $ 200 million loss , disclosed in December , that was suffered by West Virginia 's consolidated investment pool .
#goldHeads=2,3,0,3,9,9,6,6,4,9,9,11,12,9,16,9,16,17,20,24,20,24,24,18,3,
#predictedHeads=2,3,0,3,9,9,6,6,4,3,3,11,12,13,16,13,16,17,20,24,20,24,24,18,3,
(17,16),(16,6),(16,4),-0.02592 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,6),(16,3),-0.0187839 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,6),(16,2),-0.0191559 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,6),(16,-1),-0.0452343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,5),(16,4),-0.022079 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,5),(16,3),-0.0245636 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,5),(16,2),-0.0237222 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,5),(16,-1),-0.0387799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,4),(16,3),-0.015202 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,4),(16,2),-0.0314976 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,4),(16,-1),-0.0266633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,3),(16,2),-0.030422 # DEPENDENCYPART_GRANDSIBL
(17,16),(16,3),(16,-1),-0.0429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,2),(16,-1),-0.0311984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,19),0.0390255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,20),0.0406994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,22),-0.04679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,23),0.0400354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,24),0.0410355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,26),-0.108777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,19),(18,20),-0.0573062 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,22),-0.0153391 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,23),-0.0573148 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,24),-0.0573062 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,26),0.0791864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,20),(18,22),-0.0153391 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,23),-0.0573148 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,24),-0.0573062 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,26),0.0809799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,22),(18,23),-0.0273902 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,22),(18,24),-0.0273902 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,22),(18,26),-0.00360918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,23),(18,24),-0.0578541 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,23),(18,26),0.0806874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,24),(18,26),0.081316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,-1),0.0576746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,19),(19,20),0.0347043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,21),-0.0793206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,22),-0.00927631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,24),0.0344994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,26),0.063082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,20),(19,21),-0.0158586 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,22),-0.017764 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,24),-0.0149344 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,26),-0.00365774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,21),(19,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,24),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,26),-0.087709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,22),(19,24),-0.0017588 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,26),-0.0173313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,24),(19,26),-0.00389458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,-1),-0.18079 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,20),(20,21),-0.0793206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,22),-0.00927546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,23),0.0420781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,24),0.0322102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,26),0.065765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,21),(20,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,23),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,24),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,26),-0.087709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,22),(20,23),-0.0017588 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,24),-0.0017588 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,26),-0.0173305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,23),(20,24),-0.0133841 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,23),(20,26),-0.00716971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,24),(20,26),-0.00705532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,19),0.0234409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,18),0.166741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,17),0.132114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,-1),-0.18522 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,19),(20,18),0.0919136 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,17),0.130064 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,-1),-0.115196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,18),(20,17),0.114999 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,-1),-0.0503405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,17),(20,-1),-0.137695 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,22),(22,23),-0.0238123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,26),-0.0676484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,23),(22,26),-0.0785149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,22),(22,20),0.155777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,19),0.155509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,-1),-0.24565 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,20),(22,19),0.107518 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,-1),-0.0470398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,19),(22,-1),-0.047308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,23),(23,24),0.0380458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,26),0.0597261 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,24),(23,26),-0.000176802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,23),(23,22),0.119451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,21),0.0983595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,20),0.0202087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,19),0.0200586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,-1),-0.183549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,22),(23,21),0.105721 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,20),0.0711645 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,19),0.0705414 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,22),(23,-1),-0.0922763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,21),(23,20),0.114639 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,21),(23,19),0.114639 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,21),(23,-1),-0.177941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,20),(23,19),0.102867 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,20),(23,-1),-0.11547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,19),(23,-1),-0.11604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,24),(24,25),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,26),0.0658854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,24),(24,25),(24,26),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,24),(24,23),0.0237312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,22),0.121808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,20),0.0235911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,19),0.0234409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,18),0.166741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,16),-0.126974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,14),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,-1),-0.18305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,24),(24,23),(24,22),0.109432 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,20),0.104262 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,19),0.103188 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,18),0.0917901 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,16),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,14),-0.158908 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,-1),-0.117129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,22),(24,20),0.0719835 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,19),0.0713605 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,18),0.11195 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,16),-0.144769 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,14),-0.144877 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,-1),-0.0899878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,20),(24,19),0.103188 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,18),0.0919136 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,16),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,14),-0.158908 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,-1),-0.114626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,19),(24,18),0.0919136 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,16),-0.145067 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,14),-0.158908 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,-1),-0.115196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,18),(24,16),-0.143893 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,14),-0.148968 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,-1),-0.0503405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,16),(24,14),-0.161415 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,-1),-0.143652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,14),(24,-1),-0.137242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,26),-0.0078463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,25),(25,24),0.0732956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,-1),0.0185249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,24),(25,-1),-0.177564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,20),-0.140093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,21),-0.0520158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,22),-0.000510321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,24),-0.140093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,26),0.159937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,20),(19,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,22),-0.0220179 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,24),-0.0317691 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,26),-0.0884362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,21),(19,22),-0.0243956 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,24),-0.0175562 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,26),-0.0901747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,22),(19,24),-0.0163574 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,22),(19,26),-0.0161912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,24),(19,26),-0.0884361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,-1),-0.176923 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,21),-0.0520158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,22),-0.000510321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,23),-0.139651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,24),-0.139646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,26),0.164742 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,21),(20,22),-0.0243956 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,23),-0.0175562 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,24),-0.0175562 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,26),-0.0901747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,22),(20,23),-0.0163574 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,24),-0.0163574 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,26),-0.016191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,23),(20,24),-0.0317674 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,26),-0.0905267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,24),(20,26),-0.0889513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,19),0.202084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,18),0.15146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,17),-0.149821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,-1),-0.170633 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,19),(20,18),0.111459 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,17),-0.144715 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,-1),-0.12969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,18),(20,17),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,-1),-0.124201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,17),(20,-1),-0.128086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,23),-0.0292896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,26),-0.012786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,23),(22,26),0.00206461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,20),0.0954866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,19),0.0954861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,-1),-0.207173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,20),(22,19),0.108572 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,-1),-0.157823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,19),(22,-1),-0.157824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,24),-0.140789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,26),0.16005 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,24),(23,26),-0.0901096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,23),(23,22),0.161702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,21),0.118707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,20),0.18314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,19),0.196069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,23),(23,23),(23,-1),-0.175234 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,23),(23,22),(23,21),0.105665 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,20),0.11243 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,19),0.109562 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,22),(23,-1),-0.0815627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,21),(23,20),0.115994 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,19),0.115994 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,21),(23,-1),-0.155215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,20),(23,19),0.143483 # DEPENDENCYPART_GRANDSIBL
(18,23),(23,20),(23,-1),-0.130855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,23),(23,19),(23,-1),-0.133452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,25),-0.0412295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,26),0.159453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,25),(24,26),-0.0387371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,23),0.185733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,22),0.154372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,20),0.186073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,19),0.199003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,18),0.15146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,16),-0.149821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,-1),-0.173724 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,23),(24,22),0.123477 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,20),0.153576 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,19),0.140734 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,18),0.111459 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,16),-0.144715 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,14),-0.144852 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,-1),-0.133195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,22),(24,20),0.113265 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,19),0.110398 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,18),0.0999842 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,16),-0.144722 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,-1),-0.0815613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,20),(24,19),0.143942 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,18),0.111459 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,16),-0.144715 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,14),-0.144852 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,-1),-0.130294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,19),(24,18),0.111459 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,16),-0.144715 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,14),-0.144852 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,19),(24,-1),-0.132891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,18),(24,16),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,14),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,18),(24,-1),-0.124201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,16),(24,14),-0.144703 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,16),(24,-1),-0.128118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,14),(24,-1),-0.152804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,21),-0.0477703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,22),-0.0415639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,23),-0.131973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,24),-0.131965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,26),0.137725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,22),-0.020274 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,23),-0.0214765 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,24),-0.0214765 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,26),-0.0486165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,22),(20,23),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,24),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,22),(20,26),-0.0294547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,23),(20,24),-0.00226383 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,23),(20,26),0.0256453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,24),(20,26),0.0257425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,19),0.161878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,18),-0.155705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,17),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,-1),-0.0104636 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,19),(20,18),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,17),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,-1),-0.173516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,18),(20,17),-0.144823 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,18),(20,-1),-0.11949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,17),(20,-1),-0.196507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,25),-0.022823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,26),0.0957577 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,25),(21,26),-0.0233073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,-1),-0.0618521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,23),-0.013712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,26),0.03776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,23),(22,26),0.019198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,20),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,19),0.125164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,-1),-0.0136063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
