# _root_ After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , publisher and lawyer .
#goldHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,15,18,21,19,21,21,23,24,15,
#predictedHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,17,18,21,19,21,21,23,24,15,
(9,8),(8,14),-0.753093 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.871514 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.770428 # DEPENDENCYPART_GRANDPAR
(9,8),(8,26),-1.23243 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.17482 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.82588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,9),-0.893986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.0669048 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0658261 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.223169 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0185479 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.504392 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.139139 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.05894 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.05681 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.11625 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.00122 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.995562 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.918942 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.87499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.192241 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0982381 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.388149 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.143033 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.154268 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.50955 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.120375 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.252935 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.406188 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.29677 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.297748 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.456411 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),0.161509 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.379749 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.901147 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.547301 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.483623 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.470002 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.315067 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.986382 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.328049 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.208175 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.227531 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-1.06508 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.848092 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.370561 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.6092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.962712 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.703149 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.827326 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.1673 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.0461467 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.295652 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.107775 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.165007 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.0149271 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.104663 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.0394969 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.12326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.700241 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.614139 # DEPENDENCYPART_GRANDPAR
(11,1),(1,24),-0.672847 # DEPENDENCYPART_GRANDPAR
(11,1),(1,26),-1.14796 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.431116 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.375475 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.426956 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.199081 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0487021 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.0447095 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.06716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.826185 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.411827 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.0340337 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.269168 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.511953 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.00327147 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.143588 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0765979 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.870752 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.654576 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.327694 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.210077 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.347807 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.252671 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0550306 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0251165 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.486929 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.136575 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.02426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.646212 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.326645 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.524763 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.660904 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.832195 # DEPENDENCYPART_GRANDPAR
(11,6),(6,22),-0.603683 # DEPENDENCYPART_GRANDPAR
(11,6),(6,24),-0.603385 # DEPENDENCYPART_GRANDPAR
(11,6),(6,26),-0.999844 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.358789 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.280046 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.325591 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.117979 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0739176 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.289658 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.243554 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.12074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.757029 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.402714 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.593565 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.707349 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.734421 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.920397 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.79548 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-0.7145 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.57916 # DEPENDENCYPART_GRANDPAR
(11,7),(7,24),-0.683434 # DEPENDENCYPART_GRANDPAR
(11,7),(7,26),-1.19124 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.242892 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.24445 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.125334 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.14806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.705742 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.380762 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.615854 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.734587 # DEPENDENCYPART_GRANDPAR
(11,8),(8,26),-1.14476 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.217428 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0421109 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.694594 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.353782 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.561851 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.652066 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.237881 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.384023 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.601572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),0.174276 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0289673 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.115708 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.642651 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.588295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.0548243 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.188585 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.322067 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0261882 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-1.15305 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.746293 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.688829 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.549628 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.449111 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.61682 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.0904801 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.624655 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.579347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.159959 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0783379 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.2266 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.274535 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.00452969 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0616842 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.115156 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.0753573 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.209536 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.0630505 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.158152 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.529486 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.84159 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.245646 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.00109345 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.224823 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.022664 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.0687915 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.517449 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.182596 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.731975 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.601899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,13),0.0279374 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.176052 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0283575 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.128073 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.187398 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.112441 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.0129643 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),0.090851 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.0216652 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),0.198727 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.493406 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.624612 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-1.22717 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.786436 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.601864 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.521823 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.670345 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.666021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),-0.0270953 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0741286 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.187297 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.351155 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.254673 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.0636627 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.63239 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.180312 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.210224 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.133463 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.246499 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.604557 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.808484 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.156873 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.121442 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.605058 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.140692 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.13076 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),0.0481089 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.174976 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.414412 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.182592 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.112219 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.186523 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.026145 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.150376 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.357634 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),0.0802506 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.0205899 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),0.216451 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.49233 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.13625 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.0504225 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.106219 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.497977 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.246539 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.113975 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),0.154527 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.498567 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.638338 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.236515 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.82409 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),-0.500607 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),-0.248216 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),0.0438732 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.653314 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.497574 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.605589 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.420982 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.42229 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.299519 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.424465 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.465291 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.351054 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.83218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.665781 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.34214 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.922083 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.969068 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.05864 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.14868 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-1.10621 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.46341 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.43114 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-1.41071 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-1.68676 # DEPENDENCYPART_GRANDPAR
(13,11),(11,26),-1.59574 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.14304 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.11769 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.15221 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.07885 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.19245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.509756 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.510393 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.969246 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-1.10385 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.10531 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.09055 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.42006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.184546 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.683123 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.298964 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.511462 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.673808 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.532125 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.702268 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.86652 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.743933 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-1.12548 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.942533 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.580432 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.372768 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.222077 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.33449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.628672 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.896817 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.510225 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.492796 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.444462 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.318359 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.511791 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.272578 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.301124 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.236448 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.251063 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.346834 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.236018 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.663218 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.36767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.648251 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.63251 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.566353 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.615065 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.667057 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.706962 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.992823 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.895583 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.86998 # DEPENDENCYPART_GRANDPAR
(14,11),(11,25),-1.27586 # DEPENDENCYPART_GRANDPAR
(14,11),(11,26),-1.1901 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.351018 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.48036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.629249 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.914125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.0286894 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0933702 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.225014 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.163139 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.848361 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.930792 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.988046 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.80989 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-1.07722 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.882129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0107961 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.00913868 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0676027 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.193354 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.134512 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.229423 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.329687 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.200125 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.713311 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.536741 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.288405 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.0775254 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-1.33308 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.0620769 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),0.404855 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),0.261113 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),0.107288 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),0.449483 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),0.0206873 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.27663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,24),-0.63623 # DEPENDENCYPART_GRANDPAR
(15,1),(1,26),-0.949768 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.287077 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.171719 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-1.11734 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.175419 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.142566 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.113502 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.296468 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),0.196911 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.131874 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),0.0128163 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.0588158 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-1.55279 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.279128 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.297145 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.261082 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.371985 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.19132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,1),-0.0229282 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.0516899 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-1.35944 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.100035 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.0275305 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.143375 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.0641329 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.12106 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.0536932 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.222247 # DEPENDENCYPART_GRANDPAR
