# _root_ A few years ago , Mrs. Hammack insisted on buying earthquake insurance for this house , which had been converted into apartments .
#goldHeads=3,3,4,8,8,7,8,0,8,9,12,10,12,15,13,15,18,15,18,19,20,21,8,
#predictedHeads=3,3,4,8,8,7,8,0,8,9,12,10,10,15,13,15,18,15,18,19,20,21,8,
(3,4),(3,8),(3,23),-0.0461286 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,24),-0.0856243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.0442399 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,12),-0.0595026 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,13),-0.0775485 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,16),-0.0423907 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,18),-0.0442304 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,19),-0.0381952 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,20),-0.0438274 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,23),-0.0715961 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,24),-0.0603465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,12),-0.078321 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,13),-0.0806345 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,16),-0.0466791 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,18),-0.0865279 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,19),-0.0771206 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,20),-0.0826608 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,23),-0.0474814 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,24),-0.0857824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,13),-0.078824 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,16),0.0598834 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,18),-0.0645818 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,19),-0.0549706 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,20),-0.0603762 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,23),-0.0720233 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,24),-0.0353265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,13),(3,16),-0.0458686 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,18),-0.0476296 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,19),-0.0415944 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,20),-0.0472266 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,23),-0.0768723 # DEPENDENCYPART_TRISIBL
(3,4),(3,13),(3,24),-0.0706056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,16),(3,18),-0.099034 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,19),-0.0900362 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,20),-0.0956778 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,23),-0.0426009 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,24),-0.274037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,18),(3,19),-0.0771532 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,20),-0.0826934 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,23),-0.0483094 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,24),-0.0799796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,20),-0.0835286 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,23),-0.0425799 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,24),-0.0804754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,20),(3,23),-0.0468199 # DEPENDENCYPART_TRISIBL
(3,4),(3,20),(3,24),-0.0849382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,23),(3,24),-0.13282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0825862 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0528794 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0382936 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.0533098 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.0825863 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,13),-0.00874495 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,16),0.504456 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,18),-0.052986 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.0524754 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,20),-0.0522909 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,23),-0.240198 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,24),-0.115234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0528794 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.0382936 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.0533098 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.0825863 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,13),-0.00874495 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,16),0.504456 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,18),-0.052986 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.0524754 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,20),-0.0522909 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,23),-0.240198 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,24),-0.115233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.0248714 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,10),-0.0608539 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.0200347 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,13),-0.00290066 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,16),0.565176 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,18),-0.0594198 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.0600726 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,20),-0.059835 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,23),-0.0839335 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,24),-0.0781863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),0.0440898 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,12),0.0129774 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,13),-0.032269 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,16),0.323759 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,18),0.0445067 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,19),0.0449202 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,20),0.0451087 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,23),-0.102933 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,24),-0.0776031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,12),-0.0200347 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,13),-0.00290066 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,16),0.565361 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,18),-0.0594198 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,19),-0.0600726 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,20),-0.059835 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,23),-0.083923 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,24),-0.0780824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,13),-0.00875981 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,16),0.502703 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,18),-0.052986 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,19),-0.0524754 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,20),-0.0522909 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,23),-0.240201 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,24),-0.122599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,13),(3,16),0.297631 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,18),0.0269079 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,19),0.0273214 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,20),0.0275099 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,23),-0.110685 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,24),-0.0667609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,16),(3,18),-0.0547134 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,19),-0.0555515 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,20),-0.0553672 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,23),-0.135961 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,24),-0.240942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,18),(3,19),-0.060141 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,20),-0.0599034 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,23),-0.0949435 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,24),-0.0812022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,19),(3,20),-0.0598368 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,23),-0.0846351 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,24),-0.0823952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,20),(3,23),-0.083923 # DEPENDENCYPART_TRISIBL
(3,5),(3,20),(3,24),-0.078819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,23),(3,24),-0.289581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.0871169 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.0705865 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),-0.0842849 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.0698298 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.0910232 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,16),-0.0454814 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,18),-0.0760436 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.0870826 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,20),-0.0874975 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,23),-0.0869808 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,24),-0.129408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.0662029 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,10),-0.0900806 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),-0.0695234 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),-0.0924643 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,16),-0.015132 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,18),-0.0846015 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,19),-0.0929379 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,20),-0.0932886 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,23),-0.0914861 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,24),-0.130852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,10),-0.0625879 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,12),-0.0886866 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,13),-0.0914533 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,16),-0.0427331 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,18),-0.0602649 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,19),-0.0679244 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,20),-0.0682846 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,23),-0.0996374 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,24),-0.132548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,12),-0.0695234 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,13),-0.0925307 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,16),-0.0151329 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,18),-0.0846015 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,19),-0.0929379 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,20),-0.0932886 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,23),-0.0930339 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,24),-0.130372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,13),-0.0916427 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,16),-0.0472017 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,18),-0.076305 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,19),-0.0873439 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,20),-0.0877588 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,23),-0.0869808 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,24),-0.131214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,16),-0.0241751 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,18),-0.0608646 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,19),-0.0685241 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,20),-0.0688843 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,23),-0.101585 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,24),-0.126059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,16),(3,18),-0.0879163 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,19),-0.100976 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,20),-0.101631 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,23),-0.123546 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,24),-0.0362687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,18),(3,19),-0.0931406 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,20),-0.0934912 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,23),-0.0911814 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,24),-0.129993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,19),(3,20),-0.0933676 # DEPENDENCYPART_TRISIBL
(3,6),(3,19),(3,23),-0.0880129 # DEPENDENCYPART_TRISIBL
(3,6),(3,19),(3,24),-0.126418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,20),(3,23),-0.0914733 # DEPENDENCYPART_TRISIBL
(3,6),(3,20),(3,24),-0.13028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,23),(3,24),-0.0385383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.0662008 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,10),-0.0900854 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,12),-0.069344 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,13),-0.0924622 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,16),-0.015132 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,18),-0.0846063 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,19),-0.0929427 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,20),-0.0932933 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,23),-0.0914777 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,24),-0.130833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,10),-0.0625974 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,12),-0.0885072 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,13),-0.0914523 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,16),-0.0427331 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,18),-0.0602744 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,19),-0.067934 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,20),-0.0682942 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,23),-0.0996291 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,24),-0.132529 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,12),-0.069344 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,13),-0.0925286 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,16),-0.0151329 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,18),-0.0846063 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,19),-0.0929427 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,20),-0.0932933 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,23),-0.0930255 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,24),-0.130354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,13),-0.0916417 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,16),-0.0472017 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,18),-0.0763098 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,19),-0.0873487 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,20),-0.0877636 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,23),-0.0869641 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,24),-0.131194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,13),(3,16),-0.0241751 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,18),-0.0608741 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,19),-0.0685337 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,20),-0.0688939 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,23),-0.101577 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,24),-0.12604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,16),(3,18),-0.0879211 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,19),-0.100981 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,20),-0.101636 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,23),-0.123537 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,24),-0.0362467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,18),(3,19),-0.0931453 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,20),-0.093496 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,23),-0.091173 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,24),-0.129975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,19),(3,20),-0.0933724 # DEPENDENCYPART_TRISIBL
(3,7),(3,19),(3,23),-0.0880045 # DEPENDENCYPART_TRISIBL
(3,7),(3,19),(3,24),-0.126399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,20),(3,23),-0.091465 # DEPENDENCYPART_TRISIBL
(3,7),(3,20),(3,24),-0.130262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,23),(3,24),-0.03852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,10),-0.109247 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,12),-0.0703916 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,13),-0.0307063 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,16),-0.0547281 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,18),-0.112703 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,19),-0.110287 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,20),-0.109245 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,23),0.000143217 # DEPENDENCYPART_TRISIBL
(3,8),(3,9),(3,24),-0.0965889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,12),-0.0701161 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,13),-0.0201491 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,16),-0.0844722 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,18),-0.117343 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,19),-0.115922 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,20),-0.114779 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,23),-0.115625 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,24),-0.11264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,12),(3,13),-0.0127434 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,16),-0.085837 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,18),-0.104224 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,19),-0.102606 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,20),-0.10157 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,23),-0.0430129 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,24),-0.122072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,13),(3,16),-0.0573714 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,18),-0.109512 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,19),-0.107096 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,20),-0.106054 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,23),0.00535832 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,24),-0.0893759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,16),(3,18),-0.0750026 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,19),-0.0691687 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,20),-0.0677368 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,23),-0.0864553 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,24),-0.0500653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,18),(3,19),-0.116085 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,20),-0.114943 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,23),-0.115331 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,24),-0.111707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,19),(3,20),-0.115145 # DEPENDENCYPART_TRISIBL
(3,8),(3,19),(3,23),-0.115861 # DEPENDENCYPART_TRISIBL
(3,8),(3,19),(3,24),-0.110224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,20),(3,23),-0.115625 # DEPENDENCYPART_TRISIBL
(3,8),(3,20),(3,24),-0.11274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,23),(3,24),-0.0856347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,12),-0.0451655 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,13),-0.0248317 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,16),-0.059626 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,18),-0.105067 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,19),-0.102613 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,20),-0.101653 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,23),-0.115873 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,24),-0.0949793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,12),(3,13),-0.0728142 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,16),-0.0604671 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,18),-0.0816818 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,19),-0.0773695 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,20),-0.0764943 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,23),-0.10015 # DEPENDENCYPART_TRISIBL
(3,9),(3,12),(3,24),-0.0799987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,13),(3,16),0.0245968 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,18),-0.117832 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,19),-0.114556 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,20),-0.11354 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,23),-0.0924784 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,24),-0.0984229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,16),(3,18),-0.0108323 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,19),-0.0115411 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,20),-0.0101272 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,23),-0.0934521 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,24),-0.283001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,18),(3,19),-0.102797 # DEPENDENCYPART_TRISIBL
(3,9),(3,18),(3,20),-0.101837 # DEPENDENCYPART_TRISIBL
(3,9),(3,18),(3,23),-0.122585 # DEPENDENCYPART_TRISIBL
(3,9),(3,18),(3,24),-0.102037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,19),(3,20),-0.101309 # DEPENDENCYPART_TRISIBL
(3,9),(3,19),(3,23),-0.116347 # DEPENDENCYPART_TRISIBL
(3,9),(3,19),(3,24),-0.0937125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,20),(3,23),-0.118353 # DEPENDENCYPART_TRISIBL
(3,9),(3,20),(3,24),-0.0957212 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,23),(3,24),-0.0984354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
