# _root_ Armstrong , which has faced a takeover threat from the Belzberg family of Canada since July , said that disposing of the carpet business would improve `` total financial performance . ''
#goldHeads=18,1,4,1,4,8,8,5,8,12,12,9,12,13,5,15,1,0,25,25,20,24,24,21,18,25,26,30,30,26,18,18,
#predictedHeads=18,1,4,1,4,8,8,5,8,12,12,9,12,13,5,15,1,0,25,25,20,24,24,21,18,25,26,30,30,26,18,18,
(14,16),(16,15),(16,14),0.116814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,15),(16,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,-1),-0.0965308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,14),(16,11),-0.125451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,-1),-0.144302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,11),(16,-1),-0.144501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,33),-0.00185589 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,-1),-0.0867215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,18),(18,19),-0.0751311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,20),-0.0305161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,21),-0.0404895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,25),-0.0202861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,26),-0.0269282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,27),-0.0434853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,28),-0.0112616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,31),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,32),-0.0322254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,33),0.0618192 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,19),(18,20),-0.0311457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,21),-0.0534758 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,25),-0.0297016 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,26),-0.0311457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,27),-0.0405084 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,28),-0.0460715 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,31),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,32),-0.0306212 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,33),-0.061626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,20),(18,21),-0.0473657 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,25),-0.0402704 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,26),-0.0440877 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,27),-0.042588 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,28),-0.0433435 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,31),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,32),-0.0249955 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,33),-0.0668792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,21),(18,25),-0.0292752 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,26),-0.0278795 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,27),-0.0392749 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,28),-0.0459541 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,31),-0.0530068 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,32),-0.0305316 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,21),(18,33),-0.0325173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,25),(18,26),-0.0432888 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,25),(18,27),-0.0420361 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,25),(18,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,25),(18,31),-0.042001 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,25),(18,32),-0.0425189 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,25),(18,33),-0.0182753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,26),(18,27),-0.042588 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,26),(18,28),-0.0433435 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,26),(18,31),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,26),(18,32),-0.0249955 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,26),(18,33),-0.0672154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,27),(18,28),-0.0453144 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,27),(18,31),-0.0320264 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,27),(18,32),-0.0430463 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,27),(18,33),-0.0443324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,28),(18,31),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,28),(18,32),-0.048713 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,28),(18,33),0.0289421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,31),(18,32),-0.050718 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,31),(18,33),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,32),(18,33),-0.0227563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,17),0.137605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,16),0.162634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,15),0.211183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,14),0.162558 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,18),(18,13),-0.154802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,12),-0.175323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,11),-0.175323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,9),-0.156528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,8),-0.175323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,7),-0.175323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,6),-0.126643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,5),-0.170106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,4),-0.170321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,3),-0.125301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,2),-0.125107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,1),-0.175323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,-1),0.00329715 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,17),(18,16),0.117201 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,15),0.149676 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,14),0.117201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,17),(18,13),-0.125721 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,12),-0.125319 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,11),-0.125319 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,9),-0.125603 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,8),-0.125319 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,7),-0.125319 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,5),-0.127645 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,4),-0.12765 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,3),-0.124917 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,1),-0.125319 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,-1),-0.191154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,16),(18,15),0.10671 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,14),0.0936246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,16),(18,13),-0.126378 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,12),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,11),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,9),-0.126447 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,8),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,5),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,2),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,-1),-0.016654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,15),(18,14),0.110028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,15),(18,13),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,12),-0.125063 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,11),-0.125063 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,8),-0.125063 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,7),-0.125063 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,5),-0.124989 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,4),-0.124989 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,2),-0.124887 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,1),-0.125063 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,-1),-0.168574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,14),(18,13),-0.126378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,12),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,11),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,9),-0.126447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,8),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,7),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,5),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,4),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,2),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,-1),-0.016249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,13),(18,12),-0.125218 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,11),-0.125218 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,9),-0.124899 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,8),-0.125218 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,7),-0.125218 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,5),-0.124989 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,4),-0.124989 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,2),-0.124887 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,1),-0.125218 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,-1),-0.15043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,12),(18,11),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,9),-0.126447 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,8),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,5),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,2),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,-1),-0.0170428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,11),(18,9),-0.126447 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,8),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,5),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,2),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,-1),-0.0162453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,9),(18,8),-0.125063 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,7),-0.125063 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,5),-0.124989 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,4),-0.124989 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,2),-0.124887 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,1),-0.125063 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,-1),-0.183461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,8),(18,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,5),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,2),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,-1),-0.0162536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,7),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,5),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,4),-0.125221 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,2),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,-1),-0.0168827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,6),(18,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,-1),-0.134064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,5),(18,4),-0.124903 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,5),(18,3),-0.124979 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,5),(18,2),-0.124926 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,5),(18,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,5),(18,-1),-0.147667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,4),(18,3),-0.124979 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,4),(18,2),-0.124926 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,4),(18,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,4),(18,-1),-0.141663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,3),(18,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,3),(18,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,3),(18,-1),-0.0130497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,2),(18,1),-0.125319 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,2),(18,-1),-0.191154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,1),(18,-1),-0.0162453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,9),(9,10),0.0969303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,11),0.154234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,12),0.154234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,13),0.114346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,14),0.154234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,15),-0.116565 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,9),(9,16),-0.138782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,19),-0.112361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,33),-0.0574091 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,10),(9,11),0.119108 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,12),0.119108 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,14),0.119108 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,10),(9,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,10),(9,33),-0.155307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,11),(9,12),0.11914 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,13),0.119009 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,14),0.11914 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,15),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,11),(9,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,33),-0.0918313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,12),(9,13),0.119009 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,12),(9,14),0.11914 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,12),(9,15),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,12),(9,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,12),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,12),(9,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,12),(9,33),-0.0918313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,13),(9,14),0.118848 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,13),(9,16),-0.124929 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,33),-0.126962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,14),(9,15),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,14),(9,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,33),-0.0918313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,15),(9,16),-0.124907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,33),-0.125818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,16),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,16),(9,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,16),(9,33),-0.0918628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,17),(9,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,17),(9,33),-0.128452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,19),(9,33),-0.12476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,9),(9,8),-0.112458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,3),-0.0425294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,-1),0.000430594 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,8),(9,3),-0.0420023 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,8),(9,-1),-0.0715498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,3),(9,-1),-0.0425269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,13),0.171801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,14),0.150386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,15),-0.1355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,12),(12,16),-0.133283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,17),-0.1257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,18),-0.134646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,19),-0.1355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,20),-0.133841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,25),-0.125198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,31),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,32),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,12),(12,12),(12,33),-0.158759 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,13),(12,14),0.106547 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,15),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,13),(12,16),-0.124946 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,17),-0.124893 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,18),-0.124902 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,20),-0.124902 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,32),-0.124887 # DEPENDENCYPART_GRANDSIBL
(15,12),(12,13),(12,33),-0.0933914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,14),(12,15),-0.125964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
