# _root_ Simulated golf games , in which players hit golf balls into nets , have been installed at airports in Denver and Pittsburgh ... .
#goldHeads=3,3,14,3,8,5,8,3,10,8,8,11,3,0,14,15,16,17,18,21,19,21,14,14,
#predictedHeads=3,3,14,3,8,5,8,3,10,8,8,11,3,0,14,15,16,17,18,21,19,21,14,14,
(15,14),(14,14),(14,8),-0.0551119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,7),0.0209457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,6),-0.0745308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,5),-0.0938781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,4),-0.116883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,3),0.0192323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,2),0.0179492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,1),-0.0526891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,-1),0.108472 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,13),(14,12),-0.0771448 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,11),-0.0467541 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,10),-0.0771448 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,9),-0.0771448 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,8),0.0529486 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,7),-0.0771468 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,6),-0.0425781 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,5),-0.0297469 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,4),-0.0304245 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,3),-0.0771815 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,2),-0.0771448 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,1),-0.0382962 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,-1),0.0881881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,12),(14,11),-0.051462 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,10),-0.000594478 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,9),-0.000594478 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,8),-0.0686807 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,7),-0.000594478 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,6),-0.0471565 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,5),-0.07476 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,4),-0.0700814 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,3),-0.000785457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,2),-0.000594478 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,1),-0.0163677 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,-1),-0.103107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,11),(14,10),-0.0183786 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,9),-0.0183786 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,8),-0.0751344 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,7),-0.0186715 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,6),-0.0420396 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,5),-0.0328356 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,4),0.0312825 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,3),-0.0183786 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,2),-0.0183786 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,1),-0.0462084 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,-1),-0.019844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,10),(14,9),-0.000594478 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,8),-0.0686807 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,7),-0.000594478 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,6),-0.0471565 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,5),-0.07476 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,4),-0.0700814 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,3),-0.000785457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,2),-0.000594478 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,1),-0.0163677 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,-1),-0.103107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,9),(14,8),-0.0686807 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,7),-0.000594478 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,6),-0.0471565 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,5),-0.07476 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,4),-0.0700814 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,3),-0.000785457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,2),-0.000594478 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,1),-0.0163677 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,-1),-0.103107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,8),(14,7),-0.0728678 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,8),(14,6),-0.0436018 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,8),(14,5),-0.0418626 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,8),(14,4),-0.0480845 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,8),(14,3),-0.0725835 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,8),(14,2),-0.0725835 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,8),(14,1),-0.0453539 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,8),(14,-1),-0.0327318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,7),(14,6),-0.0471565 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,7),(14,5),-0.0727227 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,7),(14,4),-0.0700814 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,7),(14,3),-0.000823844 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,7),(14,2),-0.000632865 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,7),(14,1),-0.0163695 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,7),(14,-1),-0.102372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,6),(14,5),-0.0433419 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,6),(14,4),-0.0531795 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,6),(14,3),-0.0424833 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,6),(14,2),-0.0424833 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,6),(14,1),-0.0420062 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,6),(14,-1),-0.0998624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,5),(14,4),0.0321965 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,5),(14,3),-0.0152751 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,5),(14,2),-0.0152751 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,5),(14,1),-0.0431794 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,5),(14,-1),-0.0386568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,4),(14,3),-0.0771815 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,4),(14,2),-0.0771448 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,4),(14,1),-0.0382962 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,4),(14,-1),0.0881881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,3),(14,2),-0.00104133 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,3),(14,1),-0.0163677 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,3),(14,-1),-0.095892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,2),(14,1),-0.0163677 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,2),(14,-1),-0.103107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,1),(14,-1),-0.0515079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,17),-0.084297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,18),0.0196851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,19),-0.0787881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,21),-0.0408987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,22),0.0196851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,23),-0.0477512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,24),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,25),0.108204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,17),(16,18),-0.000493209 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,19),-0.0336728 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,21),-0.0551362 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,22),-0.000493209 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,23),-0.0439853 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,24),-0.0502046 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,25),-0.0325322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,18),(16,19),-0.0689724 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,21),-0.0141534 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,22),-0.00752758 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,23),-0.0500563 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,24),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,25),-0.116016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,19),(16,21),-0.0414625 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,22),-0.0183318 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,23),-0.0336901 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,24),-0.0509348 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,25),-0.0255321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,21),(16,22),-0.0785565 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,23),0.413008 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,24),0.17157 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,25),-0.0557443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,22),(16,23),-0.0500563 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,22),(16,24),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,22),(16,25),-0.116016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,23),(16,24),-0.0422972 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,23),(16,25),-0.0500768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,24),(16,25),-0.0550152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,13),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,12),-0.179728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,11),0.0262407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,10),-0.179728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,7),-0.179805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,6),-0.0987514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,5),0.0688407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,4),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,3),-0.179729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,2),-0.179728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,-1),-0.202347 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,13),(16,12),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,11),-0.175657 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,10),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,7),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,6),-0.125198 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,5),-0.177946 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,4),-0.12504 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,3),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,2),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,-1),-0.122089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,12),(16,11),-0.184798 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,10),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,7),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,6),-0.127893 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,5),-0.18745 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,4),-0.127738 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,-1),-0.111155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,11),(16,10),-0.125474 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,11),(16,7),-0.125474 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,11),(16,6),-0.127533 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,11),(16,5),-0.129163 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,11),(16,4),-0.126426 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,11),(16,3),-0.125474 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,11),(16,2),-0.125474 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,11),(16,-1),-0.13861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,10),(16,7),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,10),(16,6),-0.127893 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,10),(16,5),-0.18745 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,10),(16,4),-0.127738 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,10),(16,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,10),(16,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,10),(16,-1),-0.111155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,7),(16,6),-0.127893 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,7),(16,5),-0.18745 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,7),(16,4),-0.127738 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,7),(16,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,7),(16,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,7),(16,-1),-0.114513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,6),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,6),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,6),(16,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,6),(16,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,6),(16,-1),-0.158089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,5),(16,4),-0.126426 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,5),(16,3),-0.125698 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,5),(16,2),-0.125698 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,5),(16,-1),-0.0988611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,4),(16,3),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,4),(16,2),-0.126165 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,4),(16,-1),-0.122089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,3),(16,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,3),(16,-1),-0.111219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,2),(16,-1),-0.111172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,18),0.0576513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),-0.0735075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,20),0.0565888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),0.0279097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,22),0.050695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,23),-0.0499223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,25),-0.156977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,19),0.0281223 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,20),-0.0865552 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.0579722 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,22),-0.0865552 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,23),-0.0423698 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,25),0.0622038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,19),(17,20),0.00524798 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,21),-0.0141216 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,22),0.00524798 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,23),-0.0378377 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,25),-0.0938051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,20),(17,21),-0.0579722 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,22),-0.0865552 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,23),-0.0423698 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,25),0.0611413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,21),(17,22),-0.0700204 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,23),0.411851 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,25),-0.0050438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,22),(17,23),-0.0423698 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,25),0.0553121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,23),(17,25),-0.0342381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,-1),0.0378096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,18),(18,19),-0.116119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,20),0.0112461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,21),0.00718826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,22),0.0112461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,23),-0.0361543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,24),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,25),0.0351636 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,19),(18,20),-0.0809287 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,21),-0.0427886 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,22),-0.0809287 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,23),-0.0251611 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,24),-0.0441029 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,25),-0.0446206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,20),(18,21),-0.0683837 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,22),-0.0439814 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,23),-0.0444956 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,24),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,25),-0.014471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,21),(18,22),-0.0809904 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,23),0.410401 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,24),0.172006 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,25),-0.0436218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,22),(18,23),-0.0444956 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,22),(18,24),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,22),(18,25),-0.014471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,23),(18,24),-0.0420482 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,23),(18,25),-0.106527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,24),(18,25),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,17),0.139053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,16),0.164883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,-1),-0.160606 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,17),(18,16),0.124044 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,-1),-0.026314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,16),(18,-1),-0.0978858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,20),0.0213684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,21),-0.00894155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,22),0.0154746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,23),-0.0522378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,25),-0.108505 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,20),(19,21),-0.0583285 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,22),-0.0907647 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,23),-0.0447039 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,20),(19,25),0.0240583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,21),(19,22),-0.0711471 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,21),(19,23),0.411454 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,21),(19,25),-0.0397048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,22),(19,23),-0.0447039 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,22),(19,25),0.0182291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,23),(19,25),-0.0309879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,18),0.11014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,17),0.0578114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,-1),0.0410066 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,18),(19,17),0.132567 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,-1),-0.185633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,17),(19,-1),-0.101321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,21),(21,22),-0.0209967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,23),-0.040245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,24),-0.0236736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,25),-0.216766 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,21),(21,22),(21,23),-0.0595117 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,22),(21,24),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,22),(21,25),-0.0106047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,23),(21,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,23),(21,25),-0.0334892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,24),(21,25),-0.0574623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,21),(21,20),0.149867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,19),0.206407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,18),0.149867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,17),0.206797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,16),0.170146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
