# _root_ But the guidelines could `` make it impossible to commercialize research , '' says Kenneth Smith , associate provost and vice president for research at Massachusetts Institute of Technology .
#goldHeads=4,3,4,14,4,4,10,10,10,6,10,14,14,0,16,14,16,19,20,16,22,20,22,23,20,27,25,27,28,14,
#predictedHeads=4,3,4,14,4,4,10,10,10,6,10,14,14,0,16,14,16,19,20,16,22,20,22,23,22,27,25,27,28,14,
(10,6),(6,6),(6,3),0.0297645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,2),-0.0318459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,1),-0.00146399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),0.0831053 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,4),-0.0316225 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,3),0.0095739 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,2),-0.0170064 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,1),0.00633214 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,-1),-0.076114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,4),(6,3),-0.0200117 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,2),-0.0194441 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,1),-0.0196796 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,-1),-0.012356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,3),(6,2),-0.0221721 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,3),(6,1),0.00146503 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,3),(6,-1),-0.0358592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,2),(6,1),-0.0128001 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,2),(6,-1),-0.0347583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,1),(6,-1),-0.0234365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,10),-0.105979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,31),-0.133084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,10),(7,31),-0.138143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,7),(7,-1),0.0823293 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,8),(8,9),0.081423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,10),-0.126713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,11),-0.147599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,14),-0.126713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,20),-0.144826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,31),-0.251884 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,9),(8,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,11),-0.144705 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,31),-0.119663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,10),(8,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,31),-0.107058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,11),(8,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,31),-0.0470665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,12),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,14),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,20),-0.144757 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,31),-0.165016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,13),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,31),-0.154311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,14),(8,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,14),(8,31),-0.107086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,20),(8,31),-0.133456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),-0.0195525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,5),-0.0291622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,3),-0.0236548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),-0.0670512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,3),-0.0194447 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),-0.0196412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,5),(8,3),-0.025316 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,-1),-0.0228955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,3),(8,-1),-0.0783577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,11),-0.177568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,16),-0.177568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,20),-0.160744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,31),0.129787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,10),(9,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,31),-0.159062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,11),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,31),-0.217848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,12),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,16),-0.144932 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,20),-0.144716 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,12),(9,31),-0.154184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,13),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,31),-0.147206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,16),(9,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,16),(9,31),-0.217848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,20),(9,31),-0.163961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,8),-0.0294242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),-0.106705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,8),(9,-1),-0.0282827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,12),0.0618368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,13),0.0489004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,14),-0.0236217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,16),0.0347558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,17),0.0618368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,18),-0.00946023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,19),0.0348499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,20),0.000293977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,22),0.0324445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,23),-0.0611701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,31),0.0660397 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,13),0.0115692 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,14),-0.0127762 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,16),-0.0501128 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,17),-0.023793 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,18),0.00305272 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,19),-0.0501126 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,20),0.0411339 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,22),-0.0338888 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,23),-0.0215197 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,31),-0.0668752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,13),(11,14),-0.0206929 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,16),0.00157661 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,17),-0.0287594 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,18),-0.0104857 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,19),0.00157661 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,20),-0.0197969 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,22),0.00156153 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,23),-0.00545944 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,31),-0.0244471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,14),(11,16),-0.030465 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,17),-0.0550924 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,18),-0.0146166 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,19),-0.030465 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,20),-0.0256318 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,22),-0.0304666 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,23),0.00485113 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,31),-0.0289632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,16),(11,17),-0.0593796 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,18),-0.017769 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,19),-0.0150398 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,20),-0.0298857 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,22),-0.0104128 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,23),-0.0305063 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,31),-0.00707078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,18),0.00305272 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,19),-0.0501126 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,20),0.0411339 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,22),-0.0338888 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,23),-0.0215197 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,31),-0.0668752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,18),(11,19),-0.00175952 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,20),-0.0363664 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,22),-0.00217365 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,23),-0.0252165 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,18),(11,31),-0.0183737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,19),(11,20),-0.0298857 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,22),-0.0103954 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,23),-0.0305063 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,31),-0.00699363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,20),(11,22),-0.111151 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,20),(11,23),0.223756 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,20),(11,31),-0.0166534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,22),(11,23),-0.0307958 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,22),(11,31),0.0107068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,23),(11,31),-0.0262269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,10),0.13012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,9),-0.14731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,8),-0.155977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,7),-0.152106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,5),-0.144787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,2),-0.149597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),-0.180873 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,10),(11,9),-0.144768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,8),-0.144892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,7),-0.144751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,5),-0.145118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,2),-0.150335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,10),(11,-1),-0.139677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,8),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,2),-0.144888 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,-1),-0.0558481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,8),(11,7),-0.144781 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,2),-0.148262 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,8),(11,-1),-0.0906707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,7),(11,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,7),(11,-1),-0.226001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,5),(11,2),-0.145385 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,5),(11,-1),-0.154242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,2),(11,-1),-0.22849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,31),0.0317814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,-1),-0.110622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,31),-0.0546844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,-1),-0.178791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,15),0.0415807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,16),0.0414982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),-0.097073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),0.0200621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,19),0.0415816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,20),0.0012291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,22),0.0473807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,23),-0.0527792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,24),0.0433237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,25),-0.0615072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,30),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,31),0.0574706 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,16),-0.00326476 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,17),-0.0444356 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.015343 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,19),-0.00326476 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,20),0.0050081 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,22),-0.00420365 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,23),-0.0498924 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,24),-0.00326921 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,25),0.00679755 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,30),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,31),-0.035063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,16),(14,17),-0.0444356 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,18),-0.015343 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,19),-0.00326476 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,20),0.00500805 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,22),-0.00420365 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,23),-0.0498924 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,24),-0.00326921 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,25),0.00679755 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,30),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,31),-0.0351455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.0299205 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,19),-0.0550632 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,20),-0.0633227 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,22),-0.0554996 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,23),-0.0159365 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,24),-0.0550632 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,25),-0.0242095 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,30),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,31),0.139146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,19),-0.0354492 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,20),-0.0131805 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,22),-0.0354492 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,23),0.000149386 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,24),-0.0354492 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,25),0.00295968 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,30),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,31),-0.00102559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,19),(14,20),0.0050081 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,22),-0.00420365 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,23),-0.0498924 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,24),-0.00326921 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,25),0.00679755 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,30),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,31),-0.0350621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,20),(14,22),-0.0880667 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,23),0.28017 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,24),-0.140755 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,25),0.300611 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,30),0.178098 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,31),-0.051998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,22),(14,23),-0.0510466 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,24),-0.00334752 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,25),0.00564336 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,30),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,31),-0.0296981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,23),(14,24),-0.0227779 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,25),-0.0791075 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,30),-0.0308336 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,31),0.052429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,24),(14,25),0.00767473 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,24),(14,30),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,24),(14,31),-0.0319776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,25),(14,30),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,25),(14,31),0.0133228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,30),(14,31),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.101577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,12),0.116936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.161731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,10),0.134402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,9),-0.1477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,8),-0.159132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,7),-0.161264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,6),-0.135196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,5),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,4),-0.149288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,3),-0.190389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,2),-0.13849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,1),-0.15625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.241975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,12),0.132175 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,11),0.110212 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,10),0.0949723 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,8),-0.144704 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
