# _root_ In the U.S. , radiation limits are set and monitored by the Nuclear Regulatory Commission , which licenses reactors that process the topaz .
#goldHeads=7,3,1,7,6,7,0,9,7,9,9,15,15,15,11,15,18,15,18,21,19,23,21,7,
#predictedHeads=7,3,1,7,6,7,0,9,7,9,10,15,15,15,11,15,18,15,18,21,19,23,21,7,
(7,11),(11,16),(11,25),0.038737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,18),(11,19),-0.0494309 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,18),(11,25),-0.0415615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,19),(11,25),0.0286207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,10),0.170066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,9),0.0715549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,-1),0.0635348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,10),(11,9),0.119163 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,-1),-0.0602282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,9),(11,-1),-0.187933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,16),(16,25),0.0136167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,16),(16,-1),-0.0757592 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,24),(24,24),(24,25),-0.0204093 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,24),(24,24),(24,23),0.0805465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,24),(24,24),(24,-1),0.0171611 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,24),(24,23),(24,-1),-0.159147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,1),(1,2),0.101887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,3),0.105774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,4),0.122919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,5),0.117484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,6),0.117476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,7),0.161886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,9),-0.150074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,11),-0.0744449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,25),0.0456236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,1),(1,2),(1,3),0.121298 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,4),0.121959 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,5),0.121298 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,6),0.121298 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,7),0.119149 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,11),-0.124897 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,25),-0.176133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,3),(1,4),0.131906 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,5),0.114772 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,6),0.114772 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,7),0.116859 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,11),-0.126765 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,25),-0.192892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,4),(1,5),0.108807 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,6),0.108807 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,7),0.116753 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,9),-0.12489 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,11),-0.12492 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,25),-0.149327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,5),(1,6),0.114772 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,7),0.116859 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,11),-0.126765 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,25),-0.18144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,6),(1,7),0.116859 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,6),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,6),(1,11),-0.126765 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,6),(1,25),-0.181447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,7),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,7),(1,11),-0.124896 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,7),(1,25),-0.0718632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,9),(1,11),0.241018 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,9),(1,25),-0.18734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,11),(1,25),-0.100992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,1),(1,-1),-0.087405 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,4),(4,25),-0.0757113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,4),(4,1),-0.045368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,-1),0.0121652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,1),(4,-1),-0.051758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,7),0.170416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,8),-0.0955837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,6),(6,9),-0.105194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,11),-0.0528273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,15),-0.00720507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,16),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,25),-0.14732 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,7),(6,8),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,7),(6,9),-0.126764 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,11),-0.128358 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,15),-0.125529 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,16),-0.144152 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,25),-0.0853407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,8),(6,9),-0.126764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,11),-0.128079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,15),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,16),-0.143505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,25),-0.0769938 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,9),(6,11),0.238762 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,15),-0.130815 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,16),0.102969 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,25),-0.089805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,11),(6,15),-0.128466 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,11),(6,16),-0.127041 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,11),(6,25),-0.0270945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,15),(6,16),-0.140211 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,15),(6,25),-0.112561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,16),(6,25),-0.125792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,5),0.00460933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,4),0.0389955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,3),0.038884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,2),-0.136125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,1),-0.11286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,-1),0.0628177 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,5),(6,4),-0.0584037 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,3),-0.0426123 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,2),-0.0143618 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,1),-0.0530848 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,-1),-0.0239887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,4),(6,3),-0.0902168 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,4),(6,2),-0.0375542 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,4),(6,1),0.00359125 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,4),(6,-1),-0.0312908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,3),(6,2),0.00156434 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,3),(6,1),-0.0530934 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,3),(6,-1),-0.010562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,2),(6,1),-0.0326728 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,2),(6,-1),0.0574481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,1),(6,-1),-0.0495173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,8),-0.10689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,7),(7,9),-0.127141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,10),-0.106889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,11),0.0218511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,16),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,25),-0.273188 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,8),(7,9),-0.125434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,10),-0.125273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,11),-0.136189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,16),-0.127371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,25),-0.123989 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,9),(7,10),0.217688 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,11),0.231953 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,16),0.103094 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,24),-0.0517225 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,25),-0.161689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,10),(7,11),-0.136189 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,16),-0.127371 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,25),-0.12247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,11),(7,16),-0.126426 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,25),-0.118564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,16),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,25),-0.128802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,24),(7,25),-0.146477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,6),0.0369165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,5),0.0326788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,4),-0.129264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,3),0.0387863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,2),-0.0200654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,1),-0.0625139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,-1),0.0368291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,6),(7,5),-0.00317631 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,4),-0.076567 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,3),-0.00438881 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,2),-0.0489099 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,1),-0.0669331 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,-1),-0.0685717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,5),(7,4),-0.076567 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,3),-0.00438881 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,2),-0.0489099 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,1),-0.0655896 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,-1),-0.0724748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,4),(7,3),-0.0678092 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,4),(7,2),-0.0442559 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,4),(7,1),-0.0227324 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,4),(7,-1),0.0784144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,3),(7,2),-0.0489113 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,3),(7,1),-0.0647094 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,3),(7,-1),-0.067836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,2),(7,1),-0.0393741 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,2),(7,-1),-0.0344205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,1),(7,-1),-0.0329969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,10),-0.111289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,11),0.0464347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,12),-0.0876449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,13),-0.0397659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,14),-0.0419086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,15),-0.0430601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,16),0.0175648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,18),-0.109605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,19),-0.0397659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,21),-0.110378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,23),-0.0397659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,24),-0.0236736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,25),-0.214162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,10),(9,11),-0.00698728 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,12),-0.0362513 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,13),-0.0709464 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,14),-0.070948 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,15),-0.0716682 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,16),-0.0568345 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,18),-0.0461772 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,19),-0.0709464 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,21),-0.0461781 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,23),-0.0709464 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,24),-0.0604304 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,25),-0.158537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,11),(9,12),-0.0436148 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,13),-0.0546015 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,14),-0.0546015 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,15),-0.0547107 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,16),-0.00689283 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,18),-0.0578853 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,19),-0.0546015 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,21),-0.0578853 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,23),-0.0546015 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,25),-0.0106096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,12),(9,13),-0.050556 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,14),-0.050556 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,15),-0.050556 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,16),-0.0501327 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,18),-0.044873 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,19),-0.050556 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,21),-0.0448733 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,23),-0.050556 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,25),0.033237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,13),(9,14),0.0242611 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,15),0.0240884 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,16),-0.105235 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,18),-0.0483563 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,19),0.0243891 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,21),-0.0483411 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,23),0.0243891 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,24),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,25),-0.0153532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,14),(9,15),0.0224315 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,16),-0.105235 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,18),-0.0489322 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,19),0.0227323 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,21),-0.0489171 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,23),0.0227323 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,24),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,25),-0.0153603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,15),(9,16),-0.105391 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,18),-0.0483653 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,19),0.0239337 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,21),-0.0483502 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,23),0.0239337 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,24),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,25),-0.0188041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,16),(9,18),-0.00272477 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,19),-0.000454401 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,21),-0.00275868 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,23),-0.000454401 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,25),-0.0204965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,18),(9,19),-0.0709464 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,21),-0.0461781 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,23),-0.0709464 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,24),-0.0604304 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,25),-0.156868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,19),(9,21),-0.0483411 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,23),0.0243891 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,24),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,25),-0.0153532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,21),(9,23),-0.0709464 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,21),(9,24),-0.0604304 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,21),(9,25),-0.156893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,23),(9,24),-0.0420619 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,23),(9,25),-0.0153532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,24),(9,25),-0.0574623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,8),0.16404 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,9),(9,7),-0.147732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,6),-0.14867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,5),-0.14867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,3),-0.14867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,2),-0.125399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,1),-0.134645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,-1),-0.133299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,8),(9,7),-0.114493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,6),-0.133136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,5),-0.133136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,4),-0.126174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,3),-0.13314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,2),-0.125785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,1),-0.127276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,-1),-0.139536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,7),(9,6),-0.133348 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,5),-0.133348 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,4),-0.126174 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,3),-0.133353 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,2),-0.125785 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,1),-0.127366 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,-1),-0.136455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,6),(9,5),-0.125649 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,4),-0.12762 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,3),-0.125649 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,2),-0.124928 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,1),-0.136866 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,-1),-0.157181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,5),(9,4),-0.12762 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,3),-0.125649 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,2),-0.124928 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,1),-0.136866 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,-1),-0.156317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
