# _root_ With the exception of August , when exports rose 2.1 % , exports have declined every month from year-earlier levels since March .
#goldHeads=14,3,1,3,4,5,9,9,5,11,9,14,14,0,14,17,15,15,20,18,15,21,14,
#predictedHeads=14,3,1,3,4,5,9,9,5,11,9,14,14,0,14,17,15,15,20,18,20,21,14,
(14,4),(4,4),(4,1),-0.0281147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,-1),-0.147026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,2),(4,1),-0.0212556 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,2),(4,-1),0.0395412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,1),(4,-1),-0.0673595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,5),(5,6),0.0474945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,8),0.00374706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,9),0.121534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,10),0.13951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,11),0.0216168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,12),0.0474945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,13),0.00374706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,14),-0.123205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,15),-0.123249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,18),-0.0777262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,24),-0.213956 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,6),(5,8),0.178652 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,9),0.129201 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,10),0.114114 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,11),0.180244 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,12),0.0803817 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,13),0.178652 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,14),-0.16051 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,15),-0.160163 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,18),-0.151031 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,23),-0.144938 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,6),(5,24),-0.144171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,8),(5,9),0.126515 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,10),0.113176 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,11),0.105049 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,12),0.133041 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,13),0.103551 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,14),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,15),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,18),-0.141991 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,23),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,8),(5,24),-0.110653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,9),(5,10),0.110241 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,11),0.112606 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,12),0.168636 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,13),0.112616 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,14),-0.142049 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,15),-0.142049 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,18),-0.147068 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,23),-0.144709 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,9),(5,24),-0.149343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,10),(5,11),0.117138 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,12),0.126581 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,13),0.117277 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,18),-0.144729 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,10),(5,24),-0.0914042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,11),(5,12),0.135176 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,13),0.0987881 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,14),-0.145068 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,15),-0.145068 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,18),-0.142027 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,23),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,11),(5,24),-0.102508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,12),(5,13),0.178652 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,12),(5,14),-0.16051 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,12),(5,15),-0.160163 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,12),(5,18),-0.151031 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,12),(5,23),-0.144938 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,12),(5,24),-0.144171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,13),(5,14),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,13),(5,15),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,13),(5,18),-0.141991 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,13),(5,23),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,13),(5,24),-0.110653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,14),(5,15),-0.142054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,14),(5,18),-0.147155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,14),(5,23),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,14),(5,24),-0.151377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,15),(5,18),-0.147068 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,15),(5,23),-0.144709 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,15),(5,24),-0.149228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,18),(5,23),-0.144742 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,18),(5,24),-0.0360062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,23),(5,24),-0.147991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,5),(5,4),-0.0684789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,3),0.0128993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,2),-0.0995902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,-1),0.05086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,4),(5,3),-0.0384669 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,4),(5,2),-0.0261418 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,4),(5,-1),-0.0184424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,3),(5,2),0.0233177 # DEPENDENCYPART_GRANDSIBL
(14,5),(5,3),(5,-1),-0.0275734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,2),(5,-1),0.0403718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,6),(6,24),-0.123537 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,6),(6,6),(6,-1),0.0189607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,7),(7,24),-0.00404928 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,7),(7,6),-0.0221657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,-1),0.0785527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,6),(7,-1),-0.0220925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,9),0.121269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,10),0.13951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,11),0.0221633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,12),0.0475723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,13),0.00429359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,14),-0.123205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,24),-0.214431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,9),(8,10),0.110241 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,11),0.112606 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,12),0.168694 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,13),0.112616 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,14),-0.142049 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,24),-0.15005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,10),(8,11),0.117138 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,12),0.126581 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,13),0.117277 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,24),-0.0914037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,11),(8,12),0.13517 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,13),0.0987882 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,14),-0.145068 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,24),-0.101608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,12),(8,13),0.178652 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,14),-0.16051 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,24),-0.144044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,13),(8,14),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,24),-0.109754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,14),(8,24),-0.152084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,8),(8,7),-0.00303581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,6),0.0537934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,5),0.0133465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,4),-0.0724802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,3),0.0134996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,2),-0.0995898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,1),-0.0777678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,-1),0.0483358 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,7),(8,6),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,4),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,-1),-0.0406262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,6),(8,5),-0.0526923 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,4),-0.020887 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,3),-0.0526923 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,2),-0.0281928 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,1),-0.0369721 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,-1),-0.0671119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,5),(8,4),-0.036644 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,3),-0.0187125 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,2),0.0231231 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,1),-0.0298282 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,-1),-0.0269587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,4),(8,3),-0.0385315 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,2),-0.0261418 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,1),-0.0235117 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,-1),-0.0224741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,3),(8,2),0.0231249 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,3),(8,1),-0.0298282 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,3),(8,-1),-0.0267993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,2),(8,1),-0.0267385 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,2),(8,-1),0.0399914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,1),(8,-1),-0.0370368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,9),(9,10),0.0982222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,11),0.161893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,12),0.113298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,13),0.159925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,14),-0.135473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,15),-0.135115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,17),-0.191039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,18),-0.0251993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,21),-0.0260689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,24),-0.207836 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,10),(9,11),0.105666 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,12),0.109548 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,13),0.105759 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,14),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,15),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,18),-0.144884 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,21),-0.144884 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,24),-0.167398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,11),(9,12),0.1013 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,13),0.0973095 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,14),-0.144331 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,15),-0.144331 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,17),-0.147975 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,18),-0.192952 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,21),-0.19535 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,24),-0.168871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,12),(9,13),0.122597 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,14),-0.160414 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,15),-0.160167 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,17),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,18),-0.170534 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,21),-0.170823 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,24),-0.118292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,13),(9,14),-0.144327 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,15),-0.144327 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,17),-0.14797 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,18),-0.192468 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,21),-0.194866 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,24),-0.173145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,14),(9,15),-0.14508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,17),-0.145208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,18),-0.151778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,21),-0.152038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,23),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,24),-0.129278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,15),(9,17),-0.145208 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,15),(9,18),-0.151778 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,15),(9,21),-0.152038 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,15),(9,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,15),(9,24),-0.140584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,17),(9,18),-0.192468 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,17),(9,21),-0.194866 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,17),(9,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,17),(9,24),-0.175086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,18),(9,21),-0.147214 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,18),(9,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,18),(9,24),-0.127767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,21),(9,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,21),(9,24),-0.120445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,23),(9,24),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,9),(9,8),0.0531061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,7),-0.078915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,6),-0.112639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,5),0.0490315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,4),-0.107445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,3),0.0490373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,1),-0.102503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,-1),0.0633161 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,8),(9,7),0.021511 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,6),-0.040864 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,5),-0.00804292 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,4),0.0298853 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,3),-0.00804289 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,1),0.0403989 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,8),(9,-1),-0.0469458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,7),(9,6),-0.0234448 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,5),-0.0195161 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,4),-0.0199865 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,3),-0.0195161 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,1),-0.0198166 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,7),(9,-1),-0.00365838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,6),(9,5),-0.0535419 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,4),-0.0127169 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,3),-0.0535419 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,1),0.0141421 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,6),(9,-1),0.116797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,5),(9,4),0.025117 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,5),(9,3),-0.00803579 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,5),(9,1),0.0356305 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,5),(9,-1),-0.0461658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,4),(9,3),-0.0112285 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,4),(9,1),-0.0703444 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,4),(9,-1),0.0581107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,3),(9,1),0.0356305 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,3),(9,-1),-0.0461599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,1),(9,-1),0.0546692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,11),0.118466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,12),0.114152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,24),-0.404939 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,11),(10,12),0.116453 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,24),-0.125507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,12),(10,24),-0.148972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,-1),-0.174874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,11),(11,12),0.0456099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.00380113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,14),-0.123205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,15),-0.123249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,17),-0.0476183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,20),-0.0476183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,22),-0.0476183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,24),-0.218501 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.178609 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,14),-0.16051 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,15),-0.160163 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,17),-0.161921 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,20),-0.161921 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,22),-0.161921 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,23),-0.144938 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,24),-0.137723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,14),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,15),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,17),-0.139052 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,20),-0.139052 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,22),-0.139052 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,23),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,24),-0.117705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,14),(11,15),-0.142054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,17),-0.142479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,20),-0.142479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,22),-0.142479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
