# _root_ Those withdrawals , most of which were transferred to other T. Rowe Price funds , followed little change in the fund 's sales picture this year through August .
#goldHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,26,27,16,
#predictedHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,16,27,16,
(13,8),(8,18),(8,27),-0.126236 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,18),(8,29),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,18),(8,30),-0.0334915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,19),(8,26),-0.125065 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,19),(8,27),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,19),(8,29),-0.124968 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,19),(8,30),-0.179996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,26),(8,27),-0.126236 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,26),(8,29),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,26),(8,30),-0.0452434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,27),(8,29),-0.124968 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,27),(8,30),-0.173629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,29),(8,30),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,7),-0.0278678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,6),-0.0678612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,5),-0.0399909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,3),-0.0734443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,2),-0.0243452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,-1),0.0690254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,7),(8,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,5),-0.0495554 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,3),-0.0348173 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,2),-0.0473891 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,-1),-0.0821047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,6),(8,5),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,-1),-0.0780808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,5),(8,3),-0.0250787 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,5),(8,2),-0.0424734 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,5),(8,-1),-0.0223253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,3),(8,2),-0.0356705 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,3),(8,-1),-0.0932754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,2),(8,-1),-0.051576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,11),0.123888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,12),0.123888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,30),0.0557708 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,11),(10,12),0.117557 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,30),-0.121139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,12),(10,30),-0.121139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,9),0.000629187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,5),0.0496348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,-1),0.0757041 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,9),(10,5),-0.0542361 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,-1),0.0180737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,5),(10,-1),0.0309048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,12),0.15306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,11),(11,14),-0.141341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,16),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,30),0.0563615 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,12),(11,13),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,12),(11,14),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,16),-0.125555 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,30),-0.143755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,13),(11,14),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,16),-0.125555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,30),-0.146295 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,14),(11,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,16),-0.125555 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,30),-0.144476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,15),(11,16),-0.127045 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,30),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,16),(11,30),-0.173829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,10),-0.0596698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,-1),0.118522 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,10),(11,-1),-0.0471708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,13),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,14),-0.141341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,16),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,30),0.0520831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,13),(12,14),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,16),-0.125555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,30),-0.146295 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,14),(12,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,16),-0.125555 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,30),-0.144476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,15),(12,16),-0.127045 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,30),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,16),(12,30),-0.173829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,11),-0.184106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,10),-0.0596698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,-1),0.11411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,11),(12,10),-0.0497285 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,11),(12,-1),0.00230039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,10),(12,-1),-0.0471708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,15),0.138468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,16),0.0458174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,17),-0.0673121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,18),-0.184975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,19),-0.0439859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,24),-0.185018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,26),-0.186337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,29),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,30),0.106943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,15),(14,16),-0.108397 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,17),-0.0511053 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,18),0.133906 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,19),-0.0287143 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,24),0.133906 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,26),0.132433 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,29),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,30),-0.0439681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,16),(14,17),-0.0438367 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,18),-0.0484125 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,19),-0.0530878 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,24),-0.0484125 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,26),-0.0484707 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,29),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,30),-0.0056686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,17),(14,18),-0.0605662 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,19),-0.0431745 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,24),-0.0605662 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,26),-0.0605662 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,29),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,30),-0.0538839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,18),(14,19),-0.0314919 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,24),-0.013933 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,26),-0.014983 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,30),0.000656647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,19),(14,24),-0.0428646 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,26),-0.0408973 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,29),-0.0454354 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,30),-0.129606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,24),(14,26),-0.0143647 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,24),(14,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,24),(14,30),0.000460297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,26),(14,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,26),(14,30),-0.00497854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,29),(14,30),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,13),0.144967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,14),(14,12),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,11),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,10),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,9),-0.124912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,8),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,5),-0.150132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,3),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),0.0488775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,13),(14,12),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,10),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,8),-0.125555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,5),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,3),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,-1),-0.149537 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,12),(14,11),-0.125449 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,10),-0.125126 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,8),-0.125555 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,5),-0.12504 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,3),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,-1),-0.146996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,11),(14,10),-0.125126 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,8),-0.125555 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,5),-0.12504 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,3),-0.126785 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,-1),-0.147524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,10),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,8),-0.124918 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,5),-0.124897 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,3),-0.125225 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,-1),-0.164304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,9),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,5),-0.126059 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,-1),-0.091141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,8),(14,5),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,8),(14,3),-0.125503 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,8),(14,-1),-0.174467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,5),(14,3),-0.124893 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,5),(14,-1),-0.070315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,3),(14,-1),-0.00339734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,30),-0.0063793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,15),(15,-1),-0.0912481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,16),(16,17),-0.0161367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,18),-0.0244859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,19),-0.00718085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,21),-0.0232495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,23),-0.0300205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,24),-0.0242411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,26),-0.00438676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,27),-0.0326994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,28),-0.0238575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,29),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,30),0.0690925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,17),(16,18),-0.0394129 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,19),-0.0541253 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,21),-0.0394129 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,23),-0.0394149 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,24),-0.0394129 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,26),-0.0395215 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,27),-0.0509996 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,28),-0.0394129 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,29),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,30),0.0245966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,18),(16,19),-0.00343031 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,21),-0.0283961 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,23),-0.0343003 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,24),-0.0343003 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,26),-0.0327145 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,27),2.8341e-05 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,28),-0.0343003 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,30),-0.048824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,19),(16,21),-0.0363187 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,23),-0.036248 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,24),-0.0362065 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,26),-0.0303284 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,27),-0.0645409 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,28),-0.036213 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,29),-0.0556684 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,30),0.00574651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,21),(16,23),-0.0343074 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,24),-0.0343074 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,26),-0.0327216 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,27),-0.000352843 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,28),-0.0343074 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,30),-0.0434751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,23),(16,24),-0.0354923 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,23),(16,26),-0.0339065 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,23),(16,27),-0.00313299 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,23),(16,28),-0.0354923 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,23),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,23),(16,30),-0.0496721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,24),(16,26),-0.0327145 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,24),(16,27),0.00124828 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,24),(16,28),-0.0343003 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,24),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,24),(16,30),-0.0494572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,26),(16,27),0.0171953 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,26),(16,28),-0.0347399 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,26),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,26),(16,30),-0.0303114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,27),(16,28),-0.0360942 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,27),(16,29),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,27),(16,30),-0.0198305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,28),(16,29),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,28),(16,30),-0.04908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,29),(16,30),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,15),0.139978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,14),0.159589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,13),0.166662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,16),(16,12),-0.175733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,11),-0.175733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,10),-0.13088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,9),-0.150708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,8),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,7),-0.170555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,6),-0.125223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,5),-0.154802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,4),-0.130857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,3),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,2),-0.175733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,1),-0.126643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,-1),0.0498511 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,15),(16,14),0.117604 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,13),0.117604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,15),(16,12),-0.125259 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,11),-0.125259 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,10),-0.124971 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,9),-0.125205 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,8),-0.127089 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,7),-0.127089 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,6),-0.124917 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,5),-0.125719 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,4),-0.124971 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,-1),-0.188127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,14),(16,13),0.0940146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,14),(16,12),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,11),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,10),-0.12492 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,9),-0.126828 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,8),-0.125221 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,7),-0.125221 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,5),-0.126611 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,4),-0.12492 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,3),-0.125057 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,2),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,-1),-0.0373423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,13),(16,12),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
