# _root_ `` For $ 10 million , you can move $ 100 million of stocks , '' a specialist on the Big Board gripes .
#goldHeads=8,8,2,3,3,8,8,23,8,9,10,10,10,13,8,8,18,23,18,22,22,19,0,23,
#predictedHeads=23,8,2,3,3,8,8,23,8,9,10,10,10,13,23,23,18,23,18,22,22,19,0,23,
(23,3),(3,6),(3,10),0.119147 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,6),(3,11),0.119011 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,6),(3,12),0.119011 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,6),(3,13),0.115445 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,6),(3,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,6),(3,18),0.124241 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,6),(3,19),0.115445 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,6),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,6),(3,25),-0.105779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,8),(3,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,8),(3,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,8),(3,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,8),(3,12),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,8),(3,13),0.119155 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,8),(3,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,8),(3,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,8),(3,19),0.119155 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,8),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,8),(3,25),-0.124913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,9),(3,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,9),(3,11),0.118544 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,9),(3,12),0.118544 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,9),(3,13),0.118922 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,9),(3,15),0.121276 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,9),(3,18),0.119139 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,9),(3,19),0.11895 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,9),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,9),(3,25),-0.129423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,10),(3,11),0.119163 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,10),(3,12),0.119163 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,10),(3,13),0.13636 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,10),(3,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,10),(3,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,10),(3,19),0.136368 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,10),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,10),(3,25),-0.15731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,11),(3,12),0.123649 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,11),(3,13),0.12549 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,11),(3,15),0.125098 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,11),(3,18),0.114835 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,11),(3,19),0.12077 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,11),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,11),(3,25),-0.196289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,12),(3,13),0.121769 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,12),(3,15),0.127794 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,12),(3,18),0.114425 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,12),(3,19),0.117049 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,12),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,12),(3,25),-0.205843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,13),(3,15),0.117395 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,13),(3,18),0.121049 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,13),(3,19),0.113019 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,13),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,13),(3,25),-0.0374349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,15),(3,18),0.124241 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,15),(3,19),0.115445 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,15),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,15),(3,25),-0.105779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,18),(3,19),0.117785 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,18),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,18),(3,25),-0.115419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,19),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,19),(3,25),-0.0335511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,24),(3,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,3),(3,2),-0.0456805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,3),(3,3),(3,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,3),(3,3),(3,-1),-0.125318 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,3),(3,2),(3,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,3),(3,2),(3,-1),-0.00991652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,3),(3,1),(3,-1),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,5),(5,5),(5,6),0.117094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,5),(5,5),(5,8),0.117207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,5),(5,5),(5,9),0.12182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,5),(5,5),(5,25),-0.397705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,5),(5,6),(5,8),0.11894 # DEPENDENCYPART_GRANDSIBL
(23,5),(5,6),(5,9),0.120084 # DEPENDENCYPART_GRANDSIBL
(23,5),(5,6),(5,25),-0.125027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,5),(5,8),(5,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,5),(5,8),(5,25),-0.127527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,5),(5,9),(5,25),-0.126458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,5),(5,5),(5,4),-0.0489666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,5),(5,5),(5,3),-0.0492897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,5),(5,5),(5,2),-0.0144071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,5),(5,5),(5,-1),-0.16789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,5),(5,4),(5,3),-0.0442371 # DEPENDENCYPART_GRANDSIBL
(23,5),(5,4),(5,2),-0.0375388 # DEPENDENCYPART_GRANDSIBL
(23,5),(5,4),(5,-1),-0.0478592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,5),(5,3),(5,2),-0.0446423 # DEPENDENCYPART_GRANDSIBL
(23,5),(5,3),(5,-1),-0.0643493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,5),(5,2),(5,-1),-0.00965402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,6),(6,6),(6,25),-0.0759374 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,6),(6,6),(6,2),-0.0505781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,6),(6,6),(6,-1),0.0119426 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,6),(6,2),(6,-1),-0.0575351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,8),(8,9),0.112881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,13),0.0344838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,15),0.113838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,16),0.114957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,23),-0.136102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,8),(8,8),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,25),-0.323408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,8),(8,9),(8,13),0.117607 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,9),(8,15),0.181839 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,9),(8,16),0.113486 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,9),(8,23),-0.124915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,9),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,9),(8,25),-0.185951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,13),(8,15),0.0861064 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,13),(8,16),0.111158 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,13),(8,23),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,13),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,13),(8,25),-0.0927528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,15),(8,16),0.140526 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,15),(8,23),-0.131954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,15),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,15),(8,25),-0.133075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,16),(8,23),-0.125439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,16),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,16),(8,25),-0.094757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,23),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,23),(8,25),-0.190553 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,8),(8,24),(8,25),-0.120831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,8),(8,7),-0.0187827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,6),-0.0882036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,5),-0.0486152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,4),-0.0486152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,3),-0.0395527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,2),-0.0813781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,1),-0.0204195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,8),(8,8),(8,-1),-0.114839 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,8),(8,7),(8,6),-0.0304611 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,7),(8,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,7),(8,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,7),(8,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,7),(8,2),-0.0194268 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,7),(8,1),-0.0163799 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,7),(8,-1),-0.0932128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,6),(8,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,6),(8,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,6),(8,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,6),(8,2),-0.0207263 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,6),(8,1),-0.0455957 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,6),(8,-1),-0.0337239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,5),(8,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,5),(8,3),-0.0426067 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,5),(8,2),-0.0421083 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,5),(8,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,5),(8,-1),-0.0422658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,4),(8,3),-0.0426067 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,4),(8,2),-0.0421083 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,4),(8,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,4),(8,-1),-0.0422658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,3),(8,2),-0.0420815 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,3),(8,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,3),(8,-1),-0.0379058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,2),(8,1),-0.0358991 # DEPENDENCYPART_GRANDSIBL
(23,8),(8,2),(8,-1),-0.00593892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,8),(8,1),(8,-1),-0.0547595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,9),(9,10),0.126173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,11),0.108153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,12),0.107002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,13),-0.0457716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,14),0.167525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,15),0.0848596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,16),0.113789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,18),0.170812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,19),-0.0143798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,22),0.170971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,23),-0.106803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,9),(9,9),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,25),-0.247649 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,9),(9,10),(9,11),0.118358 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,10),(9,12),0.118358 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,10),(9,13),0.113628 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,10),(9,14),0.118671 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,10),(9,15),0.106852 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,10),(9,16),0.119164 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,10),(9,18),0.118671 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,10),(9,19),0.116052 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,10),(9,22),0.118671 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,10),(9,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,10),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,10),(9,25),-0.0999826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,11),(9,12),0.118764 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,11),(9,13),0.138181 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,11),(9,14),0.114456 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,11),(9,15),0.135586 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,11),(9,16),0.118638 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,11),(9,18),0.114456 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,11),(9,19),0.139417 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,11),(9,22),0.114456 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,11),(9,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,11),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,11),(9,25),-0.158999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,12),(9,13),0.138136 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,12),(9,14),0.114456 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,12),(9,15),0.135581 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,12),(9,16),0.118638 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,12),(9,18),0.114456 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,12),(9,19),0.139371 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,12),(9,22),0.114456 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,12),(9,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,12),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,12),(9,25),-0.160459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,13),(9,14),0.126457 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,13),(9,15),0.0645587 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,13),(9,16),0.114026 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,13),(9,18),0.119587 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,13),(9,19),0.130519 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,13),(9,22),0.119585 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,13),(9,23),-0.126803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,13),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,13),(9,25),-0.152622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,14),(9,15),0.121358 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,14),(9,16),0.116383 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,14),(9,18),0.108419 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,14),(9,19),0.199425 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,14),(9,22),0.108418 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,14),(9,23),-0.123191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,14),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,14),(9,25),-0.116376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,15),(9,16),0.201283 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,15),(9,18),0.128889 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,15),(9,19),0.0804063 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,15),(9,22),0.128887 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,15),(9,23),-0.149349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,15),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,15),(9,25),-0.122804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,16),(9,18),0.115837 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,16),(9,19),0.0972341 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,16),(9,22),0.115837 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,16),(9,23),-0.126305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,16),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,16),(9,25),-0.0862886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,18),(9,19),0.198342 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,18),(9,22),0.108423 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,18),(9,23),-0.12319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,18),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,18),(9,25),-0.114309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,19),(9,22),0.123623 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,19),(9,23),-0.126873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,19),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,19),(9,25),-0.122639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,22),(9,23),-0.12319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,22),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,22),(9,25),-0.111287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,23),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,23),(9,25),-0.123213 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,9),(9,24),(9,25),-0.14435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,9),(9,8),-0.0890124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,7),-0.0422989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,6),-0.125496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,5),-0.0430845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,2),-0.0513581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,1),-0.0567944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,9),(9,9),(9,-1),0.0495641 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,9),(9,8),(9,7),-0.0426326 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,8),(9,6),-0.0505371 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,8),(9,5),-0.0420001 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,8),(9,2),-0.0521612 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,8),(9,1),-0.0490864 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,8),(9,-1),-0.0900123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,7),(9,6),-0.0135683 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,7),(9,5),-0.0398175 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,7),(9,2),-0.0314995 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,7),(9,1),-0.0389504 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,7),(9,-1),-0.14059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,6),(9,5),-0.0323775 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,6),(9,2),-0.0592507 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,6),(9,1),-0.0173297 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,6),(9,-1),0.0828256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,5),(9,2),-0.0203419 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,5),(9,1),-0.0456086 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,5),(9,-1),-0.0323242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,2),(9,1),-0.0319037 # DEPENDENCYPART_GRANDSIBL
(23,9),(9,2),(9,-1),-0.0207592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,9),(9,1),(9,-1),-0.0836458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,10),(10,10),(10,11),0.101445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,10),(10,10),(10,12),0.0996916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,10),(10,10),(10,13),0.112536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,10),(10,10),(10,14),0.106955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,10),(10,10),(10,15),0.119163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,10),(10,10),(10,18),0.106955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,10),(10,10),(10,19),0.121413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,10),(10,10),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,10),(10,10),(10,25),-0.184118 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,10),(10,11),(10,12),0.123649 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,11),(10,13),0.12549 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,11),(10,14),0.114835 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,11),(10,15),0.125098 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,11),(10,18),0.114835 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,11),(10,19),0.12077 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,11),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,11),(10,25),-0.196289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,10),(10,12),(10,13),0.121769 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,12),(10,14),0.114425 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,12),(10,15),0.127794 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,12),(10,18),0.114425 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,12),(10,19),0.117049 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,12),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,12),(10,25),-0.205843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,10),(10,13),(10,14),0.121049 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,13),(10,15),0.117395 # DEPENDENCYPART_GRANDSIBL
(23,10),(10,13),(10,18),0.121049 # DEPENDENCYPART_GRANDSIBL
