# _root_ `` We 're encouraged that talks are scheduled again but beyond that , we have made no expression of expectations , '' a Boeing spokesman said .
#goldHeads=26,3,26,3,4,7,5,7,8,3,15,11,15,15,10,15,18,16,18,19,26,26,25,25,26,0,26,
#predictedHeads=26,3,26,3,4,7,5,7,8,3,15,11,15,15,10,15,18,16,18,19,26,26,25,25,26,0,26,
(6,8),(8,18),0.000467968 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.57218 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.421756 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.391781 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.240763 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),-0.315353 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-0.827678 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.29522 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.382248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.240362 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.16596 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.112623 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.20038 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0435485 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0377638 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0880642 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0533845 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.206789 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.113695 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0100879 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.00540099 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.215238 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),-0.212354 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0937692 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.352609 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.222391 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0923788 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.329042 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.112643 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.195049 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.198629 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.330177 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.291115 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.485759 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.153956 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.413699 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.30326 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.341153 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0415151 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0296141 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.09953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-0.27164 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.240035 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0153715 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.176746 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.334787 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.15071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.15428 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.350788 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.380737 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.382321 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.597607 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.169614 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.646025 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.633113 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.431028 # DEPENDENCYPART_GRANDPAR
(7,3),(3,27),-0.948954 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.17447 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.350128 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.134573 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0850925 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.237206 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.06883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.0765011 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.350641 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.33151 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.29831 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.559584 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.0964153 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.595089 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-0.513448 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0593494 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.324146 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.31056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.203065 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.491542 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.669551 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.329906 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.316266 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.147791 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.234902 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0721391 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.04271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.0626075 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.253819 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.279859 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.00403286 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.6168 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.327378 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.166335 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.661391 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.599791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.111461 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.098991 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.103303 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.171453 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0203725 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.260777 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.409012 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.0686941 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.452834 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.312956 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.0558781 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),0.0959216 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),-0.0196318 # DEPENDENCYPART_GRANDPAR
(7,8),(8,25),-0.726369 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.822034 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.190098 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.679317 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.562522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.366808 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.101464 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.265787 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.316825 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.463924 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.0458656 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.367945 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.201917 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0686034 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.00974283 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),1.12196 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0197757 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),0.0867349 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0973708 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0953453 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0180074 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.225891 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.355857 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.320254 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.203916 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.327299 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.243389 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.261397 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0802188 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.5667 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.667723 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.19789 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.0494783 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.517646 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.858637 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.369073 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.279355 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),0.0576802 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.630004 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.68713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.192287 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.102221 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.103481 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.222896 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.207187 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.343737 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.107067 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.147967 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.314851 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.222716 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.257096 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.400778 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.131261 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.00348552 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.0411036 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.496693 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.0569216 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.863502 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.318637 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),0.185603 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.652181 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.126007 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0882222 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.368008 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.462062 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.347561 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.470909 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.288339 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.519635 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.112381 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),0.0213324 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.0690753 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.744444 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-0.2098 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.865705 # DEPENDENCYPART_GRANDPAR
(7,22),(22,25),-0.798211 # DEPENDENCYPART_GRANDPAR
(7,24),(24,18),-0.50343 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),-0.636497 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.830872 # DEPENDENCYPART_GRANDPAR
(7,24),(24,25),-0.603867 # DEPENDENCYPART_GRANDPAR
(7,24),(24,26),-0.101639 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.214862 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.271967 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.392548 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.23609 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0489655 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.17786 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.359175 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.355928 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.09652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.220201 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.459814 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.313858 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.647752 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.325665 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.514262 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.617644 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-0.77347 # DEPENDENCYPART_GRANDPAR
(8,3),(3,27),-0.86264 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.190996 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.442247 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.407967 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.00995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.446108 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.575933 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.33541 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.325007 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.234951 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.139542 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0853593 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.243088 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.12002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.265411 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.499674 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.196595 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.430377 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.290554 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.459929 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0575424 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.217535 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.409262 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.10339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.218846 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.456529 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.328438 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.900165 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.612077 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.332044 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.521131 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.581969 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.764224 # DEPENDENCYPART_GRANDPAR
(8,7),(7,24),-0.676451 # DEPENDENCYPART_GRANDPAR
(8,7),(7,27),-0.872514 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.0722486 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.812562 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.787845 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.556199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0685615 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.047749 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.585337 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.224518 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.691045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.106221 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0950053 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.43171 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0672378 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.33622 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.444981 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),0.09285 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.304822 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.244065 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.340645 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0450428 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.126306 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.255285 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0533032 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.101767 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.0768559 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.0149352 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.130304 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.248553 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.559944 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.191923 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),0.158651 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.391359 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.00317398 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.61771 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.699511 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.732558 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.458636 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.199286 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.804147 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.810404 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.705335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.142258 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.071501 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0542086 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.436461 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.354525 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0887206 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0649025 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.425687 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.310075 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.552157 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.582436 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.37974 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.583346 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.327493 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.850865 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.237757 # DEPENDENCYPART_GRANDPAR
(8,15),(15,27),-0.652074 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.678259 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.00714789 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.783771 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.113785 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.0139697 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.693187 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.264464 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.257952 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.238863 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.373776 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.45214 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.1185 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.350912 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.148448 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.779065 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.154834 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.494482 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.495434 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.014617 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.0338575 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.350569 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.494166 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.205742 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.376535 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-0.222503 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.857549 # DEPENDENCYPART_GRANDPAR
(8,18),(18,26),-0.17313 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.253736 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.465241 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.801952 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.888975 # DEPENDENCYPART_GRANDPAR
(8,24),(24,18),-0.286346 # DEPENDENCYPART_GRANDPAR
(8,24),(24,20),-0.453024 # DEPENDENCYPART_GRANDPAR
(8,24),(24,23),-0.535695 # DEPENDENCYPART_GRANDPAR
(8,24),(24,25),-0.682112 # DEPENDENCYPART_GRANDPAR
(8,24),(24,26),-0.0927316 # DEPENDENCYPART_GRANDPAR
(8,25),(25,17),-0.05142 # DEPENDENCYPART_GRANDPAR
(8,25),(25,20),-0.578638 # DEPENDENCYPART_GRANDPAR
(8,25),(25,22),-0.418426 # DEPENDENCYPART_GRANDPAR
(8,25),(25,23),-0.169624 # DEPENDENCYPART_GRANDPAR
(8,25),(25,24),-0.17943 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.332473 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.481652 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.326528 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.342205 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.392083 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.731544 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.890949 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.553175 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.252945 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.384416 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.242977 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.147529 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0890734 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.41411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.333637 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.567271 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.399233 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.192778 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.208455 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.176285 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.216647 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.227606 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.334013 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.36594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.289336 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.70184 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.720556 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.655762 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.791803 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.777639 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.803233 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.849399 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-1.04835 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-1.25043 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.504208 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.359418 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.364024 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.47565 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.426264 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.43732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
