# _root_ The establishment of the separate company , to be called Courtaulds Textiles , could be effective as early as next year 's first quarter .
#goldHeads=2,14,2,6,6,3,6,9,6,9,12,10,6,0,14,15,15,17,17,21,24,21,24,19,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,12,10,6,0,14,15,15,17,17,21,24,21,24,19,14,
(15,9),(9,11),(9,13),0.121174 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,14),0.116131 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,15),-0.123196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,11),(9,16),-0.124976 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,17),-0.129666 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,24),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,11),(9,26),-0.141362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,12),(9,13),0.1222 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,12),(9,14),0.116131 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,12),(9,15),-0.123196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,12),(9,16),-0.124976 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,12),(9,17),-0.129666 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,12),(9,24),-0.128004 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,12),(9,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,12),(9,26),-0.141362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,13),(9,14),0.128635 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,15),-0.149615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,13),(9,16),-0.125036 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,17),-0.128783 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,24),-0.126167 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,13),(9,26),-0.115726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,14),(9,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,14),(9,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,14),(9,26),-0.135317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,15),(9,16),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,17),-0.125602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,24),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,15),(9,26),-0.11821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,16),(9,17),-0.124889 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,16),(9,24),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,16),(9,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,16),(9,26),-0.136555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,17),(9,24),-0.126476 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,17),(9,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,17),(9,26),-0.0621699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,24),(9,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,24),(9,26),-0.140429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,25),(9,26),-0.144353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,9),(9,8),0.0701235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,7),-0.114761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,6),-0.0169389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,3),-0.030692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,2),-0.0129543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,-1),0.0500734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,9),(9,8),(9,7),0.0267734 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,8),(9,6),-0.0472402 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,8),(9,3),-0.0203499 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,8),(9,2),-0.0469106 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,8),(9,-1),-0.0331929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,7),(9,6),-0.0756891 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,7),(9,3),-0.0357653 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,7),(9,2),-0.0749138 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,7),(9,-1),0.0819667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,6),(9,3),-0.0962584 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,6),(9,2),-0.00203101 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,6),(9,-1),-0.0468697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,3),(9,2),-0.00954634 # DEPENDENCYPART_GRANDSIBL
(15,9),(9,3),(9,-1),0.000824793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,2),(9,-1),-0.0262028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,26),-0.0847363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,13),(13,-1),0.00379375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,15),-0.138072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,16),-0.125509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,17),-0.126324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,18),-0.126181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,19),-0.0834412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,21),-0.134428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,26),-0.316083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,15),(14,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,19),-0.128203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,21),-0.124908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,26),-0.209234 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,16),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,19),-0.12528 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,26),-0.115712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,17),(14,18),-0.125342 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,19),-0.124993 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,21),-0.125024 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,25),-0.1249 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,26),-0.159666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,18),(14,19),-0.124965 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,21),-0.125024 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,25),-0.1249 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,26),-0.148031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,19),(14,21),-0.12512 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,26),-0.054003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,21),(14,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,21),(14,26),-0.177992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,25),(14,26),-0.125671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,13),-0.0875662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,12),0.0224978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,11),0.0224978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,10),-0.0656807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,9),-0.0661336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,7),-0.0875662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,6),0.02374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,5),-0.0353296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,3),-0.0793601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,2),0.0224978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,1),-0.0599386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,-1),-0.0965156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,13),(14,12),-0.0399097 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,11),-0.0399097 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,10),-0.0212981 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,9),-0.0213742 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,7),-0.0422127 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,6),-0.0399097 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,5),-0.0382018 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,3),-0.0234702 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,2),-0.0399097 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,1),-0.0420689 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,-1),-0.0397082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,12),(14,11),-0.0435221 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,10),-0.0387641 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,9),-0.0387766 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,7),0.0296578 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,6),-0.0435221 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,5),-0.0430437 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,3),-0.0265121 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,2),-0.0435221 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,1),-0.0433942 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,-1),-0.099814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,11),(14,10),-0.0387641 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,9),-0.0387766 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,7),0.0296578 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,6),-0.0435221 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,5),-0.0430437 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,3),-0.0265121 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,2),-0.0435221 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,1),-0.0433942 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,11),(14,-1),-0.099814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,10),(14,9),-0.0523568 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,7),-0.0618894 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,6),-0.0477992 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,5),-0.0423489 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,3),-0.0375199 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,2),-0.0477975 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,1),-0.0429075 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,10),(14,-1),0.0310277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,9),(14,7),-0.0645988 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,6),-0.0491474 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,5),-0.0426991 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,3),-0.0282146 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,2),-0.0491457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,1),-0.0429075 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,9),(14,-1),0.0327724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,7),(14,6),-0.0399097 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,7),(14,5),-0.0382018 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,7),(14,3),-0.0234702 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,7),(14,2),-0.0399097 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,7),(14,1),-0.0420689 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,7),(14,-1),-0.0397082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,6),(14,5),-0.0430437 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,6),(14,3),-0.0265303 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,6),(14,2),-0.0435221 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,6),(14,1),-0.0433942 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,6),(14,-1),-0.101186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,5),(14,3),-0.0429847 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,5),(14,2),-0.0439503 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,5),(14,1),-0.0420559 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,5),(14,-1),-0.0406374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,3),(14,2),-0.0447881 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,3),(14,1),-0.0420464 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,3),(14,-1),-0.0218957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,2),(14,1),-0.0433942 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,2),(14,-1),-0.099814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,1),(14,-1),-0.0547325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,17),-0.0367706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,18),-0.0346294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,19),-0.112827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,20),-0.018724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,21),-0.0114162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,23),-0.0187751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,24),-0.0109936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,25),-0.0475422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,26),-0.0052837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,17),(16,18),-0.0371671 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,19),-0.0269696 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,20),-0.045795 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,21),-0.0479684 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,23),-0.0457958 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,24),-0.0478618 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,25),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,26),-0.0759537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,18),(16,19),-0.0319455 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,20),-0.0444835 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,21),-0.0470657 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,23),-0.0444844 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,24),-0.0469591 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,25),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,26),-0.0672224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,19),(16,20),-0.0448086 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,21),-0.045617 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,23),-0.0463978 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,24),-0.0455052 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,25),-0.042014 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,26),-0.00373378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,20),(16,21),-0.0436624 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,23),-0.0368197 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,24),-0.0436624 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,26),-0.0387172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,21),(16,23),-0.0451151 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,24),-0.0429076 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,25),-0.0420012 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,26),-0.0611219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,23),(16,24),-0.0436624 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,23),(16,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,23),(16,26),-0.0404588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,24),(16,25),-0.0420012 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,24),(16,26),-0.0593275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,25),(16,26),-0.0471672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,15),0.130395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,12),-0.119384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,6),-0.119384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,2),-0.119384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,-1),-0.136298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,15),(16,13),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,12),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,6),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,2),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,-1),-0.101193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,13),(16,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,6),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,-1),-0.119407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,12),(16,6),-0.125003 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,2),-0.125003 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,12),(16,-1),-0.021664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,6),(16,2),-0.125121 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,6),(16,-1),-0.0245071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,2),(16,-1),-0.021664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,18),-0.00846899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),-0.0537395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,20),-0.1011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),0.0315032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,24),0.0160279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,25),-0.0442685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,26),0.0474171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,19),-0.0620224 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,20),-0.0360543 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.0433432 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,24),-0.0468379 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,26),-0.0570791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,19),(17,20),-0.0249776 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,21),-0.0430804 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,24),-0.0407581 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,25),-0.0422914 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,26),-0.0564282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,20),(17,21),-0.0504693 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,24),-0.0499702 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,25),-0.0420134 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,26),-0.138041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,21),(17,24),-0.0443594 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,26),0.122315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,24),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,26),0.101992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,25),(17,26),-0.0424667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,16),0.106359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,15),0.0936075 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,12),-0.136453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,11),-0.136453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,9),-0.103119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,8),-0.125246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,6),-0.136453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,2),-0.136453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,-1),0.00147459 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,16),(17,15),0.118602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,16),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,9),-0.124952 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,8),-0.12489 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,-1),-0.11598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,15),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,12),-0.125039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,11),-0.125039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
