# _root_ Nashua Corp. , rumored a potential takeover target for six months , said that a Dutch company has sought U.S. approval to buy up to 25 % of Nashua 's shares .
#goldHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
#predictedHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
(13,2),(2,9),(2,12),0.0789916 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,13),-0.110676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,9),(2,17),-0.124615 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,18),-0.112055 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,21),-0.124615 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,9),(2,33),0.00250269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,11),(2,12),0.175295 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,13),-0.125994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,11),(2,17),-0.10734 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,18),-0.125995 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,21),-0.10734 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,33),-0.0852029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,12),(2,13),-0.141532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,12),(2,17),-0.144143 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,18),-0.141715 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,21),-0.144143 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,32),-0.125335 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,33),-0.118363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,13),(2,17),-0.125498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,18),-0.122572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,21),-0.125498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,32),-0.124896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,33),-0.136756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,17),(2,18),-0.125995 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,17),(2,21),-0.10734 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,17),(2,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,17),(2,33),-0.0844763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,18),(2,21),-0.125438 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,18),(2,32),-0.124895 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,18),(2,33),-0.145396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,21),(2,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,21),(2,33),-0.0852328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,32),(2,33),-0.139006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,2),(2,1),0.0123476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,-1),-0.0232525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,1),(2,-1),-0.033413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,3),(3,33),-0.0275634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,3),(3,-1),0.0593642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,4),(4,5),0.0857979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,6),0.128862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,7),0.186699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,8),0.188162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,9),-0.0171798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,10),0.114018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,11),0.18523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,12),0.0747607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,13),-0.108455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,4),(4,14),0.075626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,18),-0.108942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,19),-0.108262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,22),-0.0986278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,33),-0.328362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,5),(4,6),0.118877 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,7),0.115592 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,8),0.115592 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,9),0.125182 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,10),0.119162 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,11),0.115592 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,12),0.111554 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,5),(4,14),-0.125908 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,22),-0.124899 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,33),-0.0908456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,6),(4,7),0.12589 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,8),0.12589 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,9),0.103487 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,10),0.118544 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,11),0.12589 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,12),0.133525 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,13),-0.125626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,6),(4,14),-0.13086 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,18),-0.125635 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,19),-0.125626 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,22),-0.124888 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,33),-0.10808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,7),(4,8),0.0935065 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,9),0.166534 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,10),0.114367 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,11),0.0935024 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,12),0.0948768 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,13),-0.116641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,7),(4,14),-0.205917 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,18),-0.117661 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,19),-0.116641 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,22),-0.127799 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,33),-0.0335922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,8),(4,9),0.165444 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,10),0.114367 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,11),0.0936621 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,12),0.0950294 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,13),-0.116641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,8),(4,14),-0.205917 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,18),-0.117661 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,19),-0.116641 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,22),-0.127799 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,33),-0.0334309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,9),(4,10),0.116307 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,11),0.135714 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,12),0.0845012 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,13),-0.127088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,9),(4,14),-0.132449 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,18),-0.127155 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,19),-0.127088 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,22),-0.124971 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,33),-0.167396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,10),(4,11),0.114358 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,12),0.14636 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,10),(4,14),-0.126079 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,22),-0.12489 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,33),-0.164253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,11),(4,12),0.0950288 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,11),(4,13),-0.116641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,11),(4,14),-0.205971 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,11),(4,18),-0.117661 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,11),(4,19),-0.116641 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,11),(4,22),-0.127799 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,11),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,11),(4,33),-0.0325053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,12),(4,13),-0.151816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,12),(4,14),-0.17801 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,12),(4,18),-0.152097 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,12),(4,19),-0.151816 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,12),(4,22),-0.125049 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,12),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,12),(4,33),-0.159763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,13),(4,14),-0.139406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,13),(4,18),-0.125162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,13),(4,19),-0.125136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,13),(4,22),-0.124996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,13),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,13),(4,33),-0.108032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,14),(4,18),-0.127228 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,14),(4,19),-0.127161 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,14),(4,22),-0.124967 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,14),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,14),(4,33),-0.0779173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,18),(4,19),-0.125145 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,18),(4,22),-0.124996 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,18),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,18),(4,33),-0.104865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,19),(4,22),-0.124996 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,19),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,19),(4,33),-0.0990344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,22),(4,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,22),(4,33),-0.228366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,32),(4,33),-0.145444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,4),(4,3),-0.129929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,2),0.0119845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,1),0.00976275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,-1),-0.00566591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,3),(4,2),-0.0716319 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,3),(4,1),-0.0742933 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,3),(4,-1),0.0630138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,2),(4,1),0.00275456 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,2),(4,-1),-0.0292775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,1),(4,-1),-0.031329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,5),(5,6),0.124807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,7),0.113834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,9),0.143044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,33),-0.302061 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,6),(5,7),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,9),0.118166 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,33),-0.115728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,7),(5,9),0.11911 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,33),-0.12446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,9),(5,33),-0.100343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,5),(5,-1),-0.12211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,6),(6,6),(6,7),0.155697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,9),0.100249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,10),0.118942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,11),0.153165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,33),-0.229718 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,6),(6,7),(6,9),0.109054 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,10),0.117179 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,11),0.111649 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,33),-0.00861762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,9),(6,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,9),(6,11),0.115307 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,9),(6,33),-0.133274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,10),(6,11),0.118583 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,10),(6,33),-0.125104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,11),(6,33),-0.0124643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,6),(6,5),-0.042561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,3),-0.0680724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,2),-0.0312401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,-1),-0.0783856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,6),(6,5),(6,3),-0.0434337 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,5),(6,2),-0.0437818 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,5),(6,-1),-0.0213169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,3),(6,2),-0.0649639 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,3),(6,-1),-0.066179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,2),(6,-1),-0.0761866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,7),(7,8),0.0465956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,9),0.164949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,10),0.157749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,11),0.0452195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,13),-0.0942543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,7),(7,33),-0.157262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,8),(7,9),0.126345 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,10),0.115235 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,11),0.125562 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,8),(7,13),-0.125994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,8),(7,33),-0.0912674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,9),(7,10),0.115751 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,11),0.126724 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,9),(7,13),-0.110676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,9),(7,33),0.0019907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,10),(7,11),0.117207 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,10),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,10),(7,33),-0.061391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,11),(7,13),-0.125994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,11),(7,33),-0.0915022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,13),(7,33),-0.140153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,7),(7,6),-0.08406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,5),-0.158409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,4),-0.0652119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,2),0.0101716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,7),(7,7),(7,-1),-0.0224232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,7),(7,6),(7,5),0.0172638 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,4),-0.0465915 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,2),-0.0293952 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,6),(7,-1),-0.0596027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,5),(7,4),-0.0457191 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,5),(7,2),-0.0584997 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,5),(7,-1),0.024086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,4),(7,2),-0.060983 # DEPENDENCYPART_GRANDSIBL
(13,7),(7,4),(7,-1),-0.109545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,7),(7,2),(7,-1),-0.0324823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,9),0.165118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,10),0.157775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,11),0.04578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,12),0.0664441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,13),-0.0942543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,8),(8,17),-0.00679298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,18),-0.0986992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,33),-0.158544 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,9),(8,10),0.115751 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,11),0.126724 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,12),0.0828551 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,13),-0.110676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,9),(8,17),-0.124615 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,18),-0.112055 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,33),0.0021591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,10),(8,11),0.117202 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,12),0.143357 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,10),(8,17),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,10),(8,33),-0.0611815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,11),(8,12),0.180476 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,13),-0.125994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,11),(8,17),-0.1073 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,18),-0.125995 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,11),(8,33),-0.0916026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,12),(8,13),-0.141289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,12),(8,17),-0.143231 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,18),-0.141472 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,12),(8,33),-0.105011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,13),(8,17),-0.125497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,18),-0.122572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,13),(8,33),-0.137489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,17),(8,18),-0.125995 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,17),(8,33),-0.0908759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,18),(8,33),-0.146129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,7),0.0176344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,6),-0.0782454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,5),-0.154943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,4),-0.0647116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,3),0.0840099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,2),0.0117201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,1),0.012978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,-1),-0.0209761 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,7),(8,6),-0.0428831 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,5),-0.0438759 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,4),-0.00594712 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,3),-0.0642495 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,2),-0.0479553 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,1),-0.0453925 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,7),(8,-1),-0.0225728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,6),(8,5),0.0175217 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,4),-0.0465915 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,3),-0.0667309 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,2),-0.0293952 # DEPENDENCYPART_GRANDSIBL
