# _root_ Ways and Means veteran Gephardt ( D. , Mo . ) moves to the House Budget Committee ; Rep. Cardin ( D. , Md . ) replaces him ... .
#goldHeads=2,5,2,5,12,7,5,7,7,9,7,0,12,17,17,17,13,12,20,27,22,20,22,22,24,22,12,27,12,12,
#predictedHeads=2,12,5,5,2,7,5,7,7,9,7,0,12,17,17,17,13,12,20,27,22,20,22,22,24,22,12,27,12,12,
(19,24),(24,22),(24,-1),-0.144365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,21),(24,20),0.111452 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,19),0.111452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,21),(24,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,21),(24,-1),-0.0642017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,20),(24,19),0.109557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,20),(24,16),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,15),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,20),(24,-1),-0.14379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,19),(24,16),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,15),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,24),(24,19),(24,-1),-0.145907 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,24),(24,16),(24,15),-0.125449 # DEPENDENCYPART_GRANDSIBL
(19,24),(24,16),(24,-1),-0.143824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,24),(24,15),(24,-1),-0.1445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,26),(26,26),(26,31),-0.0476679 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,26),(26,26),(26,-1),-0.108178 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,27),(27,27),(27,28),-0.0616668 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,29),-0.0353851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,30),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,31),0.0678672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,27),(27,28),(27,29),-0.0441221 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,28),(27,30),-0.0424261 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,28),(27,31),-0.0698858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,29),(27,30),-0.0420049 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,29),(27,31),-0.0323685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,30),(27,31),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,27),(27,26),0.09359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,25),0.118165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,24),0.165303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,23),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,22),0.165122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,21),0.135657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,20),0.165303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,19),0.165301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,27),(27,27),(27,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,17),-0.175306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,14),-0.12684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,12),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,9),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,8),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,7),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,5),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,4),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,3),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,2),-0.162738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,1),-0.175299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,-1),0.0447061 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,27),(27,26),(27,25),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,24),0.114398 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,23),0.118908 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,22),0.114398 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,21),0.119153 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,20),0.114398 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,19),0.114398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,26),(27,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,2),-0.124894 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,-1),-0.136644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,25),(27,24),0.116571 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,23),0.119164 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,22),0.116571 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,21),0.11916 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,20),0.116571 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,19),0.116571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,25),(27,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,-1),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,24),(27,23),0.0567466 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,22),0.0946112 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,21),0.116979 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,20),0.0946112 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,19),0.0944621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,24),(27,18),-0.124902 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,17),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,12),-0.125221 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,8),-0.125057 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,4),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,2),-0.125032 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,-1),-0.0300272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,23),(27,22),0.117315 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,21),0.117663 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,20),0.117642 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,19),0.117642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,23),(27,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,17),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,12),-0.127089 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,9),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,7),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,5),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,4),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,3),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,2),-0.124954 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,23),(27,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,22),(27,21),0.116543 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,20),0.0946112 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,19),0.0944621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,22),(27,18),-0.124902 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,17),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,12),-0.125221 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,8),-0.125057 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,4),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,2),-0.125032 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,22),(27,-1),-0.0300988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,21),(27,20),0.119299 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,19),0.119299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,21),(27,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,21),(27,-1),-0.0940339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,20),(27,19),0.0944621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,20),(27,18),-0.124902 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,17),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,12),-0.125221 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,8),-0.125057 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,4),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,2),-0.125032 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,20),(27,-1),-0.0300272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,19),(27,18),-0.124902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,17),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,12),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,9),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,8),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,7),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,5),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,4),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,3),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,2),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,1),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,19),(27,-1),-0.0300352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,27),(27,18),(27,17),-0.124892 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,18),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,18),(27,12),-0.125058 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,18),(27,9),-0.124892 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,18),(27,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,18),(27,7),-0.124892 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,18),(27,5),-0.124892 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,18),(27,4),-0.124892 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,18),(27,3),-0.124892 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,18),(27,2),-0.125045 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,18),(27,1),-0.124892 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,18),(27,-1),-0.106374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,17),(27,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,17),(27,12),-0.125221 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,17),(27,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,17),(27,8),-0.125057 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,17),(27,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,17),(27,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,17),(27,4),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,17),(27,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,17),(27,2),-0.125032 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,17),(27,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,17),(27,-1),-0.0323397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,14),(27,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,14),(27,9),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,14),(27,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,14),(27,7),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,14),(27,5),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,14),(27,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,14),(27,3),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,14),(27,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,14),(27,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,14),(27,-1),-0.134194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,12),(27,9),-0.124893 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,12),(27,8),-0.124926 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,12),(27,7),-0.124893 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,12),(27,5),-0.124893 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,12),(27,4),-0.124893 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,12),(27,3),-0.124893 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,12),(27,2),-0.124982 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,12),(27,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,12),(27,-1),-0.146226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,9),(27,8),-0.125057 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,9),(27,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,9),(27,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,9),(27,4),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,9),(27,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,9),(27,2),-0.125032 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,9),(27,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,9),(27,-1),-0.0300272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,8),(27,7),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,8),(27,5),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,8),(27,4),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,8),(27,3),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,8),(27,2),-0.124954 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,8),(27,1),-0.125259 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,8),(27,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,7),(27,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,7),(27,4),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,7),(27,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,7),(27,2),-0.125032 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,7),(27,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,7),(27,-1),-0.0300988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,5),(27,4),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,5),(27,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,5),(27,2),-0.125032 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,5),(27,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,5),(27,-1),-0.0300272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,4),(27,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,4),(27,2),-0.125032 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,4),(27,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,4),(27,-1),-0.0300361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,3),(27,2),-0.125032 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,3),(27,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,3),(27,-1),-0.0301347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,2),(27,1),0.25292 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,2),(27,-1),-0.129462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,1),(27,-1),-0.0301487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,9),(9,10),0.145049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,11),0.0701278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,12),0.125878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,18),0.124852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,22),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,25),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,31),0.0259905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,9),(9,10),(9,11),0.139916 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,12),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,18),0.119164 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,31),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,11),(9,12),0.119163 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,18),0.118591 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,11),(9,31),-0.102281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,12),(9,18),0.117627 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,12),(9,22),-0.124957 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,12),(9,25),-0.124886 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,12),(9,31),-0.173811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,18),(9,22),-0.12582 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,18),(9,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,18),(9,31),-0.0926522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,22),(9,25),-0.125194 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,22),(9,31),-0.143711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,25),(9,31),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,9),(9,8),0.138962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,7),-0.186784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,6),-0.00229398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,5),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,4),-0.183473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,3),-0.183088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,1),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,-1),0.105401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,9),(9,8),(9,7),0.133447 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,6),-0.0462296 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,5),0.13421 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,4),0.13421 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,3),0.13421 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,1),0.13421 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,8),(9,-1),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,7),(9,6),-0.0538288 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,7),(9,5),-0.0135738 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,7),(9,4),-0.0135738 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,7),(9,3),-0.0135738 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,7),(9,1),-0.0135738 # DEPENDENCYPART_GRANDSIBL
