# _root_ Whether Polly Peck 's acquisition makes sense remains to be seen , but at the news conference , Mr. Nadir brimmed with self-confidence that he can turn Sansui around .
#goldHeads=6,3,5,3,6,8,6,13,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,23,26,27,27,13,
#predictedHeads=3,3,5,3,6,13,8,6,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,21,26,27,28,13,
(20,26),(26,27),(26,29),-0.0215759 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,27),(26,30),-0.0258381 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,27),(26,31),0.0316395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,28),(26,29),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,28),(26,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,28),(26,31),-0.0258829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,29),(26,30),-0.0194413 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,29),(26,31),-0.0248099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,30),(26,31),-0.0292287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,26),(26,25),0.125951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,24),0.134364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,23),0.182579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,22),0.12103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,21),0.0927257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,20),0.182579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,19),-0.145048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,17),-0.145036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,16),-0.145036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,15),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,13),-0.145814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,11),-0.144758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,10),-0.144758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,8),-0.144758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,7),-0.145036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,6),-0.144758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,5),-0.145036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,3),-0.145036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,-1),-0.327961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,26),(26,25),(26,24),0.074816 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,23),0.109399 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,22),0.0841094 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,21),0.109256 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,20),0.109399 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,25),(26,-1),-0.0689623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,24),(26,23),0.113532 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,22),0.105521 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,21),0.10878 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,20),0.113532 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,24),(26,-1),-0.137825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,23),(26,22),0.0939121 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,21),0.113953 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,20),0.0996985 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,19),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,18),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,17),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,16),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,15),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,14),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,12),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,7),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,5),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,3),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,23),(26,-1),-0.0283088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,22),(26,21),0.10891 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,20),0.113765 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,22),(26,-1),-0.179867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,21),(26,20),0.106571 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,21),(26,-1),-0.141004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,20),(26,19),-0.144783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,18),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,17),-0.144783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,16),-0.144783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,15),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,14),-0.144885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,12),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,7),-0.144783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,5),-0.144783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,3),-0.144783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,20),(26,-1),-0.0283088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,26),(26,19),(26,18),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,17),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,16),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,15),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,14),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,12),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,7),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,5),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,3),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,19),(26,-1),-0.0283783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,18),(26,17),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,16),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,14),-0.144709 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,11),-0.144782 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,10),-0.144782 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,8),-0.144782 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,7),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,6),-0.144782 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,5),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,3),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,18),(26,-1),-0.153902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,17),(26,16),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,15),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,14),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,12),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,7),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,5),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,3),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,17),(26,-1),-0.0283162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,16),(26,15),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,16),(26,14),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,16),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,16),(26,12),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,16),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,16),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,16),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,16),(26,7),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,16),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,16),(26,5),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,16),(26,3),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,16),(26,-1),-0.0283088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,15),(26,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,15),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,15),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,15),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,15),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,15),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,15),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,15),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,15),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,15),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,15),(26,-1),-0.146061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,14),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,14),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,14),(26,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,14),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,14),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,14),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,14),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,14),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,14),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,14),(26,-1),-0.180012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,13),(26,12),0.131998 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,13),(26,11),0.0196409 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,13),(26,10),0.0495476 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,13),(26,8),-0.0134428 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,13),(26,7),0.0192245 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,13),(26,6),-0.0348035 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,13),(26,5),0.0299283 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,13),(26,3),0.0369249 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,13),(26,-1),-0.151606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,12),(26,11),-0.144782 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,12),(26,10),-0.144782 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,12),(26,8),-0.144782 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,12),(26,7),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,12),(26,6),-0.144782 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,12),(26,5),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,12),(26,3),-0.144749 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,12),(26,-1),-0.153902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,11),(26,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,11),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,11),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,11),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,11),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,11),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,11),(26,-1),-0.141004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,10),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,10),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,10),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,10),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,10),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,10),(26,-1),-0.141019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,8),(26,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,8),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,8),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,8),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,8),(26,-1),-0.141013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,7),(26,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,7),(26,5),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,7),(26,3),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,7),(26,-1),-0.0283088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,6),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,6),(26,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,6),(26,-1),-0.141004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,5),(26,3),-0.144783 # DEPENDENCYPART_GRANDSIBL
(20,26),(26,5),(26,-1),-0.0292303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,3),(26,-1),-0.0283101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,28),(28,28),(28,29),-0.00335313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,28),(28,28),(28,31),0.135846 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,28),(28,29),(28,31),-0.0143188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,28),(28,28),(28,27),0.0931899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,28),(28,28),(28,23),0.161031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,28),(28,28),(28,-1),-0.0182158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,28),(28,27),(28,23),0.113743 # DEPENDENCYPART_GRANDSIBL
(20,28),(28,27),(28,-1),-0.196509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,28),(28,23),(28,-1),-0.173847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,29),(29,29),(29,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,29),(29,29),(29,31),-0.312334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,29),(29,30),(29,31),-0.0238712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,29),(29,29),(29,24),0.111958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,29),(29,29),(29,-1),-0.118697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,29),(29,24),(29,-1),-0.146921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,1),(1,2),0.020832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,4),0.0983595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,1),(1,1),(1,31),-0.180682 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,1),(1,2),(1,4),0.112125 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,2),(1,31),-0.116949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,4),(1,31),-0.177941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,1),(1,-1),0.0866526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,2),(2,2),(2,3),0.023601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,4),0.0983595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,6),0.130936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,7),0.0236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,8),0.131584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,31),-0.185181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,2),(2,3),(2,4),0.112125 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,6),0.130064 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,7),0.104443 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,8),0.130064 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,31),-0.114437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,4),(2,6),0.109169 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,7),0.114639 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,8),0.109169 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,31),-0.177941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,6),(2,7),0.112756 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,8),0.113004 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,31),-0.139447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,7),(2,8),0.130064 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,7),(2,31),-0.114476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,8),(2,31),-0.138223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,2),(2,1),0.0331976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,-1),0.0612112 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,2),(2,1),(2,-1),-0.00622759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
