# _root_ Financial markets quieted , with stock prices edging lower , bonds inching up and the dollar almost unchanged .
#goldHeads=2,3,0,3,3,7,8,14,8,14,12,14,12,5,16,18,18,14,3,
#predictedHeads=2,3,0,3,3,7,8,5,8,14,12,14,12,8,16,18,18,14,3,
(11,13),(13,13),(13,8),-0.125264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,7),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,5),-0.107156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,2),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,-1),-0.168574 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,12),(13,11),0.121951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,12),(13,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,7),-0.125004 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,5),-0.125071 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,2),-0.125004 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,-1),-0.0889022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,11),(13,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,8),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,5),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,-1),-0.130465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,10),(13,8),-0.124929 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,7),-0.124962 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,5),-0.125874 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,2),-0.124962 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,-1),-0.11553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,8),(13,7),-0.125004 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,5),-0.125071 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,2),-0.125004 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,-1),-0.0889022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,7),(13,5),-0.124889 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,-1),-0.130468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,5),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,-1),-0.11293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,2),(13,-1),-0.130474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,15),0.00130288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0734498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,17),-0.0253172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,18),0.115824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,19),-0.053435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,20),-0.335777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.0457485 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,17),-0.0423606 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,18),-0.0431087 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,20),-0.0320557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,17),-0.0495323 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,18),-0.151408 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,19),-0.0366663 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,20),-0.00351681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,17),(14,18),-0.0393835 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,20),-0.0225084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,18),(14,19),-0.0434927 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,20),0.0823789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,19),(14,20),-0.0552103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.130209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,12),0.222925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,11),0.204672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,14),(14,10),-0.125566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,9),-0.125397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,8),-0.136584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,7),-0.146271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,6),-0.145575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,5),-0.127393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,4),-0.125566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,3),-0.136584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,2),-0.145575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,1),-0.130443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.515856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,12),0.10617 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,11),0.111425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,13),(14,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,8),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,7),-0.124902 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,6),-0.124902 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,5),-0.12491 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,3),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,2),-0.124902 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,-1),-0.119841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,11),0.0699028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,10),-0.124964 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,9),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,8),-0.124895 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,7),-0.126439 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,6),-0.126439 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,5),-0.125306 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,4),-0.124964 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,2),-0.126439 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,-1),-0.127028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,11),(14,10),-0.12646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,9),-0.124993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,8),-0.127112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,7),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,6),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,5),-0.127877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,4),-0.12646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,3),-0.127112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,2),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,1),-0.125453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,-1),-0.213063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,10),(14,9),-0.126206 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,8),-0.128055 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,7),-0.129249 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,6),-0.129249 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,5),-0.12642 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,3),-0.128055 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,2),-0.129249 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,1),-0.125147 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,-1),-0.124493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,9),(14,8),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,7),-0.124902 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,6),-0.124902 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,5),-0.12491 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,3),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,2),-0.124902 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,-1),-0.123877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,8),(14,7),-0.126439 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,6),-0.126439 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,5),-0.125306 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,4),-0.124964 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,2),-0.126439 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,-1),-0.127028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,7),(14,6),-0.130147 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,5),-0.127877 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,4),-0.12646 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,3),-0.127112 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,2),-0.130147 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,1),-0.125453 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,7),(14,-1),-0.214886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,6),(14,5),-0.127877 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,4),-0.12646 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,3),-0.127112 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,2),-0.130147 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,1),-0.125453 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,-1),-0.229925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,5),(14,4),-0.124927 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,3),-0.124889 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,2),-0.124957 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,1),-0.124896 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,-1),-0.029911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,4),(14,3),-0.128055 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,4),(14,2),-0.129249 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,4),(14,1),-0.125147 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,4),(14,-1),-0.124493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,3),(14,2),-0.126439 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,3),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,3),(14,-1),-0.127028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,2),(14,1),-0.125453 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,2),(14,-1),-0.212456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,1),(14,-1),0.00136564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),-0.0726745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),-0.0696937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,19),0.085081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,20),0.108272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0421065 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,19),-0.0425367 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,20),-0.0815658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,18),(16,19),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,20),-0.0544732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,19),(16,20),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,15),0.113323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,14),0.0382101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,13),0.10294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,11),0.151683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,16),(16,-1),0.0354426 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,15),(16,14),0.132243 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,13),0.119757 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,11),0.147667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,15),(16,-1),-0.163185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,13),0.335338 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,11),0.196828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,-1),-0.220012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,13),(16,11),0.117116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,13),(16,-1),-0.123649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,11),(16,-1),-0.140108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,17),(17,18),-0.0232641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,19),-0.046086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,20),0.0146363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,18),(17,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,20),-0.00989128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,19),(17,20),-0.0440021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,16),0.107948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,15),0.10327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,12),0.151242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,11),0.107946 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,17),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,8),-0.125254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,7),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,2),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,-1),-0.194277 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,16),(17,15),0.11902 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,12),0.119156 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,11),0.118858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,16),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,8),-0.124941 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,-1),-0.13411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,15),(17,12),0.119162 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,11),0.116693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,15),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,7),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,2),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,-1),-0.13509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,12),(17,11),0.121951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,12),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,7),-0.125004 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,2),-0.125004 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,12),(17,-1),-0.0887801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,11),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,8),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,-1),-0.134114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,10),(17,8),-0.124929 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,7),-0.124962 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,2),-0.124962 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,10),(17,-1),-0.114962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,8),(17,7),-0.125004 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,2),-0.125004 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,8),(17,-1),-0.0887801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,7),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,7),(17,-1),-0.134117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,2),(17,-1),-0.134123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,19),-0.042021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,20),0.0271028 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,19),(18,20),-0.042022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,17),0.120094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,16),0.123081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,15),0.134141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,14),0.162996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,13),0.121806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,-1),0.0224977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,17),(18,16),0.11724 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,15),0.117113 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,14),0.118597 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,13),0.124442 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,-1),-0.11851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,16),(18,15),0.117778 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,14),0.118193 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,13),0.117451 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,-1),-0.121864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,15),(18,14),0.119163 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,13),0.11337 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,-1),-0.117641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,14),(18,13),0.332598 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,-1),-0.0891661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,13),(18,-1),-0.118157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,19),(19,20),-0.00870288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,19),(19,18),0.116701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,-1),-0.0544804 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,18),(19,-1),-0.125618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,2),(2,3),0.179874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,4),0.041148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,5),0.123599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,7),0.0333104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,8),0.179874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,10),0.041148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,11),0.0376617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,12),-0.0934838 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,2),(2,2),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,20),-0.168069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,2),(2,3),(2,4),0.183267 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,5),0.10661 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,7),0.116402 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,8),0.128922 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,10),0.183267 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,11),0.116408 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,12),-0.122561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,3),(2,19),-0.124894 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,20),-0.0801293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,4),(2,5),0.065853 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,7),0.201798 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,8),0.134128 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,10),0.085871 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,11),0.202189 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,12),-0.141135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,4),(2,19),-0.125335 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,20),-0.119629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,5),(2,7),0.121694 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,8),0.130799 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,10),0.106724 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,11),0.121896 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,12),-0.117442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,5),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,20),-0.0433103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,7),(2,8),0.126298 # DEPENDENCYPART_GRANDSIBL
