# _root_ As you can see , the capital-gains reduction plan adopted by the House would not be temporary , but permanent .
#goldHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
#predictedHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
(11,14),(14,6),(14,-1),-0.12667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,5),(14,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,5),(14,-1),-0.116009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,4),(14,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,4),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,4),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,4),(14,-1),-0.126856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,3),(14,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,3),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,3),(14,-1),-0.124954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,2),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,2),(14,-1),-0.124569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,1),(14,-1),-0.158647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,16),-0.086755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,17),-0.0504439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,20),-0.0504439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,22),-0.00676093 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,16),(15,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,22),-0.0399207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,17),(15,20),-0.0420002 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,22),-0.0464447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,20),(15,22),-0.0464447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,13),0.146274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,12),0.107774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,11),0.121752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,15),(15,9),-0.132317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),-0.162645 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,13),(15,12),0.118008 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,11),0.118356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,13),(15,9),-0.125219 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,-1),-0.0332352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,12),(15,11),0.119163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,12),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,-1),-0.135789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,11),(15,9),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,-1),-0.132267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,9),(15,-1),-0.0332568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),-0.0359965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),-0.0896834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,19),-0.0666611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,20),-0.0359965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,21),-0.0448079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,22),-0.0446404 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0460607 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,19),-0.0399108 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,20),-0.0420028 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,21),-0.0427869 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,22),-0.0327312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,18),(16,19),-0.0529561 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,20),-0.0428587 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,21),-0.0420085 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,22),-0.0301836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,19),(16,20),0.101249 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,21),0.203735 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,22),-0.0436377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,20),(16,21),-0.0427869 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,22),-0.0327312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,21),(16,22),-0.0452466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,15),0.1729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,14),0.118988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,13),0.129037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,12),0.0926951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,11),0.112393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,16),(16,9),-0.13056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,7),-0.13056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,1),-0.129262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,-1),-0.155469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,15),(16,14),0.119161 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,13),0.119113 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,12),0.11588 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,11),0.117008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,15),(16,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,1),-0.124894 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,15),(16,-1),-0.0734355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,13),0.119076 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,12),0.119164 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,11),0.119161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,14),(16,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,-1),-0.126349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,13),(16,12),0.110707 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,11),0.124056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,13),(16,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,5),-0.125029 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,1),-0.127649 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,13),(16,-1),-0.118509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,12),(16,11),0.11831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,12),(16,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,1),-0.1249 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,12),(16,-1),-0.173599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,11),(16,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,1),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,-1),-0.131544 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,9),(16,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,5),-0.125029 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,1),-0.127649 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,9),(16,-1),-0.121661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,7),(16,5),-0.125029 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,1),-0.127649 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,7),(16,-1),-0.120487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,5),(16,1),-0.125737 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,5),(16,-1),-0.142918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,1),(16,-1),-0.137167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,18),-0.0207978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,19),-0.050869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,20),-0.0378474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,22),0.014451 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,18),(17,19),-0.0240015 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,20),-0.0291899 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,22),-0.048205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,19),(17,20),0.101612 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,21),0.203735 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,19),(17,22),-0.0338996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,20),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,20),(17,22),-0.0226332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,21),(17,22),-0.042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,16),0.114886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,15),0.126234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,13),0.0736653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,11),0.120199 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,17),(17,9),-0.132119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,-1),-0.188169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,16),(17,15),0.118571 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,13),0.119097 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,11),0.119118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,16),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,-1),-0.13395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,15),(17,13),0.116596 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,11),0.118854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,15),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,-1),-0.127964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,13),(17,11),0.118429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,13),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,13),(17,-1),-0.128112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,11),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,11),(17,-1),-0.13039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,9),(17,-1),-0.128313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,22),-0.0712703 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,18),(18,-1),-0.141658 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,19),(19,20),-0.025845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,21),-0.0420178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,22),-0.178757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,20),(19,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,20),(19,22),-0.0965483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,21),(19,22),-0.0462517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,19),(19,18),0.0659049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,17),0.0630519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,16),0.0862681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,15),0.103156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,14),0.118892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,13),0.245693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,12),0.108324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,11),0.11265 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,19),(19,10),-0.130703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,9),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,8),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,7),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,6),-0.125122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,4),-0.130703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,3),-0.124974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,2),-0.124989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,1),-0.12556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,19),(19,-1),-0.160389 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,18),(19,17),0.0545239 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,16),0.1226 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,15),0.114657 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,14),0.12896 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,13),0.216766 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,12),0.114032 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,11),0.102835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,18),(19,10),-0.132695 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,9),-0.125525 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,8),-0.125525 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,7),-0.125525 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,4),-0.132695 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,3),-0.126672 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,1),-0.126838 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,18),(19,-1),-0.158975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,17),(19,16),0.118383 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,15),0.117426 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,13),0.100398 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,12),0.11314 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,11),0.116604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,17),(19,10),-0.12524 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,9),-0.124898 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,8),-0.124898 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,7),-0.124898 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,6),-0.124895 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,5),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,4),-0.12524 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,1),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,17),(19,-1),-0.140103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,16),(19,15),0.113833 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,14),0.119013 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,13),0.0566858 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,12),0.105767 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,11),0.11478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,16),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,1),-0.124974 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,16),(19,-1),-0.000153849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,15),(19,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,13),0.111342 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,12),0.11693 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,11),0.118576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,15),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,5),-0.124907 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,15),(19,-1),-0.137819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,14),(19,13),0.116787 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,12),0.119129 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,11),0.128266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,14),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,14),(19,-1),-0.122397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,13),(19,12),0.109301 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,11),0.106268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,13),(19,10),-0.126863 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,9),-0.126267 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,8),-0.126267 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,7),-0.126267 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,6),-0.126384 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,5),-0.125466 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,4),-0.126863 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,3),-0.12493 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,1),-0.12515 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,13),(19,-1),-0.10982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,12),(19,11),0.117767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,12),(19,10),-0.124962 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,9),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,8),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,7),-0.12489 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,4),-0.124962 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,1),-0.124949 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,12),(19,-1),-0.197149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,11),(19,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,9),-0.125175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,8),-0.125175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,7),-0.125175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,19),(19,11),(19,-1),-0.172275 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,10),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,19),(19,10),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
