# _root_ That debt would be paid off as the assets are sold , leaving the total spending for the bailout at $ 50 billion , or $ 166 billion including interest over 10 years .
#goldHeads=2,3,0,3,4,5,5,9,10,7,10,5,5,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
#predictedHeads=2,3,0,3,4,5,5,9,10,7,10,11,11,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,16,29,30,33,31,3,
(5,20),(20,22),0.24841 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),0.246077 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.315042 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.0694006 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-0.422754 # DEPENDENCYPART_GRANDPAR
(5,20),(20,28),-0.19625 # DEPENDENCYPART_GRANDPAR
(5,20),(20,30),0.0330097 # DEPENDENCYPART_GRANDPAR
(5,20),(20,33),0.528844 # DEPENDENCYPART_GRANDPAR
(5,21),(21,16),0.0336378 # DEPENDENCYPART_GRANDPAR
(5,21),(21,17),-0.120547 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.802063 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.0986448 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.17153 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),0.192638 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),0.21637 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.366501 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.0878632 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-0.672333 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-0.124251 # DEPENDENCYPART_GRANDPAR
(5,21),(21,28),-0.225957 # DEPENDENCYPART_GRANDPAR
(5,21),(21,29),-0.0467089 # DEPENDENCYPART_GRANDPAR
(5,21),(21,30),-0.217163 # DEPENDENCYPART_GRANDPAR
(5,21),(21,31),-0.628049 # DEPENDENCYPART_GRANDPAR
(5,21),(21,32),-0.638439 # DEPENDENCYPART_GRANDPAR
(5,21),(21,34),-0.536466 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-0.754541 # DEPENDENCYPART_GRANDPAR
(5,25),(25,27),-0.375695 # DEPENDENCYPART_GRANDPAR
(5,25),(25,28),-0.495651 # DEPENDENCYPART_GRANDPAR
(5,25),(25,29),-0.166091 # DEPENDENCYPART_GRANDPAR
(5,25),(25,30),-0.345109 # DEPENDENCYPART_GRANDPAR
(5,25),(25,33),0.0667251 # DEPENDENCYPART_GRANDPAR
(5,29),(29,19),-0.190627 # DEPENDENCYPART_GRANDPAR
(5,29),(29,26),-0.753476 # DEPENDENCYPART_GRANDPAR
(5,29),(29,27),-0.543327 # DEPENDENCYPART_GRANDPAR
(5,29),(29,28),-0.659284 # DEPENDENCYPART_GRANDPAR
(5,29),(29,30),-0.1497 # DEPENDENCYPART_GRANDPAR
(5,29),(29,31),-0.820798 # DEPENDENCYPART_GRANDPAR
(5,29),(29,32),-0.827266 # DEPENDENCYPART_GRANDPAR
(5,29),(29,33),0.284065 # DEPENDENCYPART_GRANDPAR
(5,31),(31,30),-0.342895 # DEPENDENCYPART_GRANDPAR
(5,31),(31,32),-0.683546 # DEPENDENCYPART_GRANDPAR
(5,31),(31,33),0.522877 # DEPENDENCYPART_GRANDPAR
(5,34),(34,33),-0.0314643 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.181006 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.049366 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0628856 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.0377123 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.448149 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.223477 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.160684 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.181041 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.18535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.172537 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.430541 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.373582 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.68346 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.718619 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.364393 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.223678 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0403004 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.18624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.261253 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.368193 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.618101 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.417955 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.365358 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.597043 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.69982 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.574875 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.712443 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.62199 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.746982 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.771603 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-0.919534 # DEPENDENCYPART_GRANDPAR
(6,5),(5,25),-0.88488 # DEPENDENCYPART_GRANDPAR
(6,5),(5,29),-0.975506 # DEPENDENCYPART_GRANDPAR
(6,5),(5,31),-0.837746 # DEPENDENCYPART_GRANDPAR
(6,5),(5,34),-1.06598 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.744151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.114175 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.147544 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.124965 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.144573 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.121755 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.325655 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0441035 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.836332 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.500534 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.769302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.325498 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.213441 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0448148 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.19036 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0686774 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.281838 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.696948 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.675929 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.493333 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.526521 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.73191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.224101 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0478927 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0644358 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.167067 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.142436 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.175351 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.0470774 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.270954 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.110169 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.227059 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.320173 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.464927 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.452502 # DEPENDENCYPART_GRANDPAR
(6,10),(10,34),-0.686339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.434889 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.355626 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.301379 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.24141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),0.205944 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.382279 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.823029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,1),-1.26826 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.946553 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.895082 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.84018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.230008 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0487054 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.126731 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.168456 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.134862 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.99176 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.14381 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.815171 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.873074 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.769915 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.878086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.128772 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),1.0653 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.24181 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.172676 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0295778 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.0293156 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.180977 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.487663 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.254223 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.395608 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.272007 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.0427189 # DEPENDENCYPART_GRANDPAR
(7,10),(10,34),-2.05266 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.903061 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.14465 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.808921 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.782468 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.811704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.143056 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),1.15824 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.198202 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.154703 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.141602 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.568947 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.329524 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.348727 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.808853 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.429796 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.505497 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.254033 # DEPENDENCYPART_GRANDPAR
(7,11),(11,29),-0.873679 # DEPENDENCYPART_GRANDPAR
(7,11),(11,31),-0.677886 # DEPENDENCYPART_GRANDPAR
(7,11),(11,34),-2.09335 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.00131527 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.752877 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),1.16244 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.141786 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.0560135 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.931599 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.413874 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.0877769 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.25214 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.584032 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.324761 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.358731 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.9089 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.16399 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.0141639 # DEPENDENCYPART_GRANDPAR
(7,13),(13,26),-0.564772 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-0.777654 # DEPENDENCYPART_GRANDPAR
(7,13),(13,30),-1.20005 # DEPENDENCYPART_GRANDPAR
(7,13),(13,31),-0.583829 # DEPENDENCYPART_GRANDPAR
(7,13),(13,33),-0.993356 # DEPENDENCYPART_GRANDPAR
(7,13),(13,34),-2.01333 # DEPENDENCYPART_GRANDPAR
(7,16),(16,8),0.269135 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.999462 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.214166 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.184592 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0572413 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-1.15053 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.346581 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.320153 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.559198 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.475328 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.300008 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.119256 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.212716 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.653397 # DEPENDENCYPART_GRANDPAR
(7,16),(16,31),-0.634707 # DEPENDENCYPART_GRANDPAR
(7,16),(16,34),-1.86246 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.633174 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.88436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.673594 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.16685 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.10083 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.02474 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.09781 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.5137 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.623673 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.382474 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.325533 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.383284 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.589541 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-1.04149 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.776454 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.244555 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.450578 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.316703 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.192107 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.06435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.536806 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.721044 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.638255 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.505166 # DEPENDENCYPART_GRANDPAR
(9,3),(3,24),-0.747108 # DEPENDENCYPART_GRANDPAR
(9,3),(3,25),-1.06869 # DEPENDENCYPART_GRANDPAR
(9,3),(3,34),-0.870949 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.965833 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.661164 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.477573 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.330022 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.11432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.552556 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.441833 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.284973 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.21136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.636125 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.765721 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.725684 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.569088 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.760634 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.205212 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.22992 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.22681 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.898029 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.939558 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.851211 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.03171 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.861212 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.6242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.178277 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.194949 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0615118 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0771585 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.143816 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.389395 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.183372 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.0408025 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-0.303802 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.683053 # DEPENDENCYPART_GRANDPAR
(9,10),(10,34),-0.713036 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.16879 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.24793 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.911477 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.887261 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.08132 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.872076 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.759009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.104887 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.253677 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0990807 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.478718 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.207795 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0398354 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.49089 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.083836 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.0627128 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.362529 # DEPENDENCYPART_GRANDPAR
(9,11),(11,29),-0.579235 # DEPENDENCYPART_GRANDPAR
(9,11),(11,31),-0.739306 # DEPENDENCYPART_GRANDPAR
(9,11),(11,34),-0.723124 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.138346 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.945028 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.771168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,11),-0.380112 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.309926 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.383367 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.509847 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.125612 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.170518 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.426474 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.260026 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.010153 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.589731 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.354815 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.823843 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.262064 # DEPENDENCYPART_GRANDPAR
(9,13),(13,29),-0.542297 # DEPENDENCYPART_GRANDPAR
(9,13),(13,30),-0.605597 # DEPENDENCYPART_GRANDPAR
(9,13),(13,31),-0.869949 # DEPENDENCYPART_GRANDPAR
(9,13),(13,33),-0.390714 # DEPENDENCYPART_GRANDPAR
(9,13),(13,34),-0.748922 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.114588 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.146503 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0097193 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.184339 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.32175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,1),0.181438 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.0157295 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.305142 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.11037 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0947122 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.27838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.373348 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),-0.646723 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.391578 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.0533841 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.214605 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.0446263 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0533687 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.118697 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0587827 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.147465 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.18694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.261924 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.397622 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.274856 # DEPENDENCYPART_GRANDPAR
(10,3),(3,24),-0.499525 # DEPENDENCYPART_GRANDPAR
(10,3),(3,25),-0.518928 # DEPENDENCYPART_GRANDPAR
(10,3),(3,34),-1.0321 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.0984369 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.189015 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0742693 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.147955 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0556741 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.20434 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.204437 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.19989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.281726 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.474973 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.291154 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.711905 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.528362 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.797841 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.522466 # DEPENDENCYPART_GRANDPAR
(10,5),(5,21),-1.09965 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-0.576876 # DEPENDENCYPART_GRANDPAR
(10,5),(5,25),-0.617315 # DEPENDENCYPART_GRANDPAR
(10,5),(5,29),-0.479987 # DEPENDENCYPART_GRANDPAR
(10,5),(5,31),-0.725899 # DEPENDENCYPART_GRANDPAR
(10,5),(5,34),-1.26324 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.129169 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.0796178 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.171616 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.00685463 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.142204 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.26717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,6),-0.0462597 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0829051 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.120913 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.43168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.411578 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.586903 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.44333 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.934615 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.114398 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.212503 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.0675691 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0201078 # DEPENDENCYPART_GRANDPAR
