# _root_ `` The earnings were fine and above expectations , '' said Michael W. Blumstein , an analyst at First Boston Corp .
#goldHeads=11,3,4,11,6,4,6,7,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
#predictedHeads=11,3,4,11,6,8,6,4,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
(14,7),(7,7),(7,9),0.123894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,10),0.110426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,11),0.116781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,23),0.00681847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,8),(7,9),0.117974 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,10),0.119112 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,8),(7,23),-0.112054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,9),(7,10),0.119109 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,9),(7,11),0.119033 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,9),(7,23),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,10),(7,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,10),(7,23),-0.134601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,11),(7,23),-0.145311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,7),(7,6),-0.0204789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,5),-0.0741174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,-1),0.0361477 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,6),(7,5),0.352418 # DEPENDENCYPART_GRANDSIBL
(14,7),(7,6),(7,-1),-0.0308437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,5),(7,-1),-0.0256913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,9),0.165705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,10),0.100851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,11),0.125347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,13),0.153059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,14),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,8),(8,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,17),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,18),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,21),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,23),0.0231654 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,9),(8,10),0.117656 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,11),0.119859 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,13),0.112775 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,14),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,9),(8,15),-0.125325 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,17),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,18),-0.125395 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,21),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,23),-0.00346322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,10),(8,11),0.117732 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,13),0.11419 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,10),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,18),-0.125235 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,23),-0.134501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,11),(8,13),0.129348 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,14),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,11),(8,15),-0.125503 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,17),-0.124957 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,18),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,21),-0.124957 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,23),-0.17452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,13),(8,14),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,13),(8,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,17),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,18),-0.125035 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,21),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,23),-0.143373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,14),(8,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,17),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,18),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,21),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,23),-0.143156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,15),(8,17),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,18),-0.125395 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,21),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,23),-0.00346322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,17),(8,18),-0.125035 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,21),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,23),-0.143456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,18),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,18),(8,23),-0.104158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,21),(8,23),-0.143596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,7),-0.0617051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,6),-0.0502895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,5),-0.0647593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,4),0.0453171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,3),-0.179634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,2),-0.0399498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,1),-0.0442243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,-1),0.0985191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,7),(8,6),-0.0427844 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,5),-0.0574238 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,4),-0.0395063 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,3),-0.0605473 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,2),-0.0628089 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,1),-0.0428801 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,-1),-0.0434841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,6),(8,5),0.35673 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,4),0.28693 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,3),0.328607 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,2),0.10069 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,1),0.156224 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,-1),-0.0336977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,5),(8,4),-0.0395049 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,3),-0.0606499 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,2),-0.0628089 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,1),-0.0428801 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,-1),-0.0496714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,4),(8,3),-0.0484104 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,2),-0.0319263 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,1),-0.0421734 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,-1),-0.0106442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,3),(8,2),-0.0143623 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,3),(8,1),-0.0543662 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,3),(8,-1),0.00603587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,2),(8,1),-0.0437672 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,2),(8,-1),-0.00997678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,1),(8,-1),-0.0342136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,9),(9,23),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,9),(9,-1),-0.00625872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,11),(11,12),0.163144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.163153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,14),-0.175323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,11),(11,15),-0.125107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,16),-0.126643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,17),-0.175323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,18),-0.155999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,21),-0.175323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,23),0.00686391 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.0936301 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,14),-0.124895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,12),(11,15),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,17),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,18),-0.126386 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,21),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,23),-0.0161407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,14),-0.124895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,15),-0.125057 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,17),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,18),-0.126386 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,21),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,23),-0.0161355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,14),(11,15),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,17),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,18),-0.126386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,21),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,22),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,23),-0.0161355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,15),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,17),-0.125319 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,18),-0.125603 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,21),-0.125319 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,23),-0.191154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,16),(11,17),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,23),-0.13066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,17),(11,18),-0.126386 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,21),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,23),-0.0161737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,18),(11,21),-0.125063 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,22),-0.124968 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,23),-0.188861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,21),(11,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,21),(11,23),-0.0162962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,22),(11,23),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,10),-0.0322254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,9),-0.0795648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,8),-0.0513576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,7),-0.00394155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,6),-0.0796907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,5),-0.00944293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,4),-0.0209835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,3),-0.052187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,1),-0.0434853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),0.0623674 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,10),(11,9),-0.0460061 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,8),-0.0284415 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,6),-0.0387244 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,4),-0.0383659 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,3),-0.0284415 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,1),-0.0419997 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,-1),-0.0227563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,9),(11,8),-0.0358156 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,7),-0.0402251 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,6),-0.0249134 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,5),-0.0402251 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,4),-0.0774621 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,3),-0.0358156 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,1),-0.0244037 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,-1),-0.0977447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,8),(11,7),-0.0396576 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,6),-0.0661178 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,5),-0.0389862 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,4),-0.054912 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,3),-0.0343282 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,1),-0.0466908 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,-1),-0.072428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,7),(11,6),-0.0403596 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,5),-0.045478 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,4),-0.0551824 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,3),-0.0393935 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,1),-0.0426926 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,-1),0.0411981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,6),(11,5),0.351744 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,4),0.284762 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,3),0.340486 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,1),0.164732 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,-1),-0.0512257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,5),(11,4),-0.0551824 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,5),(11,3),-0.0393934 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,5),(11,1),-0.0426926 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,5),(11,-1),0.0327076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,4),(11,3),-0.0470025 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,4),(11,1),-0.042588 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,4),(11,-1),-0.0598297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,3),(11,1),-0.0466908 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,3),(11,-1),-0.0724693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,1),(11,-1),-0.0443324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.153059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,14),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,12),(12,17),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,18),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,21),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,23),0.0223803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,14),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,13),(12,17),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,18),-0.125035 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,21),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,23),-0.143349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,14),(12,17),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,18),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,21),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,23),-0.143132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,17),(12,18),-0.125035 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,21),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,23),-0.143433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,18),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,23),-0.104159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,21),(12,23),-0.143573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),0.0489118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,10),-0.0319472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,6),-0.0502667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,-1),0.0978415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,11),(12,10),-0.0385643 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,6),-0.0432391 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,-1),-0.00944803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,10),(12,6),-0.0420321 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,-1),-0.0654073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,6),(12,-1),-0.0336977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,14),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,17),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,18),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,21),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,23),0.0281718 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,14),(13,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,17),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,18),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,21),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,23),-0.143166 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,15),(13,17),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,18),-0.125395 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,21),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,23),-0.0033856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,17),(13,18),-0.125035 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,21),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,23),-0.143467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,18),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,23),-0.104159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,21),(13,23),-0.143607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),-0.184096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,11),0.0489119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,10),-0.0319472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,8),-0.183025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),0.103634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,11),-0.0436047 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,10),-0.0443227 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,8),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,-1),0.00169013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,11),(13,10),-0.0385643 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,8),-0.0492021 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,-1),-0.00944724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,10),(13,8),-0.0394321 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,10),(13,-1),-0.0654073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,8),(13,-1),0.00285208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,23),-0.00625872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,-1),-0.091128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,18),-0.011947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,19),-0.186156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,20),-0.180665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
