# _root_ General unsecured creditors of Maxicare 's discontinued operations , whose claims total $ 110 million , initially will receive $ 17.8 million in cash and $ 10 million in senior notes .
#goldHeads=3,3,18,3,8,5,8,4,3,11,12,3,12,13,13,3,18,0,18,25,20,20,20,23,19,25,26,26,26,31,29,18,
#predictedHeads=3,3,18,3,8,5,8,4,8,11,12,8,12,13,13,18,18,0,18,25,20,20,20,23,19,25,26,26,26,31,29,18,
(23,25),(25,18),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,18),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,18),(25,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,18),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,18),(25,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,18),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,18),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,18),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,18),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,18),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,18),(25,-1),-0.125831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,17),(25,16),-0.124919 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,9),-0.124919 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,17),(25,-1),-0.13772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,16),(25,15),-0.125099 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,14),-0.125099 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,12),-0.135801 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,11),-0.125778 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,8),-0.125778 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,7),-0.135801 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,5),-0.125778 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,4),-0.127368 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,3),-0.125778 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,16),(25,-1),-0.167366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,15),(25,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,15),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,15),(25,12),-0.125286 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,15),(25,11),-0.124981 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,15),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,15),(25,8),-0.124981 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,15),(25,7),-0.125286 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,15),(25,5),-0.124981 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,15),(25,4),-0.124889 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,15),(25,3),-0.124981 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,15),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,15),(25,-1),-0.0422713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,14),(25,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,12),-0.125286 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,11),-0.124981 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,8),-0.124981 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,7),-0.125286 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,5),-0.124981 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,4),-0.124889 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,3),-0.124981 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,14),(25,-1),-0.0495309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,13),(25,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,13),(25,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,13),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,13),(25,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,13),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,13),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,13),(25,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,13),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,13),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,13),(25,-1),-0.120062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,12),(25,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,4),-0.125063 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,12),(25,-1),0.0406095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,11),(25,9),-0.125757 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,11),(25,8),-0.128324 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,11),(25,7),-0.128928 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,11),(25,5),-0.128324 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,11),(25,4),-0.125353 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,11),(25,3),-0.128324 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,11),(25,1),-0.125994 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,11),(25,-1),-0.125584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,9),(25,8),-0.125778 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,7),-0.135801 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,5),-0.125778 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,4),-0.127368 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,3),-0.125778 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,1),-0.124895 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,9),(25,-1),-0.167366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,8),(25,7),-0.128928 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,8),(25,5),-0.128324 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,8),(25,4),-0.125353 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,8),(25,3),-0.128324 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,8),(25,1),-0.125994 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,8),(25,-1),-0.122511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,7),(25,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,7),(25,4),-0.125063 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,7),(25,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,7),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,7),(25,-1),0.04256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,5),(25,4),-0.125353 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,5),(25,3),-0.128324 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,5),(25,1),-0.125994 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,5),(25,-1),-0.124543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,4),(25,3),-0.125173 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,4),(25,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,4),(25,-1),-0.20044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,3),(25,1),-0.125994 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,3),(25,-1),-0.128475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,1),(25,-1),-0.128793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,27),-0.0763554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,28),-0.0858111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,29),-0.0356002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,30),-0.0427808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,31),-0.0495627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,33),-0.0751598 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,27),(26,28),0.0294022 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,29),-0.0601486 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,30),-0.0465814 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,31),-0.0473677 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,32),-0.0385482 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,33),-0.0383113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,28),(26,29),-0.0654172 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,28),(26,30),-0.0473894 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,28),(26,31),-0.0413886 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,28),(26,32),-0.0386007 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,28),(26,33),-0.0238594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,29),(26,30),-0.0218365 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,29),(26,31),-0.034653 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,29),(26,32),-0.0424614 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,29),(26,33),-0.0893287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,30),(26,31),-0.042912 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,30),(26,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,30),(26,33),-0.0267553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,31),(26,32),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,31),(26,33),-0.0622564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,32),(26,33),-0.0439622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,24),0.135831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,23),0.154159 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,26),(26,-1),-0.36984 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,24),(26,23),0.118105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,24),(26,-1),-0.0968765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,23),(26,-1),-0.130267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,27),(27,28),-0.0773047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,29),-0.0824927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,30),-0.022038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,31),-0.0555776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,33),0.0830936 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,28),(27,29),-0.0424749 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,30),-0.0420668 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,31),-0.042124 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,33),-0.0547175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,29),(27,30),-0.0425162 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,29),(27,31),-0.0447856 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,29),(27,33),-0.0913996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,30),(27,31),-0.0446707 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,30),(27,33),-0.0321618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,31),(27,33),-0.02373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,27),(27,26),0.0730737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,24),0.0673483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,-1),-0.0656913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,26),(27,24),0.127221 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,26),(27,-1),-0.164739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,24),(27,-1),-0.121486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,28),(28,29),-0.0865946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,30),-0.0275554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,31),-0.0496711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,33),0.0812545 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,28),(28,29),(28,30),-0.0425162 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,29),(28,31),-0.0446381 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,29),(28,33),-0.0988327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,30),(28,31),-0.0450365 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,30),(28,33),-0.0341805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,31),(28,33),-0.0164186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,28),(28,27),0.151306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,26),0.0747136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,24),0.0680872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,-1),-0.0807704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,28),(28,27),(28,26),0.102816 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,27),(28,24),0.119148 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,27),(28,-1),-0.119518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,26),(28,24),0.127218 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,26),(28,-1),-0.168064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,24),(28,-1),-0.120771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,29),(29,30),-0.0088207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,31),-0.105859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,33),0.0007379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,29),(29,30),(29,31),-0.0375618 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,30),(29,33),-0.00915946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,31),(29,33),-0.0632829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,29),(29,28),0.0904666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,27),0.090404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,26),0.116955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,-1),-0.0710294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,29),(29,28),(29,27),0.118773 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,26),0.119117 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,-1),-0.142472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,27),(29,26),0.119116 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,27),(29,-1),-0.142484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,26),(29,-1),-0.127276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,31),(31,33),0.226033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,31),(31,31),(31,30),0.174626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,29),0.163386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,28),0.115455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,27),0.139898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,26),0.136652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,24),0.182079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,31),(31,31),(31,-1),-0.106245 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,31),(31,30),(31,29),0.138908 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,30),(31,28),0.134743 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,30),(31,27),0.137237 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,30),(31,26),0.120548 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,30),(31,24),0.157852 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,30),(31,-1),-0.0860922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,29),(31,28),0.128371 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,29),(31,27),0.128647 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,29),(31,26),0.117828 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,29),(31,24),0.107098 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,29),(31,-1),-0.105486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,28),(31,27),0.103439 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,28),(31,26),0.0826829 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,28),(31,24),0.1325 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,28),(31,-1),-0.170934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,27),(31,26),0.0835185 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,27),(31,24),0.12845 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,27),(31,-1),-0.158644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,26),(31,24),0.127242 # DEPENDENCYPART_GRANDSIBL
(23,31),(31,26),(31,-1),-0.187205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,31),(31,24),(31,-1),-0.105115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,20),(20,20),(20,21),0.201734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,22),0.201655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,23),0.124267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,24),-0.125257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,20),(20,20),(20,25),-0.124979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,27),-0.125146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,28),-0.125147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,29),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,30),-0.125303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,32),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,20),(20,33),-0.258418 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,20),(20,21),(20,22),0.0436823 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,21),(20,23),0.0872214 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,21),(20,24),-0.125504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,20),(20,21),(20,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,21),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,21),(20,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,21),(20,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,21),(20,29),-0.125517 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,21),(20,30),-0.125267 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,21),(20,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,21),(20,33),0.0135412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,20),(20,22),(20,23),0.0777733 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,22),(20,24),-0.125582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,20),(20,22),(20,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,22),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,22),(20,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,22),(20,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,22),(20,29),-0.125592 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,22),(20,30),-0.125459 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,22),(20,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,22),(20,33),0.0229787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,20),(20,23),(20,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,20),(20,23),(20,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,23),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,23),(20,27),-0.1256 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,23),(20,28),-0.1256 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,23),(20,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,23),(20,30),-0.124917 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,23),(20,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,23),(20,33),-0.188071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,20),(20,24),(20,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,24),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,24),(20,27),-0.12501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,24),(20,28),-0.12501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,24),(20,29),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,24),(20,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,24),(20,32),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,20),(20,24),(20,33),-0.120883 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,20),(20,25),(20,26),0.196156 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,25),(20,27),0.155096 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,25),(20,28),0.113961 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,25),(20,29),0.132534 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,25),(20,30),0.199 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,25),(20,32),0.18901 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,25),(20,33),-0.125028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,20),(20,26),(20,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,26),(20,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,26),(20,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,26),(20,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,26),(20,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,26),(20,33),-0.125798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,20),(20,27),(20,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,27),(20,29),-0.125517 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,27),(20,30),-0.125267 # DEPENDENCYPART_GRANDSIBL
(24,20),(20,27),(20,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
