# _root_ Even if the gross national product is either flat or in the growth range of 2 % to 2.5 % , `` we can handle that , '' Mr. Marous said .
#goldHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,20,20,20,20,15,24,24,24,31,24,25,31,31,30,31,0,31,
#predictedHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,17,15,15,20,18,24,24,24,31,24,25,31,31,30,31,0,31,
(20,24),(24,12),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,12),(24,-1),-0.146061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,11),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,11),(24,-1),-0.185459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,10),(24,9),0.130511 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,10),(24,8),0.0629268 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,10),(24,7),0.0265787 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,10),(24,6),0.0756719 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,10),(24,2),0.0502866 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,10),(24,1),0.0586015 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,10),(24,-1),-0.1535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,9),(24,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,9),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,9),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,9),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,9),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,9),(24,-1),-0.153896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,8),(24,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,8),(24,6),-0.144746 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,8),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,8),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,8),(24,-1),-0.157603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,7),(24,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,7),(24,-1),-0.141593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,6),(24,2),-0.144885 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,6),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,6),(24,-1),-0.0256059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,2),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,24),(24,2),(24,-1),-0.177424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,24),(24,1),(24,-1),-0.158093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,25),(25,26),-0.0500953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,27),-0.0407909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,28),-0.00512769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,29),-0.0371357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,30),-0.0352047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,31),-0.046493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,32),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,33),0.0614061 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,25),(25,26),(25,27),-0.0209755 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,26),(25,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,26),(25,29),-0.022835 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,26),(25,30),-0.022835 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,26),(25,31),-0.020111 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,26),(25,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,26),(25,33),-0.0399834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,27),(25,28),-0.0189219 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,27),(25,29),-0.0363097 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,27),(25,30),-0.0363096 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,27),(25,31),-0.0158675 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,27),(25,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,27),(25,33),-0.0246562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,28),(25,29),-0.00512254 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,28),(25,30),-0.00512254 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,28),(25,31),-0.0167812 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,28),(25,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,28),(25,33),-0.0205402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,29),(25,30),-0.0010065 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,29),(25,31),-0.0342055 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,29),(25,32),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,29),(25,33),-0.0360419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,30),(25,31),-0.0342055 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,30),(25,32),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,30),(25,33),-0.0341284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,31),(25,32),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,31),(25,33),-0.0210463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,32),(25,33),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,25),(25,24),0.102132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,23),0.118469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,22),0.108498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,21),0.114309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,11),-0.1766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,25),(25,25),(25,-1),-0.0379323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,25),(25,24),(25,23),0.109494 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,24),(25,22),0.109517 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,24),(25,21),0.109324 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,24),(25,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,24),(25,-1),-0.144407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,23),(25,22),0.104441 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,23),(25,21),0.0959205 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,23),(25,11),-0.144745 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,23),(25,-1),-0.00965449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,22),(25,21),0.0999475 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,22),(25,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,22),(25,-1),-0.120263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,21),(25,11),-0.145241 # DEPENDENCYPART_GRANDSIBL
(20,25),(25,21),(25,-1),-0.208702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,25),(25,11),(25,-1),-0.22596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,26),(26,27),-0.0262553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,33),0.0654518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,26),(26,27),(26,33),-0.0129011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,26),(26,26),(26,25),0.132278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,26),(26,26),(26,-1),-0.0904948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,26),(26,25),(26,-1),-0.124354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,27),(27,27),(27,33),-0.0480171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,27),(27,27),(27,-1),-0.188408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,28),(28,28),(28,33),-0.0294504 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,28),(28,28),(28,-1),-0.15336 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,29),(29,29),(29,30),-0.127673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,29),(29,29),(29,31),0.0483027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,29),(29,29),(29,33),0.182233 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,29),(29,30),(29,31),-0.0210417 # DEPENDENCYPART_GRANDSIBL
(20,29),(29,30),(29,33),0.0336788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,29),(29,31),(29,33),0.00255288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,29),(29,29),(29,28),0.0903822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,29),(29,29),(29,26),0.0689939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,29),(29,29),(29,-1),0.0405921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,29),(29,28),(29,26),0.109023 # DEPENDENCYPART_GRANDSIBL
(20,29),(29,28),(29,-1),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,29),(29,26),(29,-1),-0.161834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,30),(30,31),0.0484596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,33),0.126462 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,30),(30,31),(30,33),0.00270862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,30),(30,29),0.149956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,28),0.0903822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,27),0.181431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,26),0.0689949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,30),(30,30),(30,-1),-0.018065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,30),(30,29),(30,28),0.105873 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,29),(30,27),0.116337 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,29),(30,26),0.138289 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,29),(30,-1),-0.185693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,28),(30,27),0.1074 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,28),(30,26),0.109023 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,28),(30,-1),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,27),(30,26),0.108656 # DEPENDENCYPART_GRANDSIBL
(20,30),(30,27),(30,-1),-0.0334497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,30),(30,26),(30,-1),-0.161832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,31),(31,31),(31,32),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,33),0.0393353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,31),(31,32),(31,33),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,31),(31,31),(31,30),0.117908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,29),0.117268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,28),0.106229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,27),0.112311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,26),0.0760026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,25),0.135006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,24),0.102123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,23),0.124007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,22),0.108493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,21),0.112311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,20),0.111973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,19),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,18),-0.165357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,17),-0.195153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,14),-0.194622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,13),-0.194622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,11),-0.176617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,10),-0.172626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,8),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,7),-0.189908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,6),-0.194622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,2),-0.172123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,1),-0.148944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,31),(31,31),(31,-1),-0.0612261 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,31),(31,30),(31,29),0.0935135 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,28),0.108244 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,27),0.0630343 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,26),0.132627 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,25),0.103601 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,24),0.114703 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,23),0.109274 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,22),0.11605 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,21),0.0630343 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,20),0.0936129 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,18),-0.145705 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,17),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,14),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,11),-0.145537 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,8),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,7),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,2),-0.145537 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,30),(31,-1),-0.0961916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,31),(31,29),(31,28),0.108244 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,27),0.0630343 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,26),0.132627 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,25),0.103601 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,24),0.114703 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,23),0.109274 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,22),0.11605 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,21),0.0630343 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,20),0.0936093 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,18),-0.145705 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,17),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,14),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,11),-0.145537 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,8),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,7),-0.146174 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,2),-0.145537 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,29),(31,-1),-0.0971063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,31),(31,28),(31,27),0.130953 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,26),0.109392 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,25),0.10954 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,24),0.109526 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,23),0.109325 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,22),0.109036 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,21),0.130953 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,20),0.103443 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,11),-0.145923 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,10),-0.14499 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,2),-0.145919 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,28),(31,-1),-0.170282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,31),(31,27),(31,26),0.113986 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,25),0.122472 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,24),0.115466 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,23),0.10983 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,22),0.109269 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,21),0.109063 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,20),0.119405 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,17),-0.144822 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,14),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,13),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,11),-0.145241 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,10),-0.145472 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,8),-0.144793 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,7),-0.145165 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,2),-0.145222 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,27),(31,-1),-0.211267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,31),(31,26),(31,25),0.109363 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,24),0.109529 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,23),0.105308 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,22),0.109477 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,21),0.119128 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,20),0.106838 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,19),-0.144703 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,18),-0.144811 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,17),-0.144792 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,14),-0.144792 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,13),-0.144792 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,11),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,10),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,8),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,7),-0.144756 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,6),-0.144792 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,2),-0.144708 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,26),(31,-1),-0.169901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,31),(31,25),(31,24),0.10945 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,23),0.106959 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,22),0.117845 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,21),0.114372 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,20),0.107532 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,18),-0.14473 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,17),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,14),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,13),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,8),-0.144719 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,25),(31,-1),-0.158076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,31),(31,24),(31,23),0.109494 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,22),0.109517 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,21),0.109324 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,20),0.108862 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,24),(31,-1),-0.144694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,31),(31,23),(31,22),0.104441 # DEPENDENCYPART_GRANDSIBL
(20,31),(31,23),(31,21),0.0953997 # DEPENDENCYPART_GRANDSIBL
