# _root_ Dun & Bradstreet Corp. said business failures fell 17.8 % to 11,586 in the third quarter from 14,099 in the year-earlier period .
#goldHeads=2,4,2,5,0,7,8,5,10,8,8,11,11,16,16,13,8,17,17,22,22,19,5,
#predictedHeads=2,4,2,5,0,7,8,5,10,8,8,11,8,16,16,13,8,17,17,22,22,19,5,
(13,16),(16,15),(16,10),-0.126122 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,9),-0.127227 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,-1),-0.0779226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,14),(16,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,10),-0.125424 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,-1),-0.0420534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,12),(16,10),-0.124886 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,-1),-0.162383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,10),(16,9),-0.125106 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,10),(16,-1),-0.115404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,9),(16,-1),-0.162383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,18),0.00115099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,19),-0.0197163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,21),-0.0126671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,22),-0.100731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,24),0.00242668 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,18),(17,19),-0.0353144 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,21),-0.0420028 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,22),-0.0324278 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,24),-0.0405089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,19),(17,21),-0.042033 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,22),-0.0456109 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,24),-0.0149746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,21),(17,22),-0.0374579 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,24),-0.0130501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,22),(17,24),-0.0612819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,16),0.156826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,15),0.147543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,-1),-0.0577023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,16),(17,15),0.1189 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,-1),-0.0900206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,15),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,-1),-0.118141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,11),(17,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,19),-0.0801653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,20),-0.0159258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,21),-0.0257818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,22),-0.0567873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,24),0.0794018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,19),(18,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,21),-0.0425162 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,22),-0.0446172 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,19),(18,24),-0.0932614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,20),(18,21),-0.0420027 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,22),-0.042528 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,20),(18,24),-0.0176771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,21),(18,22),-0.0446703 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,21),(18,24),-0.031957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,22),(18,24),-0.0243398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,18),(18,16),0.0681079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,15),0.159255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,14),0.116843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,18),(18,18),(18,13),0.120886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,18),(18,-1),-0.077286 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,18),(18,16),(18,15),0.11821 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,16),(18,14),0.109641 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,16),(18,13),0.118619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,16),(18,-1),-0.12072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,15),(18,14),0.126913 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,15),(18,13),0.11773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,15),(18,-1),-0.095231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,14),(18,13),0.119085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,14),(18,-1),-0.110964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,13),(18,-1),-0.1388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,19),(19,20),-0.0423879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,21),-0.0088207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,22),-0.0961487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,24),0.0007379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,20),(19,21),-0.0447184 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,22),-0.0384328 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,24),-0.0451902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,21),(19,22),-0.0375618 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,24),-0.00915946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,22),(19,24),-0.0532739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,19),(19,18),0.0905728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,17),0.114733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,16),0.164237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,-1),-0.0710294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,18),(19,17),0.118683 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,16),0.117816 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,-1),-0.142315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,17),(19,16),0.119003 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,-1),-0.126319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,16),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,-1),-0.0750057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,11),(19,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,24),0.0306139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,21),(21,20),0.152682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,16),0.0847263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,-1),-0.197382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,20),(21,16),0.119162 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,-1),-0.0873106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,16),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,16),(21,-1),-0.124577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,11),(21,-1),-0.109019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,24),0.216412 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,22),(22,21),0.165134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,20),0.0950902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,18),0.145841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,17),0.167846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,15),0.169457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,14),0.0950902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,13),0.163386 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,22),(22,-1),-0.104401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,21),(22,20),0.140129 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,18),0.119291 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,17),0.140444 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,15),0.116984 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,14),0.140129 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,13),0.138908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,21),(22,-1),-0.0813113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,20),(22,18),0.107742 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,17),0.0942583 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,15),0.133972 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,14),0.113009 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,20),(22,13),0.0939655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,20),(22,-1),-0.0500538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,18),(22,17),0.118903 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,15),0.139619 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,14),0.183827 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,13),0.118864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,18),(22,-1),-0.162383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,17),(22,15),0.109306 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,14),0.124486 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,13),0.117866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,17),(22,-1),-0.103819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,15),(22,14),0.139996 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,13),0.1389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,15),(22,-1),-0.0777094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,14),(22,13),0.0939655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,14),(22,-1),-0.0500538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,13),(22,-1),-0.105332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,17),-0.028382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,18),-0.0470427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,19),-0.0289225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,24),-0.136864 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,17),(15,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,19),-0.0422299 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,24),-0.0293832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,18),(15,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,24),-0.0470311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,19),(15,24),-0.0300534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,14),0.117888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,-1),-0.180024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,14),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,-1),-0.126812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,11),(15,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,11),(15,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,10),(15,-1),-0.125173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,10),(10,11),0.139973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,12),0.0943246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,13),0.118787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,16),-0.126218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,17),-0.131984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,18),-0.12939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,19),-0.13245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,22),-0.126218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,24),-0.0482794 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,11),(10,12),0.116761 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,13),0.118543 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,17),-0.124961 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,19),-0.124961 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,11),(10,24),-0.107318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,12),(10,13),0.118491 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,16),-0.12492 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,17),-0.124895 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,19),-0.124895 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,22),-0.12492 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,12),(10,24),-0.152041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,13),(10,16),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,17),-0.124912 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,19),-0.124912 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,22),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,13),(10,24),-0.132238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,16),(10,17),-0.125161 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,19),-0.125161 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,23),-0.124966 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,16),(10,24),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,17),(10,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,19),-0.124912 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,22),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,17),(10,24),-0.141583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,18),(10,19),-0.124895 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,22),-0.12492 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,18),(10,24),-0.152041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,19),(10,22),-0.124888 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,19),(10,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,19),(10,24),-0.132238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,22),(10,23),-0.124966 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,22),(10,24),-0.15513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,23),(10,24),-0.125244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,10),(10,9),-0.013355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,8),-0.0543042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,7),-0.0275344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,6),-0.0275441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,5),-0.054365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,4),-0.0275392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,2),-0.0400603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,10),(10,10),(10,-1),-0.0906554 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,10),(10,9),(10,8),-0.042956 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,7),-0.0464718 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,6),-0.0464718 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,5),-0.042956 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,4),-0.0473643 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,2),-0.0422952 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,9),(10,-1),-0.00034689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,8),(10,7),-0.0430077 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,6),-0.0430077 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,5),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,4),-0.0430077 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,2),-0.0420003 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,8),(10,-1),-0.0373371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,7),(10,6),-0.041929 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,5),-0.0360161 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,4),-0.0419346 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,2),-0.0430554 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,7),(10,-1),-0.0503235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,6),(10,5),-0.0360161 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,4),-0.0419346 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,2),-0.0430599 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,6),(10,-1),-0.0503235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,5),(10,4),-0.0430077 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,2),-0.0420003 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,5),(10,-1),-0.0375206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,4),(10,2),-0.0430554 # DEPENDENCYPART_GRANDSIBL
(15,10),(10,4),(10,-1),-0.0512321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,10),(10,2),(10,-1),-0.0409829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,12),0.113845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,13),0.117879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,16),-0.129573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,17),-0.0926883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,19),-0.0927385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,22),-0.129573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,24),-0.118968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,12),(11,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,12),(11,24),-0.130205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,13),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,13),(11,24),-0.0928439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,16),(11,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,16),(11,24),-0.134821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,17),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,17),(11,24),-0.0927941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,19),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,19),(11,24),-0.0928439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,22),(11,24),-0.134821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,10),0.00257536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,9),-0.0549489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,-1),-0.142195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,10),(11,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,-1),0.0212191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,9),(11,-1),-0.054948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,24),-0.0537427 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,15),(14,24),-0.125291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,14),(14,-1),0.0243956 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,18),-0.054573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),-0.00393888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),-0.0609936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
