# _root_ For the year ended March 31 , Dentsu sales rose 19 % to $ 8.9 billion from $ 7.5 billion , and net income jumped 59 % to $ 102 million from $ 64 million .
#goldHeads=22,3,1,3,4,5,22,9,10,22,12,10,10,13,14,14,10,17,18,18,22,0,24,25,22,27,25,25,28,29,29,25,32,33,33,22,
#predictedHeads=10,3,1,3,4,5,10,9,10,22,12,10,10,13,14,14,10,17,18,18,22,0,24,25,22,27,25,25,28,29,29,25,32,33,33,22,
(13,22),(22,1),(22,-1),-0.140468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,24),(24,25),0.00650948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,26),-0.0107137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,27),-0.115621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,28),-0.037978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,29),-0.00403858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,37),0.177222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,25),(24,26),-0.0194428 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,27),-0.0210952 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,28),-0.019589 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,37),-0.00919616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,26),(24,27),-0.0229928 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,26),(24,28),-0.0198193 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,26),(24,29),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,26),(24,37),-0.0115253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,27),(24,28),-0.0194755 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,27),(24,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,27),(24,37),-0.0610515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,28),(24,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,28),(24,37),-0.0451333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,29),(24,37),0.0011851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,24),(24,23),0.161469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,22),0.195629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,21),0.0815725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,20),0.0792531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,19),0.0722506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,18),0.119673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,-1),-0.26009 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,23),(24,22),0.107456 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,21),0.107996 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,20),0.104556 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,19),0.104556 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,18),0.104987 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,-1),-0.113124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,22),(24,21),0.127952 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,20),0.084814 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,19),0.117436 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,18),0.119166 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,-1),-0.0692525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,21),(24,20),0.107814 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,21),(24,19),0.107814 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,21),(24,18),0.109506 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,21),(24,-1),-0.14536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,20),(24,19),0.0931294 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,20),(24,18),0.107701 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,20),(24,-1),-0.151694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,19),(24,18),0.107736 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,19),(24,-1),-0.16134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,18),(24,-1),-0.159006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,28),(28,28),(28,29),-0.0195902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,28),(28,28),(28,30),-0.0254803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,28),(28,28),(28,31),-0.0254803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,28),(28,28),(28,32),-0.0194724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,28),(28,28),(28,37),-0.0423287 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,28),(28,29),(28,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,29),(28,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,29),(28,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,29),(28,37),-0.0195902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,28),(28,30),(28,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,30),(28,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,30),(28,37),-0.0254803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,28),(28,31),(28,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,31),(28,37),-0.0254803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,28),(28,32),(28,37),-0.0194724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,28),(28,28),(28,27),0.104742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,28),(28,28),(28,26),0.109533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,28),(28,28),(28,-1),-0.172975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,28),(28,27),(28,26),0.10954 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,27),(28,-1),-0.149499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,28),(28,26),(28,-1),-0.144709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,12),0.10954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,37),0.0483801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,37),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,14),(11,37),-0.15324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,11),(11,-1),0.27887 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,12),(12,13),0.109523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,15),-0.144995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,16),-0.144995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,17),-0.144804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,19),-0.144995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,27),-0.14476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,36),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,37),-0.254595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,36),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,37),-0.144712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,14),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,36),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,37),-0.145078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,15),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,27),-0.144703 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,36),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,37),-0.157336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,16),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,27),-0.144703 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,36),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,37),-0.158001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,17),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,36),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,37),-0.152519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,19),(12,27),-0.144703 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,36),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,37),-0.157336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,27),(12,36),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,27),(12,37),-0.155163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,36),(12,37),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),-0.01412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,10),-0.029034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,9),-0.0157251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,8),-0.015719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,7),-0.026283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,6),-0.0143209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,5),-0.015719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,3),-0.0157194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,2),-0.0075925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,-1),-0.0487397 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,11),(12,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,6),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,-1),-0.0141316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,10),(12,9),-0.0194495 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,8),-0.0194495 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,7),-0.0198406 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,6),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,5),-0.0194495 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,3),-0.0194495 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,-1),-0.0351107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,9),(12,8),-0.0250696 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,7),-0.0194617 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,6),-0.0194484 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,5),-0.0250696 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,3),-0.0250696 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,2),-0.0199421 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,-1),-0.013318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,8),(12,7),-0.0194617 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,6),-0.0194484 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,5),-0.0250696 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,3),-0.0250696 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,2),-0.0199421 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,-1),-0.013312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,7),(12,6),-0.0194408 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,5),-0.0197353 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,3),-0.0197353 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,-1),-0.0199574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,6),(12,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,6),(12,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,6),(12,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,6),(12,-1),-0.0143325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,5),(12,3),-0.0250696 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,5),(12,2),-0.0199421 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,5),(12,-1),-0.013312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,3),(12,2),-0.0199421 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,3),(12,-1),-0.0133123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,2),(12,-1),-0.00743655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,15),-0.144837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,16),-0.144837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,17),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,22),-0.146119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,24),-0.149613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,37),-0.0960237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,14),(13,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,37),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,15),(13,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,37),-0.144837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,16),(13,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,37),-0.144837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,17),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,37),-0.144702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,22),(13,24),-0.0920257 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,22),(13,28),0.0554508 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,22),(13,37),-0.146119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,24),(13,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,24),(13,37),-0.149613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,28),(13,37),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),0.00164199 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,11),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,11),(13,-1),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,16),-0.0234694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,17),-0.0523685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,18),-0.0194918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,19),-0.0234694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,20),-0.0234694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,37),0.27859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,16),(15,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,37),-0.0194765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,17),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,37),-0.0516999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,18),(15,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,37),-0.0194918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,19),(15,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,37),-0.0194765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,20),(15,37),-0.0194765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,14),0.101002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,-1),0.0481048 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,14),(15,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,-1),-0.15324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,13),(15,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,12),(15,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,12),(15,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,11),(15,-1),-0.155709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,17),-0.0556494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,18),-0.0194918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,19),-0.0235908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,20),-0.0235908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,37),0.31737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,37),-0.0549619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,18),(16,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,37),-0.0194918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,19),(16,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,37),-0.0194765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,20),(16,37),-0.0194765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,15),0.096808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,14),0.101002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,-1),0.0802727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,15),(16,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,-1),-0.157434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,14),(16,-1),-0.15324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,18),-0.031693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,19),-0.0394984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,20),-0.0411328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,21),-0.0204367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,22),0.00358333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,23),-0.0276702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,24),0.0399798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,25),-0.0438365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,32),-0.0131076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,37),-0.0221691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,18),(17,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
