# _root_ These mainly involved such areas as materials -- advanced soldering machines , for example -- and medical developments derived from experimentation in space , such as artificial blood vessels .
#goldHeads=3,3,0,5,3,5,16,11,11,11,7,11,11,13,11,6,18,16,18,19,20,21,22,18,26,18,29,29,26,3,
#predictedHeads=3,3,0,5,3,5,6,16,11,11,16,16,16,13,16,7,18,16,18,19,20,21,22,21,26,21,29,29,26,3,
(11,9),(9,10),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,31),-0.13696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,11),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,17),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,31),-0.121978 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,12),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,31),-0.136689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,13),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,31),-0.179608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,14),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,14),(9,17),-0.144703 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,14),(9,31),-0.121978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,16),(9,17),-0.120936 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,31),-0.134027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,17),(9,31),-0.13696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,8),-0.0228576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,7),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,6),0.0595888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,5),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,4),-0.0304594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,-1),0.042094 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,8),(9,7),-0.0194573 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,6),-0.0200488 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,5),-0.0194573 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,4),-0.0198082 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,-1),-0.00347789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,7),(9,6),-0.0216289 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,5),0.00247557 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,4),-0.0195274 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,-1),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,6),(9,5),-0.0209927 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,6),(9,4),-0.014771 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,6),(9,-1),0.0465826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,5),(9,4),-0.0195274 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,5),(9,-1),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,4),(9,-1),-0.0145941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,31),-0.0102272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,10),(10,9),-0.033203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,8),-0.0228576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,7),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,6),0.0595891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,5),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,4),-0.0304594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,-1),0.041852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,9),(10,8),-0.0148721 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,7),-0.0134983 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,6),-0.0228252 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,5),-0.0134983 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,4),-0.0211539 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,-1),-0.0168315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,8),(10,7),-0.0194573 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,6),-0.0200488 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,5),-0.0194573 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,4),-0.0198082 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,-1),-0.00347789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,7),(10,6),-0.0216289 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,5),0.00247557 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,4),-0.0195274 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,-1),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,6),(10,5),-0.0209927 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,6),(10,4),-0.014771 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,6),(10,-1),0.0493327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,5),(10,4),-0.0195274 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,5),(10,-1),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,4),(10,-1),-0.0145941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,31),-0.0402752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,12),(12,-1),-0.18071 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,13),(13,14),0.0997636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,15),-0.0301645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,16),0.0530958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,17),-0.0241521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,18),0.113763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,20),-0.021305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,21),0.114729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,31),-0.354605 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,14),(13,15),-0.0342553 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,16),-0.0371843 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,17),-0.0211526 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,18),-0.0553513 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,20),-0.0161819 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,21),-0.0553513 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,31),0.0304656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,15),(13,16),-0.0224045 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,17),-0.0199284 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,18),-0.025566 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,20),-0.0204949 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,21),-0.025566 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,31),-0.0215946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,16),(13,17),0.0042532 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,18),-0.216886 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,20),0.121059 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,21),-0.170782 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,31),0.0322836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,17),(13,18),-0.0209007 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,20),-0.0200297 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,21),-0.0209007 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,17),(13,31),-0.0185669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,18),(13,20),-0.0161819 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,21),-0.0553513 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,18),(13,31),0.0467883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,20),(13,21),-0.0203039 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,20),(13,31),-0.0445908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,21),(13,31),0.0479433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,12),0.0976222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,11),0.0439174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,-1),-0.104742 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,12),(13,11),0.108224 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,-1),-0.143589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,11),(13,-1),-0.191723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,14),(14,15),0.00200284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.040401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,17),-0.041568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,18),-0.129249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,19),0.0478769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,20),-0.0216647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,22),-0.00443658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,30),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,31),0.130997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.0220294 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,17),-0.0197147 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,18),-0.0112019 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,19),-0.0239752 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,20),-0.0236315 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,22),-0.0241715 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,30),-0.0194662 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,31),0.0358267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,17),0.00995127 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,18),-0.202563 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,19),0.0935734 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,20),0.138535 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,22),0.107896 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,30),0.0577341 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,31),-0.034307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,17),(14,18),-0.038971 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,19),-0.0151171 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,20),-0.0238683 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,22),-0.023966 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,31),-0.029897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,18),(14,19),-0.0207482 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,20),-0.0169691 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,22),-0.0183695 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,30),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,31),0.0258539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,19),(14,20),-0.0237165 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,22),-0.0247044 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,30),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,19),(14,31),0.00246559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,20),(14,22),-0.0503307 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,20),(14,30),-0.0204459 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,20),(14,31),-0.0202489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,22),(14,30),-0.020446 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,22),(14,31),-0.0441212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,30),(14,31),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.14397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,12),0.181852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,11),0.160367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,10),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,9),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,8),-0.146911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,1),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.0210798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,12),0.111794 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,11),0.104689 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,8),-0.144775 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,-1),-0.116778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,11),0.117819 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,10),-0.145104 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,9),-0.145104 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,8),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,1),-0.144707 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,-1),-0.0336335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,11),(14,10),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,9),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,8),-0.144947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,1),-0.144975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,-1),-0.174408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,10),(14,9),-0.14473 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,8),-0.144713 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,-1),-0.193457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,9),(14,8),-0.144713 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,-1),-0.193457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,8),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,-1),-0.122299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,1),(14,-1),-0.152746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,31),0.0266382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,15),(15,13),0.10642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,12),0.10954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),-0.11191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,13),(15,12),0.108427 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,-1),-0.146941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,12),(15,-1),-0.14582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),0.130597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),-0.0697487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,19),0.00570106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,20),-0.00237039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,21),-0.0697478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,22),-0.00351864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,23),-0.0690557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,24),-0.0290923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,25),0.134665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,26),-0.00762087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,29),-0.0698368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,30),-0.0252004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,31),-0.254121 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0355895 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,19),-0.0215483 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,20),-0.034426 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,21),-0.0355895 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,22),-0.0349975 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,23),-0.0355895 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,24),0.0135628 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,25),-0.0589035 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,26),-0.0361183 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,29),-0.0355895 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,30),-0.0223404 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,31),0.102012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,18),(16,19),-0.0315042 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,20),-0.0078355 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,21),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,22),-0.0120561 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,23),-0.00281235 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,24),-0.0745831 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,25),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,26),-0.00728575 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,29),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,30),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,31),-0.0119268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,19),(16,20),-0.0253563 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,21),-0.000428636 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,22),-0.0196806 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,23),-0.000428636 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,24),0.00162135 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,25),-0.0224453 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,26),-0.0254773 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,29),-0.000428636 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,30),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,31),-0.0233751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,20),(16,21),-0.0173061 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,22),-0.00149087 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,23),-0.0173061 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,24),-0.0194293 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,25),-0.0244807 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,26),-0.00408303 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,29),-0.0173061 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,31),0.0505339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,21),(16,22),-0.0120561 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,23),-0.00281235 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,24),-0.0745831 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,25),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,26),-0.00728575 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,29),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,30),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,31),-0.0119258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,22),(16,23),-0.0177077 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,22),(16,24),-0.0205265 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,22),(16,25),-0.0244853 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,22),(16,26),-0.00400682 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,22),(16,29),-0.0177077 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,22),(16,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,22),(16,31),0.0524052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,23),(16,24),-0.0732779 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,23),(16,25),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,23),(16,26),-0.00728575 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,23),(16,29),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,23),(16,30),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,23),(16,31),-0.0127785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,24),(16,25),0.109566 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,24),(16,26),-0.0332281 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,24),(16,29),-0.0880093 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,24),(16,30),-0.0195141 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,24),(16,31),-0.0592682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,25),(16,26),-0.0361184 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,25),(16,29),-0.0355895 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,25),(16,30),-0.0223404 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,25),(16,31),0.106079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,26),(16,29),-0.0172753 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,26),(16,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,26),(16,31),0.0444879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,29),(16,30),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,29),(16,31),-0.0120148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,30),(16,31),-0.0291688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,15),0.0595452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
