# _root_ Hughes Aircraft Co. , a General Motors Corp. unit , said the Intelsat VI commercial communications satellite is set to be launched Friday .
#goldHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
#predictedHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
(18,14),(14,15),(14,19),-0.125387 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,21),-0.125401 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,22),-0.125387 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,23),-0.12666 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,25),-0.0785657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,16),(14,17),0.114364 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,18),-0.12619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,16),(14,19),-0.126184 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,21),-0.126185 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,22),-0.126184 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,23),-0.0963042 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,25),-0.108604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,17),(14,18),-0.12619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,17),(14,19),-0.126184 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,21),-0.126185 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,22),-0.126184 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,23),-0.0963042 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,25),-0.108068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,18),(14,19),-0.122564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,21),-0.122564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,22),-0.122564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,23),-0.126001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,25),-0.0620879 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,19),(14,21),-0.122562 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,19),(14,22),-0.122562 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,19),(14,23),-0.125767 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,19),(14,25),-0.0507181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,21),(14,22),-0.122562 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,21),(14,23),-0.125767 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,21),(14,25),-0.0632848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,22),(14,23),-0.125767 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,22),(14,25),-0.0556256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,23),(14,25),-0.103445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,14),(14,13),-0.0166298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,12),-0.156354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,11),0.0134659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,-1),-0.0306792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,13),(14,12),-0.037797 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,11),-0.019763 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,-1),-0.0225016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,12),(14,11),-0.0481178 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,12),(14,-1),0.111077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,11),(14,-1),-0.0445705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,16),0.145979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,19),-0.109183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,21),-0.109183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,22),-0.109183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,25),-0.164537 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,16),(15,19),-0.124888 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,21),-0.124888 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,22),-0.124888 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,25),-0.016635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,19),(15,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,25),-0.0883906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,21),(15,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,21),(15,25),-0.0905273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,22),(15,25),-0.088391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,14),-0.0314247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,13),-0.0314247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,12),-0.0106578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,9),-0.0314267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,-1),-0.0410247 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,14),(15,13),-0.0429076 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,12),-0.0420863 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,9),-0.0429076 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,-1),-0.0783863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,13),(15,12),-0.0420863 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,9),-0.0429076 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,-1),-0.0783863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,12),(15,9),-0.0437793 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,-1),0.0315754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,9),(15,-1),-0.0783882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,17),0.0230212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,18),-0.0859438 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,16),(16,19),-0.0915303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,21),-0.0932661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,22),-0.0915156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,25),-0.205904 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,17),(16,18),-0.12619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,17),(16,19),-0.126184 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,21),-0.126185 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,22),-0.126184 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,17),(16,25),-0.112286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,18),(16,19),-0.122564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,21),-0.122564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,22),-0.122564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,18),(16,25),-0.0620886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,19),(16,21),-0.122562 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,22),-0.122562 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,19),(16,25),-0.0507188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,21),(16,22),-0.122562 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,21),(16,25),-0.0632855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,22),(16,25),-0.0556263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,15),-0.0468561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,14),-0.0165634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,13),-0.0165634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,12),-0.156354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,11),0.0134651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,-1),-0.0390616 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,15),(16,14),-0.0176132 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,13),-0.0176132 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,12),0.0563122 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,11),-0.0594692 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,15),(16,-1),-0.0547228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,14),(16,13),-0.0314101 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,12),-0.037797 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,11),-0.019763 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,14),(16,-1),-0.0224351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,13),(16,12),-0.037797 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,11),-0.019763 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,13),(16,-1),-0.0224351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,12),(16,11),-0.0481178 # DEPENDENCYPART_GRANDSIBL
(18,16),(16,12),(16,-1),0.111077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,11),(16,-1),-0.0445713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,18),-0.0859438 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,19),-0.0915303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,21),-0.0932661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,22),-0.0915156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,25),-0.199101 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,18),(17,19),-0.122564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,21),-0.122564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,22),-0.122564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,25),-0.0630788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,19),(17,21),-0.122562 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,22),-0.122562 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,25),-0.0517091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,21),(17,22),-0.122562 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,25),-0.0642757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,22),(17,25),-0.0566165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,16),-0.0123158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,15),-0.0468559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,14),-0.00808355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,13),-0.00808355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,12),-0.156354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,11),0.0121529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,9),-0.0107273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,8),-0.0113495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,6),-0.0156774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,5),-0.170986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,-1),-0.030845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,16),(17,15),-0.0405922 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,14),-0.0360686 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,13),-0.0360686 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,12),-0.0392027 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,11),-0.019763 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,9),-0.0367797 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,8),-0.038632 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,6),-0.0361301 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,5),-0.0984275 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,-1),-0.0137438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,15),(17,14),-0.0176132 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,13),-0.0176132 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,12),0.0560995 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,11),-0.0594692 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,9),-0.0176547 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,8),-0.0179811 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,6),-0.0163717 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,5),0.0753149 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,-1),-0.0547228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,14),(17,13),-0.0316229 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,12),-0.037797 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,11),-0.019763 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,9),-0.032334 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,8),-0.0341862 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,6),-0.0316844 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,5),-0.0970218 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,-1),-0.0137425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,13),(17,12),-0.037797 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,11),-0.019763 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,9),-0.032334 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,8),-0.0341862 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,6),-0.0316844 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,5),-0.0970218 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,-1),-0.0137425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,12),(17,11),-0.0481178 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,9),-0.066506 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,8),-0.066506 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,6),-0.066506 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,5),-0.0361167 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,-1),0.110864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,11),(17,9),-0.0618256 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,8),-0.0617557 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,6),-0.0617557 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,5),-0.00299871 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,-1),-0.0458834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,9),(17,8),-0.0336428 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,9),(17,6),-0.031141 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,9),(17,5),-0.0974661 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,9),(17,-1),-0.0220531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,8),(17,6),-0.0314986 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,8),(17,5),-0.0972062 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,8),(17,-1),-0.0206287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,6),(17,5),-0.103587 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,6),(17,-1),-0.0109562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,5),(17,-1),0.0469401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,20),0.0678871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,21),-0.0421203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,22),-0.0452538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,23),0.0434147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,24),-0.0701302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,25),0.10723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,20),(19,21),-0.0364297 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,22),-0.0369422 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,23),-0.0497174 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,24),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,20),(19,25),-0.0289427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,21),(19,22),-0.00769797 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,23),-0.0676712 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,24),-0.0260628 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,21),(19,25),-0.0581236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,22),(19,23),-0.0670406 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,22),(19,24),-0.0260459 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,22),(19,25),-0.0396932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,23),(19,24),-0.0376426 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,23),(19,25),-0.0905611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,24),(19,25),-0.0421517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,17),-0.175693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,16),-0.175693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,15),-0.131808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,14),-0.175693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,13),-0.175693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,11),-0.111329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,10),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,9),-0.175713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,4),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,-1),-0.231549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,17),(19,16),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,15),-0.124977 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,14),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,13),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,11),-0.123676 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,10),-0.127886 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,9),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,4),-0.127886 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,-1),-0.116697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,16),(19,15),-0.124977 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,14),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,13),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,11),-0.123676 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,10),-0.127886 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,9),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,4),-0.127886 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,-1),-0.12011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,15),(19,14),-0.124888 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,13),-0.124888 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,11),-0.125861 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,10),-0.12513 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,9),-0.124888 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,4),-0.12513 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,15),(19,-1),-0.147224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,14),(19,13),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,14),(19,11),-0.123676 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,14),(19,10),-0.127886 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,14),(19,9),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,14),(19,4),-0.127886 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,14),(19,-1),-0.120063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,13),(19,11),-0.123676 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,10),-0.127886 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,9),-0.128074 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,4),-0.127886 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,13),(19,-1),-0.120063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,11),(19,10),-0.127611 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,9),-0.125472 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,4),-0.127611 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,11),(19,-1),-0.116257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,10),(19,9),-0.126169 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,10),(19,4),-0.12504 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,10),(19,-1),-0.110049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,9),(19,4),-0.127886 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,9),(19,-1),-0.118319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,4),(19,-1),-0.110049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,21),-0.0769291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,23),0.0311153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,25),-0.168621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,21),(20,23),-0.0486749 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,25),-0.0977449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,23),(20,25),-0.0109328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,-1),0.104076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,21),(21,22),-0.0377706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,23),0.0361129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,24),-0.0701302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,25),0.100061 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,22),(21,23),-0.0685974 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,24),-0.0260459 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,25),-0.0581092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,23),(21,24),-0.0376426 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,25),-0.0806596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,24),(21,25),-0.0421517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,20),0.1909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,17),-0.17564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,16),-0.17564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,15),-0.131808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,14),-0.17564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,13),-0.17564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
