# _root_ Du Pont , unlike companies hurt badly by sharp price declines for basic chemicals and plastics , is benefiting from its broad range of businesses .
#goldHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
#predictedHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
(9,8),(8,9),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,27),-0.131941 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,10),(8,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,27),-0.181604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,11),(8,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,27),-0.180199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,12),(8,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,12),(8,27),-0.105408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,13),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,27),-0.131941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,14),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,14),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,14),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,14),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,14),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,14),(8,27),-0.180199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,15),(8,16),-0.042161 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,15),(8,17),0.0677798 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,15),(8,18),0.194002 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,15),(8,20),0.0745557 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,15),(8,27),-0.127639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,16),(8,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,16),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,16),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,16),(8,27),-0.180199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,17),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,17),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,17),(8,27),-0.12211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,18),(8,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,18),(8,27),-0.129805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,20),(8,27),-0.104145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,7),-0.0078979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,5),-0.00697876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,4),-0.0132595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,-1),-0.156653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,7),(8,5),-0.0421847 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,4),-0.0433913 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,-1),-0.0114055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,5),(8,4),-0.0591597 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,-1),0.0345263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,4),(8,-1),-0.0590509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,11),-0.0272817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,12),-0.0450503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,18),-0.0556168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,27),-0.0823406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,11),(10,12),-0.0394573 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,18),-0.0359629 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,27),-0.048446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,12),(10,18),-0.0384712 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,27),-0.0509312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,18),(10,27),-0.0383242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,9),0.0997202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,8),-0.131847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,6),-0.131035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,-1),-0.0683222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,9),(10,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,-1),-0.150874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,8),(10,7),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,8),(10,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,8),(10,-1),-0.133157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,7),(10,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,-1),-0.122363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,6),(10,-1),-0.139867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,14),-0.0375498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,27),-0.000131833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,27),-0.0531966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,11),0.107199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,9),0.117721 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,13),(13,-1),-0.0467001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,11),(13,9),0.119145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,-1),-0.137242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,9),(13,-1),-0.126766 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,6),(6,7),0.23627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),0.206065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.0475172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,10),-0.175733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,6),(6,11),-0.175733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,12),-0.155017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,13),-0.130851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,14),-0.175733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,15),-0.16276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,16),-0.175733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,17),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,18),-0.170761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,19),-0.169976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,27),0.0490115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.13199 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.117176 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.125074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,7),(6,11),-0.125074 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,12),-0.124946 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,13),-0.124896 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,14),-0.125074 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,15),-0.125119 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,16),-0.125074 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,18),-0.124896 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,19),-0.124896 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,27),-0.214055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.117827 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,10),-0.125063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,11),-0.125063 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,12),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,14),-0.125063 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,15),-0.124896 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,16),-0.125063 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,17),-0.124887 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,18),-0.124989 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,19),-0.124989 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,26),-0.124968 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,27),-0.179593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,10),-0.124907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,11),-0.124907 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,12),-0.125435 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,14),-0.124907 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,15),-0.124908 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,16),-0.124907 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,17),-0.12494 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,18),-0.125064 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,19),-0.125064 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,27),-0.203636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,11),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,12),-0.126335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,13),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,14),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,15),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,16),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,17),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,18),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,19),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,26),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,27),-0.0332833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,11),(6,12),-0.126335 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,13),-0.12492 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,14),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,15),-0.125032 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,16),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,17),-0.125057 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,18),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,19),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,26),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,11),(6,27),-0.0335036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,12),(6,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,14),-0.125064 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,15),-0.124896 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,16),-0.125064 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,17),-0.124887 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,18),-0.125007 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,19),-0.125007 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,26),-0.124968 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,27),-0.156062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,13),(6,14),-0.124907 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,15),-0.124908 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,16),-0.124907 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,17),-0.12494 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,18),-0.125064 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,19),-0.125064 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,13),(6,27),-0.203628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,14),(6,15),-0.125032 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,16),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,17),-0.125057 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,18),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,19),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,26),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,27),-0.0335039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,15),(6,16),-0.268878 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,17),-0.109144 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,18),-0.0599452 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,19),-0.0389723 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,26),-0.12178 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,15),(6,27),-0.126918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,16),(6,17),-0.125057 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,18),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,19),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,26),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,16),(6,27),-0.0335036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,17),(6,18),-0.127247 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,19),-0.127089 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,17),(6,27),-0.188127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,18),(6,19),-0.124903 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,18),(6,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,18),(6,27),-0.148615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,19),(6,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,19),(6,27),-0.146304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,26),(6,27),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,5),-0.0184773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,4),-0.038016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,3),-0.0734443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,2),-0.0259259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),0.06772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,4),-0.0117646 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,3),-0.0662864 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,2),-0.0315966 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,-1),-0.0342368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,4),(6,3),-0.0242425 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,2),-0.0398871 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,-1),-0.0224329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,3),(6,2),-0.0356705 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,3),(6,-1),-0.0932754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,2),(6,-1),-0.0516521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,8),0.110123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,9),0.0918097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.128362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,7),(7,11),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,12),-0.107154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,14),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,15),-0.126942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,16),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,18),-0.125254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,20),-0.107154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,27),-0.209547 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,8),(7,9),0.126831 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,8),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,18),-0.124889 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,27),-0.110925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,10),-0.124922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,11),-0.124922 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,12),-0.125738 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,14),-0.124922 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,15),-0.125008 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,16),-0.124922 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,18),-0.125089 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,20),-0.125771 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,27),-0.0884172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,12),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,18),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,20),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,27),-0.133728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,11),(7,12),-0.124889 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,18),-0.124941 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,20),-0.124889 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,27),-0.133961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,12),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,18),-0.124889 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,27),-0.111599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,14),(7,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,18),-0.124941 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,20),-0.124889 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,27),-0.133726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,15),(7,16),-0.268873 # DEPENDENCYPART_GRANDSIBL
