# _root_ While Allianz officials were n't willing to comment in any detail on their plans , they said Allianz currently holds between 5 % and 10 % of Navigation Mixte , an apparent increase from the 5 % stake that Navigation Mixte officials had earlier announced .
#goldHeads=4,3,4,17,4,4,8,6,8,11,9,8,14,12,17,17,0,20,20,17,24,24,24,20,24,24,24,29,27,24,33,33,24,33,38,37,38,34,45,42,42,43,38,43,43,17,
#predictedHeads=4,3,4,17,4,4,8,6,8,11,9,11,14,12,17,17,0,20,20,17,24,24,24,20,24,24,26,29,27,24,33,33,24,33,38,37,38,34,43,42,42,43,38,45,43,17,
(34,42),(42,37),(42,-1),-0.105223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,42),(42,36),(42,35),0.177557 # DEPENDENCYPART_GRANDSIBL
(34,42),(42,36),(42,-1),-0.132616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,42),(42,35),(42,-1),-0.0532029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,43),(43,44),-0.0799639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,45),-0.0732033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,46),-0.0449844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,47),-0.0234274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(34,43),(43,44),(43,45),-0.0636864 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,44),(43,46),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,44),(43,47),-0.0467108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,45),(43,46),-0.0431481 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,45),(43,47),-0.0847663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,46),(43,47),-0.0451051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,43),(43,42),0.132656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,41),0.132664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,40),0.132743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,39),0.104459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,38),0.132743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,37),0.140116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,36),0.106799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,35),0.0919815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,34),0.108864 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(34,43),(43,43),(43,33),-0.130412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,32),-0.12505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,31),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,29),-0.130411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,26),-0.131139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,25),-0.126375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,24),-0.125718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,22),-0.126375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,21),-0.130622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,19),-0.125602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,18),-0.130411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,14),-0.130411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,11),-0.130411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,9),-0.130627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,4),-0.106149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,1),-0.130622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,43),(43,-1),-0.175245 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(34,43),(43,42),(43,41),0.106857 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,40),0.106863 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,39),0.115942 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,38),0.106864 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,37),0.106863 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,36),0.118884 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,35),0.110245 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,34),0.123254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,42),(43,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,31),-0.124886 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,30),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,21),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,19),-0.124959 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,15),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,9),-0.129476 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,4),-0.125079 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,1),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,42),(43,-1),-0.107791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,41),(43,40),0.106864 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,39),0.11498 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,38),0.106864 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,37),0.106863 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,36),0.118884 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,35),0.110245 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,34),0.122291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,41),(43,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,31),-0.124886 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,30),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,21),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,19),-0.124959 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,15),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,9),-0.129476 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,4),-0.125079 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,1),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,41),(43,-1),-0.107871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,40),(43,39),0.114984 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,38),0.106864 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,37),0.106864 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,36),0.118884 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,35),0.110245 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,34),0.122296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,40),(43,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,31),-0.124886 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,30),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,21),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,19),-0.124959 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,15),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,9),-0.129476 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,4),-0.125079 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,1),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,40),(43,-1),-0.107791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,39),(43,38),0.119244 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,37),0.119112 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,36),0.119159 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,35),0.118872 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,34),0.118179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,39),(43,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,9),-0.124886 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,39),(43,-1),-0.154006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,38),(43,37),0.106863 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,36),0.118884 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,35),0.110245 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,34),0.122296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,38),(43,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,31),-0.124886 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,30),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,21),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,19),-0.124959 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,15),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,9),-0.129476 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,4),-0.125079 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,1),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,38),(43,-1),-0.107791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,37),(43,36),0.118866 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,35),0.110242 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,34),0.122098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,37),(43,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,31),-0.124886 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,30),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,21),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,19),-0.124959 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,15),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,9),-0.129476 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,4),-0.125079 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,1),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,37),(43,-1),-0.101162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,36),(43,35),0.115603 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,34),0.118697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,36),(43,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,36),(43,-1),-0.136969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,35),(43,34),0.118295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,35),(43,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,24),-0.124888 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,21),-0.1249 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,9),-0.1249 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,1),-0.1249 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,35),(43,-1),-0.175058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,34),(43,33),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,32),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,31),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,21),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,9),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,1),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,43),(43,34),(43,-1),-0.134927 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(34,43),(43,33),(43,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,31),-0.124886 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,30),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,21),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,19),-0.124959 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,15),-0.125101 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,9),-0.129476 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,4),-0.125079 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,1),-0.129214 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,33),(43,-1),-0.104847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,32),(43,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,32),(43,-1),-0.140454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,31),(43,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,21),-0.124894 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,9),-0.124894 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,1),-0.124894 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,31),(43,-1),-0.17108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,43),(43,30),(43,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,30),(43,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,30),(43,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,30),(43,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,30),(43,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,30),(43,21),-0.125907 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,30),(43,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,30),(43,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,30),(43,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,30),(43,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,43),(43,30),(43,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
