# _root_ He said that even though virtually all corn seeds currently planted are hybrids , the genetic approach will obviate the need for mechanical emasculation of anthers , which costs U.S. seed producers about $ 70 million annually .
#goldHeads=2,0,18,12,12,7,9,9,12,11,9,18,12,18,17,17,18,2,18,21,19,21,24,22,24,25,24,29,24,32,32,29,34,29,34,34,29,2,
#predictedHeads=2,0,18,12,12,9,9,9,12,11,9,18,12,18,17,17,18,2,18,21,19,21,24,22,24,25,26,29,26,32,32,29,34,29,34,34,34,2,
(18,19),(19,27),(19,29),-0.0560029 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,27),(19,32),-0.0803836 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,27),(19,33),-0.0567669 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,27),(19,37),-0.0221102 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,27),(19,38),-0.0420034 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,27),(19,39),0.0772925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,29),(19,32),-0.0319093 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,29),(19,33),-0.025373 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,29),(19,37),-0.0460303 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,29),(19,38),-0.0470709 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,29),(19,39),-0.0922439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,32),(19,33),-0.0182192 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,32),(19,37),-0.0596996 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,32),(19,38),-0.0482966 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,32),(19,39),-0.0863951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,33),(19,37),-0.0490737 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,33),(19,38),-0.0446767 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,33),(19,39),-0.0463783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,37),(19,38),-0.0425036 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,37),(19,39),-0.042656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,38),(19,39),-0.0640396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,17),-0.12945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,16),-0.0651665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,14),-0.124968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,3),-0.0119931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,-1),-0.174799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,17),(19,16),-0.124894 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,14),-0.125029 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,3),-0.142396 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,17),(19,-1),-0.12271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,16),(19,14),-0.125335 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,3),-0.124927 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,16),(19,-1),-0.0672343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,14),(19,3),-0.128262 # DEPENDENCYPART_GRANDSIBL
(18,19),(19,14),(19,-1),-0.00579123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,3),(19,-1),-0.128051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,22),-0.0118045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,23),-0.0593019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,24),-0.00680433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,25),-0.00756431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,26),-0.00680433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,27),-0.0313499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,29),-0.0712641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,32),-0.0104716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,39),0.0771197 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,22),(21,23),-0.0446681 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,24),-0.0443818 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,25),-0.0479321 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,26),-0.0443818 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,27),-0.0384213 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,29),-0.0426238 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,32),-0.0443818 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,39),-0.0569628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,23),(21,24),-0.0354778 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,25),-0.0497675 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,26),-0.0354778 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,27),-0.0616035 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,29),-0.0381536 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,32),-0.0354778 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,39),-0.0359762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,24),(21,25),-0.0506951 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,26),-0.0614048 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,27),-0.0278691 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,29),-0.0330384 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,32),-0.0614048 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,39),-0.0395768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,25),(21,26),-0.0453071 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,27),-0.0391962 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,29),-0.0427073 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,32),-0.0453071 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,39),-0.0337074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,26),(21,27),-0.0278691 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,29),-0.0330384 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,32),-0.0614048 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,26),(21,39),-0.0395768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,27),(21,29),-0.0451145 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,32),-0.0688709 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,27),(21,39),-0.0141683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,29),(21,32),-0.0376926 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,29),(21,39),-0.0762015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,32),(21,39),-0.0395768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,20),0.148445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,17),-0.0627119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,16),-0.12501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,-1),-0.325438 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,20),(21,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,20),(21,-1),-0.06961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,17),(21,16),-0.118122 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,17),(21,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,17),(21,-1),-0.0548843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,16),(21,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,16),(21,-1),-0.104715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,15),(21,-1),-0.06961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,23),-0.045547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,24),-0.0460745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,25),-0.0273892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,26),-0.0460745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,32),-0.0460746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,39),0.010293 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,23),(22,24),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,25),-0.0454702 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,26),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,32),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,39),-0.0459721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,24),(22,25),-0.0430473 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,26),-0.0420959 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,32),-0.0420959 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,39),-0.0526735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,25),(22,26),-0.044963 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,32),-0.044963 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,39),-0.0333017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,26),(22,32),-0.0420959 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,26),(22,39),-0.0526735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,32),(22,39),-0.0526736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,21),0.101838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,20),0.100996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,17),-0.125828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,-1),0.026924 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,21),(22,20),0.119164 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,21),(22,-1),-0.135097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,20),(22,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,20),(22,-1),-0.139535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,17),(22,-1),-0.134571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,25),-0.00755778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,26),-0.00533816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,27),-0.0313281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,29),-0.0706338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,32),-0.00900542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,33),-0.00967246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,39),0.0775805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,25),(24,26),-0.0453059 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,25),(24,27),-0.0391906 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,25),(24,29),-0.0426636 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,25),(24,32),-0.0453059 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,25),(24,33),-0.052411 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,25),(24,39),-0.0268412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,26),(24,27),-0.0307251 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,26),(24,29),-0.0374878 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,26),(24,32),-0.0613002 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,26),(24,33),-0.0494693 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,26),(24,39),-0.0359082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,27),(24,29),-0.0451145 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,27),(24,32),-0.0687923 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,27),(24,33),-0.0519503 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,27),(24,39),-0.0141683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,29),(24,32),-0.0376926 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,29),(24,33),-0.0423377 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,29),(24,39),-0.081989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,32),(24,33),-0.0494693 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,32),(24,39),-0.0359082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,33),(24,39),-0.046612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,24),(24,23),0.111269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,22),0.185417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,21),0.109214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,20),0.148445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,16),-0.124975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,24),(24,24),(24,-1),-0.329013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,24),(24,23),(24,22),0.124164 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,21),0.119022 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,20),0.131089 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,23),(24,-1),-0.104311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,22),(24,21),0.129954 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,20),0.118575 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,22),(24,-1),-0.0234794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,21),(24,20),0.114755 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,16),-0.118122 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,21),(24,-1),-0.0547984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,20),(24,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,20),(24,-1),-0.06961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,16),(24,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,24),(24,16),(24,-1),-0.104311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,24),(24,15),(24,-1),-0.06961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,25),(25,26),-0.0502881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,29),-0.0555669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,32),-0.0502882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,39),0.00626774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,25),(25,26),(25,29),-0.0420047 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,26),(25,32),-0.0421009 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,26),(25,39),-0.0563129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,29),(25,32),-0.0426996 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,29),(25,39),-0.0537785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,32),(25,39),-0.056313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,25),(25,24),0.0839071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,23),0.0968941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,21),0.0833802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,25),(25,25),(25,-1),0.024807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,25),(25,24),(25,23),0.119145 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,24),(25,21),0.118603 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,24),(25,-1),-0.14684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,23),(25,21),0.116975 # DEPENDENCYPART_GRANDSIBL
(18,25),(25,23),(25,-1),-0.141656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,25),(25,21),(25,-1),-0.147366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,27),(27,27),(27,39),0.0132655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,27),(27,27),(27,25),0.114514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,27),(27,27),(27,-1),-0.0728134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,27),(27,25),(27,-1),-0.129572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,29),(29,30),-0.0493326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,31),-0.0493244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,32),-0.0482255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,33),-0.175057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,34),-0.0287004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,37),-0.0359246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,38),-0.04632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,39),0.133586 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,29),(29,30),(29,31),-0.0167816 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,30),(29,32),-0.0167816 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,30),(29,33),-0.0160126 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,30),(29,34),-0.0373007 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,30),(29,37),-0.0596996 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,30),(29,38),-0.0482966 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,30),(29,39),-0.0905985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,31),(29,32),-0.0167816 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,31),(29,33),-0.0159266 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,31),(29,34),-0.0373007 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,31),(29,37),-0.0596996 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,31),(29,38),-0.0482966 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,31),(29,39),-0.0905866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,32),(29,33),-0.0182192 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,32),(29,34),-0.0373007 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,32),(29,37),-0.0596996 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,32),(29,38),-0.0482966 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,32),(29,39),-0.0865885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,33),(29,34),-0.0476128 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,33),(29,37),-0.0490737 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,33),(29,38),-0.0446767 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,33),(29,39),-0.0463836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,34),(29,37),-0.0431017 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,34),(29,38),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,34),(29,39),0.00623432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,37),(29,38),-0.0425036 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,37),(29,39),-0.0427234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,38),(29,39),-0.0640396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,29),(29,28),0.114301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,27),0.262778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,26),0.0905243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,25),0.0912336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,22),0.0902825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,4),-0.132792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,3),-0.0119931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,2),-0.104692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,29),(29,29),(29,-1),-0.173853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,29),(29,28),(29,27),0.119164 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,28),(29,26),0.119164 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,28),(29,25),0.119164 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,28),(29,22),0.119164 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,28),(29,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,28),(29,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,28),(29,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,28),(29,-1),-0.0770263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,27),(29,26),0.129215 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,27),(29,25),0.0901325 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,27),(29,22),0.092675 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,27),(29,4),-0.12489 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,27),(29,3),-0.128262 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,27),(29,2),-0.129754 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,27),(29,-1),-0.00709682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,26),(29,25),0.102725 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,26),(29,22),0.101365 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,26),(29,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,26),(29,3),-0.142396 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,26),(29,2),-0.126676 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,26),(29,-1),-0.122746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,25),(29,22),0.12421 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,25),(29,4),-0.125083 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,25),(29,3),-0.1253 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,25),(29,2),-0.125069 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,25),(29,-1),-0.139946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,22),(29,4),-0.125082 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,22),(29,3),-0.125289 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,22),(29,2),-0.125059 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,22),(29,-1),-0.143172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,4),(29,3),-0.125849 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,4),(29,2),-0.125794 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,4),(29,-1),-0.126987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,3),(29,2),-0.12506 # DEPENDENCYPART_GRANDSIBL
(18,29),(29,3),(29,-1),-0.128596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,29),(29,2),(29,-1),-0.162558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,37),(37,37),(37,39),0.0818845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,37),(37,37),(37,34),0.119157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,37),(37,37),(37,33),0.140939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,37),(37,37),(37,32),0.106518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,37),(37,37),(37,31),0.106518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,37),(37,37),(37,30),0.106518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
