# _root_ The company , however , said orders in the U.S. showed `` good gains '' during the latest quarter .
#goldHeads=2,6,6,6,6,0,11,7,10,8,6,11,14,11,11,11,19,19,16,6,
#predictedHeads=2,6,6,6,6,0,11,7,10,8,6,14,14,11,14,11,19,19,16,6,
(16,19),(19,14),-1.19936 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.922717 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.535059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),1.28953 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.739281 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.25767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.267589 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.11274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,8),-0.835197 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-1.31813 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-1.14695 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-1.00292 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.06502 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.950463 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.944071 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.70756 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.07112 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.543996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,2),-0.555394 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.993903 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.781463 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-1.1309 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.834293 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.440029 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.637263 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.759825 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.468933 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.501989 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.40542 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.224226 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.400773 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),-0.412944 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.272785 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.57795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,11),-0.575346 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-1.01449 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.531816 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.674212 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.74213 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.47639 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.349812 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.766998 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.538978 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.673833 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.478446 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.557473 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.730737 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.57781 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.547129 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.448812 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.302624 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.343038 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.356432 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.52394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,2),-0.582732 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.943508 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.766399 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-1.08051 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.594237 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.461761 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.590948 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.614242 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.654003 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.503341 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.508678 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.46757 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.426487 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.309976 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.24935 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.174982 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.54598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,12),-0.534989 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.408373 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.446219 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.45977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,2),-0.54696 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-1.02321 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.741776 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.48101 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.783039 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.477519 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.298506 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.352797 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.256181 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.196099 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.56315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,18),0.0710067 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.369939 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.46574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,8),-0.0730607 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.0568348 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.503828 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.318165 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.264184 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.177883 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.321819 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.078619 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.130884 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.344309 # DEPENDENCYPART_GRANDPAR
