# _root_ `` I find myself in an adversary relationship with Laurel Bank , and I am not inclined to extend myself as far as any favors are concerned , '' the judge wrote back in a letter attached to the grand jury 's report .
#goldHeads=32,3,13,3,3,8,8,5,8,11,9,13,32,15,13,15,15,19,17,19,19,21,26,25,26,21,26,32,32,31,32,0,32,32,36,34,36,37,41,41,43,41,38,32,
#predictedHeads=32,3,13,3,3,8,8,5,8,11,9,13,32,15,13,15,15,19,17,19,19,21,26,25,26,21,26,32,32,31,32,0,32,32,36,34,36,37,41,41,43,41,38,32,
(22,21),(21,19),(21,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,11),-0.0196492 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,-1),-0.0290463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,18),(21,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,11),-0.0194418 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,-1),-0.0406386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,17),(21,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,17),(21,11),-0.0194936 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,17),(21,-1),-0.0354391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,13),(21,11),0.0303796 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,13),(21,-1),-0.0333238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,11),(21,-1),-0.0614637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,24),-0.0287267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,25),-0.0594157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,33),-0.00383404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,45),0.0857798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,24),(23,25),-0.0196334 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,45),-0.0266726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,25),(23,33),-0.0195558 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,25),(23,45),-0.0931406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,33),(23,45),0.00789399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,22),0.0825131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,21),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,18),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,-1),-0.0101872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,22),(23,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,-1),-0.179469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,21),(23,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,21),(23,-1),-0.179878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,18),(23,-1),-0.146125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,27),-0.0224412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,45),-0.02332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,27),(24,45),-0.0224412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,-1),-0.156734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,25),(25,26),-0.0100759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,27),-0.0095352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,31),-0.0405955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,45),-0.0471268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,26),(25,27),-0.0194992 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,26),(25,31),-0.0129132 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,26),(25,45),-0.00342079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,27),(25,31),-0.0129132 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,27),(25,45),-0.00285228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,31),(25,45),-0.0427626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,25),(25,24),0.0764431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,23),0.148114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,22),0.108061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,-1),-0.197095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,24),(25,23),0.109423 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,22),0.113789 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,-1),-0.16808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,23),(25,22),0.107817 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,23),(25,-1),-0.117343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,22),(25,-1),-0.15561 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,26),(26,27),-0.0384922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,28),-0.034128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,29),-0.0196726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,31),-0.056994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,32),-0.0384922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,33),-0.0049792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,34),-0.0297824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,37),-0.0384922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,44),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,45),0.0714657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,27),(26,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,29),-0.0199685 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,31),-0.0194631 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,32),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,33),-0.0194429 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,34),-0.0197825 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,37),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,44),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,27),(26,45),-0.0269942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,28),(26,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,28),(26,31),-0.0206623 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,28),(26,32),-0.0204758 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,28),(26,33),-0.01962 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,28),(26,34),-0.0199686 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,28),(26,37),-0.0204758 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,28),(26,44),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,28),(26,45),-0.0159537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,29),(26,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,29),(26,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,29),(26,33),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,29),(26,34),-0.0196494 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,29),(26,37),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,29),(26,44),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,29),(26,45),-0.0200158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,31),(26,32),-0.0193474 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,31),(26,33),-0.0218125 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,31),(26,34),-0.0168189 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,31),(26,37),-0.0193474 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,31),(26,44),-0.0196156 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,31),(26,45),-0.0434635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,32),(26,33),-0.0194429 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,32),(26,34),-0.0197825 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,32),(26,37),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,32),(26,44),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,32),(26,45),-0.0269942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,33),(26,34),-0.0200852 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,33),(26,37),-0.0225037 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,33),(26,44),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,33),(26,45),-0.0214661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,34),(26,37),-0.0199146 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,34),(26,44),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,34),(26,45),-0.0244928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,37),(26,44),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,37),(26,45),-0.0269942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,44),(26,45),-0.0229688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,26),(26,25),0.140401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,24),0.107294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,23),0.0996223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,22),0.0980526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,21),-0.145155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,19),-0.145741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,18),-0.145988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,17),-0.146175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,16),-0.145151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,15),-0.145741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,13),-0.145467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,8),-0.14832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,5),-0.147527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,-1),-0.250867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,25),(26,24),0.109503 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,23),0.147998 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,22),0.114045 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,21),-0.14519 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,19),-0.144702 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,17),-0.144703 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,5),-0.145225 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,-1),-0.164599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,24),(26,23),0.109397 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,22),0.109535 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,20),-0.144703 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,19),-0.144715 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,15),-0.144715 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,5),-0.144704 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,-1),-0.146771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,23),(26,22),0.105196 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,-1),-0.0407046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,22),(26,21),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,18),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,12),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,8),-0.144724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,5),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,22),(26,-1),-0.167593 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,21),(26,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,18),-0.144705 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,12),-0.144707 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,8),-0.144724 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,5),-0.144703 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,-1),-0.15207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,20),(26,19),-0.14481 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,15),-0.14481 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,12),-0.144729 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,8),-0.144703 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,5),-0.145654 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,-1),-0.154732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,19),(26,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,17),-0.14472 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,19),(26,-1),-0.152705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,18),(26,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,5),-0.144838 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,-1),-0.104794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,17),(26,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,5),-0.144721 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,17),(26,-1),-0.150864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,16),(26,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,12),-0.144707 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,8),-0.144724 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,5),-0.144704 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,16),(26,-1),-0.167945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,15),(26,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,15),(26,-1),-0.152705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,13),(26,12),-0.023426 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,13),(26,8),-0.0860678 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,13),(26,5),-0.105964 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,13),(26,-1),-0.146667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,12),(26,8),-0.144988 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,12),(26,5),-0.146112 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,12),(26,-1),-0.138906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,8),(26,5),-0.145225 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,8),(26,-1),-0.164599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,5),(26,-1),-0.0533504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,18),(18,19),0.109182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,25),-0.147842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,38),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,45),-0.12804 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,19),(18,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,19),(18,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,19),(18,45),-0.145065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,25),(18,38),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,25),(18,45),-0.130145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,38),(18,45),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,18),(18,17),-0.0329122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,16),-0.0102203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,-1),0.0213329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,17),(18,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,-1),-0.0319266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,16),(18,-1),-0.0102748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,22),0.104642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,23),-0.144727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,25),-0.155346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,26),-0.146927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,28),-0.144778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,32),-0.146927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,45),-0.178753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,22),(21,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,25),-0.145179 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,26),-0.145069 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,32),-0.145069 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,45),-0.141402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,23),(21,25),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,45),-0.159967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,25),(21,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,25),(21,28),-0.144743 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,25),(21,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,25),(21,45),-0.0740768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,26),(21,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,26),(21,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,26),(21,45),-0.150286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,28),(21,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,28),(21,45),-0.154693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,32),(21,45),-0.150286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,20),-0.019789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,19),-0.0571184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,18),-0.0244946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,17),-0.0171317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
