# _root_ Many investors , trying to outperform the market 's major indexes , have flocked to these small issues in recent weeks .
#goldHeads=2,13,2,2,4,5,8,11,8,11,6,13,0,13,14,18,18,15,14,21,19,13,
#predictedHeads=2,13,2,2,4,5,8,11,8,11,6,2,0,13,14,18,18,15,14,21,19,13,
(19,21),(21,22),-1.03152 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.222609 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.634375 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.137646 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.497364 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.221147 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.146818 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),0.252672 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.518257 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.368894 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.512959 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),-0.33464 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),-0.105333 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),-0.434443 # DEPENDENCYPART_GRANDPAR
(21,8),(8,18),-0.298939 # DEPENDENCYPART_GRANDPAR
(21,8),(8,22),-1.05485 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.133551 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.447351 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.152624 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.478179 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.0527617 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.245152 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.735269 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.127375 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.243998 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.235146 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.200794 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.246934 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.462466 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.132084 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.56641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.989736 # DEPENDENCYPART_GRANDPAR
