# _root_ Among active stocks , MCI Communications rose 7\/8 to 43 on 2.2 million shares , Mentor Graphics added 1\/8 to 16 3\/8 on turnover of 1.5 million shares .
#goldHeads=7,3,1,7,6,7,0,7,7,9,7,14,14,11,7,17,18,7,18,18,22,20,18,23,24,27,28,25,7,
#predictedHeads=7,3,1,7,6,7,18,7,7,9,7,13,14,11,18,17,18,0,18,18,22,20,18,23,24,27,28,25,18,
(13,18),(18,7),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,7),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,7),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,7),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,7),(18,-1),-0.145349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,6),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,6),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,6),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,6),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,6),(18,-1),-0.148797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,4),(18,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,4),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,4),(18,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,4),(18,-1),-0.15254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,3),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,3),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,3),(18,-1),-0.148797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,2),(18,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,18),(18,2),(18,-1),-0.137971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,18),(18,1),(18,-1),-0.155488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,1),(1,2),0.148789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,3),0.040402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,4),0.104263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,5),0.0404366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,6),0.0404366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,7),0.101741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,9),0.168341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,18),-0.148496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,30),-0.128352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,1),(1,2),(1,3),0.107995 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,4),0.0982615 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,5),0.107995 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,6),0.107995 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,7),0.108485 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,9),0.109054 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,18),-0.144707 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,30),-0.172008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,3),(1,4),0.105611 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,5),0.109522 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,6),0.109522 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,9),0.10903 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,30),-0.195602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,4),(1,5),0.108232 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,6),0.108232 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,7),0.109537 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,9),0.108796 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,30),-0.141265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,5),(1,6),0.109523 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,5),(1,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,5),(1,9),0.10903 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,5),(1,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,5),(1,30),-0.195103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,6),(1,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,6),(1,9),0.10903 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,6),(1,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,6),(1,30),-0.195103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,7),(1,9),0.10951 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,7),(1,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,7),(1,30),-0.154798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,9),(1,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,9),(1,30),-0.159123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,18),(1,30),-0.154798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,1),(1,-1),-0.330578 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,8),(8,9),0.061672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,10),0.0833217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,11),0.0753281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,12),0.0833217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,13),0.0808622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,19),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,30),-0.0349883 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,9),(8,10),0.101307 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,12),0.101307 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,13),0.101306 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,19),-0.147879 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,30),-0.174496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,10),(8,11),0.109513 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,12),0.108941 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,13),0.108906 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,30),-0.180298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,11),(8,12),0.109512 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,13),0.109512 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,15),-0.144703 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,30),-0.177772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,12),(8,13),0.108906 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,30),-0.180298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,13),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,13),(8,30),-0.182782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,15),(8,19),-0.144711 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,30),-0.158234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,19),(8,30),-0.180298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,5),-0.038664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,-1),0.136085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,5),(8,-1),-0.0461498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,9),(9,10),0.0236397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,11),0.109452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,12),0.0236397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,13),0.0236103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,14),-0.148261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,20),-0.147823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,30),-0.105411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,10),(9,11),0.109522 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,12),0.105537 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,13),0.105106 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,10),(9,30),-0.230784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,11),(9,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,13),0.10954 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,11),(9,30),-0.145912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,12),(9,13),0.105106 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,12),(9,30),-0.230784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,13),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,13),(9,30),-0.231293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,14),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,14),(9,30),-0.1703 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,15),(9,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,9),(9,15),(9,30),-0.145962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,20),(9,30),-0.147839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,9),(9,9),(9,8),-0.0213063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,9),(9,9),(9,-1),-0.217292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,9),(9,8),(9,-1),-0.0253288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,11),0.0769686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,12),0.0919465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,13),0.089487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,19),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,21),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,30),-0.0223201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,11),(10,12),0.109512 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,13),0.109512 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,15),-0.144703 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,30),-0.176131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,12),(10,13),0.108906 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,21),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,30),-0.171673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,13),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,21),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,13),(10,30),-0.174157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,15),(10,19),-0.144711 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,21),-0.144711 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,15),(10,30),-0.158234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,19),(10,21),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,19),(10,30),-0.171673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,21),(10,30),-0.171761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,9),0.0746417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,8),0.0307599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,-1),0.153444 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,9),(10,8),0.0543327 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,-1),-0.07433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,8),(10,-1),0.127068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,12),0.019212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.0140024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,14),-0.162663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,16),-0.16223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,18),-0.148497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,20),-0.146816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,23),-0.144919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,25),-0.144994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,30),-0.112089 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.123376 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,20),-0.144703 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,23),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,25),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,30),-0.0912005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,20),-0.144703 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,23),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,25),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,30),-0.0806927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,14),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,23),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,25),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,30),-0.189289 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,15),(11,16),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,30),-0.14792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,16),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,23),-0.144725 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,25),-0.144725 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,30),-0.188671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,18),(11,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,30),-0.155164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,20),(11,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,30),-0.159125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,23),(11,25),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,30),-0.143635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,25),(11,30),-0.145921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,10),0.0366588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,9),-0.0339263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),-0.337407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,10),(11,9),-0.0286322 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,-1),0.00313308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,9),(11,-1),-0.0547385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.089487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,18),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,19),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,30),-0.0249134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,30),-0.174157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,15),(12,18),-0.14562 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,19),-0.144711 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,30),-0.158234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,18),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,30),-0.149082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,19),(12,30),-0.171673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),-0.00613737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,10),0.0303098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,8),0.0307599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,-1),0.151988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,11),(12,10),-0.0195594 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,8),-0.0195594 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,-1),-0.0200131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,10),(12,8),-0.0193287 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,-1),0.12672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,8),(12,-1),0.127068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,18),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,30),-0.0524564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,18),(13,30),-0.149084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),0.0452918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,11),-0.00712364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,10),0.0446607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),0.111301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,11),-0.0225496 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,10),-0.0192386 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,-1),0.14588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,11),(13,10),-0.0195594 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,-1),-0.0214871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,10),(13,-1),0.145249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,30),-0.0421515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,-1),-0.182548 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,17),-0.131043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,18),0.046411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,19),-0.0927333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,21),-0.0959331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,22),-0.0989989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,29),0.0756941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,30),0.125733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,18),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,19),-0.0244358 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,21),-0.0244358 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,22),-0.0244358 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,29),-0.011177 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,30),0.0286765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,18),(16,19),-0.0196491 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,21),-0.0196491 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,22),-0.0196491 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,29),-0.0195614 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,30),0.000634962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
