# _root_ Money funds invest in such things as short-term Treasury securities , commercial paper and certificates of deposit , all of which have been posting lower interest rates since last spring .
#goldHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,14,20,22,20,14,22,23,27,27,24,24,30,28,3,
#predictedHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,17,20,22,20,17,22,23,27,27,24,24,30,28,3,
(14,2),(2,1),(2,-1),0.0117842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,3),(3,4),0.0719442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,5),0.201273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,6),0.247263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,7),0.094809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,8),0.201453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,10),0.239745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,11),0.0877426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,12),0.200454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,14),-0.166252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,18),-0.144941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,22),-0.162464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,24),-0.162429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,28),-0.140126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,32),-0.211996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,3),(3,4),(3,5),0.106601 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,6),0.0625611 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,7),0.126756 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,8),0.106603 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,10),0.0625611 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,11),0.064627 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,12),0.106603 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,14),-0.145171 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,18),-0.145859 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,22),-0.145605 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,24),-0.145602 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,28),-0.146281 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,31),-0.146291 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,4),(3,32),-0.0735431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,5),(3,6),0.108777 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,7),0.156505 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,8),0.10656 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,10),0.108777 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,11),0.118867 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,12),0.10656 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,14),-0.144787 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,22),-0.145984 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,24),-0.145984 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,28),-0.14479 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,5),(3,32),-0.140446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,6),(3,7),0.130274 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,8),0.0858479 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,10),0.0911612 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,11),0.063259 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,12),0.0858438 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,14),-0.147235 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,18),-0.147761 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,22),-0.149107 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,24),-0.149107 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,28),-0.164977 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,31),-0.144792 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,6),(3,32),-0.0681547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,7),(3,8),0.106733 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,10),0.0587803 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,11),0.0619046 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,12),0.106733 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,14),-0.14517 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,18),-0.14577 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,22),-0.145694 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,24),-0.145692 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,28),-0.146284 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,31),-0.145894 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,7),(3,32),-0.0750702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,8),(3,10),0.108786 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,11),0.118867 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,12),0.10656 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,14),-0.144781 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,22),-0.145984 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,24),-0.145984 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,28),-0.14479 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,8),(3,32),-0.14039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,10),(3,11),0.0632343 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,12),0.0858438 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,14),-0.147235 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,18),-0.147761 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,22),-0.149107 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,24),-0.149107 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,28),-0.164977 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,31),-0.144792 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,10),(3,32),-0.0672917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,11),(3,12),0.111801 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,14),-0.148938 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,22),-0.153622 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,24),-0.153537 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,28),-0.158378 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,11),(3,32),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,12),(3,14),-0.144781 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,22),-0.145984 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,24),-0.145984 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,28),-0.14479 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,12),(3,32),-0.141392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,14),(3,18),0.127231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,14),(3,22),0.0858673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,14),(3,24),0.0641632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,14),(3,28),-0.330544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,14),(3,31),-0.0951134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,14),(3,32),-0.117114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,3),(3,18),(3,22),-0.153622 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,18),(3,24),-0.153537 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,18),(3,28),-0.158378 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,18),(3,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,18),(3,32),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,22),(3,24),-0.145246 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,22),(3,28),-0.145612 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,22),(3,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,22),(3,32),-0.0384177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,24),(3,28),-0.145612 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,24),(3,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,24),(3,32),-0.0564583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,28),(3,31),-0.145894 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,28),(3,32),-0.0764801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,31),(3,32),-0.149644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,3),(3,2),-0.0202529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,1),-0.0203958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,3),(3,3),(3,-1),0.196722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,3),(3,2),(3,1),-0.00612935 # DEPENDENCYPART_GRANDSIBL
(14,3),(3,2),(3,-1),-0.014978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,3),(3,1),(3,-1),-0.0127903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,4),(4,5),0.0665286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,6),0.0804827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,7),0.111124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,8),0.0666081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,9),0.0851602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,10),0.0811868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,11),0.146171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,13),0.0811516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,14),-0.150838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,32),-0.0820854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,5),(4,6),0.108872 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,7),0.10866 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,8),0.109131 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,9),0.108872 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,10),0.108872 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,11),0.107553 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,13),0.108872 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,32),-0.189554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,6),(4,7),0.113703 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,8),0.109423 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,9),0.107782 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,10),0.107783 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,11),0.103221 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,13),0.107783 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,32),-0.151189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,7),(4,8),0.109176 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,9),0.116372 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,10),0.116372 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,11),0.109404 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,13),0.116372 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,32),-0.146351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,8),(4,9),0.108874 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,10),0.108874 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,11),0.107572 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,13),0.108874 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,32),-0.189496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,9),(4,10),0.107783 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,11),0.103221 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,13),0.107783 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,32),-0.146513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,10),(4,11),0.103221 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,13),0.107783 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,32),-0.150485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,11),(4,13),0.10826 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,14),-0.144763 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,32),-0.081858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,13),(4,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,13),(4,32),-0.15052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,14),(4,32),-0.162869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,4),(4,2),0.0351614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,-1),-0.116207 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,2),(4,-1),-0.0121744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,5),(5,7),0.11168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,32),-0.182258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,7),(5,32),-0.103027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,5),(5,2),-0.043002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,5),(5,5),(5,-1),0.0180184 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,2),(5,-1),-0.0381991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,6),(6,7),0.168919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,8),0.0863483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,9),0.0454404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,10),0.0376657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,11),0.230971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,12),0.0794646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,13),0.0413557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,14),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,16),-0.0581569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,18),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,19),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,23),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,32),-0.0225407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,6),(6,7),(6,8),0.0966262 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,9),0.110195 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,10),0.110195 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,11),0.0837086 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,12),0.0966262 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,13),0.110193 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,16),-0.155968 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,18),-0.145002 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,19),-0.144772 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,23),-0.147278 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,32),-0.0410662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,8),(6,9),0.115625 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,10),0.115625 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,11),0.0950886 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,12),0.131224 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,13),0.115625 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,14),-0.145024 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,16),-0.144706 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,18),-0.144923 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,19),-0.145803 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,23),-0.144727 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,32),-0.181885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,9),(6,10),0.177976 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,11),0.0988757 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,12),0.134002 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,13),0.177976 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,16),-0.135764 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,18),-0.152579 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,19),-0.14585 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,23),-0.144804 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,31),-0.144707 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,32),-0.15522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,10),(6,11),0.0988772 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,10),(6,12),0.133998 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,10),(6,13),0.179658 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,10),(6,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,10),(6,16),-0.135764 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,10),(6,18),-0.152579 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,10),(6,19),-0.14585 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,10),(6,23),-0.144804 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,10),(6,31),-0.144707 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,10),(6,32),-0.168779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,11),(6,12),0.0870538 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,11),(6,13),0.112984 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,11),(6,14),-0.149799 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,11),(6,16),-0.145594 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,11),(6,18),-0.144766 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,11),(6,19),-0.144712 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,11),(6,23),-0.147594 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,11),(6,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,11),(6,32),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,12),(6,13),0.115562 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,12),(6,14),-0.145024 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,12),(6,16),-0.144706 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,12),(6,18),-0.144923 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,12),(6,19),-0.145803 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,12),(6,23),-0.144727 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,12),(6,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,12),(6,32),-0.19232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,13),(6,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,13),(6,16),-0.135764 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,13),(6,18),-0.152579 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,13),(6,19),-0.14585 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,13),(6,23),-0.144804 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,13),(6,31),-0.144707 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,13),(6,32),-0.16241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,14),(6,16),-0.0309807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,14),(6,18),0.12717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,14),(6,19),-0.0141618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,14),(6,23),0.132523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,14),(6,31),-0.0951134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,14),(6,32),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,6),(6,16),(6,18),-0.14505 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,16),(6,19),-0.14483 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,16),(6,23),-0.148394 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,16),(6,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,16),(6,32),0.0240629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,18),(6,19),-0.144712 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,18),(6,23),-0.147594 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,18),(6,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,18),(6,32),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,19),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,19),(6,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,19),(6,32),-0.133016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,23),(6,31),-0.144761 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,23),(6,32),-0.170805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,31),(6,32),-0.14706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,6),(6,5),0.0153207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,4),-0.0696912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,2),-0.0381922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,1),-0.0296461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,-1),0.178372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,6),(6,5),(6,4),-0.0338443 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,5),(6,2),-0.0308049 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,5),(6,1),-0.0308049 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,5),(6,-1),0.0380426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,4),(6,2),-0.0334511 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,4),(6,1),-0.0334511 # DEPENDENCYPART_GRANDSIBL
