# _root_ Jerome Kern , Tele-Communications ' chief outside counsel , said he was n't aware of Time 's legal plans .
#goldHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,12,14,19,16,19,15,10,
#predictedHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,12,14,19,16,19,15,10,
(8,14),(14,13),(14,8),0.117224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,13),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,-1),-0.11849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,11),(14,8),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,11),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,11),(14,-1),-0.114791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,8),(14,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,-1),-0.1213 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,6),(14,-1),-0.116551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,16),0.0531449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,18),-0.0321366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,19),0.105249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,21),-0.417469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,16),(15,18),-0.0448559 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,19),-0.086331 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,21),-0.00125609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,18),(15,19),-0.0439844 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,18),(15,21),-0.0137631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,19),(15,21),0.0519475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,14),0.123999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,13),0.108822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,-1),0.00862537 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,14),(15,13),0.105873 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,-1),-0.171051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,13),(15,-1),-0.189216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,19),(19,20),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,21),0.104181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,19),(19,20),(19,21),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,19),(19,18),0.0928891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,17),0.233864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,16),0.150616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,15),0.255214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,14),0.0924928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,13),0.104979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,9),0.165766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,-1),0.0225189 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,19),(19,18),(19,17),0.121763 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,16),0.135849 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,15),0.115596 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,14),0.131007 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,13),0.124414 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,9),0.090421 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,-1),-0.157382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,17),(19,16),0.112199 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,15),0.119033 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,14),0.112587 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,13),0.115989 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,9),0.118673 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,-1),0.0753377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,16),(19,15),0.1096 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,16),(19,14),0.150802 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,16),(19,13),0.111068 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,16),(19,9),0.12262 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,16),(19,-1),-0.141305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,15),(19,14),0.119719 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,15),(19,13),0.118102 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,15),(19,9),0.111334 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,15),(19,-1),-0.0689903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,14),(19,13),0.124414 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,14),(19,9),0.090421 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,14),(19,-1),-0.157368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,13),(19,9),0.115504 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,13),(19,-1),-0.119143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,9),(19,-1),-0.00375527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,1),(1,2),0.0451103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,3),0.066298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,4),0.0438044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,5),0.0991642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,6),0.115067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,8),0.0450978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,9),0.066298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,21),-0.158403 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,1),(1,2),(1,3),0.180621 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,4),0.123861 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,5),0.130049 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,6),0.117409 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,8),0.12385 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,9),0.180621 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,21),-0.0913907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,3),(1,4),0.245192 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,5),0.118024 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,6),0.14626 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,8),0.246287 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,9),0.0847307 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,21),-0.105157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,4),(1,5),0.130049 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,4),(1,6),0.117409 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,4),(1,8),0.12385 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,4),(1,9),0.180621 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,4),(1,21),-0.0916663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,5),(1,6),0.115529 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,5),(1,8),0.12084 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,5),(1,9),0.126821 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,5),(1,21),-0.150593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,6),(1,8),0.0589364 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,6),(1,9),0.152816 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,6),(1,21),-0.0613323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,8),(1,9),0.17879 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,8),(1,21),-0.088485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,9),(1,21),-0.105157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,1),(1,-1),-0.0176011 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,2),(2,3),0.066298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,4),0.0442113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,5),0.0991642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,6),0.115067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,7),0.129948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,8),0.0455047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,9),0.066298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,10),-0.0942543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,2),(2,12),-0.0923967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,13),-0.122749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,15),-0.0699554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,19),-0.0122477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,21),-0.158401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,3),(2,4),0.245192 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,5),0.118024 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,6),0.14626 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,7),0.146348 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,8),0.246287 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,9),0.0847307 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,10),-0.141287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,3),(2,12),-0.141628 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,13),-0.125989 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,15),-0.132673 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,19),-0.143241 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,20),-0.125335 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,21),-0.105157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,4),(2,5),0.130049 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,6),0.117409 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,7),0.120169 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,8),0.12385 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,9),0.180621 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,10),-0.125994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,4),(2,12),-0.125994 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,13),-0.124924 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,15),-0.127038 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,19),-0.1073 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,21),-0.0912594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,5),(2,6),0.115529 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,7),0.115529 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,8),0.12084 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,9),0.126821 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,5),(2,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,21),-0.150593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,6),(2,7),0.113586 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,8),0.0589364 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,9),0.152816 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,10),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,6),(2,12),-0.125348 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,13),-0.127034 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,15),-0.1264 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,19),-0.127187 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,20),-0.130349 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,21),-0.0613323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,7),(2,8),0.0571947 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,9),0.153605 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,10),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,7),(2,12),-0.125348 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,13),-0.127034 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,15),-0.1264 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,19),-0.127187 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,20),-0.130349 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,21),-0.0420647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,8),(2,9),0.17879 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,10),-0.125994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,8),(2,12),-0.125994 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,13),-0.124924 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,15),-0.127038 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,19),-0.1073 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,21),-0.0880781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,9),(2,10),-0.141287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,9),(2,12),-0.141628 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,13),-0.125989 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,15),-0.132673 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,19),-0.143241 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,20),-0.125335 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,21),-0.105157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,10),(2,12),-0.122572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,13),-0.125036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,15),-0.127945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,19),-0.125497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,20),-0.124896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,21),-0.137488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,12),(2,13),-0.125054 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,15),-0.127935 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,19),-0.125441 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,20),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,21),-0.125313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,13),(2,15),-0.125164 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,19),-0.124921 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,21),-0.0580046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,15),(2,19),-0.131922 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,21),-0.049356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,19),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,19),(2,21),-0.0917503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,20),(2,21),-0.139006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,2),(2,1),0.0138641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,-1),-0.0176011 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,1),(2,-1),-0.02804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,3),(3,21),-0.0275634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,3),(3,-1),0.0593642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,4),(4,5),0.0991642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,6),0.115067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,7),0.129948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,8),0.0450976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,9),0.0662719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,12),-0.0923967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,13),-0.122749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,21),-0.156559 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,5),(4,6),0.115529 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,7),0.115529 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,8),0.12084 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,9),0.126821 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,21),-0.150593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,7),0.113586 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,8),0.0589364 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,9),0.152816 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,12),-0.125348 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,13),-0.127034 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,21),-0.0613323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,7),(4,8),0.0571947 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,9),0.153605 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,12),-0.125348 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,13),-0.127034 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,21),-0.0420647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,8),(4,9),0.17879 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,12),-0.125994 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,13),-0.124924 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,21),-0.0885014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,9),(4,12),-0.141628 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,13),-0.125989 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,21),-0.105167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,12),(4,13),-0.125054 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,12),(4,21),-0.125814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,13),(4,21),-0.0580046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,3),0.0840068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,2),0.0134544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,1),0.0138608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,-1),-0.012947 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,3),(4,2),-0.070255 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,1),-0.070255 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,-1),-0.0394854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,2),(4,1),-0.0442507 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,2),(4,-1),-0.0284475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,1),(4,-1),-0.0280463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.115421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),0.143867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.0714477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,12),-0.111779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,14),-0.0951325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,15),-0.0861741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,21),-0.234749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.117873 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.119974 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,12),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,15),-0.124905 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,21),-0.111673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.128798 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,14),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,15),-0.125037 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,21),-0.020718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,12),-0.124954 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,15),-0.124898 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,21),-0.120881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,12),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,15),-0.124894 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,12),(6,21),-0.0988432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,14),(6,15),-0.124905 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,14),(6,21),-0.111709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,15),(6,21),-0.105913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,5),-0.0442254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,4),-0.0333125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,3),-0.066067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,2),-0.0333125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),-0.0946885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,4),-0.04204 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,2),-0.04204 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,-1),-0.044143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,4),(6,3),-0.0567953 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,2),-0.0446881 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,-1),-0.0772956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,3),(6,2),-0.0652784 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,3),(6,-1),-0.06596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,2),(6,-1),-0.0772956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,8),0.144391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
