# _root_ Often , Mr. Dinkins 's procrastination prevented him from having a say in the way things turned out , critics claim .
#goldHeads=7,7,4,6,4,7,21,7,7,9,12,10,10,15,13,17,15,17,21,21,0,21,
#predictedHeads=21,21,4,6,4,7,21,7,7,9,12,10,10,16,16,13,12,17,21,21,0,21,
(12,17),(17,17),(17,4),-0.195262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,3),-0.195284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,2),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,1),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.0268978 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,15),0.0967427 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,14),0.109047 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,13),0.0924309 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,12),0.0967398 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,11),-0.145141 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,10),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,9),-0.147692 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,8),-0.144718 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,7),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,16),(17,-1),-0.0463489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,15),(17,14),0.109047 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,13),0.0932215 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,12),0.0967398 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,11),-0.145141 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,10),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,9),-0.147692 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,8),-0.144718 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,7),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,15),(17,-1),-0.0483474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,14),(17,13),0.101252 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,12),0.108683 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,10),-0.144811 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,9),-0.144715 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,7),-0.144811 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,6),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,4),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,3),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,2),-0.144738 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,14),(17,-1),-0.158336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,13),(17,12),0.107002 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,11),-0.145129 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,10),-0.144847 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,9),-0.145076 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,7),-0.144847 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,4),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,3),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,13),(17,-1),-0.23694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,12),(17,11),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,10),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,9),-0.147692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,8),-0.144718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,7),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,6),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,4),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,3),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,2),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,1),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,12),(17,-1),-0.0463698 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,11),(17,10),-0.144756 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,9),-0.144708 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,7),-0.144756 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,6),-0.14479 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,4),-0.14479 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,3),-0.14479 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,2),-0.144726 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,1),-0.144705 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,11),(17,-1),-0.15917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,10),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,8),-0.144756 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,2),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,10),(17,-1),-0.151237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,9),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,7),-0.144847 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,4),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,3),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,9),(17,-1),-0.240493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,8),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,2),-0.144747 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,8),(17,-1),-0.0172179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,7),(17,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,7),(17,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,7),(17,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,7),(17,2),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,7),(17,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,7),(17,-1),-0.151236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,6),(17,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,-1),-0.0463484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,4),(17,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,4),(17,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,4),(17,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,4),(17,-1),-0.0458213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,3),(17,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,3),(17,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,3),(17,-1),-0.0472637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,2),(17,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,2),(17,-1),-0.220116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,1),(17,-1),-0.198627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,23),0.013205 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,19),(19,-1),-0.127203 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,20),(20,21),0.0394792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,22),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,23),0.0980953 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,21),(20,22),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,23),-0.00538962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,22),(20,23),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,19),0.176914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,17),0.0854699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,16),0.14733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,15),0.144766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,14),0.0884352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,-1),-0.0255344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,19),(20,17),0.100356 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,16),0.116076 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,15),0.116075 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,14),0.108664 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,-1),-0.0381725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,17),(20,16),0.113738 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,15),0.113736 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,14),0.0975666 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,17),(20,-1),-0.204646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,16),(20,15),0.0911064 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,16),(20,14),0.128913 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,16),(20,-1),-0.185103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,15),(20,14),0.12891 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,15),(20,-1),-0.18776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,14),(20,-1),-0.18345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,21),(21,22),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,23),0.0411673 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,22),(21,23),-0.0610327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,21),(21,20),0.142514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,19),0.113141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,17),0.139586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,16),0.141721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,15),0.141886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,14),0.0904693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,13),0.158982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,12),0.142224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,11),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,10),-0.189769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,9),-0.17052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,7),-0.189769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,6),-0.195262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,4),-0.195262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,2),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,1),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,-1),-0.0262396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,20),(21,19),0.0612016 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,17),0.102228 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,16),0.096803 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,15),0.096803 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,14),0.109047 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,13),0.0932271 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,12),0.0968 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,11),-0.145141 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,10),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,9),-0.147692 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,7),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,-1),-0.0472245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,19),(21,17),0.130824 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,16),0.122921 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,15),0.122921 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,14),0.109441 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,13),0.145727 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,12),0.122917 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,10),-0.145093 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,9),-0.145225 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,7),-0.145093 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,4),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,-1),-0.220123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,17),(21,16),0.107223 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,15),0.107223 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,14),0.108519 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,13),0.104791 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,12),0.107223 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,2),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,-1),-0.151418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,16),(21,15),0.096803 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,14),0.109047 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,13),0.0924309 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,12),0.0968 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,11),-0.145141 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,10),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,9),-0.147692 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,7),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,-1),-0.047217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,15),(21,14),0.109047 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,13),0.0932215 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,12),0.0968 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,11),-0.145141 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,10),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,9),-0.147692 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,7),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,-1),-0.0492154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,14),(21,13),0.101252 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,12),0.108683 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,10),-0.144811 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,9),-0.144715 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,7),-0.144811 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,6),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,4),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,2),-0.144738 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,-1),-0.158337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,13),(21,12),0.107002 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,11),-0.145129 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,10),-0.144847 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,9),-0.145076 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,7),-0.144847 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,4),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,-1),-0.236902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,12),(21,11),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,10),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,9),-0.147692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,7),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,6),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,4),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,2),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,1),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,12),(21,-1),-0.0472379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,11),(21,10),-0.144756 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,11),(21,9),-0.144708 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,11),(21,7),-0.144756 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,11),(21,6),-0.14479 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,11),(21,4),-0.14479 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,11),(21,2),-0.144726 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,11),(21,1),-0.144705 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,11),(21,-1),-0.159171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,10),(21,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,10),(21,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,10),(21,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,10),(21,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,10),(21,2),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,10),(21,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,10),(21,-1),-0.151237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,9),(21,7),-0.144847 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,9),(21,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,9),(21,4),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,9),(21,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,9),(21,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,9),(21,-1),-0.240456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,7),(21,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,7),(21,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,7),(21,2),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,7),(21,1),-0.144719 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,7),(21,-1),-0.151236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,6),(21,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,6),(21,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,6),(21,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,6),(21,-1),-0.0472165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,4),(21,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,4),(21,1),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,4),(21,-1),-0.0466893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,2),(21,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,2),(21,-1),-0.220123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,1),(21,-1),-0.200966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
