# _root_ The Financial Times 100-share index shed 47.3 points to close at 2082.1 , down 4.5 % from the previous Friday and 6.8 % from Oct. 13 , when Wall Street 's plunge helped spark the current weakness in London .
#goldHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,21,16,14,14,20,20,17,10,23,16,17,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
#predictedHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,10,16,14,14,21,21,21,17,23,21,14,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
(24,33),(33,23),(33,17),-0.147412 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,16),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,11),-0.147409 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,3),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,23),(33,-1),-0.125397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,22),(33,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,22),(33,-1),-0.157499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,21),(33,20),0.0147518 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,19),0.0725896 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,18),-0.0278469 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,17),-0.00911253 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,16),0.0229555 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,14),0.0272776 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,13),0.00498908 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,11),-0.0465454 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,10),-0.0696612 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,8),-0.0367205 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,6),-0.0522641 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,3),-0.0755255 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,2),-0.0769803 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,21),(33,-1),-0.147998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,20),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,17),-0.147411 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,16),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,11),-0.147408 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,3),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,20),(33,-1),-0.131398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,19),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,19),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,19),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,19),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,19),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,19),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,19),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,19),(33,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,19),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,19),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,19),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,19),(33,-1),-0.162613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,18),(33,17),-0.144705 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,18),(33,16),-0.14471 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,18),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,18),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,18),(33,11),-0.144705 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,18),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,18),(33,8),-0.14471 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,18),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,18),(33,3),-0.14471 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,18),(33,2),-0.14471 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,18),(33,-1),-0.178077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,17),(33,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,17),(33,14),-0.144906 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,17),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,17),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,17),(33,10),-0.144729 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,17),(33,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,17),(33,6),-0.144729 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,17),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,17),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,17),(33,-1),-0.161436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,16),(33,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,16),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,16),(33,11),-0.147409 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,16),(33,10),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,16),(33,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,16),(33,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,16),(33,3),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,16),(33,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,16),(33,-1),-0.125397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,14),(33,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,14),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,14),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,14),(33,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,14),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,14),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,14),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,14),(33,-1),-0.110636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,13),(33,11),-0.147192 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,13),(33,10),-0.144943 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,13),(33,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,13),(33,6),-0.144943 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,13),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,13),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,13),(33,-1),-0.154024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,11),(33,10),-0.144729 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,11),(33,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,11),(33,6),-0.144729 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,11),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,11),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,11),(33,-1),-0.163816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,10),(33,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,10),(33,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,10),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,10),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,10),(33,-1),-0.124777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,8),(33,6),-0.144722 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,8),(33,3),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,8),(33,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,8),(33,-1),-0.130834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,6),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,6),(33,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,6),(33,-1),-0.134803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,3),(33,2),-0.144732 # DEPENDENCYPART_GRANDSIBL
(24,33),(33,3),(33,-1),-0.131401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,33),(33,2),(33,-1),-0.13083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,38),(38,38),(38,39),-0.061878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,38),(38,38),(38,41),0.0155297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,38),(38,39),(38,41),-0.0183773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,38),(38,38),(38,37),0.12699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,38),(38,38),(38,36),0.123657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,38),(38,38),(38,-1),-0.0444543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,38),(38,37),(38,36),0.109299 # DEPENDENCYPART_GRANDSIBL
(24,38),(38,37),(38,-1),-0.126482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,38),(38,36),(38,-1),-0.148434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,18),(18,18),(18,19),0.0995736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,18),(18,18),(18,41),0.075808 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,18),(18,19),(18,41),-0.154664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,18),(18,18),(18,-1),0.195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,22),(22,23),0.203059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,25),-0.145666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,26),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,41),0.00164807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,23),(22,25),-0.144706 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,22),(22,23),(22,41),-0.051564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,25),(22,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,25),(22,41),-0.0783395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,26),(22,41),-0.172721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,22),(22,20),-0.038664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,-1),0.203527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,20),(22,-1),-0.0461498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,26),(26,27),-0.0292441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,29),-0.0388715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,30),-0.0388715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,32),-0.0388715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,33),-0.0344252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,34),-0.0344252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,41),0.20354 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,27),(26,29),-0.0298125 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,27),(26,30),-0.0298125 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,27),(26,32),-0.0298125 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,27),(26,33),-0.0191074 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,27),(26,34),-0.0191074 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,27),(26,41),-0.0190441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,29),(26,30),-0.0195846 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,29),(26,32),-0.0195846 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,29),(26,33),-0.0194486 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,29),(26,34),-0.0194486 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,29),(26,41),-0.0462578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,30),(26,32),-0.0195846 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,30),(26,33),-0.0194486 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,30),(26,34),-0.0194486 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,30),(26,41),-0.0462578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,32),(26,33),-0.0194486 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,32),(26,34),-0.0194486 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,32),(26,41),-0.0462578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,33),(26,34),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,33),(26,41),-0.0386676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,34),(26,41),-0.0386676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,26),(26,25),0.16895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,24),-0.144909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,23),-0.145666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,22),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,-1),0.0016298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,25),(26,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,23),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,25),(26,-1),-0.0791395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,24),(26,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,24),(26,-1),-0.175167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,23),(26,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,26),(26,23),(26,-1),-0.052364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,22),(26,-1),-0.172718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,27),(27,27),(27,41),-0.0529379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,27),(27,27),(27,-1),-0.193369 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,29),(29,30),-0.132934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,31),-0.0477703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,34),0.0478196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,37),-0.133633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,29),(29,29),(29,41),0.110473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,29),(29,30),(29,31),-0.0212973 # DEPENDENCYPART_GRANDSIBL
(25,29),(29,30),(29,34),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(25,29),(29,30),(29,37),-0.00123892 # DEPENDENCYPART_GRANDSIBL
(25,29),(29,30),(29,41),0.0241292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,29),(29,31),(29,34),-0.0194643 # DEPENDENCYPART_GRANDSIBL
(25,29),(29,31),(29,37),-0.0214765 # DEPENDENCYPART_GRANDSIBL
(25,29),(29,31),(29,41),-0.0486165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,29),(29,34),(29,37),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(25,29),(29,34),(29,41),0.00230359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,29),(29,37),(29,41),0.0242532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,29),(29,29),(29,-1),-0.0364484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,30),(30,30),(30,31),-0.0477703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,34),0.0478183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,37),-0.13141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,41),0.0989285 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,30),(30,31),(30,34),-0.0194643 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,31),(30,37),-0.0214765 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,31),(30,41),-0.0486165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,34),(30,37),-0.0233154 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,34),(30,41),0.00219618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,37),(30,41),0.026478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,30),(30,29),0.158104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,26),0.175608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,25),0.15821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,19),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,-1),-0.0478352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,30),(30,29),(30,26),0.0998084 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,25),0.0908319 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,19),-0.144729 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,-1),-0.174414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,26),(30,25),0.111808 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,26),(30,19),-0.144725 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,26),(30,-1),-0.139084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,25),(30,19),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,25),(30,-1),-0.174383 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,30),(30,19),(30,-1),-0.193454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,31),(31,31),(31,34),-0.0540321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,31),(31,31),(31,41),0.0970267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,31),(31,34),(31,41),-0.0551055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,31),(31,31),(31,-1),-0.0605832 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,32),(32,32),(32,33),0.0477787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,32),(32,34),0.0478146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,32),(32,37),-0.133563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,32),(32,38),-0.00439611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,32),(32,41),0.097696 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,32),(32,33),(32,34),-0.0237863 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,33),(32,37),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,33),(32,38),-0.0247044 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,33),(32,41),0.00226113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,32),(32,34),(32,37),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,34),(32,38),-0.0247044 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,34),(32,41),0.00229706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,32),(32,37),(32,38),-0.0211029 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,37),(32,41),0.0243021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,32),(32,38),(32,41),-0.0465863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,32),(32,32),(32,31),0.244843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,32),(32,30),0.158346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,32),(32,29),0.157802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,32),(32,26),0.175608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,32),(32,25),0.157908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,32),(32,23),-0.155903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,32),(32,18),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,32),(32,-1),-0.0491726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,32),(32,31),(32,30),0.107294 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,31),(32,29),0.107294 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,31),(32,26),0.102513 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,31),(32,25),0.107292 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,31),(32,23),-0.144831 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,31),(32,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,31),(32,-1),0.0376568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,32),(32,30),(32,29),0.0912024 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,30),(32,26),0.0998577 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,30),(32,25),0.0911027 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,30),(32,23),-0.145398 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,30),(32,18),-0.145039 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,30),(32,-1),-0.173956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,32),(32,29),(32,26),0.0998082 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,29),(32,25),0.0909327 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,29),(32,23),-0.145398 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,29),(32,18),-0.145039 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,29),(32,-1),-0.174313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,32),(32,26),(32,25),0.111808 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,26),(32,23),-0.144702 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,26),(32,18),-0.144951 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,26),(32,-1),-0.139026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,32),(32,25),(32,23),-0.145398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,25),(32,18),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,32),(32,25),(32,-1),-0.174282 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,32),(32,23),(32,18),-0.145045 # DEPENDENCYPART_GRANDSIBL
(25,32),(32,23),(32,-1),-0.168837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,32),(32,18),(32,-1),-0.161259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,33),(33,33),(33,34),-0.0381965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
