# _root_ The Dutch unit , known as Celtona B.V. , is a leading maker of consumer and away-from-home tissue products for the Benelux region .
#goldHeads=3,3,10,3,3,5,8,6,3,0,13,13,10,13,16,19,16,19,14,19,23,23,20,10,
#predictedHeads=3,3,10,3,3,5,8,6,3,0,13,13,10,13,16,14,19,19,16,19,23,23,20,10,
(14,12),(12,14),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,25),-0.157437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,15),(12,16),-0.145042 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,18),-0.144745 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,19),-0.144745 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,20),-0.146702 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,23),-0.144745 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,25),-0.145773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,16),(12,17),0.104654 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,18),0.217087 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,19),0.161614 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,20),0.119939 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,23),0.0637335 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,24),0.192515 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,25),-0.14994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,17),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,25),-0.165973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,18),(12,19),-0.144745 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,20),-0.146702 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,23),-0.144745 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,25),-0.145773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,19),(12,20),-0.146702 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,23),-0.144745 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,25),-0.145781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,20),(12,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,20),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,20),(12,25),-0.157481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,23),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,23),(12,25),-0.145775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,24),(12,25),-0.144749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),-0.0199318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,10),-0.042202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,9),-0.0520667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,6),-0.0229887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,-1),-0.0194007 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,11),(12,10),-0.0197713 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,6),-0.0199566 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,-1),-0.0215873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,10),(12,9),-0.0217618 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,6),-0.0247402 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,-1),-0.0299747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,9),(12,6),-0.0470857 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,-1),-0.027826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,6),(12,-1),0.0104761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,17),-0.00321455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,19),-0.160681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,20),-0.058783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,25),0.262419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,17),(15,19),-0.0128151 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,20),-0.0265336 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,25),-0.0342083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,19),(15,20),-0.0164093 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,25),-0.0761174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,20),(15,25),-0.0566892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,14),0.145331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,13),-0.151026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,12),-0.150184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,11),-0.148936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,-1),-0.129863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,14),(15,13),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,12),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,11),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,-1),-0.126868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,13),(15,12),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,11),-0.147964 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,-1),-0.119964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,12),(15,11),-0.147748 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,12),(15,-1),-0.106069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,11),(15,-1),-0.118112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,17),-0.0178211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,18),0.176491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,19),0.169474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,20),-0.100766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,21),-0.00330786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,22),0.176491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,23),0.176491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,25),-0.167885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,18),0.0300478 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,19),0.0297039 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,20),-0.0244188 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,22),0.0300478 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,23),0.0300478 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,25),-0.0900563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,18),(16,19),-0.0770068 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,20),0.0077805 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,21),-0.0195662 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,22),-0.0798967 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,23),-0.0798967 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,24),-0.0133721 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,25),0.0676647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,19),(16,20),0.00778026 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,21),-0.0195662 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,22),-0.0758689 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,23),-0.0758689 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,24),-0.0133721 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,25),0.0590431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,20),(16,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,22),-0.0424305 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,23),-0.0424305 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,24),-0.0195285 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,20),(16,25),0.0016523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,21),(16,22),-0.0194608 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,23),-0.0194608 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,21),(16,25),-8.09141e-06 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,22),(16,23),-0.0798965 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,22),(16,24),-0.0133721 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,22),(16,25),0.0676647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,23),(16,24),-0.0133721 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,23),(16,25),0.0676647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,24),(16,25),-0.0204637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,15),0.353554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,14),0.101041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,13),-0.145156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,12),-0.150058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,11),-0.145444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,10),-0.150362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,8),-0.145156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,7),-0.145156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,6),-0.144724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,5),-0.150058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,3),-0.145156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,2),-0.145434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,1),-0.145444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,-1),-0.235562 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,15),(16,14),0.0951289 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,13),-0.14832 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,12),-0.145777 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,11),-0.147657 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,10),-0.145777 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,9),-0.145345 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,8),-0.14832 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,7),-0.14832 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,6),-0.145059 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,5),-0.145777 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,4),-0.145345 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,3),-0.14832 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,2),-0.146341 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,1),-0.147647 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,-1),-0.1816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,14),(16,13),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,12),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,10),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,9),-0.145327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,8),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,7),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,5),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,4),-0.145327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,3),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,14),(16,-1),-0.207397 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,13),(16,12),-0.145777 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,11),-0.147657 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,10),-0.145777 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,9),-0.145345 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,8),-0.14832 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,7),-0.14832 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,6),-0.145059 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,5),-0.145777 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,4),-0.145345 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,3),-0.14832 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,2),-0.146341 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,1),-0.147647 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,-1),-0.180905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,12),(16,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,8),-0.144765 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,7),-0.144765 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,6),-0.144712 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,3),-0.144765 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,-1),-0.0524178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,11),(16,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,8),-0.144762 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,7),-0.144762 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,3),-0.144762 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,-1),-0.164049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,10),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,8),-0.144765 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,7),-0.144765 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,6),-0.144712 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,3),-0.144765 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,-1),-0.0570078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,9),(16,8),-0.147378 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,7),-0.147378 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,6),-0.14851 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,5),-0.155558 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,3),-0.147378 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,2),-0.144752 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,-1),-0.178665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,8),(16,7),-0.14832 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,6),-0.145059 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,5),-0.145777 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,4),-0.145345 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,3),-0.14832 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,2),-0.146341 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,1),-0.147647 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,8),(16,-1),-0.180563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,7),(16,6),-0.145059 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,5),-0.145777 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,4),-0.145345 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,3),-0.14832 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,2),-0.146341 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,1),-0.147647 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,-1),-0.180563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,6),(16,5),-0.14481 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,4),-0.145309 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,3),-0.144719 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,6),(16,-1),-0.206254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,5),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,3),-0.144765 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,-1),-0.0524157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,4),(16,3),-0.147378 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,4),(16,2),-0.144752 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,4),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,4),(16,-1),-0.178665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,3),(16,2),-0.146341 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,3),(16,1),-0.147647 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,3),(16,-1),-0.180264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,2),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,2),(16,-1),-0.18759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,1),(16,-1),-0.183655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,18),-0.0304844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,19),-0.0304846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,20),-0.024551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,25),-0.0200763 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,18),(17,19),-0.0195375 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,20),-0.0198873 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,25),0.00435116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,19),(17,20),-0.0198873 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,25),0.00435098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,20),(17,25),-0.0507699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,15),0.097643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,-1),-0.209084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,15),(17,-1),-0.153783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,19),-0.160681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,20),-0.0557357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,23),-0.160672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,25),0.262653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,19),(18,20),-0.0164093 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,23),-0.0344774 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,25),-0.0761173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,20),(18,23),-0.0161501 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,25),-0.0536419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,23),(18,25),-0.0760874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,17),0.127384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,16),0.239206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,15),0.170191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,11),-0.148936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,-1),-0.127503 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,17),(18,16),0.111993 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,15),0.137231 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,11),-0.147874 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,-1),-0.115756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,16),(18,15),0.555262 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,11),0.00460618 # DEPENDENCYPART_GRANDSIBL
