# _root_ `` It 's impossible to overstate how much this means to the families of these patients , '' said Samuel Broder , director of the National Cancer Institute and a main developer of AZT .
#goldHeads=19,3,19,3,6,3,8,10,10,6,10,13,11,13,16,14,19,19,0,21,19,21,29,23,28,28,28,24,21,32,32,29,32,33,19,
#predictedHeads=19,3,19,3,6,3,10,7,10,6,10,13,11,13,16,14,19,19,0,21,19,21,21,23,28,28,28,29,24,32,32,29,32,33,19,
(21,23),(23,23),(23,9),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,-1),-0.0166001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,22),(23,21),0.118203 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,20),-0.14942 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,19),-0.146635 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,15),-0.144707 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,12),-0.144709 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,9),-0.144707 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,-1),-0.0334284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,21),(23,20),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,19),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,15),-0.144975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,12),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,9),-0.144975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,-1),-0.168908 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,20),(23,19),-0.14473 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,15),-0.144975 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,12),-0.145039 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,9),-0.144975 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,-1),-0.168908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,19),(23,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,19),(23,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,19),(23,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,19),(23,-1),-0.193564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,15),(23,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,15),(23,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,15),(23,-1),-0.157841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,12),(23,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,12),(23,-1),-0.164335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,9),(23,-1),-0.159673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,25),-0.0191897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,26),0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,27),0.113572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,28),0.124808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,29),0.0584807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,32),0.126368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,33),-0.0271494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,34),0.126659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,36),-0.376972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,25),(24,26),-0.0238603 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,27),-0.0238603 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,28),-0.0238603 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,29),-0.0194692 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,32),-0.0238603 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,33),-0.00936257 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,34),-0.0238603 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,36),0.000194065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,26),(24,27),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,28),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,29),-0.0389636 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,32),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,33),-0.00938185 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,34),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,36),0.040535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,27),(24,28),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,29),-0.0389636 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,32),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,33),-0.00938185 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,34),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,27),(24,36),0.0287586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,28),(24,29),-0.0389636 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,32),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,33),-0.00938185 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,34),-0.0616137 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,36),0.0399947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,29),(24,32),-0.107001 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,29),(24,33),0.284498 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,29),(24,34),-0.100344 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,29),(24,36),0.0291242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,32),(24,33),-0.00938185 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,32),(24,34),-0.0616139 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,32),(24,36),0.0416332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,33),(24,34),-0.0214768 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,33),(24,36),-0.0353439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,34),(24,36),0.0418462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,22),0.100608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,-1),-0.0521678 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,22),(24,-1),-0.147378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,27),-0.132213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,28),-0.132159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,32),-0.132609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,33),0.00760679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,36),0.150373 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,27),(26,28),-0.00144725 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,32),-0.00144725 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,33),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,36),0.0257293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,28),(26,32),-0.00139366 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,33),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,36),0.0257241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,32),(26,33),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,32),(26,36),0.025279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,33),(26,36),-0.00940294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,25),0.102298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,-1),-0.00398357 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,25),(26,-1),-0.159241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,27),(27,28),-0.131974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,32),-0.132424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,33),0.00761109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,36),0.13382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,28),(27,32),-0.00139317 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,28),(27,33),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,28),(27,36),0.0259085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,32),(27,33),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,32),(27,36),0.0254633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,33),(27,36),-0.00939924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,27),(27,26),0.158164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,25),0.102299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,-1),-0.0183144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,26),(27,25),0.130844 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,-1),-0.16759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,25),(27,-1),-0.158838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,28),(28,32),-0.132598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,33),0.00760948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,36),0.133334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,28),(28,32),(28,33),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,32),(28,36),0.024347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,33),(28,36),-0.00939983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,28),(28,27),0.16103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,26),0.157748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,25),0.101768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,23),0.160574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,21),0.16103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,20),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,-1),-0.0184982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,28),(28,27),(28,26),0.0946275 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,25),0.13127 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,23),0.0908711 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,21),0.0911064 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,20),-0.145195 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,-1),-0.173848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,26),(28,25),0.130428 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,23),0.0907235 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,21),0.0909589 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,20),-0.145195 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,-1),-0.167591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,25),(28,23),0.129835 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,25),(28,21),0.129835 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,25),(28,20),-0.144709 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,25),(28,-1),-0.159771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,23),(28,21),0.0910356 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,23),(28,20),-0.145195 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,23),(28,-1),-0.174018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,21),(28,20),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,21),(28,-1),-0.173848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,28),(28,20),(28,-1),-0.173848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,29),(29,30),0.03466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,31),0.132516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,32),-0.0676187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,33),-0.00892351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,34),-0.0675895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,35),-0.0252004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,36),-0.253183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,29),(29,30),(29,31),-0.0197258 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,30),(29,32),-0.0210928 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,30),(29,33),-0.0196587 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,30),(29,34),-0.0210928 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,30),(29,35),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,30),(29,36),0.0101457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,31),(29,32),-0.0355895 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,31),(29,33),-0.0366064 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,31),(29,34),-0.0355895 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,31),(29,35),-0.0223404 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,31),(29,36),0.103908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,32),(29,33),0.00569095 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,32),(29,34),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,32),(29,35),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,32),(29,36),-0.00988699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,33),(29,34),-0.018658 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,33),(29,35),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,33),(29,36),0.0497343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,34),(29,35),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,34),(29,36),-0.00985784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,35),(29,36),-0.0291688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,29),(29,28),0.195459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,27),0.195461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,26),0.191897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,25),0.119791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,24),0.208636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,23),0.195264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,22),0.131504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,21),0.195461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,20),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,19),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,17),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,16),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,15),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,14),-0.150883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,13),-0.161183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,12),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,11),-0.145271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,10),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,9),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,8),-0.146451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,6),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,5),-0.145271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,4),-0.146451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,3),-0.155869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,-1),-0.451396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,29),(29,28),(29,27),0.138593 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,26),0.143074 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,25),0.0964029 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,24),0.0789756 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,23),0.13835 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,22),0.0783033 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,21),0.138593 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,20),-0.146776 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,19),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,17),-0.147051 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,16),-0.146776 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,15),-0.145317 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,14),-0.147044 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,13),-0.146776 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,12),-0.145401 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,11),-0.145451 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,10),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,9),-0.145317 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,8),-0.144793 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,6),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,5),-0.145451 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,4),-0.144793 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,3),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,-1),-0.198072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,27),(29,26),0.143074 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,25),0.0964029 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,24),0.0789756 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,23),0.13835 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,22),0.0783033 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,21),0.138593 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,20),-0.146776 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,19),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,17),-0.147051 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,16),-0.146776 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,15),-0.145317 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,14),-0.147044 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,13),-0.146776 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,12),-0.145401 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,11),-0.145451 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,10),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,9),-0.145317 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,8),-0.144793 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,6),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,5),-0.145451 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,4),-0.144793 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,3),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,-1),-0.197725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,26),(29,25),0.0964029 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,24),0.0789742 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,23),0.137532 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,22),0.0783033 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,21),0.137776 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,20),-0.146776 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,19),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,17),-0.147051 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,16),-0.146776 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,15),-0.145317 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,14),-0.147044 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,13),-0.146776 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,12),-0.145401 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,11),-0.145451 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,10),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,9),-0.145317 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,8),-0.144793 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,6),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,5),-0.145451 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,4),-0.144793 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,3),-0.146269 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,26),(29,-1),-0.196165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,25),(29,24),0.10783 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,23),0.1082 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,22),0.106442 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,21),0.1082 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,19),-0.144714 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,14),-0.14471 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,10),-0.144714 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,6),-0.144714 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,3),-0.144714 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,25),(29,-1),-0.0982665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,24),(29,23),0.101304 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,24),(29,22),0.0972684 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,24),(29,21),0.101426 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,24),(29,20),-0.144704 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,24),(29,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,24),(29,17),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,24),(29,16),-0.144704 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,24),(29,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
