# _root_ The `` anti-hooligan '' law , which would deprive troublemakers of cards , must be ratified by the House of Lords and is expected to become effective early next year .
#goldHeads=5,5,5,5,22,5,8,5,8,9,9,11,5,22,14,15,16,19,17,19,20,0,22,23,26,24,26,30,30,26,22,
#predictedHeads=5,5,5,5,14,5,8,5,8,9,10,11,5,0,14,15,16,19,22,19,20,17,22,23,26,24,26,30,30,26,14,
(12,14),(14,11),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.164982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,10),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,6),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,5),-0.144783 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,1),-0.144708 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,10),(14,-1),-0.0488588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,9),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,9),(14,-1),-0.141579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,8),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,-1),-0.145052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,7),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,-1),-0.10406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,6),(14,5),-0.144748 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,3),-0.144751 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,6),(14,-1),-0.153047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,5),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,1),-0.144708 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,5),(14,-1),-0.048873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,4),(14,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,4),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,4),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,4),(14,-1),-0.148997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,3),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,3),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,3),(14,-1),-0.153884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,2),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,2),(14,-1),-0.150878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,1),(14,-1),-0.143372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0476678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),0.0717708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.0258802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,22),0.0100461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,23),-0.0515406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,24),-0.0479634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,26),-0.047385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,27),0.00756096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,31),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,32),0.056057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.0300771 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,19),-0.0218316 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,22),-0.0153817 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,23),-0.0223467 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,24),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,26),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,27),-0.0198316 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,31),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,32),-0.0258966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,19),-0.00101413 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,22),-0.0175247 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,23),0.00461958 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,24),0.00206146 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,26),0.00202912 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,27),-0.0247787 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,31),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,32),0.031209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,22),-0.0420637 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,23),-0.0337778 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,24),-0.0342218 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,26),-0.0346101 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,27),-0.0186824 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,31),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,32),-0.0296046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,22),(15,23),0.26137 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,24),0.225651 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,26),0.276306 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,27),0.12481 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,31),0.127959 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,32),-0.0335711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,23),(15,24),-0.0223632 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,26),-0.0223632 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,27),-0.0198316 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,31),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,32),-0.0302689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,24),(15,26),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,24),(15,27),-0.0198316 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,24),(15,31),-0.0231291 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,24),(15,32),-0.0260304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,26),(15,27),-0.0198316 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,26),(15,31),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,26),(15,32),-0.0256327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,27),(15,31),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,27),(15,32),0.0234338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,31),(15,32),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.102503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,13),0.114419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,12),0.126396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,11),-0.175041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,10),-0.193423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,9),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,8),-0.15031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,7),-0.143145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,6),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,5),-0.193619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.0223776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,13),0.109246 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,12),0.108873 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.146309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,12),0.119951 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,11),-0.145223 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,10),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,9),-0.145031 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,8),-0.145675 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,7),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,5),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,-1),-0.209053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,12),(15,11),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,10),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,9),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,6),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,5),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,-1),-0.0882647 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,11),(15,10),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,9),-0.144987 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,8),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,7),-0.14478 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,5),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,-1),-0.223809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,10),(15,9),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,6),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,5),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,-1),-0.0882647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,9),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,5),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,-1),-0.157428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,8),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,-1),-0.147164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,7),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,-1),-0.0436294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,6),(15,5),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,-1),-0.209053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,5),(15,-1),-0.090202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),0.0732693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.020828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0263129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),0.000386889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,22),0.0117697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),-0.0481557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,24),-0.0445785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,25),-0.0361458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,26),-0.0440001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,30),-0.00144674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,31),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,32),0.0598781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0197192 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.000423468 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.0117773 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,22),-0.0175247 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,23),0.00467448 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,24),0.00211636 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,25),-0.0462996 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,26),0.00208401 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,30),0.00286303 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,31),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,32),0.0320722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0205174 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,20),-0.024726 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,22),-0.0194827 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,23),-0.0194835 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,24),-0.0194835 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,25),-0.0196148 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,26),-0.0194835 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,30),-0.0205174 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,32),-0.0159315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),-0.0037591 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,22),-0.0420594 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,23),-0.033767 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,24),-0.0342109 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,25),-0.0398179 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,26),-0.0345993 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,30),0.00142251 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,31),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,32),-0.0295954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,20),(16,22),-0.0165943 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,23),0.00257393 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,24),1.58021e-05 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,25),-0.0434271 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,26),-1.65394e-05 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,30),-0.0114499 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,31),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,32),0.000269573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,22),(16,23),0.26137 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,24),0.225651 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,25),0.37297 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,26),0.276306 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,30),-0.0502902 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,31),0.127959 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,32),-0.0318369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,23),(16,24),-0.0223632 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,25),-0.0252083 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,26),-0.0223632 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,30),-0.0238713 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,31),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,32),-0.0294678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,24),(16,25),-0.0249703 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,26),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,30),-0.0238651 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,31),-0.0231291 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,32),-0.0252293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,25),(16,26),-0.026997 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,25),(16,30),-0.0264173 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,25),(16,31),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,25),(16,32),-0.0458188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,26),(16,30),-0.0241109 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,26),(16,31),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,26),(16,32),-0.0248315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,30),(16,31),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,30),(16,32),-0.006509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,31),(16,32),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,13),0.114419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.131651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,11),-0.175041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,10),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,7),-0.143143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,6),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,5),-0.193609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),-0.0148706 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,13),(16,12),0.119952 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,11),-0.145222 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,10),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,7),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,5),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,11),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,10),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,6),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,5),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.0828247 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,11),(16,10),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,7),-0.14478 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,5),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,-1),-0.217145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,10),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,6),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,5),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,-1),-0.0828247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,7),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,-1),-0.0401912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,6),(16,5),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,5),(16,-1),-0.084762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,20),0.00745971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,22),-0.0402771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,23),0.0512151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,24),0.052154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,32),0.140821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,20),(19,22),-0.0156669 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,23),-0.0108491 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,24),-0.0119246 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,32),-0.00941024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,22),(19,23),0.254224 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,24),0.218474 # DEPENDENCYPART_GRANDSIBL
