# _root_ The company 's conduct `` does not even raise a question of wrongful corporate intent , ratification or cover-up , '' GE 's brief asserts .
#goldHeads=2,4,2,6,6,25,6,6,6,11,9,11,18,18,18,18,18,12,18,25,25,24,22,25,0,25,
#predictedHeads=2,4,2,6,6,25,6,6,6,11,9,11,15,15,18,18,18,12,18,25,25,24,22,25,0,25,
(13,11),(11,16),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,27),-0.147995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,17),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,20),-0.144702 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,27),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,18),(11,19),-0.0403963 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,20),-0.0116784 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,21),0.0618965 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,22),0.000139266 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,24),-0.021243 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,25),0.213104 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,26),0.126455 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,27),-0.147591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,19),(11,20),-0.144702 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,27),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,20),(11,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,20),(11,22),-0.144756 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,20),(11,24),-0.144756 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,20),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,20),(11,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,20),(11,27),-0.147995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,21),(11,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,21),(11,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,21),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,21),(11,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,21),(11,27),-0.147795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,22),(11,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,22),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,22),(11,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,22),(11,27),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,24),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,24),(11,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,24),(11,27),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,25),(11,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,25),(11,27),-0.158656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,26),(11,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,10),-0.0257544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,9),-0.0400756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,8),-0.0237116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,7),-0.0237144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,2),-0.0360596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,-1),-0.0426604 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,10),(11,9),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,8),-0.0158908 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,7),-0.0158908 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,5),-0.0213048 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,2),-0.0205399 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,-1),-0.0288196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,9),(11,8),-0.0199731 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,7),-0.0199731 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,5),-0.020413 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,2),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,-1),-0.0353247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,8),(11,7),-0.0194673 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,2),-0.0197324 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,-1),-0.0149526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,7),(11,5),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,2),-0.0197324 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,-1),-0.0150493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,5),(11,2),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,-1),-0.0259298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,2),(11,-1),-0.0470709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,13),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,14),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,15),-0.147782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,17),-0.147782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,18),-0.144856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,19),-0.147782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,22),-0.147782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,24),-0.147782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,25),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,27),-0.0437133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,13),(12,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,13),(12,27),-0.160766 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,14),(12,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,14),(12,27),-0.160766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,15),(12,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,15),(12,27),-0.178043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,16),(12,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,16),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,16),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,16),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,16),(12,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,16),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,16),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,16),(12,27),-0.143521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,17),(12,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,17),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,17),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,17),(12,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,17),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,17),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,17),(12,27),-0.178043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,18),(12,19),-0.0403963 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,18),(12,21),0.0618965 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,18),(12,22),0.000139266 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,18),(12,24),-0.021243 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,18),(12,25),0.213104 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,18),(12,27),-0.144895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,19),(12,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,19),(12,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,19),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,19),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,19),(12,27),-0.178043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,21),(12,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,21),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,21),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,21),(12,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,22),(12,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,22),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,22),(12,27),-0.178043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,24),(12,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,12),(12,24),(12,27),-0.178043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,25),(12,27),-0.149001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,10),-0.00732359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,-1),-0.079079 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,10),(12,-1),-0.00130691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,27),0.032509 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,14),(14,13),0.108886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,11),-0.146118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),-0.0679576 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,13),(14,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,-1),-0.145435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,11),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,-1),-0.151215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,10),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,-1),-0.14626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,8),(14,-1),-0.14257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,24),(24,25),-0.0400748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,27),-0.0390809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,25),(24,27),-0.035324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,24),(24,23),0.150848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,22),0.119575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,21),0.108252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,19),0.119576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,18),0.106216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,17),0.119576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,15),0.119576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,14),0.0940158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,-1),-0.0768568 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,23),(24,22),0.109392 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,19),0.109392 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,18),0.10954 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,17),0.109392 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,15),0.109392 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,14),0.10873 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,-1),-0.103431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,22),(24,21),0.109539 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,19),0.109403 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,18),0.109466 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,17),0.109403 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,15),0.109403 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,14),0.113404 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,-1),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,21),(24,19),0.109402 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,21),(24,18),0.10954 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,21),(24,17),0.109402 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,21),(24,15),0.109402 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,21),(24,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,21),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,21),(24,-1),-0.147795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,19),(24,18),0.109466 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,19),(24,17),0.109403 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,19),(24,15),0.109403 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,19),(24,14),0.113404 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,19),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,19),(24,-1),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,18),(24,17),0.151732 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,18),(24,15),0.210086 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,18),(24,14),0.29867 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,18),(24,10),-0.0138142 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,18),(24,-1),-0.147591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,17),(24,15),0.109403 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,17),(24,14),0.113404 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,17),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,17),(24,-1),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,15),(24,14),0.113404 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,15),(24,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,15),(24,-1),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,14),(24,10),-0.144738 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,14),(24,-1),-0.170274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,10),(24,-1),-0.13844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,9),0.108025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,11),0.112794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,27),-0.0796971 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,9),(8,11),0.109534 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,27),-0.148352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,11),(8,27),-0.140697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,7),-0.014952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,6),-0.0279088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,4),-0.0273115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,2),-0.0273115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,-1),0.0318368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,7),(8,6),-0.019534 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,4),-0.019792 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,2),-0.019792 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,-1),-0.0142413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,6),(8,4),-0.0194537 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,2),-0.0194537 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,-1),-0.0287577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,4),(8,2),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,-1),-0.0275809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,2),(8,-1),-0.0275809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,12),0.122205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,27),-0.122809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,12),(10,27),-0.132054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,9),-0.019442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,-1),0.00518897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,9),(10,-1),-0.019442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,12),0.108441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.0940202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,14),-0.14637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,15),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,17),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,18),-0.144898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,19),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,21),-0.146743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,22),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,24),-0.145338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,25),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,27),-0.0768849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.109453 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,25),-0.14472 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,27),-0.144726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,16),-0.144705 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,20),-0.144705 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,27),-0.17027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
